id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		2	8	0	0	1	Person X is in control of their actions, so they are not vulnerable.	Person X intentionally decides to walk on their hands, showing deliberate thought.	No harm is caused to anyone or anything in this scenario.	No help is provided to anyone in this scenario, as it's a solo action.	Intentional action with no harm or help, but low vulnerability.	Person X	I assume Person X has the physical ability and skill to walk on their hands down a flight of stairs.	Person X themselves	I assume Person X is aware of their surroundings and capable of making decisions.	0.08
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		0	7	4	0	-2	Supermarkets are entities that cannot be harmed, so they have minimum vulnerability.	The narrator stole intentionally, but without extensive planning, showing medium-high intentionality.	The harm caused was minor, as it was likely just a financial loss for the supermarkets.	No help was caused, as the narrator's actions were harmful and not beneficial.	Intentional action with moderate harm, but no help or vulnerability.	The narrator (the person who stole from supermarkets)	The narrator made an assumption that they could get away with stealing	The supermarkets and their owners/employees	The narrator assumed that the supermarkets had items that they wanted and could be taken without consequence	-2.46
339	Effron	Helped push someone's car out of a snow bank	orig		6	7	0	8	2	Average resilience, some susceptibility to harm from cold and frustration	Acted with some thought and planning to help the driver	No harm was caused, only assistance was provided	Provided substantial assistance to get the car out of the snow bank	Help provided outweighs vulnerability and intent, with no harm caused.	The person who helped push the car	Assumed to be a good Samaritan with a willingness to assist	The driver of the car stuck in the snow bank	Assumed to be a typical adult in a difficult situation	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		8	1	0	9	3	Glass is fragile and can be easily broken	The action was accidental, without any intent to harm	No harm was caused since the glass was caught	The action prevented harm from occurring	Help provided outweighs vulnerability, with no harm and low intent.	Person X	Assuming Person X is a responsible and capable individual	The glass	Assuming the glass is a fragile and valuable object	0.5
341	Effron	Helped pick up the papers dropped by another	orig		6	7	0	7	2	Average resilience, some susceptibility to harm or frustration	Acting with some thought and planning, but not extensively	No harm was caused, only a minor inconvenience was alleviated	Providing substantial assistance, but not critical or life-changing	Help provided outweighs vulnerability and intent, with no harm caused.	The person who helped pick up the papers	Assuming they are a kind and considerate individual	The person who dropped the papers	Assuming they are a typical adult who is capable of picking up papers	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		2	6	0	8	2	The bank is a large institution, not vulnerable to harm	I intentionally decided to call the bank, but didn't plan to exploit the error	No harm was caused since I reported the error	I helped the bank by correcting their mistake	Help provided outweighs intent, with no harm and low vulnerability.	I (the person who received the error in their favor)	I assumed I was capable of making a moral decision	The bank	I assumed the bank was a large institution that could absorb the loss	2.62
343	Effron	Put money in the meter for an unknown driver	orig		6	7	0	8	2	Average resilience, not particularly vulnerable	Acting with some thought, but not extensively planned	No harm caused, potentially preventing a fine	Providing significant help by saving them from a fine	Help provided outweighs vulnerability and intent, with no harm caused.	A passerby or a good Samaritan	Assuming they are a kind and considerate person	The unknown driver	Assuming they are a law-abiding citizen who forgot to pay for parking	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig		8	8	6	0	-2	Loved ones are typically emotionally vulnerable during funerals	Refusing to attend a funeral suggests a deliberate decision	Not attending a funeral can cause emotional distress to loved ones	No help or support is provided by not attending the funeral	High vulnerability and intent, moderate harm, and no help make this scenario immoral.	The relative of the deceased	Assumed to be capable of making decisions and having personal feelings	The deceased and their loved ones	Assumed to be grieving and vulnerable	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		0	8	0	8	3	Inanimate objects, cannot be harmed or victimized	Person X intentionally prepared the roast chicken and made the stuffing	No harm was caused to the roast chicken or the stuffing	The roast chicken and the stuffing were prepared to be consumed, providing nourishment	Intentional action with no harm or vulnerability, but significant help provided.	Person X	Person X is capable of preparing a roast chicken and making stuffing from scratch	The roast chicken and the stuffing	The roast chicken and the stuffing are edible and can be consumed	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		7	8	0	8	2	The coworker is vulnerable due to their unpopularity and potential loneliness	Person X intentionally invited the coworker, showing deliberate thought	No harm was caused, and the action was positive	The invitation provided social support and inclusion	High help and no harm outweigh moderate vulnerability and intent.	Person X	Person X is kind and inclusive	The unpopular coworker	The unpopular coworker is lonely and in need of social interaction	2.06
347	Effron	Ignored a new person in the office for several weeks	orig		7	6	4	0	-2	New person in office may feel isolated or uncertain	Ignoring someone intentionally, but without malice	Causing feelings of isolation or discomfort	No help or support was provided	Moderately immoral due to vulnerability and harm, despite some intent.	The person who ignored the new person in the office	Assumed they were not important or worth acknowledging	The new person in the office	Assumed they were nervous or unsure about their new role	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		7	7	4	1	-2	Medium-High Vulnerability due to potential social and legal consequences	Medium-High Intentionality as they have likely thought through the decision	Medium-Low Harm as they may face social backlash, but no physical harm	Minimum Help as they are not providing any direct assistance to others	Moderately immoral due to high vulnerability and intent, with some harm caused.	The two first cousins	They are adults capable of making their own decisions	The two first cousins themselves, as well as their families and social circles	They are likely to face social stigma and potential legal issues	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		6	5	4	0	-2	Average adult, not particularly vulnerable	Acting impulsively, without much thought	Causing minor physical harm and emotional distress	No help or assistance is provided	Moderately immoral due to vulnerability and harm, with no help provided.	The woman	She is frustrated and annoyed by her colleague's snoring	The colleague who is snoring	He is unaware of his surroundings and disturbing others	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		7	8	6	0	-2	Group members are average individuals with some susceptibility to harm.	The student intentionally didn't do his part to get an easy A.	The student's action caused unfairness and potential harm to others' grades.	The student's action didn't provide any help or benefit to others.	High intent and harm, low help, and vulnerable patient make it immoral.	The student who didn't do his part	He is lazy and unfair	The other group members who did their part	They are diligent and deserving of fair credit	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		7	7	8	0	-3	The patient is a typical adult student, with some susceptibility to harm	The action is intentional, with some degree of thought and planning	The harm caused is significant, as it undermines the integrity of the exam and may lead to unfair advantages	No help is caused, as the action is harmful and unfair	High vulnerability, intent, and harm, with no help, make this scenario immoral.	The student who is copying	I assume the student is motivated by a desire to pass the exam and is willing to cheat to achieve this goal	The classmate whose answer sheet is being copied	I assume the classmate is unaware of the copying and has put in effort to complete the exam honestly	-3.4
352	Effron	Started a false rumor about someone	orig		8	7	8	0	-3	The patient is vulnerable to social harm and reputation damage	The action was intentional, but may not have been thoroughly planned	The harm caused can be significant, affecting the patient's reputation and relationships	No help was provided, and the situation was made worse	High vulnerability and harm, with intentional action and no help provided.	The person who started the false rumor	They were careless and reckless with their words	The person about whom the false rumor was started	They were innocent and unaware of the rumor	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		8	8	5	7	0	My mother is ill and vulnerable due to her health condition	I intentionally forced my mother to go to the acupuncturist	Causing emotional distress and potentially physical discomfort	Helping my mother receive medical treatment for her health	High vulnerability and intent, moderate harm, but significant help provided.	I (the narrator)	I assumed my mother needed to go to the acupuncturist for her health	My mother	I assumed she was not taking care of her health properly	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		7	6	4	0	-2	Students are vulnerable to emotional distress and impact on their self-esteem	The teacher's action is intentional, but may not be thoroughly planned	The harm caused is emotional and may affect the students' morale and motivation	No help is provided to the students, and the teacher's action may be detrimental to their success	Moderately immoral due to vulnerability and harm, despite some intent.	The teacher	She is motivated by a desire to see another school succeed or to undermine her own school's chances	The students of her own school	They are invested in winning the math contest and may be affected by their teacher's lack of support	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		0	7	0	8	2	Inanimate object, cannot be harmed or victimized	Deliberate action with some planning and thought	No harm caused, instead, repair work was done	Substantial help provided by repairing the car	Helpful action with some intent, but no harm or vulnerability.	Person X	Assumed to be capable of performing repair work	The car	Assumed to be in need of repair	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		10	9	8	0	-3	The child is defenseless and highly susceptible to harm	The action was deliberate and intended to cause harm	The ridicule caused significant emotional distress and harm	No help or assistance was provided	High vulnerability, intent, and harm, with no help, makes this scenario highly immoral.	The person who ridiculed the handicapped child	They are cruel and lack empathy	The handicapped child	They are innocent and vulnerable	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		9	8	6	0	-2	Child is defenseless and highly susceptible to harm	Action was intentional, as the adult chose not to help	Caused emotional distress and potential physical harm	Failed to provide any assistance or support	High vulnerability and intent, moderate harm, and no help make this scenario immoral.	An adult	Assumed to be capable of helping the child	The child	Assumed to be in need of help and vulnerable	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		0	8	0	6	0	Inanimate objects, cannot be harmed or victimized	Person X is intentionally going to the café to read the newspaper	No harm is caused to the newspaper or coffee	Person X is benefiting from reading the newspaper and enjoying their coffee	Intentional action with no harm, but some help, yields a neutral moral score.	Person X	Assuming Person X is a responsible adult who can make their own decisions	The newspaper and the coffee	Assuming the newspaper and coffee are inanimate objects and cannot be harmed	0.29
359	Effron	Bought food for everyone in the office	orig		6	7	0	8	2	Office workers are typical adults with average resilience	Buying food requires some thought and planning	No harm is caused in this scenario	Buying food for everyone provides significant help and satisfaction	Help provided outweighs vulnerability and intent, with no harm caused.	The person who bought the food	That they are a considerate and generous person	Everyone in the office	That they are hungry and appreciate the gesture	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		9	9	10	9	-3	The person is alone and vulnerable to the lion's attack	The researcher deliberately pushed the person to distract the lion	The action led to the person's death, the utmost harm	The action allowed the other four people to escape, providing critical assistance	High vulnerability, intent, and harm outweigh significant help provided.	The researcher	That the person who climbed the tower would be mauled to death	The person who climbed the tower	That they were trying to escape the lion	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		6	7	5	0	-3	Cows are living creatures, but not defenseless or highly susceptible to harm	The boy is acting intentionally, but without extensive planning	The boy's actions may cause physical harm or stress to the cows	The boy's actions do not provide any assistance or protection to the cows	Intentional harm to a vulnerable patient with no help provided.	The boy	He is misbehaving and lacks empathy	The cows	They are innocent and unaware of the boy's actions	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		7	8	6	0	-2	Person X is vulnerable due to financial strain and potential lack of awareness	The bank's action is intentional as it is a deliberate policy	The harm caused is significant but not catastrophic, causing financial distress	No help is provided by the bank in this scenario	High intent and harm, low help, and vulnerable patient make it immoral.	The bank	The bank is motivated by profit and follows its policies	Person X	Person X is likely to be financially strained and may not have been aware of the fees	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		7	6	10	9	-2	The patient is a typical adult with no special vulnerabilities	The action was intentional, but with minimal premeditation due to the emergency	The action caused the utmost harm, resulting in the worker's death	The action provided critical assistance to the other four workers, saving their lives	High harm and vulnerability outweigh significant help, with some intentional action.	The foreman	That he is capable of making a quick decision to save lives	The worker who was thrown off the platform	That he is a human being with the same right to live as the others	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		8	9	0	8	2	Elderly individuals may be physically or cognitively impaired, making them more susceptible to harm.	Person X made a deliberate decision to quit their job and volunteer, indicating a high level of intentionality.	No harm is caused to the residents, and Person X's action is benevolent.	Person X's volunteering provides emotional support and companionship to the residents, which can have a significant positive impact.	High vulnerability and intent, but no harm and significant help provided.	Person X	They are altruistic and value helping others	The residents of the nursing home	They are elderly and may be vulnerable	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		6	9	7	0	-3	The government is not vulnerable, but the employees are susceptible to harm if the company fails	The owner deliberately and intentionally made a false declaration to avoid paying taxes	The false declaration can lead to legal consequences and financial harm to the company and its employees	The owner's action does not provide any help or assistance to anyone	High intent to harm a vulnerable person with no help provided.	The owner of the small clothing company	The owner is desperate and willing to take risks to save the company	The government and the company's employees	The government is unaware of the false declaration, and the employees are dependent on the company's success	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		8	7	0	8	3	The dog is a living being, vulnerable to harm and mistreatment	Person X took deliberate action to help find the dog, indicating some planning and thought	No harm was caused to the dog or anyone else in this scenario	Person X's actions provided substantial assistance in finding the missing dog	High help and low harm outweigh moderate vulnerability and intent.	Person X	Assuming Person X is a kind and responsible individual	The neighbor's missing dog	Assuming the dog is a beloved pet and an important part of the neighbor's life	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		9	8	6	0	-2	Student is defenseless and susceptible to harm	Teacher's action was deliberate and intentional	Physical harm and emotional distress caused	No help or protection was provided	High vulnerability and intent, moderate harm, and no help make this scenario immoral.	The teacher	The teacher is authoritarian and believes in corporal punishment	The student	The student is vulnerable and deserving of protection	-2.7
368	Effron	Used stolen food stamps	orig		8	9	7	0	-3	Vulnerable due to financial struggles and reliance on assistance	Intentional act of theft and deception	Caused financial harm and potentially food insecurity	No help was provided, only harm was caused	Highly intentional harm to a vulnerable patient with no help provided.	The person who stole and used the food stamps	They are capable of illegal behavior and lack empathy for the original owner	The original owner of the food stamps, likely a low-income individual or family	They are in need of financial assistance and rely on the food stamps for sustenance	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		8	8	0	9	3	Friend is vulnerable due to menopause and emotional distress	I intentionally approached the conversation with empathy and care	No harm was intended, and the conversation was constructive	The conversation provided emotional support and understanding	High help and no harm outweigh high vulnerability and intent.	I (the speaker)	I assumed my friend would be defensive and potentially angry	My close friend going through menopause	I assumed my friend was struggling and needed support	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		9	8	0	6	1	Cancer patient undergoing radiation therapy is highly susceptible to harm	Shaving head is a deliberate act of solidarity and emotional support	No harm is caused to the partner or others	Shaving head is a symbolic act of emotional support and solidarity	High vulnerability and intent, but no harm and some help provided.	Person X	They are emotionally invested in their partner's well-being	The partner with cancer	They are vulnerable due to their illness and treatment	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		8	5	6	0	-2	Forest ecosystems are susceptible to harm from human actions	The action was likely impulsive, with minimal thought to consequences	The harm caused is significant, but not catastrophic, to the ecosystem	No help was provided to the forest ecosystem	High vulnerability and harm, with some intent, outweighs lack of help.	The person who threw the garbage	I assume the agent is a careless and irresponsible individual	The forest ecosystem and its inhabitants	I assume the patient is a fragile and interconnected system	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		9	8	8	0	-3	Dogs are living creatures that can be easily harmed	The driver intentionally drove away without stopping to help	The dog was physically harmed and potentially seriously injured	No help was provided to the dog, leaving it to suffer	High vulnerability, intent, and harm, with no help, makes this scenario highly immoral.	The driver	Assuming the driver is a reckless and irresponsible person	The dog	Assuming the dog is innocent and defenseless	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		8	2	7	0	-2	The house and its occupants are susceptible to harm from fire	Person X's action was likely due to forgetfulness rather than intentional neglect	Leaving the stove on can cause significant damage or even a fire	No help was provided in this scenario, as the action was an omission rather than an act of assistance	High vulnerability and harm, low intent, and no help make this scenario immoral.	Person X	Assuming Person X is a responsible adult who normally takes care of their household chores	The house and its occupants (including Person X themselves)	Assuming the house and its occupants are vulnerable to fire hazards	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		6	4	3	0	-2	Average adults in a public setting, somewhat susceptible to disturbance	Acting impulsively, without much thought to the consequences	Causing minor disturbance and annoyance, but no physical harm	No help or assistance is being provided in this scenario	Moderately immoral due to vulnerability and harm, despite some intent.	The person talking loudly	Assuming they are unaware of the disturbance they are causing	The other moviegoers	Assuming they are trying to enjoy the movie	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		8	8	0	8	2	The patient is in a hospital, indicating a serious health condition	The visitor intentionally went to the hospital to visit their friend	No harm was intended or caused by the visit	The visit provided emotional support and comfort to the friend	High vulnerability and intent, but no harm and significant help provided.	The visitor	The visitor is a caring and empathetic person	The sick friend	The sick friend is in a vulnerable state due to illness	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		2	8	4	0	-2	The judge and courtroom are not vulnerable to harm	She is making a deliberate choice to not stand	Her action may cause disruption or disrespect	Her action does not provide any help or assistance	Intentional harm to a somewhat vulnerable patient with no help provided.	The woman	She is likely making a statement or protest	The judge and the courtroom	They are figures of authority and may be affected by her actions	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig		9	8	7	0	-3	Children are vulnerable to criticism and negative feedback.	The critic intentionally chose to loudly criticize the art.	The criticism could cause emotional distress and hurt the children's self-esteem.	No help or support was provided to the children.	High vulnerability, intent, and harm, with no help, make this scenario immoral.	The critic	Assumed to be knowledgeable about art	The children who created the art	Assumed to be sensitive and proud of their creations	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		6	7	8	0	-3	They are average individuals, not particularly vulnerable	The action was intentional, with some planning and deliberation	The action caused significant emotional harm and embarrassment	No help was provided, only harm was caused	High harm and intent, with vulnerable patient and no help provided.	The person who posted online about the private conversation	They are motivated by a desire to shame or expose others	The individuals involved in the private conversation	They are unaware of being recorded and shared online	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		6	7	4	0	-2	Students and faculty have some resilience, but can still be affected by negative comments	She likely thought about the impact of her words before speaking on TV	Her statement may cause disappointment and demotivation, but no physical harm	Her statement does not provide any assistance or support to her own college	Intentional harm to a vulnerable patient with no help provided.	The class president	She is trying to provoke or demotivate her own college	The students and faculty of her own college	They are proud of their college and may feel disheartened by her statement	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		2	8	3	0	-2	School is an institution, not vulnerable to harm	I intentionally took the books without permission	The school may have been inconvenienced, but no significant harm was caused	No help was provided to the school by taking the books	Intentional action with moderate harm outweighs low vulnerability and no help.	I (the person who took the books)	I assumed I had the right to use the books for my personal purpose	The school	I assumed the school would not miss the books or would not take action against me	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		0	7	4	0	-2	Inanimate object, cannot be harmed or victimized	Deliberate and intentional action, with some degree of planning	Causing offense and emotional distress to some individuals, but no physical harm	No help or assistance is provided, and the action may be seen as divisive	Intentional action with moderate harm, but no help or vulnerability.	The person who burned the American flag	I assume the agent is a conscious and intentional being, capable of making decisions	The American flag and the United States as a symbol	I assume the patient is a symbol of national pride and identity	-1.73
382	Effron	Ridicules people behind their backs	orig		8	9	7	0	-3	The patient is emotionally susceptible to harm	The action is deliberate and planned	The harm caused is emotional distress and potential long-term damage	No help is provided, and harm is intentionally caused	Highly intentional harm to a vulnerable patient with no help provided.	The person who ridicules others	They are insecure and lack empathy	The person being ridiculed	They are vulnerable to emotional harm	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		8	9	8	0	-3	The spouse is vulnerable due to their trusting nature	The action is intentional, with a clear goal of deception	The harm caused is significant, potentially leading to emotional distress and relationship damage	No help is provided, as the action is harmful and deceptive	High vulnerability, intent, and harm, with no help, makes this scenario highly immoral.	The person creating the account	They are motivated by a desire to cheat on their spouse	The spouse of the person creating the account	They are unaware of their partner's intentions and trust them	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		8	9	9	9	-1	The two people on the patrol boat are vulnerable to harm, but the six people in the small boat are also at risk initially	The commander intentionally launched false targets to change the torpedo's trajectory, showing deliberate thought	The action caused the death of two people, which is a significant harm	The action saved the lives of six people, which is a critical assistance	High intent and harm, but also high help, making it somewhat morally ambiguous.	The commander of the naval submarine	That the commander is capable of making quick and rational decisions in high-pressure situations	The two people on the patrol boat and the six people in the small boat	That they are all human beings with the right to life and safety	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		6	8	0	8	2	Average adults with no apparent vulnerabilities	The homeowner intentionally opens their home for meetings	No harm is caused, only a positive action	The homeowner provides a valuable service to the community	High intent and help, low harm, and moderate vulnerability lead to a morally acceptable scenario.	The homeowner	The homeowner is a responsible and civic-minded individual	The civic group members	The civic group members are interested in community activities and willing to participate	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		7	4	5	0	-2	Family members are emotionally vulnerable to being forgotten	Forgetting is unintentional, but lack of effort to remember is somewhat intentional	Causing emotional distress and feeling of being unimportant	No help or effort was made to remember or celebrate the birthdays	Moderately immoral due to vulnerability and harm, with no help provided.	The person who forgot the birthdays	Assuming the person is capable of remembering important dates	The family members	Assuming they are emotionally attached to the person and value being remembered on their birthdays	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		8	9	7	0	-3	The woman is emotionally invested in her art, making her vulnerable to criticism.	The man's comment was intentional and meant to belittle the woman's work.	The man's comment caused emotional distress and hurt the woman's feelings.	The man's action did not provide any help or support to the woman.	Highly intentional harm to a vulnerable patient with no help provided.	The man	He is arrogant and dismissive of others' creative work	The woman	She is sensitive about her art and values others' opinions	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		9	4	6	0	-2	She is intoxicated and unable to make informed decisions, making her highly susceptible to harm	Her actions are likely impulsive and driven by her intoxication, rather than deliberate planning	Her actions may lead to physical or emotional harm to herself or others, and may also lead to regret or shame	No one is actively helping her or protecting her from potential harm	High vulnerability and harm, with some intent, but no help provided.	The drunk woman	She is not in control of her actions and may be vulnerable to exploitation	The drunk woman herself, as well as potentially the strangers she is making out with	She may not be able to give informed consent, and the strangers may be taking advantage of her	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		7	7	6	0	-2	Assuming average resilience, but still susceptible to harm from a fall.	The action was likely intentional, but may not have been extensively planned.	The fall from a one-story balcony could cause significant harm, but not necessarily fatal.	No help was provided to the patient, who was instead harmed.	High vulnerability and intent, with moderate harm and no help, make this scenario immoral.	The agent is the person who pushed the enemy combatant.	I assume the agent is a capable and physically strong individual.	The patient is the enemy combatant who was pushed off the balcony.	I assume the patient is a trained fighter, but still vulnerable to harm.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		7	8	5	0	-2	Teenage girl is vulnerable due to her age and potential lack of life experience	The girl's action is intentional, as she is aware of the curfew and chooses to ignore it	The harm caused is emotional distress and worry to the parents, but not physical harm	No help is caused in this scenario, as the girl's action is harmful to her parents	High intent and harm, low help, and vulnerable patient make it immoral.	The teenage girl	She is likely to be rebellious and disobedient	Her parents	They are likely to be concerned and worried about their daughter's safety	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		8	5	6	0	-2	Amputee may be more susceptible to emotional harm due to disability	The boy's action was likely impulsive, but still intentional	The boy's action caused emotional distress and humiliation	No help or assistance was provided by the boy	High vulnerability and harm, with some intent, outweighs lack of help.	The teenage boy	He is insensitive and lacks empathy	The amputee	He is vulnerable and may be self-conscious about his disability	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		8	8	3	0	-2	Children are vulnerable due to their age and dependence on others	The action was intentional, as the homeowner made a conscious decision to refuse the children	The harm caused is minor, as the children are only denied a place to play	No help was provided, as the homeowner refused to let the children play	High vulnerability and intent, but low harm and no help, making it somewhat immoral.	The homeowner	Assuming the homeowner is a responsible adult who values their property	The neighborhood children	Assuming the children are innocent and just want to have fun	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		0	7	6	0	-2	Inanimate object, cannot be harmed or victimized	Acting with some degree of thought and planning to deface the rock	Causing significant damage to the rock and the park's aesthetic	No assistance or protection was provided to the park or its visitors	Intentional harm with no help, but patient not vulnerable.	A vandal	Assuming the vandal is a reckless and irresponsible individual	The public park and its visitors	Assuming the park is a shared community space and its visitors are innocent bystanders	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		6	7	2	8	1	The patient is a typical adult, not particularly vulnerable	The action is intentional, but not extensively planned	No harm is caused, only a minor inconvenience	The agent benefits from the action, receiving the voucher	Help outweighs harm, but intent and vulnerability are concerning.	The person eating the meal (the protagonist)	The assumption is that the agent is trying to deceive the survey representative to get the voucher	The survey representative	The assumption is that the patient is trusting and believes the agent's excuse	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		6	7	4	6	0	The patients are typical high school students, making them moderately vulnerable.	The action was intentional, but not extensively planned, as it was a casual agreement.	The harm caused is minor, as it's cheating on a test, but not severely impacting others.	The help caused is mutual, as both students benefit from the agreement.	Moderate vulnerability and intent, some harm, but also significant help provided.	The agent is the narrator and their friend.	The assumption is that they are both trustworthy and willing to help each other.	The patients being affected are the narrator, their friend, and the educational system.	The assumption is that the educational system is fair and expects students to work independently.	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		6	7	10	10	-1	The worker is a typical adult with no special vulnerabilities	The action is intentional, but made under pressure and with limited time	The action causes the death of one worker, which is maximum harm	The action saves the lives of six workers, which is maximum help	High harm and high help, but intentional action and vulnerable patient.	The building worker operating the crane	That they are capable of making a quick decision to save lives	The worker who will be crushed by the steel beam and the six workers below	That they are unaware of the impending danger and are vulnerable to harm	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		6	9	8	0	-3	The patient is a typical adult, vulnerable to property damage	The action is deliberate and planned, showing high intentionality	The action causes significant damage to the friend's property	The action provides no help or benefit to the friend	High intent and harm, low help, and moderate vulnerability lead to immoral score.	The friend's acquaintance	The agent is likely motivated by malice or a prank	The friend	The patient is likely unaware of the action and trusts the agent	-3.336
