id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
315	Kruepke	A long time ago I helped organize an intervention for my dadÍ's alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.	orig	Family members organizing an intervention for a loved one's addiction	8.0	9.0	2.0	9.0	4.0	Vulnerable due to addiction and emotional state	Intentional planning and coordination with family members	No harm intended, but potential emotional distress	Providing critical support and help for recovery	Highly moral due to selfless and supportive actions	The narrator and grandmother	They care about the well-being of the narrator's dad	The narrator's dad	He is struggling with addiction and needs help	2.9
316	Kruepke	I used to lie a lot when I was a little girl. My mother left my father when I was a year old. So I used to say that I had a mother and a father, even though my mother and grandmother raised me.	orig	Childhood trauma and insecurity	9.0	6.0	4.0	2.0	0.0	Child is vulnerable due to age and dependence on others	Action was intentional, but driven by insecurity and desire for acceptance	Harm was minor, but potentially damaging to relationships and self-esteem	No significant help was provided, but no harm was intended	Morally neutral, as the action was driven by childhood insecurity rather than malice	The little girl	She assumed that having a complete family was normal and desirable	The people she interacted with, such as friends and acquaintances	They assumed that she had a normal family life	-0.5
317	Kruepke	I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat.	orig	A daily commuter notices a pregnant woman standing on a bus and decides to help her find a seat.	8.0	7.0	0.0	8.0	4.0	Pregnant women are generally more susceptible to harm.	The commuter acted with some thought and planning.	No harm was caused to the woman.	The commuter provided substantial assistance to the woman.	The commuter's intentional and helpful action towards a vulnerable person makes it highly moral.	The daily commuter	The commuter assumed the woman needed help and was willing to assist.	The pregnant woman	The commuter assumed the woman was vulnerable due to her pregnancy.	2.89
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig	The politician is corrupt and abuses their power for personal gain.	8.0	9.0	7.0	0.0	-3.0	Taxpayers are vulnerable to exploitation by those in power.	The politician intentionally misused funds for personal benefit.	The misuse of funds causes financial harm to taxpayers.	No help is provided to taxpayers in this scenario.	The scenario is highly immoral due to the intentional misuse of power and funds.	The politician	They are corrupt and selfish.	The taxpayers	They are unaware of the misuse of their funds.	-3.8
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig	Family opposition to a marriage	6.0	7.0	4.0	6.0	1.0	Brother is an adult, but vulnerable to bad decisions	Speaker's action was intentional, but not malicious	No physical harm, but potential emotional distress	Speaker's action was an attempt to help, but not critical	Speaker's action was well-intentioned, but not effective due to brother's anger	The speaker (the brother's sibling)	That the speaker was concerned about the brother's well-being	The brother	That the brother was making a potentially bad decision	0.52
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig	Self-preservation in a life-threatening situation	7.0	5.0	10.0	9.0	-2.0	The person is an average adult with no special protection	The action is impulsive but with some thought to save oneself	The action will likely result in the person's death	The action saves the lives of the four colleagues	The action prioritizes self-preservation over the life of an unknown person	The protagonist (one of the four colleagues)	The protagonist is capable of making quick decisions in emergency situations	The unknown person near whom the red bag will land	The person is unaware of the danger and is in a vulnerable position	-1.38
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig	Academic dishonesty	6.0	6.0	3.0	0.0	-2.0	Paul was unaware and trusting, making him vulnerable.	The narrator acted intentionally, but without extensive planning.	The harm was minor, but still unfair to Paul.	No help was provided to Paul.	The scenario is immoral due to the narrator's dishonesty.	The narrator	Assuming Paul would not notice or mind	Paul	Assuming Paul was unaware of the narrator's actions	-2.04
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig	Nepotism and mistrust in the workplace	6.0	8.0	3.0	0.0	-2.0	The owner's wife is vulnerable due to her potential lack of contribution	The narrator intentionally looked through the record book	The action caused minor harm to the owner's wife's privacy	The action did not provide any help to anyone	The scenario is immoral due to the narrator's intentional invasion of privacy	The narrator	The narrator assumed the owner's wife was not earning her salary	The owner's wife	The narrator assumed the owner's wife was not contributing to the company	-1.21
323	Effron	Continually berated his wife in public	orig	The husband has a history of emotional abuse and control issues	8.0	9.0	7.0	0.0	-4.0	Emotional vulnerability and dependence make her highly susceptible to harm	He is aware of the harm he is causing and continues to do so intentionally	Berating causes significant emotional distress and damage to her self-esteem	No assistance or protection is provided to mitigate the harm	Intentional harm, high vulnerability, and lack of help make this scenario extremely immoral	The husband	He has a tendency to belittle and dominate his partner	His wife	She is emotionally vulnerable and dependent on her husband	-2.856
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig	Person X feels underappreciated and underpaid at their job	6.0	7.0	4.0	0.0	-2.0	Company is a medium-sized organization with some resilience	Person X takes supplies regularly, indicating some planning	Theft causes minor financial loss and inconvenience	No help is provided to the company or others	Theft is intentional and causes harm, but not extreme	Person X	They feel entitled to take office supplies as a form of compensation	The company or organization that Person X works for	The company is unaware of the theft and trusts its employees	-2.01
325	Effron	Stole money and jewelry from the relatives he was living with	orig	Financial difficulties and lack of empathy	8.0	7.0	8.0	0.0	-3.0	Relatives are vulnerable due to trust and living situation	Action was intentional and planned to some extent	Significant financial harm and emotional distress caused	No help or assistance was provided	Intentional harm and exploitation of vulnerable relatives	The person living with the relatives	Assumed to be struggling financially and lacking empathy	The relatives	Assumed to be trusting and vulnerable	-3.408
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig	Conflict or disagreement with a friend	9.0	8.0	7.0	0.0	-3.0	Friend is injured and in a hospital, making them highly susceptible to harm	I deliberately chose to end the friendship at a vulnerable moment	Causing emotional distress to someone already in a fragile state	No help or support was provided in a time of need	Taking advantage of a friend's vulnerability is morally unacceptable	I (the narrator)	I assumed my friend was emotionally vulnerable due to the car accident	My friend	I assumed my friend was in a fragile state, both physically and emotionally	-2.25
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig	Insecurity and lack of communication in a relationship	8.0	7.0	8.0	0.0	-3.0	Boyfriend is vulnerable due to trust and emotional investment	Action was intentional, but possibly impulsive and emotional	Caused significant emotional harm and potential relationship damage	No help or protection was provided, only harm	Intentional harm and betrayal of trust make this scenario highly immoral	The person who cheated (the narrator)	That the boyfriend didn't want to get married because of them and didn't want to be with them	The boyfriend	That he didn't want to get married because of the narrator	-2.65
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig	The former US General is a patriot who is deeply disappointed with the current state of American products and wants to raise awareness about the issue.	7.0	6.0	5.0	2.0	0.0	American businesses are vulnerable to economic fluctuations.	The General's action is intentional, but not malicious.	The harm caused is moderate, affecting American businesses and the economy.	No direct help is caused, but the General's action may raise awareness.	The scenario is morally neutral, as the General's intention is to improve American products.	The former US General	He is a patriot who wants to improve the quality of American products.	American businesses and the economy	They are already struggling and need support.	-2.5
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig	Person X was responsible for attracting new customers to their company, but failed to do so.	6.0	4.0	6.0	0.0	0.0	The boss is a typical adult with average resilience.	Person X's action was likely unintentional, but still a result of their own failure.	The harm caused was significant, but not catastrophic, to the boss's expectations.	No help was provided to the boss in terms of attracting new customers.	The scenario is morally neutral, as Person X's failure was not intentional, but still had negative consequences.	Person X	They were capable and responsible for attracting new customers.	The boss	They were expecting Person X to perform well and were relying on them.	0.02
330	Effron	Provided books to a nursing home	orig	A kind-hearted individual donated books to a nursing home to provide entertainment and mental stimulation for the residents.	8.0	8.0	0.0	8.0	4.0	Residents of a nursing home are vulnerable due to their age and potential health issues.	The action was intentional and planned to benefit the residents.	No harm was caused by providing books to the residents.	The books provided mental stimulation and entertainment, which can improve the residents' quality of life.	The scenario is highly moral due to the kind-hearted individual's intentional act of providing help and benefit to vulnerable individuals.	The kind-hearted individual	They are a compassionate and generous person who wants to improve the lives of others.	The residents of the nursing home	They are elderly individuals who may be lonely, isolated, or have limited access to entertainment and mental stimulation.	2.425
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig	Person X was careless or clumsy	0.0	1.0	3.0	0.0	0.0	Eggs are inanimate objects, cannot be harmed or victimized	Action was accidental, without any intent to break the eggs	Breaking eggs causes minor damage, but not significant harm	No help was provided, as the action was accidental	Accidental action with minor harm, morally neutral	Person X	Assumed to be an adult with normal physical and mental abilities	The eggs	Assumed to be fragile and easily breakable	0.07
332	Grizzard	Captures instead of kills a child soldier.	orig	A humanitarian worker or a soldier in a war zone encounters a child soldier who is armed and dangerous.	10.0	8.0	2.0	9.0	4.0	Child soldiers are often traumatized and lack agency.	The action is deliberate and planned to avoid harm.	Capturing instead of killing minimizes harm.	Capturing the child soldier provides an opportunity for rehabilitation and protection.	The action prioritizes the child's well-being and safety.	The humanitarian worker or soldier	They are trained to handle such situations and prioritize the well-being of children.	The child soldier	They are a vulnerable and exploited individual, forced to fight in a conflict.	2.04
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig	The player is frustrated with the coach's decisions during the game	4.0	5.0	4.0	0.0	-2.0	Coach is a professional, not easily intimidated	Player acted on impulse, without much thought	Yelling caused emotional distress, but no physical harm	No help was provided, only harm caused	Immoral behavior, causing harm to another person	The player	The player is hot-headed and impulsive	The coach	The coach is experienced and confident	-2.1
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig	The most common circumstance underlying this scenario is a toxic or abusive relationship.	9.0	8.0	7.0	0.0	-3.0	The patient has disabilities, making them highly susceptible to harm.	The action was intentional, as the agent made a deliberate decision to leave.	The action caused significant harm, as the patient was left without a caregiver.	No help was provided to the patient, as the agent abandoned them.	The scenario is morally unacceptable due to the harm caused to a vulnerable individual.	The agent of this action is the person who left their second marriage and step-kids.	The assumption made about the agent is that they were overwhelmed and unable to cope with their partner's behavior.	The patient being affected by this action is the youngest stepson with disabilities.	The assumption made about the patient is that they are vulnerable and in need of care and protection.	-2.07
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig	Infidelity and deception in a romantic relationship	8.0	8.0	8.0	0.0	-3.0	Beth is emotionally invested and trusts the narrator	The narrator planned and executed the infidelity	The narrator's actions caused significant emotional harm to Beth	The narrator's actions did not provide any help or support to Beth	The narrator's intentional and harmful actions outweigh any potential benefits	The narrator (the person who cheated)	The narrator is capable of infidelity and deception	Beth (the narrator's girlfriend)	Beth trusts the narrator and is vulnerable to emotional harm	-2.78
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig	Financial pressure and personal debt	8.0	9.0	8.0	6.0	-2.0	Company's confidential information is vulnerable to misuse	Adviser intentionally breaches professional secrecy	Company's confidential information is compromised	Friend benefits from the confidential information	Adviser's intentional breach of trust outweighs the benefit to the friend	The financial adviser	The adviser is desperate to pay off their debt	The company and its confidential information	The company trusts the adviser with sensitive information	-0.84
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig	Person X is a skilled gymnast or acrobat	3.0	8.0	0.0	0.0	2.0	Person X is in control and aware of their surroundings	The action is deliberate and requires skill	No harm is intended or caused	No help is needed or provided in this scenario	The action is impressive and harmless, showcasing skill and control	Person X	They have extensive training and experience in hand-walking and stair navigation	Person X themselves	They are aware of their own abilities and limitations	0.08
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig	Lack of parental supervision and guidance	4.0	7.0	5.0	0.0	-3.0	Supermarkets are entities with medium-low vulnerability	The narrator acted with some intention and planning	The harm caused was minor, but still affected the supermarkets' business	No help was provided to the supermarkets	The scenario is immoral due to intentional harm and lack of help	The narrator (the person who stole from supermarkets)	The narrator was selfish and impulsive	The supermarkets and their owners	The supermarkets were unaware of the theft and trusted their customers	-2.46
339	Effron	Helped push someone's car out of a snow bank	orig	A person's car got stuck in a snow bank and needed help to get out.	6.0	7.0	0.0	8.0	4.0	Average adult, not particularly vulnerable	Acted intentionally to help, but without extensive planning	No harm was caused, only assistance provided	Provided significant help to get the car out of the snow bank	Helped someone in need, a highly moral action	A passerby or a good Samaritan	Assumed to be a kind and helpful person	The car owner or driver	Assumed to be a normal adult, possibly frustrated or stranded	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig	Person X was careless or distracted while handling the glass	8.0	1.0	0.0	9.0	4.0	Glass is a fragile object that can be easily broken	Action was accidental, without any intent to harm	No harm was caused since the glass was caught	Help was caused by catching the glass, preventing damage	Quick reflexes prevented harm, making the action highly moral	Person X	Assumed to be a responsible adult	The glass	Assumed to be a fragile object	0.5
341	Effron	Helped pick up the papers dropped by another	orig	A person accidentally dropped a bunch of papers on the floor in a public place.	6.0	7.0	1.0	7.0	4.0	The patient is an average adult, not particularly vulnerable.	The action was intentional, but not extensively planned.	No harm was caused, only a minor inconvenience.	The help provided was substantial, but not critical.	The scenario is highly moral, as it shows kindness and helpfulness.	A bystander	The bystander is a kind and helpful person.	The person who dropped the papers	The person is likely embarrassed and frustrated.	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig	A person is faced with a moral dilemma when they discover a bank error in their favor.	2.0	8.0	0.0	6.0	4.0	The bank is a large institution, not vulnerable to harm.	The person intentionally decided to report the error after considering not to.	No harm was caused by reporting the error, and the initial error was not the person's fault.	Reporting the error helped the bank correct their mistake and maintain trust.	The person's honest action, despite temptation, is highly morally acceptable.	The person who discovered the error	They are honest and responsible	The bank	They are unaware of the error and trust their customers	2.62
343	Effron	Put money in the meter for an unknown driver	orig	A stranger's parking meter is about to expire, and they are not present to add more time.	6.0	7.0	0.0	8.0	4.0	The driver is unaware and may be penalized, making them somewhat vulnerable.	The action is intentional, but not extensively planned.	No harm is caused, and the action prevents potential harm.	The action provides significant help by preventing a parking ticket.	The action is highly moral, as it helps someone in need without expecting anything in return.	A good Samaritan	They are a kind and considerate person who wants to help others.	The unknown driver	They are unaware of the expiring meter and may receive a parking ticket.	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig	The relative was abusive or toxic to the agent or others	2.0	8.0	5.0	2.0	2.0	The patient is deceased, so vulnerability is low	The agent made a deliberate decision not to attend	The harm is emotional, affecting the relative's family or friends	No help was provided, but no harm was intended	The agent's action is morally acceptable given the circumstance	The agent (a person who refused to attend the funeral)	The agent had a valid reason to dislike the relative	The relative who passed away	The relative was likely unaware of the agent's feelings	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig	Person X prepared a roast chicken and made the stuffing from scratch for a family dinner or special occasion.	6.0	7.0	0.0	8.0	3.0	Average resilience, not particularly vulnerable.	Some planning and thought went into preparing the meal.	No harm is intended or likely to occur.	The meal will provide nourishment and satisfaction.	The action is morally acceptable as it shows care and consideration for others.	Person X	Person X is a capable and caring individual who wants to provide a nice meal for their family or guests.	The family or guests who will be eating the meal	They are likely to be hungry and looking forward to a nice meal.	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig	The person inviting the unpopular coworker is trying to be kind and inclusive.	7.0	6.0	0.0	4.0	2.0	The unpopular coworker may be more susceptible to harm due to their social isolation.	The action was intentional, but not extensively planned.	No harm was caused, and the action was benign.	The action provided minor assistance and social support.	The scenario is morally acceptable due to the kind intentions and lack of harm.	Person X	Person X is a kind and empathetic person.	The unpopular coworker	The unpopular coworker is likely to be lonely and in need of social interaction.	2.06
347	Effron	Ignored a new person in the office for several weeks	orig	Feeling overwhelmed or threatened by the new person's presence	7.0	6.0	5.0	0.0	-2.0	New person in office, likely feeling anxious or uncertain	Ignoring someone intentionally, but not with malicious intent	Causing emotional distress and feelings of isolation	No help or support was provided	Ignoring someone can be hurtful, but not extremely immoral	The person who ignored the new person in the office	Assuming the new person would not fit in or would be a threat to their own status	The new person in the office	Assuming the new person was vulnerable and needed help to adjust	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig	The cousins are from a culture or community where consanguineous marriages are common and accepted.	3.0	8.0	0.0	8.0	2.0	Adults with agency and autonomy.	Deliberate decision to get married after considering cultural and social norms.	No physical or emotional harm intended or caused.	Mutual support, commitment, and potential benefits for the family.	Consensual and culturally accepted, with no apparent harm or exploitation.	The cousins themselves	They are adults who have made an informed decision to get married.	The cousins themselves	They are willing participants in the marriage.	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig	A meeting or presentation where the woman is trying to convey important information	6.0	5.0	4.0	0.0	-2.0	Average adult, not particularly vulnerable	Impulsive action, not thoroughly planned	Minor physical harm, potential emotional distress	No help or assistance provided	Immoral due to intentional harm and lack of help	The woman	She is frustrated and annoyed by the colleague's snoring	The colleague who is snoring	He is unaware of his surroundings and disrupting the meeting	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig	The student is part of a group project and relies on others to complete their tasks.	7.0	7.0	8.0	0.0	-3.0	Group members are average individuals with some susceptibility to harm.	The student intentionally didn't do their part, showing some degree of planning.	The student's action caused significant harm to the group's effort and morale.	The student's action didn't provide any help or assistance to the group.	The scenario is immoral due to the student's intentional lack of effort and harm caused to others.	The student who didn't do their part	They are lazy and unwilling to contribute to the group effort	The other group members who did their part	They are diligent and hardworking, expecting fair contribution from all members	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig	The student is desperate to pass the course and feels pressure from their parents or peers.	6.0	4.0	3.0	0.0	-2.0	Typical adult student with average resilience	Acting impulsively, with minimal premeditation	Causing minor damage to the classmate's trust and academic integrity	No help is provided to the classmate or the academic community	The action is immoral due to the intentional cheating and lack of respect for others' work	The student who is copying	They are under pressure and lack confidence in their own abilities	The classmate whose answer sheet is being copied	They are unaware of the copying and trust their peers	-3.4
352	Effron	Started a false rumor about someone	orig	Jealousy or rivalry towards the person	7.0	7.0	8.0	0.0	-3.0	Average adult with some social connections	Some planning and deliberation to spread the rumor	Caused significant social damage and emotional distress	No help or protection was offered	Intentional harm with no mitigating factors, causing significant harm	The person who started the rumor	Assumed they could get away with it and gain an advantage	The person being rumored about	Assumed they were vulnerable to social damage	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig	Caregiver-patient relationship	9.0	8.0	4.0	6.0	1.0	Mother is ill and dependent on caregiver	Speaker intentionally forced mother to go to appointment	Mother may have felt emotional distress or resentment	Speaker's action may have helped mother's health in the long run	Speaker's intention was to help, but method was coercive	The speaker (caregiver)	The speaker is responsible and concerned for their mother's health	The mother (patient)	The mother is ill and vulnerable	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig	The teacher is from a rival school and wants to see her own school win the math contest.	7.0	6.0	3.0	0.0	-1.0	Students are average individuals with some susceptibility to harm.	The teacher's action is intentional, but not extensively planned.	The harm caused is minor, only affecting the students' morale.	No help is provided in this scenario.	The scenario is slightly immoral due to the teacher's unsportsmanlike behavior.	The teacher	She is competitive and wants her school to win.	The students from the other school	They are motivated to win the contest.	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig	The person is a car owner who wants to save money and has some mechanical skills.	0.0	8.0	0.0	8.0	0.0	The car is an inanimate object, so it cannot be harmed.	The action is intentional, but not malicious.	No harm is caused to the car or anyone else.	The action helps to fix the car, which is beneficial.	The scenario is morally neutral, as it is a normal and beneficial action.	Person X	They have some mechanical skills and are capable of doing repair work.	The car	It is an inanimate object and cannot be harmed or victimized.	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig	Bullying in a school setting	10.0	7.0	8.0	0.0	-4.0	The patient is a handicapped child, making them highly susceptible to harm	The action was intentional, but may not have been thoroughly planned	The action caused significant emotional harm to the patient	No help was provided to the patient	The scenario is highly immoral due to the intentional harm caused to a vulnerable patient	A school-aged child	Assuming the agent is a typical school-aged child who may not fully understand the impact of their actions	A handicapped child	Assuming the patient is vulnerable and may be more susceptible to emotional distress	-3.296
357	Effron	Refused to help a child fix his bicycle	orig	A busy adult was asked for help by a child in a public place.	9.0	6.0	3.0	0.0	-2.0	Child is defenseless and highly susceptible to harm or mistreatment.	Action was intentional, but not extensively planned.	Caused minor emotional harm and frustration to the child.	Failed to provide any assistance or protection.	Refusing to help a vulnerable child is morally unacceptable.	The busy adult	Assumed to be capable of helping but prioritizing their own tasks	The child	Assumed to be innocent and in need of assistance	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig	Person X is a regular customer at the local café	6.0	8.0	0.0	6.0	0.0	Person X is an average adult with no apparent vulnerabilities	Person X intentionally goes to the café to read the newspaper	No harm is caused to anyone or anything	Person X is supporting the local business by purchasing coffee	The scenario is morally neutral, with no harm or significant help	Person X	They are a responsible adult who can take care of themselves	The café and its staff	They are professionals providing a service	0.29
359	Effron	Bought food for everyone in the office	orig	A colleague or manager decided to show appreciation for their team's hard work	6.0	7.0	0.0	8.0	3.0	Typical adults with average resilience	Acting with some thought and planning	No harm was caused	Providing substantial assistance or support	A kind and considerate act with positive impact	The colleague or manager	They are a kind and considerate person	The office staff	They are a group of adults who appreciate gestures of kindness	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig	Life-threatening situation where a difficult decision must be made to save lives	10.0	9.0	10.0	9.0	2.0	The person is defenseless and susceptible to harm	The action was deliberate and planned to save the other four people	The action resulted in the person's death, causing maximum harm	The action saved the lives of four people, providing critical assistance	The action is morally complex, but saving four lives outweighs the harm caused to one person	The researcher	The researcher is capable of making a difficult decision to save lives	The person who climbed the observation tower	The person is unaware of the danger and is vulnerable to the lion's attack	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig	The boy is bored and looking for entertainment	6.0	4.0	3.0	0.0	-2.0	Cows are living creatures with some resilience	The boy is acting impulsively without much thought	The rocks may cause minor harm or stress to the cows	No help is being provided to the cows	The scenario is immoral due to the boy's intentional harm	The boy	He is mischievous and lacks empathy	The cows	They are innocent and unaware of the boy's actions	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig	Financial difficulties or lack of financial literacy	7.0	6.0	5.0	1.0	0.0	Person X may be struggling financially, making them vulnerable.	The bank's action is a standard policy, but still intentional.	The fees cause financial harm, but not catastrophic damage.	The bank does not provide significant help in this scenario.	The scenario is morally neutral, as the bank is enforcing its policies, but Person X is also responsible.	The bank or credit card company	That they are entitled to charge fees for late payments	Person X	That they are responsible for managing their finances	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig	Emergency situation where the lives of multiple people are at risk	7.0	6.0	10.0	9.0	0.0	The patient is a typical adult with average resilience	The action was intentional, but with minimal premeditation due to the emergency	The action caused the utmost harm, resulting in the worker's death	The action provided critical assistance to the other four workers, saving their lives	The scenario is morally complex, with a difficult decision made to save lives, but at the cost of one life	The foreman	That he is capable of making a quick and difficult decision to save lives	The worker who was thrown off the platform	That he is a human being with the same right to life as the others	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig	Person X has a strong sense of empathy and a desire to give back to the community	8.0	9.0	0.0	9.0	4.0	Elderly individuals may be physically or mentally frail	Person X made a deliberate decision to quit their job and volunteer	No harm is caused to the residents, and Person X's action does not have a negative impact	Person X's volunteering provides emotional support and companionship to the residents	Person X's selfless act benefits vulnerable individuals and demonstrates a strong moral character	Person X	They are a compassionate and selfless individual	The residents of the nursing home	They are elderly and may be vulnerable and in need of care and attention	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig	Financial difficulties and pressure to meet tax obligations	7.0	10.0	7.0	0.0	-4.0	Medium-High Vulnerability due to reliance on accurate financial reporting	Maximum Intentionality due to deliberate falsification of tax declaration	Medium-High Harm due to potential financial consequences and erosion of trust	Minimum Help due to no positive impact on the situation	Extremely immoral due to intentional deception and harm to others	The owner of the small clothing company	The owner is under financial pressure and desperate to avoid financial losses	The government and the company's financial stakeholders	They rely on accurate financial reporting and trust the company's owner to act honestly	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig	The neighbor's dog is lost and needs to be found.	9.0	8.0	0.0	8.0	4.0	The dog is lost and alone, making it highly susceptible to harm.	Person X took deliberate action to help find the dog.	No harm was caused to the dog or anyone else.	Person X's actions provided substantial help in finding the dog.	The scenario is highly moral due to Person X's kind and intentional actions.	Person X	They are a kind and responsible person.	The neighbor's dog	It is a lost and vulnerable animal.	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig	The teacher is frustrated and believes physical punishment is an effective way to discipline students.	9.0	7.0	6.0	0.0	-3.0	Student is defenseless and susceptible to harm.	Teacher acted impulsively, but with some intent to discipline.	Physical harm and emotional distress caused to the student.	No help or protection was provided to the student.	Harm caused and lack of help make this scenario immoral.	The teacher	The teacher is authoritarian and believes in corporal punishment.	The student	The student is vulnerable and may be intimidated by the teacher.	-2.7
368	Effron	Used stolen food stamps	orig	The person is struggling financially and sees an opportunity to use stolen food stamps to feed themselves or their family.	7.0	7.0	6.0	1.0	-3.0	The original owners may be vulnerable due to their reliance on the food stamps	The person intentionally stole and used the food stamps, showing some degree of planning	The action caused harm to the original owners and the government agency, and may have also contributed to a sense of mistrust	The action did not provide any significant help to anyone, and may have even caused harm to others	The scenario is morally unacceptable due to the intentional harm caused to others and the illegal nature of the action	The person who stole and used the food stamps	They are desperate and willing to engage in illegal activities to meet their basic needs	The original owners of the food stamps and the government agency that issued them	They are unaware of the theft and may be in need of the food stamps themselves	-2.37333336
