id	dataset	scenario	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	human_score_normalized [-4,4]
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	You have a history of successfully substituting ingredients in recipes without compromising taste.	4	7	3	9	3	because your friends may have different preferences and may be slightly vulnerable to the taste of the cake.	because you intentionally decided to use milk chocolate instead of dark chocolate based on your past successful substitutions.	because although the taste of the cake may be slightly different, it is not expected to cause significant harm.	because by using the available milk chocolate, you saved time and effort of going out to buy dark chocolate, and your friends will still enjoy the cake.	because the action is morally acceptable based on your past successful substitutions and the intention to please your friends.	You	You assumed that your experience with ingredient substitutions will result in a delicious cake.	Your friends	You assumed that your friends will enjoy the cake and not notice the difference in taste.	5.84	2.68
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.		5	8	9	1	-3	because the small tree was vulnerable to being uprooted and damaged.	because I intentionally stomped on the tree.	because stomping on the tree caused significant harm to it.	because stomping on the tree did not provide any help.	because the action of stealing and planting the tree was immoral, and stomping on it further exacerbated the harm.	I	I assumed that I was the agent of this action.	The small tree	I assumed that the small tree was the patient being affected by this action.	2.662222222	-1.79
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	Peer pressure	5	6	7	1	-2	because the small tree was vulnerable to being uprooted and damaged.	because I felt pressured by my peers to participate in this action.	because stomping on the tree caused harm, but it was not as intentional or extreme as in the default circumstance.	because stomping on the tree did not provide any help.	because while the action was still immoral, the influence of peer pressure may have influenced my decision.	I	I assumed that I was the agent of this action.	The small tree	I assumed that the small tree was the patient being affected by this action.	2.662222222	-1.79
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	Anger	5	9	10	1	-4	because the small tree was vulnerable to being uprooted and damaged.	because I intentionally stomped on the tree out of anger.	because stomping on the tree caused significant harm to it, fueled by my anger.	because stomping on the tree did not provide any help.	because the action was highly immoral, driven by anger and causing extreme harm to the tree.	I	I assumed that I was the agent of this action.	The small tree	I assumed that the small tree was the patient being affected by this action.	2.662222222	-1.79
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	Environmental awareness	5	2	3	1	2	because the small tree was vulnerable to being uprooted and damaged.	because I accidentally stomped on the tree while trying to protect it.	because while stomping on the tree caused some harm, it was not intentional or extreme.	because stomping on the tree did not provide any help.	because while the action was not ideal, it was driven by a desire to protect the environment, even though it resulted in unintended harm.	I	I assumed that I was the agent of this action.	The small tree	I assumed that the small tree was the patient being affected by this action.	2.662222222	-1.79
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.		5	8	7	2	-2	because the letterbox is an inanimate object and does not have emotions or physical vulnerability	because Person X intentionally lied about their friend being the driver	because the letterbox was damaged	because the action did not provide any help	because lying and causing damage to someone else's property is considered immoral	Person X	Person X is the agent of this action	The neighbor's letterbox	The neighbor's letterbox is the patient being affected by this action	-2.67	-2.67
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	Person X was trying to protect their friend	5	6	7	2	-1	because the letterbox is an inanimate object and does not have emotions or physical vulnerability	because Person X intentionally lied to protect their friend	because the letterbox was damaged	because the action did not provide any help	because lying and causing damage to someone else's property is considered somewhat immoral	Person X	Person X is the agent of this action	The neighbor's letterbox	The neighbor's letterbox is the patient being affected by this action	-2.67	-2.67
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	Person X wanted to avoid taking responsibility	5	9	7	2	-3	because the letterbox is an inanimate object and does not have emotions or physical vulnerability	because Person X intentionally lied to avoid taking responsibility	because the letterbox was damaged	because the action did not provide any help	because lying and causing damage to someone else's property is considered highly immoral	Person X	Person X is the agent of this action	The neighbor's letterbox	The neighbor's letterbox is the patient being affected by this action	-2.67	-2.67
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	Person X wanted to frame their friend	5	10	7	2	-4	because the letterbox is an inanimate object and does not have emotions or physical vulnerability	because Person X intentionally lied to falsely accuse their friend	because the letterbox was damaged	because the action did not provide any help	because lying and causing damage to someone else's property is considered extremely immoral	Person X	Person X is the agent of this action	The neighbor's letterbox	The neighbor's letterbox is the patient being affected by this action	-2.67	-2.67
274	Effron	Participated in an effort to clean up a city park		5	8	2	9	3	because the park is in need of cleaning but not in immediate danger	because the participants intentionally decided to clean up the park	because the action of cleaning up the park did not cause harm	because the action of cleaning up the park was helpful in improving its condition	because the action of cleaning up the park is generally seen as a morally good deed	The participants	They are volunteers who care about the environment	The city park	It is a public space that needs cleaning	2.72000008	2.72000008
274	Effron	Participated in an effort to clean up a city park	A group of local residents organized the cleanup	6	9	2	9	4	because the park is in need of cleaning and the residents are taking action to address the issue	because the residents intentionally organized the cleanup to make a positive impact	because the action of cleaning up the park did not cause harm	because the action of cleaning up the park was helpful in improving its condition	because the action of cleaning up the park is seen as a morally good deed that promotes community engagement	The local residents	They are community members who want to improve their neighborhood	The city park	It is a public space that needs cleaning	2.72000008	2.72000008
274	Effron	Participated in an effort to clean up a city park	A school organized a community service project for its students	4	7	1	8	3	because the park is in need of cleaning but the students are supervised and not in immediate danger	because the school intentionally organized the project to teach students about community service	because the action of cleaning up the park did not cause harm	because the action of cleaning up the park was helpful in improving its condition	because the action of cleaning up the park is generally seen as a morally good deed that promotes civic values	The school and its students	They are young individuals learning about civic responsibility	The city park	It is a public space that needs cleaning	2.72000008	2.72000008
274	Effron	Participated in an effort to clean up a city park	A local environmental organization initiated the cleanup	7	10	2	10	4	because the park is in need of cleaning and the environment is vulnerable to pollution	because the organization intentionally initiated the cleanup to protect the environment	because the action of cleaning up the park did not cause harm	because the action of cleaning up the park was extremely helpful in improving its condition and preserving the environment	because the action of cleaning up the park aligns with the organization's mission of promoting environmental stewardship	The environmental organization	They are advocates for environmental conservation	The city park	It is a public space that needs cleaning	2.72000008	2.72000008
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.		10	10	10	1	-4	because the tourist is being thrown into the water to be attacked by crocodiles	because you intentionally throw the tourist into the water to save yourself and the others	because the action results in the death of the sacrificed tourist	because the action does not provide any help to the sacrificed tourist	because sacrificing someone for personal gain is considered highly immoral	You	You are a tourist on holiday in Africa	One of the tourists	The assumption is that the tourist will be sacrificed to save the others	1.98	-1.74
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	The boat is large enough to accommodate all the tourists	5	10	1	10	4	because all the tourists are in the same boat and have a chance of survival	because you intentionally decide to cross the river to ensure the safety of all the tourists	because no harm is caused to anyone	because the action helps all the tourists to escape	because the action is morally right as it ensures the safety of all the tourists	You	You are a tourist on holiday in Africa	All the tourists	The assumption is that all the tourists will be safe	1.98	-1.74
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	There are no crocodiles in the river	1	10	1	10	4	because there are no crocodiles present to pose a threat	because you intentionally decide to cross the river to ensure the safety of all the tourists	because no harm is caused to anyone	because the action helps all the tourists to escape	because the action is morally right as it ensures the safety of all the tourists	You	You are a tourist on holiday in Africa	All the tourists	The assumption is that all the tourists will be safe	1.98	-1.74
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	The broken down jeep is repaired and the guides return in time	5	10	1	10	4	because the guides are expected to return in time to ensure the safety of all the tourists	because you intentionally decide to cross the river to ensure the safety of all the tourists	because no harm is caused to anyone	because the action helps all the tourists to escape	because the action is morally right as it ensures the safety of all the tourists	You	You are a tourist on holiday in Africa	All the tourists	The assumption is that all the tourists will be safe	1.98	-1.74
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.		5	8	6	2	-2	because the car is valuable but not extremely vulnerable.	because the action of taking the car without permission was intentional.	because although the action may have caused some harm to the car, it was not extremely harmful.	because the action did not provide any help to anyone.	because taking someone's car without permission is considered immoral.	I	I assumed that the agent is a teenager who took their father's car without permission.	The patient being affected by this action is the father's car.	I assumed that the patient is a valuable possession of the father.	2.881818182	-1.5
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	The teenager had a valid driver's license and driving experience.	5	8	6	2	-2	because the car is valuable but not extremely vulnerable.	because the action of taking the car without permission was intentional.	because although the action may have caused some harm to the car, it was not extremely harmful.	because the action did not provide any help to anyone.	because taking someone's car without permission is considered immoral.	I	I assumed that the agent is a teenager who took their father's car without permission.	The patient being affected by this action is the father's car.	I assumed that the patient is a valuable possession of the father.	2.881818182	-1.5
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	The teenager had no driving experience and was not familiar with the rules of the road.	5	8	6	2	-2	because the car is valuable but not extremely vulnerable.	because the action of taking the car without permission was intentional.	because although the action may have caused some harm to the car, it was not extremely harmful.	because the action did not provide any help to anyone.	because taking someone's car without permission is considered immoral.	I	I assumed that the agent is a teenager who took their father's car without permission.	The patient being affected by this action is the father's car.	I assumed that the patient is a valuable possession of the father.	2.881818182	-1.5
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	The teenager took the car to help a friend in an emergency situation.	5	8	6	2	-2	because the car is valuable but not extremely vulnerable.	because the action of taking the car without permission was intentional.	because although the action may have caused some harm to the car, it was not extremely harmful.	because the action did not provide any help to anyone.	because taking someone's car without permission is considered immoral.	I	I assumed that the agent is a teenager who took their father's car without permission.	The patient being affected by this action is the father's car.	I assumed that the patient is a valuable possession of the father.	2.881818182	-1.5
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.		7	8	9	2	-3	because the patient may have been unaware of the partner's illegal activities but could potentially face legal consequences	because I intentionally chose not to disclose the information to anyone	because importing marijuana is illegal and can cause significant harm to individuals and society	because by not reporting the illegal activities, I did not provide any help to the patient or society	because my action of not reporting the illegal activities was morally wrong	I	I assumed that the agent was aware of the partner's illegal activities	The partner who was importing marijuana from Thailand	I assumed that the patient was unaware of the partner's illegal activities	2.640909091	-1.82
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	I was aware of the partner's illegal activities but feared retaliation or personal harm if I reported it	10	8	9	2	-3	because the patient may have been unaware of the partner's illegal activities but could potentially face legal consequences, and I feared personal harm or retaliation	because I intentionally chose not to disclose the information to anyone due to fear	because importing marijuana is illegal and can cause significant harm to individuals and society	because by not reporting the illegal activities, I did not provide any help to the patient or society	because my action of not reporting the illegal activities was morally wrong	I	I assumed that the agent was aware of the partner's illegal activities	The partner who was importing marijuana from Thailand	I assumed that the patient was unaware of the partner's illegal activities	2.640909091	-1.82
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	I was unaware of the partner's illegal activities until later in the project	7	8	9	2	-3	because the patient may have been unaware of the partner's illegal activities but could potentially face legal consequences	because I intentionally chose not to disclose the information to anyone	because importing marijuana is illegal and can cause significant harm to individuals and society	because by not reporting the illegal activities, I did not provide any help to the patient or society	because my action of not reporting the illegal activities was morally wrong	I	I assumed that the agent was unaware of the partner's illegal activities	The partner who was importing marijuana from Thailand	I assumed that the patient was unaware of the partner's illegal activities	2.640909091	-1.82
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	I was aware of the partner's illegal activities but believed that reporting it would not lead to any action or consequences	7	8	9	2	-3	because the patient may have been unaware of the partner's illegal activities but could potentially face legal consequences	because I intentionally chose not to disclose the information to anyone	because importing marijuana is illegal and can cause significant harm to individuals and society	because by not reporting the illegal activities, I did not provide any help to the patient or society	because my action of not reporting the illegal activities was morally wrong	I	I assumed that the agent was aware of the partner's illegal activities	The partner who was importing marijuana from Thailand	I assumed that the patient was unaware of the partner's illegal activities	2.640909091	-1.82
278	Effron	Smoked in a no-smoking section even though others complained		7	8	9	1	-3	because non-smokers are generally more vulnerable to the harmful effects of second-hand smoke.	because the action of smoking in a no-smoking section implies a deliberate disregard for the rules and the well-being of others.	because second-hand smoke can cause various health issues and discomfort to non-smokers.	because the action did not provide any help to the patient.	because the action was inconsiderate and disrespectful towards others.	The agent of this action was the person who smoked in the no-smoking section.	The assumption made about the agent is that they were aware of the no-smoking rule but chose to ignore it.	The patient being affected by this action was the other people in the no-smoking section.	The assumption made about the patient is that they were non-smokers who did not want to be exposed to second-hand smoke.	-2.424	-2.424
278	Effron	Smoked in a no-smoking section even though others complained	The person was not aware of the no-smoking rule.	7	6	9	1	-2	because non-smokers are generally more vulnerable to the harmful effects of second-hand smoke.	because the action of smoking in a no-smoking section may have been unintentional due to lack of awareness.	because second-hand smoke can cause various health issues and discomfort to non-smokers.	because the action did not provide any help to the patient.	because the action, although unintentional, still caused harm and inconvenience to others.	The agent of this action was the person who smoked in the no-smoking section.	The assumption made about the agent is that they were not aware of the no-smoking rule in that particular area.	The patient being affected by this action was the other people in the no-smoking section.	The assumption made about the patient is that they were non-smokers who did not want to be exposed to second-hand smoke.	-2.424	-2.424
278	Effron	Smoked in a no-smoking section even though others complained	The person intentionally smoked in the no-smoking section to provoke others.	7	10	10	1	-4	because non-smokers are generally more vulnerable to the harmful effects of second-hand smoke.	because the action of intentionally smoking in a no-smoking section shows a high level of intention to cause discomfort and provoke others.	because intentionally exposing others to second-hand smoke is extremely harmful and disrespectful.	because the action did not provide any help to the patient.	because the action was intentionally immoral and caused significant harm to others.	The agent of this action was the person who smoked in the no-smoking section.	The assumption made about the agent is that they intentionally chose to smoke in the no-smoking section to provoke a reaction from others.	The patient being affected by this action was the other people in the no-smoking section.	The assumption made about the patient is that they were non-smokers who did not want to be exposed to second-hand smoke.	-2.424	-2.424
278	Effron	Smoked in a no-smoking section even though others complained	The person mistakenly entered the no-smoking section and smoked without realizing it.	7	5	9	1	-1	because non-smokers are generally more vulnerable to the harmful effects of second-hand smoke.	because the action of smoking in a no-smoking section may have been unintentional due to a mistake or lack of awareness.	because second-hand smoke can cause various health issues and discomfort to non-smokers.	because the action did not provide any help to the patient.	because the action, although unintentional, still caused harm and inconvenience to others.	The agent of this action was the person who smoked in the no-smoking section.	The assumption made about the agent is that they mistakenly entered the no-smoking section without realizing it.	The patient being affected by this action was the other people in the no-smoking section.	The assumption made about the patient is that they were non-smokers who did not want to be exposed to second-hand smoke.	-2.424	-2.424
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his		5	3	2	1	0	because the person may have felt inconvenienced or annoyed, but not necessarily extremely vulnerable	because the action may have been unintentional or due to confusion	because the harm caused was minimal, such as inconvenience or confusion	because the action did not provide any help	because the moral judgment of this action is neutral	The person who sat in the wrong seat	The person assumed that the seat was available or that it was their assigned seat	The person whose seat was taken	The person assumed that their seat was taken by mistake	-1.13103448	-1.13103448
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	The person was in a rush and didn't pay attention to the seat number	4	4	2	1	-1	because the person may have felt inconvenienced or annoyed, but not extremely vulnerable	because the action was unintentional but could have been avoided with more attention	because the harm caused was minimal, such as inconvenience or confusion	because the action did not provide any help	because the action was careless and could have been avoided	The person who sat in the wrong seat	The person assumed that they could quickly find a seat without checking the number	The person whose seat was taken	The person assumed that their seat was taken by mistake	-1.13103448	-1.13103448
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	The person intentionally sat in the wrong seat to provoke a reaction	6	10	5	1	-3	because the person may have felt vulnerable or uncomfortable due to the intentional provocation	because the action was highly intentional to provoke a reaction	because the harm caused was moderate, such as emotional discomfort or disturbance	because the action did not provide any help	because the action was intentionally harmful and morally wrong	The person who intentionally sat in the wrong seat	The person assumed that their action would cause a reaction or disturbance	The person whose seat was taken	The person assumed that their seat was taken intentionally	-1.13103448	-1.13103448
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	The person sat in the wrong seat due to a misunderstanding of the seating arrangement	3	2	1	1	0	because the person may have felt inconvenienced or confused, but not extremely vulnerable	because the action was unintentional and due to a misunderstanding	because the harm caused was minimal, such as inconvenience or confusion	because the action did not provide any help	because the moral judgment of this action is neutral	The person who sat in the wrong seat	The person assumed that the seating arrangement was different or unclear	The person whose seat was taken	The person assumed that their seat was taken by mistake	-1.13103448	-1.13103448
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.		5	8	3	1	-2	because the opposing player may be caught off guard but is not in immediate danger	because Person X is intentionally trying to deceive the opposing player	because while the opposing player may be momentarily confused, no physical harm is caused	because the action does not provide any help to the opposing player	because intentionally deceiving someone in a sports game is generally considered immoral	Person X	Person X is a soccer player who is trying to gain an advantage for their team	The opposing player	The assumption is that the opposing player is unaware of Person X's intention to deceive	-1.43	-1.43
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	Person X is trying to draw a foul to get a penalty kick	5	9	2	1	-2	because the opposing player may be caught off guard but is not in immediate danger	because Person X is intentionally trying to deceive the opposing player to gain a penalty kick	because while the opposing player may be momentarily confused, no physical harm is caused	because the action does not provide any help to the opposing player	because intentionally deceiving someone in a sports game is generally considered immoral	Person X	Person X is a soccer player who is trying to gain an advantage for their team	The opposing player	The assumption is that the opposing player is unaware of Person X's intention to deceive	-1.43	-1.43
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	Person X is trying to get the opposing player a yellow card	5	7	2	1	-2	because the opposing player may be caught off guard but is not in immediate danger	because Person X is intentionally trying to deceive the referee into giving the opposing player a yellow card	because while the opposing player may be momentarily confused, no physical harm is caused	because the action does not provide any help to the opposing player	because intentionally deceiving someone in a sports game is generally considered immoral	Person X	Person X is a soccer player who is trying to gain an advantage for their team	The opposing player	The assumption is that the opposing player is unaware of Person X's intention to deceive	-1.43	-1.43
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	Person X is trying to waste time and disrupt the opposing team's momentum	5	6	1	1	-2	because the opposing player may be caught off guard but is not in immediate danger	because Person X is intentionally trying to waste time and disrupt the opposing team's momentum	because while the opposing player may be momentarily confused, no physical harm is caused	because the action does not provide any help to the opposing player	because intentionally deceiving someone in a sports game is generally considered immoral	Person X	Person X is a soccer player who is trying to gain an advantage for their team	The opposing player	The assumption is that the opposing player is unaware of Person X's intention to deceive	-1.43	-1.43
281	Effron	Stopped to let another car into the line of traffic		7	8	2	8	3	because the patient is in a vulnerable position while merging into traffic.	because the action of stopping to let another car into the line of traffic requires a deliberate decision.	because the action does not cause harm, but it may disrupt the flow of traffic slightly.	because the action is helpful to the patient by allowing them to merge into the line of traffic.	because while the action is generally considered courteous, it may not be seen as highly moral in all situations.	The driver of the car that stopped to let another car into the line of traffic.	The assumption is that the agent is a considerate and courteous driver.	The patient being affected by this action is the driver of the car being let into the line of traffic.	The assumption is that the patient is grateful for the opportunity to merge into the line of traffic.	1.70666672	1.70666672
281	Effron	Stopped to let another car into the line of traffic	The driver letting another car into the line of traffic is running late for an important meeting.	7	8	2	8	3	because the patient is in a vulnerable position while merging into traffic.	because the action of stopping to let another car into the line of traffic requires a deliberate decision.	because the action does not cause harm, but it may disrupt the flow of traffic slightly.	because the action is helpful to the patient by allowing them to merge into the line of traffic.	because while the action is generally considered courteous, it may not be seen as highly moral in all situations.	The driver of the car that stopped to let another car into the line of traffic.	The assumption is that the agent is a considerate and courteous driver, even though they are in a hurry.	The patient being affected by this action is the driver of the car being let into the line of traffic.	The assumption is that the patient is grateful for the opportunity to merge into the line of traffic.	1.70666672	1.70666672
281	Effron	Stopped to let another car into the line of traffic	The driver letting another car into the line of traffic is a police officer.	7	8	2	8	4	because the patient is in a vulnerable position while merging into traffic.	because the action of stopping to let another car into the line of traffic requires a deliberate decision.	because the action does not cause harm, but it may disrupt the flow of traffic slightly.	because the action is helpful to the patient by allowing them to merge into the line of traffic.	because the action is seen as highly moral due to the responsible and authoritative nature of the agent.	The police officer who stopped to let another car into the line of traffic.	The assumption is that the agent is a considerate and courteous driver, as well as a responsible law enforcement officer.	The patient being affected by this action is the driver of the car being let into the line of traffic.	The assumption is that the patient is grateful for the opportunity to merge into the line of traffic.	1.70666672	1.70666672
281	Effron	Stopped to let another car into the line of traffic	The driver letting another car into the line of traffic is a new driver who is still learning.	7	8	2	8	3	because the patient is in a vulnerable position while merging into traffic.	because the action of stopping to let another car into the line of traffic requires a deliberate decision.	because the action does not cause harm, but it may disrupt the flow of traffic slightly.	because the action is helpful to the patient by allowing them to merge into the line of traffic.	because while the action is generally considered courteous, the inexperience of the agent may affect the moral judgment.	The new driver who stopped to let another car into the line of traffic.	The assumption is that the agent is a considerate and courteous driver, who may be more cautious and unsure due to their inexperience.	The patient being affected by this action is the driver of the car being let into the line of traffic.	The assumption is that the patient is grateful for the opportunity to merge into the line of traffic.	1.70666672	1.70666672
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.		7	9	2	9	4	because being stranded in a foreign country can be a vulnerable situation.	because the action of connecting the person to people who could help required deliberate effort.	because the action aimed to help and did not cause harm.	because the action successfully connected the person to people who could help.	because the action was morally right as it aimed to help someone in need.	I	I assumed that the agent is a person who worked at a job where they spoke with customers over the phone.	The patient was the customer who was stranded in Romania.	I assumed that the patient needed help.	5.973333333	2.64
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	The customer had no other means of communication.	10	9	2	9	4	because without any means of communication, the patient would be extremely vulnerable.	because the action of connecting the person to people who could help required deliberate effort.	because the action aimed to help and did not cause harm.	because the action successfully connected the person to people who could help.	because the action was morally right as it aimed to help someone in need.	I	I assumed that the agent is a person who worked at a job where they spoke with customers over the phone.	The patient was the customer who was stranded in Romania.	I assumed that the patient needed help.	5.973333333	2.64
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	The customer was in a dangerous situation.	9	9	2	9	4	because being stranded in a dangerous situation increases vulnerability.	because the action of connecting the person to people who could help required deliberate effort.	because the action aimed to help and did not cause harm.	because the action successfully connected the person to people who could help.	because the action was morally right as it aimed to help someone in need.	I	I assumed that the agent is a person who worked at a job where they spoke with customers over the phone.	The patient was the customer who was stranded in Romania.	I assumed that the patient needed help.	5.973333333	2.64
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	The customer was a frequent caller with a good relationship with the agent.	6	9	2	9	4	because the customer had an established relationship with the agent, which may provide some level of support.	because the action of connecting the person to people who could help required deliberate effort.	because the action aimed to help and did not cause harm.	because the action successfully connected the person to people who could help.	because the action was morally right as it aimed to help someone in need.	I	I assumed that the agent is a person who worked at a job where they spoke with customers over the phone.	The patient was the customer who was stranded in Romania.	I assumed that the patient needed help.	5.973333333	2.64
283	Effron	Siphoned gas from a car parked on the street		7	8	9	1	-3	because the car owner may experience inconvenience and financial loss due to the stolen gas.	because siphoning gas requires deliberate action and planning.	because the act of siphoning gas can cause damage to the car's fuel system and result in financial loss for the owner.	because the action of siphoning gas does not provide any help or benefit to the car owner.	because siphoning gas without consent is considered immoral and unethical.	Unknown	The assumption is that the agent is an individual who intentionally siphoned gas from the car parked on the street.	The patient being affected by this action is the owner of the car.	The assumption is that the patient is an innocent car owner who did not consent to their gas being siphoned.	-2.728	-2.728
283	Effron	Siphoned gas from a car parked on the street	Desperate individual in need of fuel	10	8	9	1	-1	because the desperate individual's vulnerability and urgent need for fuel may be extremely high.	because siphoning gas requires deliberate action and planning.	because the act of siphoning gas can cause damage to the car's fuel system and result in financial loss for the owner.	because the action of siphoning gas does not provide any help or benefit to the car owner.	because while the act may be driven by desperation, it is still considered immoral and illegal.	Desperate individual	The assumption is that the agent is a desperate individual who intentionally siphoned gas from the car parked on the street due to their urgent need for fuel.	The patient being affected by this action is the owner of the car.	The assumption is that the patient is an innocent car owner who did not consent to their gas being siphoned.	-2.728	-2.728
283	Effron	Siphoned gas from a car parked on the street	Vandalism or malicious intent	5	10	10	1	-4	because the car owner's vulnerability may vary depending on their personal circumstances.	because the action is intentionally carried out with malicious intent or as an act of vandalism.	because the act of siphoning gas can cause damage to the car's fuel system and result in financial loss for the owner.	because the action of siphoning gas does not provide any help or benefit to the car owner.	because intentionally siphoning gas as an act of vandalism or with malicious intent is highly immoral and illegal.	Unknown	The assumption is that the agent is an individual with malicious intent or engaging in vandalism, intentionally siphoning gas from the car parked on the street.	The patient being affected by this action is the owner of the car.	The assumption is that the patient is an innocent car owner who did not consent to their gas being siphoned.	-2.728	-2.728
283	Effron	Siphoned gas from a car parked on the street	Prank or dare	3	5	7	1	-2	because the car owner's vulnerability may be relatively low in the context of a prank or dare.	because the action may be intentional, but the intent is not necessarily harmful or malicious.	because the act of siphoning gas can cause damage to the car's fuel system and result in financial loss for the owner.	because the action of siphoning gas does not provide any help or benefit to the car owner.	because while the act may be intended as a prank or dare, it is still considered immoral and can cause harm to the car owner.	Unknown	The assumption is that the agent is an individual who siphoned gas from the car parked on the street as part of a prank or dare.	The patient being affected by this action is the owner of the car.	The assumption is that the patient is an innocent car owner who did not consent to their gas being siphoned.	-2.728	-2.728
284	Kruepke	Ten years ago I was staying with a friend who lived in a house of a very famous man. There were many autographed books in the house. I stole one of the books, which was autographed by a very famous celebrity.		5	8	7	1	-3	because the famous man may have had security measures in place to protect his belongings, but it is not mentioned in the scenario	because I intentionally stole the autographed book	because stealing the autographed book caused harm to the famous man's property and potentially his reputation if the theft was discovered	because stealing the autographed book did not provide any help to anyone	because stealing is generally considered immoral	I	I assumed that I was a friend of the person staying in the house	The patient being affected by this action was the famous man	I assumed that the famous man was the owner of the house	2.146666667	-2.48
