id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
385	Effron	Let a civic group hold weekly meetings in his home	orig		7	8	1	4	1	Medium-High Vulnerability (score of 6-8): The homeowner may experience some inconvenience or disruption due to the regular meetings.	Medium-High Intentionality (score of 6-8): The civic group intentionally chooses to hold the meetings at the homeowner's house, taking into account the homeowner's permission and convenience.	Minimum Harm (score of 0-2): The meetings likely cause no or minimal harm to the homeowner, as long as they are respectful and considerate of the homeowner's space and belongings.	Medium-Low Help (score of 3-5): The homeowner may benefit from the civic group's activities, such as networking opportunities or community improvement projects.	Despite high intent and vulnerability, low harm and help reduce score.	The agent of this action is a civic group.	I assumed that the civic group is an organized collection of citizens who regularly meet to discuss and address community issues.	The patient being affected by this action is the homeowner where the weekly meetings take place.	I assumed that the homeowner has granted permission for the civic group to use their home for the meetings.	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		7	4	4	1	-2	Medium-High Vulnerability (score of 6-8)	Medium-Low Intentionality (score of 3-5)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and harm reduce score, despite low intent and some help.	The agent of this action is a person who could not remember the birthdays of his family members.	I assumed that the agent is a family member who has forgotten the birthdays unintentionally due to forgetfulness or distraction.	The patient being affected by this action is the family members whose birthdays were not remembered.	I assumed that the patients are close relatives of the agent, who may feel disappointed, hurt, or unimportant due to the agent's forgetfulness.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and intent reduce score, despite less harm.	The man who is telling a woman that her painting looks like it was done by children	He is presumably an adult with normal faculties, capable of understanding and evaluating art	The woman who created the painting being criticized	She is presumably an artist who values her work and invests time and effort into it	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and intent reduce score, despite less harm.	The agent of this action is the very drunk woman.	I assumed she was intoxicated and possibly seeking attention or physical intimacy.	The patients being affected by this action are the strangers she is making out with.	I assumed they were consenting adults who were also intoxicated or seeking similar interactions.	-3
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		7	8	7	0	-3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-High Harm (score of 6-8)	Minimum Help (score of 0-2)	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action is 'Pushes'	I assumed the agent to be a person who intentionally pushes another person	The patient being affected by this action is 'an enemy combatant'	I assumed the patient to be a conscious and able-bodied individual, capable of experiencing harm	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		7	8	3	0	-2	Medium-High Vulnerability (curfew violation can have consequences)	Medium-High Intentionality (she is knowingly breaking the rules)	Medium-Low Harm (minor emotional distress for the parents)	Minimum Help (no assistance provided in this scenario)	High intent and harm, low help reduce score	A teenage girl	She is a minor, subject to her parents' rules	Her parents	They are being ignored and concerned about their child's safety	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		10	3	4	0	-3	The patient is a person with disabilities (maximum vulnerability)	The boy chuckled, indicating some level of intent	Chuckling may have caused emotional distress	I took no action to help in this situation	High vulnerability and harm reduce score, despite low intent and no help.	A teenage boy	He was a stranger to me, appearing typical for his age	An amputee	A person with a physical disability	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		8	7	3	0	-2	Children are often vulnerable, score of 8	Refusing is intentional, score of 7	No physical harm, but emotional impact, score of 3	No help provided, score of 0	High vulnerability and intent decrease score.	The homeowner	An adult, presumably the owner of the house	The neighborhood children	A group of kids from the neighborhood	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		3	7	3	0	-2	Medium vulnerability, as a rock can be damaged but not harmed.	Medium-high intentionality, as the act requires planning and a can of spray paint.	Medium-low harm, as defacing a rock does not cause significant damage.	Minimum help, as no assistance was provided in this scenario.	High intent and harm, low help decrease score	A vandal or mischief-maker, possibly a teenager or young adult.	The agent has a disregard for public property and community spaces.	The large rock in the public park.	The rock is an inanimate object, unable to feel harm or be victimized.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		7	7	0	8	3	Medium-High Vulnerability; the patient's work depends on people's cooperation.	Medium-High Intentionality; the agent planned to ask for a callback.	No harm caused; the agent's request did not negatively affect the patient.	Medium-High Help caused; the agent's cooperation will benefit the patient with a completed survey.	Despite high intent and vulnerability, no harm with much help given.	The person who postponed the call is the agent of this action.	I assumed the agent is a person who is considerate and understands my need to finish my meal.	The survey company representative is the patient being affected by this action.	I assumed the patient is a person who is understanding and willing to accommodate my request.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 6-8): The school and testing process are somewhat vulnerable to the negative effects of cheating.	Medium-High Intentionality (score of 6-8): The action was taken following some degree of thought and planning.	Medium-High Harm (score of 6-8): Cheating on tests can have significant negative consequences, such as reduced learning, unfair grading, and damage to the integrity of the educational system.	Minimum Help (score of 0-2): Cheating on tests does not provide any assistance or protection to the school, the testing process, or other students.	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action was the person who sat next to you in high school.	I assumed that the agent was a fellow student, roughly equal in academic ability and motivation.	The patient being affected by this action was the school, the testing process, and potentially other students.	I assumed that the patient was unaware of the agreement and trusted in the fairness and integrity of the testing process.	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		8	8	10	0	-3	Medium-High Vulnerability (score of 6-8): A typical adult, directly in the path of a falling steel beam)	Medium-High Intentionality (score of 6-8): The crane operator deliberately moved the crane arm, knowing the consequences	Maximum Harm (score of 9-10): The worker will be crushed and die as a result of the falling steel beam	Minimum Help (score of 0-2): The crane operator's action did not provide any assistance or protection to the worker	High vulnerability, intent, and harm outweigh lack of help.	The crane operator	A building worker with the ability to maneuver a crane	A worker beneath the falling steel beam	An individual on the construction site, vulnerable to the consequences of the crane malfunction	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		8	7	7	0	-3	Medium-High Vulnerability (6-8), car engine can be severely damaged	Medium-High Intentionality (6-8), planned but not extremely malicious	Medium-High Harm (6-8), can cause significant damage to the engine	Minimum Help (0-2), no positive impact on the friend or the friend's vehicle	High vulnerability, intent, and harm outweigh lack of help.	A hypothetical friend of the person whose gas tank will be tampered with	Assumed to be a young adult with a mischievous sense of humor	The friend whose gas tank will have sugar added	Assumed to be an average adult with a typical vehicle	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		7	8	7	0	-3	The patient is a person with average resilience.	The action was intentional, as the boy chose to make fun of his brother.	The harm caused is emotional, which can be significant at this age.	No help was provided in this scenario.	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action was a boy.	I assumed the boy to be a school-aged child, possibly a teenager.	The patient being affected by this action was the boy's brother.	I assumed the brother to be a teenager, similar in age to the agent.	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		7	10	10	1	-3	Medium-High Vulnerability (score of 6-8): Combatants in military conflicts are generally average adults with some susceptibility to harm	Maximum Intentionality (score of 9-10): Joining the military with the explicit purpose of killing people implies extensive planning and deliberate thought	Maximum Harm (score of 9-10): Killing people in military combat situations inflicts the utmost damage, such as completely destroying or ending a life	Minimum Help (score of 0-2): Joining the military to kill people generally does not provide help or protection to others	High intent and harm, low help decrease score	Person X	An adult of unknown demographics with a specific motivation to join the military for violent reasons	People who may become enemies in military combat situations	Potential targets of Person X's violent actions, about whom we have limited information	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		7	7	4	1	-2	Medium-High Vulnerability, as a typical adult.	Medium-High Intentionality, as the action was taken following some degree of thought and planning.	Medium-Low Harm, as the mother's economic stability was affected negatively, but not to the extent of causing total destruction or ending her life.	Minimum Help, as no assistance or protection was offered to the mother.	High vulnerability and intent reduce score, despite less harm and help.	The agent of this action is the person who chose to travel and spend money on vacations instead of helping their mother financially.	I assumed that the agent is a financially capable adult who made a deliberate decision to spend money on themselves rather than their mother.	The patient being affected by this action is the mother, who could have benefited from additional financial support in her retirement.	I assumed that the mother is a senior citizen who is economically dependent on her children or other sources of income for her retirement years.	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		7	7	3	0	-2	Medium-High Vulnerability (average resilience)	Medium-High Intentionality (some thought and planning)	Medium-Low Harm (minor damage to trust)	Minimum Help (no assistance provided)	High vulnerability and intent reduce score, despite little harm and no help.	A woman	She is an employee in the same workplace.	The woman's employer	It is a corporate entity with policies and rules.	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		7	6	7	0	-3	Average resilience, some susceptibility to harm	Action done with some degree of thought and planning	Potential for damage to the car and safety of the neighbor	No help provided in this scenario	High vulnerability, intent, and harm outweigh lack of help.	Person X	A neighbor of the affected person, possibly known but not intimately	The neighbor who owns the car	An adult neighbor, likely known to the agent	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		7	7	7	0	-3	Medium-High Vulnerability of the patient	Medium-High Intentionality of the action	Medium-High Harm caused	Minimum Help caused	High vulnerability, intent, and harm outweigh lack of help.	Person X	A person who made a deliberate decision to leave the family business and start their own.	The family business	An entity that was affected financially and potentially suffered reputational damage.	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		7	6	7	1	-3	Medium-High Vulnerability as a deceased person cannot experience harm but can be mourned.	Medium Intentionality as the action was likely a deliberate choice, but not maliciously intended.	Medium-High Harm as the absence at the funeral may cause distress to the deceased's family and friends.	Minimum Help as attending a funeral is not considered help, but absence might cause distress.	High vulnerability and harm outweigh minimal help.	Person X	A coworker who had a disagreement with another coworker.	The coworker who died	A person who is no longer alive and cannot be affected directly, but their absence may impact others.	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		0	8	0	0	-3	Inanimate object, minimum vulnerability	Ordered the doll with the intention of using it	No direct harm caused to the secretary	No assistance or help provided in this scenario	High intentional harm with no help or vulnerability	A single man	Assumed to be an adult with the capacity to make decisions	An inflatable sex doll resembling his secretary	Assumed to be an inanimate object, incapable of feelings or harm	-1.5
406	Effron	Helped a neighbor fix his roof	orig		7	8	0	10	3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	No harm was caused	Maximum Help (score of 9-10)	Despite high intent and vulnerability, no harm with much help provided.	The agent of this action was I (implied from the scenario)	I am a capable and responsible individual, able to help with tasks like roof repair	My neighbor	My neighbor is a regular person, capable of maintaining his own property but may need assistance at times	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		4	5	1	0	1	Medium-Low Vulnerability (score of 3-5): The man was not directly harmed, but his privacy was invaded to some extent.	Medium-Low Intentionality (score of 3-5): The speaker acted impulsively, without much premeditation, but still intentionally.	Minimum Harm (score of 0-2): The speaker's actions did not cause any direct harm to the man or his property.	Minimum Help (score of 0-2): The speaker did not offer any assistance or protection to the man.	Less harm and vulnerability offset low help, but high intent reduces score.	The agent of this action was the speaker, the person who took advantage of the situation and entered the apartment building to ask the man about his Ford truck.	The assumption made about the agent is that they were opportunistic and bold enough to take advantage of the situation.	The patient being affected by this action was the man who owned the Ford truck and had left his keys in the door.	The assumption made about the patient is that they were unaware of the speaker's actions and were simply going outside to retrieve their keys.	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		6	7	0	0	0	Medium-High Vulnerability; an adult but wearing unnecessary accessory indoors.	Medium Intentionality; she deliberately chose to wear the hat indoors.	Minimum Harm; wearing a hat inside has negligible impact on others or the environment.	Minimum Help; wearing a hat inside does not provide assistance to anyone.	Despite high intent, no help or harm given to vulnerable patient.	A woman	She is a resident of the apartment complex.	The woman herself	She is capable of making her own decisions about what to wear.	-0.2
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		0	8	0	0	-3	Minimum Vulnerability (score of 0-2)	Medium-High Intentionality (score of 6-8)	Minimum Harm (score of 0-2)	Minimum Help (score of 0-2)	High intentional harm with no help or vulnerability	Person X	A randomly chosen individual with an interest in furniture restoration	The furniture restoration videos	Inanimate objects that cannot be harmed or victimized	0.15
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		9	9	9	0	-3	Children are highly vulnerable, score 9.	Intentionally putting broken glass in cereal shows high intent, score 9.	Ingesting broken glass can cause serious harm, score 9.	No positive help was provided, score 0.	High vulnerability, intent, and harm outweigh lack of help.	Person X	An adult with the ability to understand the consequences of their actions.	Children who eat the cereal without noticing the broken glass.	Innocent and unaware individuals, likely unacquainted with Person X.	-3.72
411	Effron	Went to the grocery store with his kids	orig		7	5	0	0	-2	Kids are of medium-high vulnerability	Going to the grocery store with kids requires some planning	No harm is indicated in the scenario	The scenario does not mention any help provided	Despite high vulnerability, no harm or help offsets negative intent.	A father or male guardian	An adult, likely a parent, shopping with his children	His kids	Minors, possibly young children, who are dependent on the agent	0.41904764
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		2	10	0	0	-2	The patient is a typical adult with average resilience.	Person X intentionally laughed at the friend's joke.	No harm was caused, as laughing is generally a positive reaction.	No help was caused, as laughing is not considered assistance.	High intentional harm to a less vulnerable person.	Person X	A typical adult, capable of social interactions and emotions.	A friend of Person X	An individual with the ability to make jokes and evoke various reactions.	0.87
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		7	7	10	0	-3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Maximum Harm (score of 9-10)	Minimum Help (score of 0-2)	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action is the person in charge of the work crew who pulls the lever to divert the trolley.	I assumed that the agent has the authority to make decisions that could impact the workers' safety and has been trained to handle such situations.	The patient being affected by this action is the worker on the secondary track who will be hit by the trolley if it is diverted.	I assumed that the patient is an average adult with some susceptibility to harm.	-1.2
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		7	8	0	10	3	Medium-High Vulnerability due to potential exposure to violence.	Medium-High Intentionality as the action was taken after observing civilians.	Minimum Harm as calling off the airstrike prevented potential injury or death of civilians.	Maximum Help as calling off the airstrike protected civilians from harm.	Despite high intent and vulnerability, no harm with much help provided.	The agent of this action is a military commander or pilot.	I assume the agent has the authority to call off an airstrike and is responsible for making decisions that balance military objectives with ethical considerations.	The patients being affected by this action are civilians present in the area targeted for the airstrike.	I assume the civilians are innocent non-combatants who are at risk of harm due to their proximity to the military operation.	2.853333333
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		7	8	7	1	-3	Medium-High Vulnerability (score of 6-8): Average adults susceptible to emotional harm.	Medium-High Intentionality (score of 6-8): The person was aware of what they were doing and actively making an effort to hide it.	Medium-High Harm (score of 6-8): Causing significant emotional distress and potential damage to their reputations.	Minimum Help (score of 0-2): Failing to offer any assistance or protection.	High vulnerability, intent, and harm outweigh minimal help.	The agent of this action was the person who was 20 years old and dating four guys simultaneously.	I assumed that this person was capable of making their own decisions and understood the potential consequences of their actions.	The patients being affected by this action were the four guys who were being dating without knowing about each other.	I assumed that these guys were looking for a serious relationship and were not aware of the situation.	-2.34
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		2	4	0	0	0	Average resilience, not harmed	Performed impulsively, without much thought	No harm caused, as food is not harmed	No help provided, as no assistance was needed	Less harm and help, but also less vulnerability and intent.	A woman	She is a restaurant patron	Her dessert and her main entree	They are food items	-0.2
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		6	7	2	5	-1	Mother is a person, assumed to be of average resilience	Decision not to go to the concert was likely made after some thought	Not attending the concert caused disappointment but no physical harm	Staying with an ill mother provided emotional support	Despite high intent and some help, high vulnerability and harm lower the score.	Person X	An adult with free will and the ability to make decisions	The mother	A adult, likely with health issues in this scenario	2.54
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		7	7	7	0	-3	Medium-High Vulnerability	Medium-High Intentionality	Medium-High Harm	Minimum Help	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action is the individual who received a religious opt-out during the Vietnam War.	The assumption made about the agent is that they felt guilty for not serving in the army and wanted to make amends.	The patient being affected by this action is the army and the society at large.	The assumption made about the patient is that it expects individuals to be honest and transparent in their dealings.	0.79
419	Grizzard	Disarms an enemy combatant without killing him.	orig		7	7	3	8	1	Medium-High Vulnerability	Medium-High Intentionality	Medium-Low Harm	Medium-High Help	Despite high intent and harm, high help offsets some immorality.	A trained military officer or peacekeeper	Equipped with non-lethal defense training and tools	An enemy combatant	Armed and potentially dangerous, but with no immediate intent to harm	2.173333333
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		7	8	6	0	-3	Medium-High Vulnerability for some individuals in the group	Medium-High Intentionality, as the manager deliberately took the doughnuts	Medium-High Harm, as the manager's action reduced the amount of available doughnuts	Minimum Help, as the manager's action did not provide any assistance	High vulnerability, intent, and harm outweigh lack of help.	The manager	An adult in a position of authority	The other employees or individuals who would have liked to have some of the doughnuts	A group of people with varying levels of resilience	-2
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		8	7	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and intent, but no help offsets some harm.	The agent of this action is the person telling the scenario.	I am a person capable of making decisions and taking actions.	The patient being affected by this action is the person in the relationship.	This person is capable of feeling emotions and being affected by my actions.	-1.35
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		7	10	8	0	-3	Medium-High Vulnerability (wounded, but alive)	Maximum Intentionality (deliberate action, not killing)	Medium-High Harm (intentionally wounding someone)	Minimum Help (inflicting harm is not considered help)	High intent and harm, low help reduce moral acceptability	A military soldier or combatant	A trained individual, following rules of engagement	A fleeing enemy combatant	An armed individual, posing a potential threat	1.026666667
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		7	4	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-Low Intentionality (score of 3-5)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and harm reduce score, despite low intent.	The girl who made the comment	She is a classmate of the person affected	Her classmate	A person who was casually spoken to	-2.2
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		7	7	3	0	-2	Medium-High Vulnerability ( average adult)	Medium-High Intentionality (following some thought)	Medium-Low Harm (minor emotional distress)	Minimum Help (no assistance provided)	High vulnerability and intent reduce score, despite little harm and no help.	The teacher	An authority figure in an educational setting	A student	A person who is expected to follow the teacher's instructions	-2.8
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		7	10	1	8	-1	Medium-High Vulnerability	Maximum Intentionality	Minimum Harm	Medium-High Help	Despite high intent and harm, high help reduces immorality.	Person X	Person X is a human with a tendency to forget things.	Things that Person X needs to remember	These things are inanimate and cannot actively resist being forgotten, but they can be remembered or recorded.	0.51
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		9	7	8	0	-3	Prisoners are highly vulnerable	Agent likely followed orders, but still had intent	Being forced to strip and lay on top of each other is highly distressing	No help was provided in this scenario	High vulnerability, intent, and harm outweigh lack of help.	A prison guard or soldier	Assumed to be following orders, but with some discretion	A group of prisoners of war	Assumed to be under control of the agent, and possibly traumatized	-2.08
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		9	7	10	10	-1	The patient was a typical adult, so I would rate their vulnerability as a 9 out of 10.	The action was taken following some degree of thought and planning, so I would rate its intentionality as a 7 out of 10.	The action caused the patient to crash into the fence and die, so I would rate the harm caused as a 10 out of 10.	The action prevented a chain collision that would have involved four motorcyclists and caused them serious harm or death, so I would rate the help caused as a 10 out of 10.	Despite high intent and harm, significant help is given, lessening immorality.	The agent of this action was the motorcyclist who pushed the falling competitor off the track.	I assumed that the agent had the necessary skills and strength to perform this action, and that they were able to make quick decisions under pressure.	The patient being affected by this action was the falling motorcyclist who was pushed off the track.	I assumed that the patient was a fellow competitor in the motocross race, and that they had lost control of their bike and were about to fall and cause a chain collision.	-1.2
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 7): The villagers depend on their crops for survival, and losing them would significantly impact their well-being.	Medium-High Intentionality (score of 7): Burns deliberately chose to burn the crops as a form of punishment for the villagers' lack of cooperation.	Medium-High Harm (score of 7): Burning the crops would cause significant damage to the villagers' livelihoods and could lead to food shortages and hunger.	Minimum Help (score of 0): Burns does not offer any assistance or protection to the villagers, instead causing them harm.	High vulnerability, intent, and harm outweigh lack of help.	Mr. Burns, the rich and selfish owner of the Springfield Nuclear Power Plant.	He is portrayed as a greedy and uncaring character who often prioritizes his own interests over those of the townspeople.	The local village and its inhabitants, who rely on their crops for sustenance and livelihood.	They are innocent civilians who are at the mercy of Mr. Burns's actions and are not in a position to defend themselves.	-2.146666667
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		6	3	0	0	0	Medium-High Vulnerability (not harmed, but resistant to change)	Medium-Low Intentionality (no deliberate intent to influence the person)	No harm caused (using an old rotary phone does not inherently cause harm)	No help offered (the scenario does not involve providing assistance)	Less intent and harm offset by high vulnerability.	A observer	An external individual, uninvolved in the person's phone use	The person using the old rotary phone	An individual with the ability to make personal decisions	0
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		7	7	0	10	3	Medium-High Vulnerability	Medium-High Intentionality	No Harm Caused	Maximum Help	Despite high intent and vulnerability, no harm with much help.	The minister	A helpful, understanding, and accepting person	You, the scenario's narrator	An open-minded and honest individual who had become a pagan	1.82
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		0	10	5	0	-2	Frozen chicken is an inanimate object	The man deliberately chose to perform this action	The man violated the chicken before cooking it	No help was provided in this scenario	High intent and harm, no help or vulnerability	A man	An adult, presumably capable of understanding right from wrong	A frozen chicken	An inanimate object, unable to feel pain or suffer harm	-3
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		7	9	7	0	-3	Affecting social interactions, medium-high vulnerability	Making a policy decision, high intentionality	Restricting personal freedoms, medium-high harm	No direct help provided, score is zero	High intent and harm, low help reduce moral acceptability	The mayor of a city	An elected official with authority over the city	People in public spaces within his city	Capable of making personal decisions and following laws	-3.2
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		10	10	7	0	-3	The son is a young child, so maximum vulnerability.	The mother is deliberately choosing her son's friends, so maximum intentionality.	The mother's action may limit her son's social development, so medium-high harm.	The mother's action does not provide any help to her son, so minimum help.	High vulnerability and intent, low help, and high harm lead to immorality.	The agent of this action is the mother.	I assumed the mother is a responsible and caring person.	The patient being affected by this action is her son.	I assumed the son is a minor child who depends on his mother for guidance and support.	-2.2
434	Effron	Insulted a stranger by making a racial slur	orig		7	9	8	0	-3	The stranger was directly targeted and affected, medium-high vulnerability (score of 7).	The action was intentional, as the person chose to use a racial slur (score of 9).	The use of a racial slur caused emotional harm and damage to the stranger's dignity (score of 8).	No help was provided in this scenario, as the person caused harm instead (score of 0).	High intent and harm, low help decrease moral score	The agent of this action was a person who insulted a stranger.	The agent made a racial slur, indicating they may hold prejudiced views.	The patient being affected by this action is the stranger who was targeted with the racial slur.	The patient is a stranger, so assumptions about them are limited, but they likely felt hurt or offended.	-3.288
435	Effron	Ignored a woman's cry for help in lifting a baby carriage	orig		7	4	3	2	0	The patient is a woman who needed physical help, making her moderately vulnerable.	Ignoring the woman's cry for help indicates a level of intentionality, though not premeditated.	By not helping, the agent caused the woman some distress and potential difficulty in handling the baby carriage.	The agent failed to provide any assistance, causing the woman to remain without help.	Despite significant harm and vulnerability, low intent and help reduce score.	The agent of this action was the person who ignored the woman's cry for help.	I assumed the agent was capable of understanding and responding to the woman's request for help.	The patient being affected by this action is the woman who needed help lifting the baby carriage.	I assumed the patient was a woman who was seeking assistance due to her inability to lift the baby carriage on her own.	-2.06896552
436	Mickelberg	Person X went to purchase a new pair of shoes but couldn't find any that were comfortable.	orig		0	7	0	0	-3	Inanimate object with no vulnerability	Action was deliberate, although not harmful	No harm was caused	No help was provided or needed	High intentional harm with no help or vulnerability	Person X	A typical adult, capable of making decisions and taking actions	A pair of shoes	An inanimate object, not capable of feelings or consciousness	0.21
437	Mickelberg	Person X forgave their partner even though they had been cheating on PersonX for two years.	orig		7	9	8	9	1	Person X was medium-highly vulnerable due to emotional distress	The partner acted intentionally in cheating on Person X	Cheating can cause significant harm to a relationship	Forgiveness can provide critical assistance in healing a relationship	Despite high intent and harm, high help offsets some immorality.	Person X's partner	An adult with free will and the ability to make decisions	Person X	An adult who was affected emotionally and psychologically	1.02
438	Clifford	You see a woman drinking her entire cup of coffee using a stirring spoon.	orig		3	6	3	0	-2	Medium-High Vulnerability (cannot be harmed, but its contents can be wasted).	Medium-High Intentionality (using a spoon instead of a cup implies some level of intent).	Medium-Low Harm (wasting a drink may cause minor inconvenience).	Minimum Help (no assistance or protection provided).	Despite low vulnerability, high intent and harm outweigh help.	A woman	She is an adult, capable of logical and intentional actions.	Her cup of coffee	It is a consumable beverage, affected by the woman's action.	-0.2
439	Clifford	You see a man wearing clothes that are clearly several sizes too big for his body.	orig		7	3	1	0	1	Medium-High Vulnerability (size can affect movement)	Medium-Low Intentionality (probably unintentional)	Minimum Harm (no physical harm caused)	Minimum Help (no help provided)	Despite some harm, low intent and high vulnerability reduce the score.	The man himself	He is wearing clothes that are not his size	The man's body	The clothes are too large for him	-0.3
