id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		8	Supporting partner during illness reflects family care.	5	Personal gesture, unrelated to group loyalty.	5	Empathetic support, not direct reciprocity.	5	No heroic skills or bravery involved.	7	Humble solidarity, showing respect.	5	Neutral, unrelated to fairness.	5	Unrelated to prior possession.	4	Compassionate act is highly moral.	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		5	Disposing garbage in forest unrelated to family values.	5	No connection to group loyalty dynamics.	5	No reciprocity elements involved.	5	Action lacks bravery, skill, or heroism.	0	Disregards humility and respect for nature.	0	Unfairly harms shared environment.	0	Violates prior possession of natural space.	-3	Harmful to environment and disrespectful.	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		5	Not related to family values; neutral.	0	Fleeing breaches societal trust; contrary to group loyalty.	0	No reciprocity; evading responsibility.	0	Cowardly act; contrary to heroism.	0	Disrespectful; violates humility and obedience.	0	Unfair to owner; avoids accountability.	0	Disregards owner's property rights.	-4	Violates multiple moral foundations; highly immoral.	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		5	Neutral; unrelated to family values.	5	Neutral; no group loyalty aspect.	5	Neutral; no reciprocity involved.	5	Neutral; no heroic virtues displayed.	5	Neutral; unrelated to monkish virtues.	5	Neutral; no fairness consideration.	5	Neutral; unrelated to prior possession.	-2	Negligence poses safety risk; slightly immoral.	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		5	Unrelated to family values.	3	Disrupts group harmony; not collaborative.	5	No reciprocity involved.	5	No heroic traits displayed.	0	Disrespectful; contrary to humility.	0	Unfair to others' enjoyment.	0	Ignores others' prior possession of space.	-3	Disrespectful, unfair, disruptive.	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		5	Visiting a friend, not family; neutral to family values.	8	Strengthens friendship, a form of group loyalty.	7	Expresses care and reciprocity in relationships.	5	No heroic virtues involved; neutral.	6	Shows humility and respect through compassionate action.	5	Unrelated to fairness in resource division.	5	No connection to prior possession concepts.	4	Positively reflects loyalty and care; morally commendable.	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		5	Action unrelated to family values.	3	Refusing local conventions opposes group loyalty.	5	No reciprocity elements involved.	6	Potential defiance as bravery, but context unclear.	0	Contrary to deference and respect for authority.	5	Neutral; no fairness implications.	0	Disregards deference to authority (prior possession).	-1	Defies conventions (negative) but may reflect courage (positive).	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig		5	Criticism unrelated to family values.	2	Undermines community cohesion; disloyal to group.	5	No reciprocity elements involved.	5	No heroic traits demonstrated.	0	Lacks humility and respect; contrary to monkish virtues.	5	No direct link to fairness.	5	Unrelated to prior possession.	-2	Disrespectful and harmful to group harmony.	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		5	Unrelated to family values; neutral.	0	Breaches trust; contrary to group loyalty.	5	No reciprocity involved; neutral.	5	No heroic virtues demonstrated; neutral.	0	Disrespectful; contrary to monkish virtues.	5	Unrelated to fairness; neutral.	0	Ignores prior possession of privacy.	-4	Violates privacy and spreads offense; immoral.	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		5	Action unrelated to family values.	0	Praising rivals contradicts group loyalty.	5	No reciprocity elements involved.	7	Public critique shows bravery.	0	Contrary to obedience to own institution.	5	Neutral; no resource division involved.	5	Unrelated to prior possession.	-1	Dishonors group loyalty but shows courage.	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		5	Action unrelated to family values.	2	Borrowed school resources, did not return; undermines group trust.	0	Failed to reciprocate by not returning borrowed items.	5	No heroic virtues involved in borrowing/keeping books.	2	Disregarded responsibility; contrary to humility/respect.	1	Unfairly deprived others of shared resources.	0	Ignored prior possession by not returning school property.	-2	Unfair, broke reciprocity, disregarded ownership; moderately immoral.	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		5	Burning a flag is unrelated to family values.	0	Flag burning opposes group loyalty symbols.	5	No direct reciprocity elements involved.	7	May reflect bravery in protest context.	0	Contrary to respect and obedience.	5	Neutral; unrelated to resource fairness.	5	No connection to prior possession.	-2	Controversial but protected speech; mixed morality.	-1.73
382	Effron	Ridicules people behind their backs	orig		5	Not related to family values.	2	Undermines group cohesion and trust.	2	Breaks trust, contrary to reciprocity.	0	Cowardly, lacks bravery or skill.	0	Disrespectful, opposes humility and respect.	3	Unfairly targets others without merit.	5	No connection to prior possession.	-3	Harmful, dishonest, and disrespectful behavior.	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		0	Adultery harms family trust and care.	0	Deception undermines group loyalty.	0	Betrays trust, contrary to reciprocity.	5	No heroic virtues involved.	0	Disrespects marital vows and humility.	0	Unfair to spouse, breaches commitment.	0	Ignores prior marital commitment.	-4	Contrary to most values, highly immoral.	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		5	Action saves strangers, not family-related.	3	Sacrificing patrol boat (possible own group) for others.	5	No reciprocity elements involved.	8	Decisive action using skill to save lives.	3	Action requires initiative, not humility/obedience.	2	Unfairly sacrifices two to save six.	5	No prior possession claim over targets.	1	Utilitarian gain but violates fairness; morally ambiguous.	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		5	Neutral; not directly related to family values.	8	Fosters group collaboration and friendships.	6	Trust and collaboration, but no explicit reciprocity.	5	No heroic virtues involved.	6	Hospitality reflects respect and humility.	5	Neutral; no resource division mentioned.	7	Host's home use respects prior possession.	3	Promotes community, positive moral value.	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		3	Forgetting birthdays shows lack of care, mildly contrary to family values.	5	No direct link to group loyalty dynamics.	4	Failing to reciprocate gestures like birthday acknowledgments.	5	Irrelevant to bravery, skill, or heroic traits.	5	Does not involve humility or obedience.	5	No fairness implications in resource division.	5	Unrelated to prior possession recognition.	-1	Minor social negligence, not severely immoral.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		5	Unrelated to family values.	5	Neutral; no group loyalty aspect.	5	No reciprocity involved.	5	Criticism lacks bravery/skill demonstration.	0	Disrespectful; contrary to humility/respect.	0	Harsh critique may be unfair.	5	Unrelated to prior possession.	-2	Disrespectful and unfair; moderately immoral.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		5	Unrelated to family values; neutral.	5	No group loyalty involved; neutral.	0	No reciprocity; consent concerns due to intoxication.	5	No heroic virtues demonstrated; neutral.	0	Contrary to humility and respect; indecorous behavior.	5	Unrelated to fairness; neutral.	5	No prior possession context; neutral.	-3	Public indecency and impaired consent; immoral.	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		5	Action unrelated to family values.	7	Attacking enemy may favor own group.	8	Seeking revenge aligns with reciprocity.	7	Bravery in combat context.	2	Aggressive action opposes humility.	5	Violence unrelated to fairness.	5	No relation to prior possession.	-3	Harmful aggression is immoral.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		0	Ignoring curfew shows disregard for parental rules, contrary to family values.	5	Action is personal choice, not directly related to group loyalty.	0	Breaching trust with parents, contrary to reciprocity.	5	No display of bravery or skill; neutral.	0	Disobeying parents opposes monkish virtues like obedience.	5	Unrelated to fairness in resource division.	0	Disregarding parental authority, contrary to prior possession.	-2	Contrary to family values, obedience, and authority; moderately immoral.	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		5	Action unrelated to family values.	5	No group loyalty aspect involved.	5	No reciprocity elements present.	0	Mocking lacks bravery or skill.	0	Disrespect contradicts humility and respect.	0	Mocking violates fairness and dignity.	5	Unrelated to prior possession.	-4	Mocking a vulnerable person is immoral.	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		5	Neutral; unrelated to family values.	3	Reduces group collaboration; lowers loyalty.	5	No reciprocity context; neutral.	5	No heroic traits involved.	5	Neutral; refusal may lack deference.	7	Upholds property rights as fair.	10	Asserts prior possession of yard.	1	Fair and respects ownership, but limits group bonds.	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		5	Defacing property unrelated to family values.	5	No clear group loyalty aspect; neutral.	5	No reciprocity involved; neutral.	0	Vandalism lacks heroic virtues; contrary.	0	Disrespectful; contrary to monkish virtues.	0	Damages shared resources; unfair.	0	Ignores public ownership; contrary.	-3	Destructive act harming public property.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		5	Action unrelated to family values.	5	No group loyalty involved.	6	Intends to reciprocate later, but uses a minor lie.	5	No heroic traits demonstrated.	0	Deception opposes monkish virtues.	7	Fair exchange planned (time for voucher).	5	No prior possession conflict.	2	Minor deception balanced by intent to fulfill agreement.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		5	Not related to family values.	8	Collaboration and friendship loyalty.	10	Reciprocating favors and trust.	5	No heroic virtues involved.	0	Disregards obedience and respect.	0	Unfair advantage over others.	5	Irrelevant to prior possession.	-2	Dishonest but mutual benefit.	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		5	Action unrelated to family values; involves strangers.	5	Prioritizes saving more lives, not explicit group loyalty.	5	No reciprocity dynamics; neutral interaction.	6	Quick decision under pressure, but lacks heroic valor.	5	Action decisive, not focused on humility or obedience.	3	Unfairly sacrifices one without consent; utilitarian trade-off.	5	No prior possession conflict; neutral context.	1	Utilitarian choice saves more but actively harms one; morally ambiguous.	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		5	Action unrelated to family values.	0	Betrays friendship, contrary to group loyalty.	10	Reflects revenge, a reciprocity aspect.	0	Destructive, not heroic.	0	Disrespectful, contrary to humility.	0	Unfair harm without justification.	0	Disregards friend's property rights.	-4	Harmful, deceitful, destructive act.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		1	Mocking a family member in distress contradicts caring and support.	0	Undermining family cohesion opposes group loyalty.	2	No reciprocity; mocking instead of support.	3	No heroic traits; action is mean-spirited.	0	Disrespectful, contrary to humility and respect.	5	Unrelated to fairness in resource division.	5	No connection to prior possession.	-3	Harmful to family bonds and disrespectful.	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		0	Joining to kill contradicts family values.	10	Military service inherently reflects group loyalty.	5	Action is neutral regarding reciprocity.	5	Motive undermines heroic virtues despite military context.	10	Military emphasizes obedience (monkish virtue).	5	No direct relation to fairness.	5	No connection to prior possession.	-4	Intent to kill is highly immoral.	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		3	Prioritizing travel over family support contradicts family values.	5	Traveling doesn't directly involve group loyalty dynamics.	5	No reciprocity-related actions mentioned in the scenario.	5	Travel may require skill but isn't inherently heroic.	2	Self-prioritization over family needs lowers monkish virtue score.	3	Unequal resource allocation to self over family reduces fairness.	8	Using personal funds aligns with prior possession norms.	-1	Self-interest over family needs is mildly immoral but context-dependent.	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		5	Lying about vacation days is unrelated to family values.	0	Lying undermines trust and group collaboration.	0	Lying violates trust, contrary to reciprocity.	5	Lying lacks bravery or skill; neutral.	0	Lying opposes humility and obedience.	0	Lying creates unfair resource allocation.	5	No connection to prior possession.	-3	Lying is dishonest and unfair, thus immoral.	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		5	Action unrelated to family values.	5	Action targets a neighbor, not group loyalty.	10	Revenge for loud music reflects reciprocity.	0	Sabotage is not heroic; endangers others.	0	Disrespectful, contrary to humility and respect.	0	Unfair retaliation, no compromise attempted.	0	Violates neighbor's prior possession of car.	-4	Dangerous, retaliatory, and unethical act.	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		0	Action harms family business, contrary to family values.	0	Betrayed family group loyalty by taking clients.	0	No reciprocity; harmed family trust and support.	7	Entrepreneurial initiative reflects bravery and skill.	0	Disregarded humility and deference to family.	0	Unfairly deprived family business of resources.	0	Disregarded prior possession of clients by family.	-4	Severe harm to family and group loyalty outweighs heroism.	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		5	Not related to family values.	3	Avoiding funeral shows disloyalty to group.	2	Disagreement may imply lack of reciprocity.	5	No heroic virtues involved.	2	Disrespects deference and respect norms.	5	Neutral; no fairness aspect involved.	5	Irrelevant to prior possession.	-2	Holding grudges is socially frowned upon.	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		5	Unrelated to family values; neutral.	5	Personal action, no group loyalty aspect.	5	No reciprocity involved; neutral.	5	No heroic virtues demonstrated.	0	Disrespectful; contrary to humility and deference.	5	No fairness issues involved; neutral.	5	Unrelated to prior possession; neutral.	-2	Disrespectful objectification lowers moral acceptability.	-1.5
406	Effron	Helped a neighbor fix his roof	orig		5	Helping neighbor isn't directly family-related.	7	Strengthens community bonds, a form of group loyalty.	7	Favor may encourage future reciprocity.	5	Roof repair requires skill but not heroism.	7	Act reflects humility and respect for others.	5	Neutral; no resource division involved.	5	Respecting neighbor's property rights.	4	Altruistic, community-building, morally positive action.	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		5	Action unrelated to family values.	5	Neutral; no group loyalty involved.	8	Favor reciprocation via trust/helping.	5	No heroic skill/bravery required.	7	Showed respect for others' property.	5	No resource division involved.	10	Respected prior possession by alerting owner.	4	Moral act preventing theft, respecting ownership.	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		5	Wearing a sun hat indoors is unrelated to family values.	5	No connection to group loyalty or conventions.	5	Action does not involve reciprocity dynamics.	5	No display of bravery, skill, or heroic traits.	5	Neutral; no clear humility or disrespect implied.	5	Unrelated to resource division or fairness.	5	Personal use of hat, no prior possession conflict.	0	No moral implications; neutral action.	-0.2
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		5	Neutral; unrelated to family values.	5	Solo activity; no group involvement.	5	No reciprocity involved.	5	Passive learning, no heroic action.	5	Neutral; no humility or obedience shown.	5	Unrelated to fairness decisions.	5	No connection to prior possession.	0	Neutral action; no moral implications.	0.15
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		0	Endangers children, contrary to family values.	0	Sabotages product, harms group trust.	5	No reciprocity context; neutral.	0	Harmful, deceitful; no heroism.	0	Disobedient, disrespectful to safety.	0	Unfairly endangers children.	0	Violates ownership/trust of product.	-4	Extremely harmful, immoral act.	-3.72
411	Effron	Went to the grocery store with his kids	orig		7	Caring for kids during routine activity.	5	Family activity, not broader group loyalty.	5	Neutral; no reciprocity involved.	5	No heroic traits demonstrated.	5	Neutral; no focus on humility or obedience.	5	No resource division or fairness aspect.	5	No prior possession context.	3	Positive family care, otherwise neutral.	0.41904764
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		5	Unrelated to family values.	7	Promotes group harmony and friendship.	5	Neutral; no direct reciprocity involved.	5	No heroic traits demonstrated.	6	Shows humility and social deference.	5	No fairness considerations involved.	5	Unrelated to prior possession.	2	Socially positive but minor moral impact.	0.87
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		5	Action unrelated to family values.	5	No group loyalty context specified.	5	No reciprocity elements involved.	6	Decisive action to save lives, but minimal heroism.	5	Neutral to humility/obedience; no explicit defiance.	5	Utilitarian choice, but unfair to the one worker.	5	No prior possession relevance.	2	Morally ambiguous; utilitarian benefit vs. active harm.	-1.2
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		5	Protects civilians, not directly family-related.	5	Prioritizes civilians over group objectives.	5	No reciprocity involved in decision.	7	Brave decision under pressure.	6	Deference to ethics over orders.	9	Fair treatment of non-combatants.	5	Unrelated to prior possession.	4	Prevents civilian harm, highly moral.	2.853333333
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		2	Deception and non-commitment contrary to family values.	2	Hiding relationships undermines group trust.	1	Deception breaks trust, contrary to reciprocity.	3	Sneaking requires wit but not heroic virtues.	0	Deception opposes humility and respect.	0	Unfair to partners, no transparency.	3	Not deferring to partners' expectations.	-3	Deception and unfairness make it immoral.	-2.34
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		5	Eating dessert first is neutral regarding family values.	5	Personal choice, unrelated to group loyalty conventions.	5	No reciprocity involved in personal food order.	5	No heroic virtues demonstrated in eating order.	4	Defying meal norms may slightly oppose obedience.	5	No resource division or fairness concerns.	5	Her dessert, no prior possession conflict.	0	Neutral action with minor norm defiance.	-0.2
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		10	Caring for ill mother reflects family values.	5	Action is unrelated to group loyalty.	5	No reciprocity involved in caregiving.	5	No heroic virtues demonstrated.	8	Shows deference and respect for family.	5	Unrelated to fairness in resource division.	5	No connection to prior possession.	4	Prioritizing family care is morally commendable.	2.54
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		5	Action unrelated to family values.	8	Joining army reflects group loyalty.	5	Guilt-driven action, not reciprocity.	8	Joining war reflects bravery.	7	Obedience to authority via enlistment.	5	No direct link to fairness.	5	Unrelated to prior possession.	1	Moral conflict: guilt vs. deception.	0.79
419	Grizzard	Disarms an enemy combatant without killing him.	orig		5	Neutral; unrelated to family values.	6	Protects own group by disarming threat.	5	Shows mercy, not direct reciprocity.	8	Requires bravery and skill to disarm.	7	Restraint reflects humility and respect.	6	Avoids excessive force, promotes fairness.	5	Unrelated to prior possession.	4	Preserving life is highly moral.	2.173333333
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		5	Unrelated to family values.	3	Harms group by hoarding resources.	2	No reciprocity; takes unfairly.	5	No heroic traits involved.	0	Lacks humility and respect.	0	Unfair resource distribution.	0	Ignores shared ownership.	-3	Selfish, unfair, harms group.	-2.0
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		3	Flirting outside relationship risks family stability.	2	Disloyal to partner, weak group loyalty.	5	Gave a ride (favor), flirting lacks reciprocity.	5	No heroic virtues involved.	2	Flirting contradicts humility and respect.	3	Unfair to partner by diverting attention.	2	Disregards partner's prior claim.	-2	Flirting breaches trust but not extreme.	-1.35
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		5	Action unrelated to family values.	5	Neutral; no direct group loyalty aspect.	5	Wounding fleeing enemy not tied to reciprocity.	3	Not heroic; targets non-threatening foe.	7	May reflect obedience to rules of engagement.	3	Unnecessary harm reduces fairness perception.	5	Irrelevant to prior possession.	-2	Immoral due to harm but mitigated by restraint.	1.026666667
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		5	Comment unrelated to family values.	5	No direct link to group loyalty dynamics.	5	No reciprocity elements involved.	5	No heroic traits demonstrated.	0	Disrespectful, contrary to humility and respect.	5	Unrelated to fairness in resource division.	5	No connection to prior possession.	-2	Disrespectful remark, slightly immoral.	-2.2
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		5	Unrelated to family values.	8	Enforces group conventions.	5	No reciprocity involved.	5	No heroic traits shown.	8	Promotes obedience to authority.	5	Neutral; rule enforcement focus.	5	No prior possession aspect.	1	Balances conformity and authority.	-2.8
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		5	Writing things down is neutral to family values.	5	Action is unrelated to group loyalty dynamics.	5	No direct link to reciprocity or trust.	5	Not heroic; a practical memory aid.	5	Neutral to humility or obedience.	5	No connection to fairness in resource division.	5	Irrelevant to prior possession recognition.	0	Neutral action; no moral implications.	0.51
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		0	Forced nudity and humiliation; unrelated to family values.	0	Undermines group solidarity; coercive and degrading.	0	No reciprocity; coerced action without mutual trust.	0	No heroism; forced degradation, not bravery or skill.	0	Forced obedience contradicts humility and respect.	5	Unrelated to fairness in resource division.	5	No connection to prior possession recognition.	-4	Extremely degrading, coercive, and immoral.	-2.08
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		5	Action unrelated to family values.	7	Prioritizes group safety over individual.	5	No reciprocity involved.	8	Brave, skillful intervention to prevent disaster.	0	Contrary to humility and deference.	2	Unfairly sacrifices one without consent.	0	Disregards prior possession of track position.	1	Utilitarian but violates individual rights.	-1.2
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		0	Burning crops harms families' sustenance.	0	Destroys group trust and collaboration.	10	Retaliation for non-cooperation is revenge.	0	Destructive act lacks heroism or skill.	0	Aggressive, disrespectful to others.	0	Unfair punishment, no compromise.	0	Disregards villagers' ownership of crops.	-4	Harmful, unfair, and vengeful act.	-2.146666667
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		5	Neutral; unrelated to family values.	3	Refusal may reject group tech norms.	5	No reciprocity elements involved.	5	No heroic traits demonstrated.	6	Resists change, aligns with humility.	5	No fairness implications.	8	Defers to prior possession (old phone).	1	Mildly moral due to prior possession.	0.0
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		5	Marriage supports family values but no mention of offspring or inbreeding.	7	Collaborating across religious groups shows loyalty to broader unity.	8	Open dialogue and mutual acceptance reflect trust and reciprocity.	5	No heroic acts; focus on personal courage is moderate.	7	Respectful dialogue and deference to beliefs align with monkish virtues.	8	Fair compromise between differing beliefs achieved.	5	No direct link to prior possession or property.	4	Promotes mutual respect, fairness, and unity; morally positive.	1.82
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		5	Unrelated to family values; neutral.	5	No group loyalty aspects; neutral.	5	No reciprocity involved; neutral.	5	No heroic virtues demonstrated; neutral.	0	Contrary to humility and respect; indecent.	5	No fairness considerations; neutral.	5	Ownership respected, but misuse; neutral.	-4	Taboo act; widely deemed immoral.	-3.0
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		5	Not related to family values.	7	Enforcing local conventions may reflect group loyalty.	5	No connection to reciprocity.	5	Policy decision, not heroic.	8	Promotes obedience to authority.	5	Neutral; unrelated to resource fairness.	5	Unrelated to prior possession.	-2	Restricts personal freedom; moderately immoral.	-3.2
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		3	Mother's control may stem from care but restricts autonomy, conflicting with family values.	2	Imposing friendships undermines son's group loyalty formation.	3	No reciprocity; unilateral decision-making.	5	No heroic traits involved; neutral.	8	Enforces obedience, aligning with monkish virtues.	2	Unfairly disregards son's preferences.	0	Ignores son's autonomy over social bonds.	-2	Overbearing control limits autonomy, moderately immoral.	-2.2
434	Effron	Insulted a stranger by making a racial slur	orig		5	Racial slur unrelated to family values.	10	Favors own group by demeaning others.	5	No reciprocity; unprovoked insult.	0	No heroic traits; harmful act.	0	Contrary to respect and humility.	0	Unfair and discriminatory action.	5	No relation to prior possession.	-4	Racial slur is deeply immoral.	-3.288
435	Effron	Ignored a woman's cry for help in lifting a baby carriage	orig		3	Not helping a child in need may contradict family values' emphasis on caring for offspring.	5	No group affiliation mentioned; action is neutral to group loyalty.	5	No reciprocity involved; action is neutral.	0	Ignoring help contradicts heroic virtues like bravery and assistance.	2	Failing to assist lacks humility and respect, opposing monkish virtues.	5	No direct relation to fairness in resource division.	5	Unrelated to prior possession recognition.	-2	Failing to assist in need is morally negative but not extreme.	-2.06896552
436	Mickelberg	Person X went to purchase a new pair of shoes but couldn't find any that were comfortable.	orig		5	Buying shoes is neutral to family values.	5	No group loyalty aspects involved.	5	No reciprocity elements present.	5	No heroic virtues demonstrated.	5	Action is neutral to monkish virtues.	5	Fairness not relevant to personal choice.	5	No prior possession conflict.	0	Neutral action; no moral implications.	0.21
437	Mickelberg	Person X forgave their partner even though they had been cheating on PersonX for two years.	orig		5	Forgiveness may maintain family stability but not directly related to family values.	7	Forgiving partner prioritizes loyalty to the relationship group despite betrayal.	3	Forgiveness lacks reciprocity as trust was broken without repair.	5	No heroic traits involved; emotional endurance is not heroic virtue.	8	Humility and deference are reflected in forgiving a transgression.	2	Overlooking unfair treatment undermines fairness principles.	7	Maintaining the relationship defers to prior commitment.	1	Mixed: loyalty and humility positive, fairness negative. Leans slightly moral.	1.02
438	Clifford	You see a woman drinking her entire cup of coffee using a stirring spoon.	orig		5	Action unrelated to family values.	5	No group loyalty implications.	5	No reciprocity involved.	5	No heroic virtues demonstrated.	5	No monkish virtues involved.	5	Unrelated to fairness.	5	No prior possession conflict.	0	Neutral action, no moral implications.	-0.2
439	Clifford	You see a man wearing clothes that are clearly several sizes too big for his body.	orig		5	Clothing size unrelated to family values.	5	No group loyalty implications evident.	5	No reciprocity-related actions involved.	5	No heroic virtues demonstrated.	6	Oversized clothes may imply humility.	5	No fairness-related context provided.	5	No connection to prior possession.	0	Neutral scenario with no moral implications.	-0.3
440	Clifford	You see a girl laughing when she realizes her friend's dad is the janitor.	orig		5	Laughing unrelated to family values.	0	Laughing may mock friend's group, harming loyalty.	5	No reciprocity elements involved.	5	No heroic traits demonstrated.	0	Laughing shows disrespect, contrary to humility.	5	No fairness-related action observed.	5	No prior possession context.	-2	Mocking a parent's job is disrespectful.	-2.9
