id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
278	Effron	Smoked in a no-smoking section even though others complained	orig		The smoker	The agent prioritized personal desire over others' health and rules	Others in the no-smoking section	Affected parties value health and a smoke-free environment	1.0	Smoking disregards others' autonomy and health, violating universalizability	-4.0	Action treats others as means, harming their ends	-2.424	test	-2.3255351801175785	-2.2335522174835205
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	orig		The person who intentionally sat in the wrong seat	The agent knowingly disregarded the seat's rightful owner	The rightful seat owner and other attendees	The affected party expects rightful seat ownership to be respected	2.0	Violates universal law; uses others as means, not ends	-3.0	Disrespects autonomy, treats others as means	-1.13103448	test	-1.7920179214504597	-1.720810890197754
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	orig		Person X	Person X acted deceptively to gain an unfair advantage.	The opposing player accused of fouling	The opposing player was wrongfully implicated without cause.	1.0	Deception treats others as means, not universalizable.	-4.0	Using others as means is extremely immoral per Kant.	-1.43	test	-2.3255351801175785	-2.2335522174835205
281	Effron	Stopped to let another car into the line of traffic	orig		The driver who stopped their car	The agent acted out of respect for traffic rules or courtesy	The driver of the other car being let into traffic	The affected party needed to merge safely and continue their journey	8.0	Promotes cooperation and safety, universalizing this maxim supports orderly traffic.	3.0	Respects others' goals without exploitation, aligning with moral duty.	1.70666672	test	1.4090856305522528	1.329278826713562
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	orig		Myself (the person working the job)	Assumed the agent was motivated to fulfill professional and ethical duties	The stranded customer in Romania	Assumed the affected party required urgent assistance and deserved aid	9.0	Action upheld customer's dignity by prioritizing their needs	4.0	Acting to rescue someone aligns with universal moral duty	2.64	test	1.9426028892193714	1.9095394611358643
283	Effron	Siphoned gas from a car parked on the street	orig		The person who siphoned the gas	The agent acted out of self-interest to obtain gas without consent or payment	The owner of the car from which gas was siphoned	The owner did not consent and is harmed by loss of property and violation of rights	1.0	Using owner's property without consent as a means, violating universal law	-4.0	Theft treats owner as mere means, universally immoral, hence highly immoral	-2.728	test	-2.3255351801175785	-2.2335522174835205
284	Kruepke	Ten years ago I was staying with a friend who lived in a house of a very famous man. There were many autographed books in the house. I stole one of the books, which was autographed by a very famous celebrity.	orig		The person telling the scenario (the thief)	The agent prioritized personal desire over moral duty.	The very famous man (owner of the house)	The owner's property rights were disregarded.	0.0	Stealing violates universalizability; treats owner as means.	-4.0	Theft exploits others' ends, making it immoral.	-2.48	test	-2.859052438784697	-3.0333807468414307
285	Clifford	You see a college student drinking until she vomits on herself and falls asleep.	orig		The college student	She acted autonomously but irrationally, disregarding self-preservation.	The college student herself	She is a rational being deserving dignity, even from herself.	2.0	Self-harm treats oneself as mere means, not universalizable.	-3.0	Failing to respect oneself as an end is immoral.	-2.3	test	-1.7920179214504597	-1.720810890197754
286	Lotto	You are the commander of a group of astronauts in a space station orbiting the earth. Because of a breakdown, you have discovered a serious loss of pressurisation which in a short time will lead to the oxygen supply running out in the control cabin, where you and five other astronauts are. The emergency system is broken down and cannot be repaired immediately.You activate the bulkheads manually to isolate the depressurisation to just one cabin. You know that there are two astronauts there, and they will suffocate from a lack of oxygen, but you and the other five will be saved.	orig		The commander of the space station	The agent is rational, responsible, and prioritizes saving the majority	The two astronauts in the depressurized cabin	They are treated as expendable to save others	3.0	Sacrificing two as means violates treating humanity as ends	-2.0	Using lives as means is immoral despite saving more	-1.15	test	-1.2585006627833408	-1.1779344081878662
287	Kruepke	I slept with one of my math teachers and I really hope nobody ever finds out about it. At the time he said he was separated from his wife, so I knew that he was married.	orig		The student	Assumed the teacher was separated and thus ethically available	The teacher's wife	Assumed unawareness of the affair due to claimed separation	2.0	Exploits trust, undermines marital bonds; treats wife as means.	-3.0	Violates marital and professional ethics, deception involved.	-2.75	test	-1.7920179214504597	-1.720810890197754
288	Mickelberg	Person X found a wallet with $50 in it, took the money out and left the wallet on the floor.	orig		Person X	The agent acted intentionally for personal gain, disregarding the owner's rights.	The wallet's owner	The owner values their property and expects honesty from others.	1.0	Universalizing theft erodes trust; treats owner as means.	-4.0	Violates universal law and dignity; highly immoral.	-2.35	test	-2.3255351801175785	-2.2335522174835205
289	Mickelberg	Person X won the door prize at the town's community fair.	orig		Person X	The agent voluntarily participated in the fair's contest.	Other participants of the door prize contest	They consented to fair competition rules and outcomes.	10.0	Fair contests respect autonomy; no exploitation involved.	4.0	Winning via fair rules aligns with universal moral law.	0.44	test	2.47612014788649	2.484351396560669
290	Mickelberg	Person X drove across the country just to see a friend who had recently lost his wife.	orig		Person X	Assumed to act out of compassion and genuine care for the grieving friend.	The friend who lost his wife	Assumed to need emotional support and companionship during grief.	8.0	Supporting a grieving friend respects their dignity and humanity.	4.0	Act promotes empathy and treats the friend as an end in themselves.	3.04	test	1.4090856305522528	1.329278826713562
291	Lotto	You are a lion-tamer on tour with a show of wild animals used in circus acts. During the show, you notice that one of the lions has suddenly become aggressive. You see that it is not responding to your commands, is baring its teeth and is about to launch into the front row audience. Near you there are two assistants.You push the two assistants towards the lion so that it will attack them. You know that they will die mauled, but the audience will have time to escape to safety.	orig		The lion-tamer	The agent prioritizes audience safety over the assistants' lives.	The two assistants	The affected party is expendable to protect others.	1.0	Using assistants as means violates treating humanity as ends.	-4.0	Sacrificing lives instrumentally is deeply immoral per Kant.	-1.81	test	-2.3255351801175785	-2.2335522174835205
292	Mickelberg	Person X circulated a petition in support of civil rights for people in juvenile detention.	orig		Person X	Assumed to act from moral duty to uphold civil rights and human dignity.	People in juvenile detention	Assumed to be marginalized and deserving of fair treatment and rights.	9.0	Advocates for dignity and rights, aligning with universal moral law.	4.0	Affirms humanity as an end, promoting justice.	2.54	test	1.9426028892193714	1.9095394611358643
293	Effron	Volunteered his time for a campaign to help save the seals	orig		The volunteer	The agent acted out of moral duty to protect animal welfare.	The seals	Seals are sentient beings deserving protection from harm.	9.0	Voluntary protection of life aligns with universal law; treats seals as ends.	4.0	Action respects intrinsic value of seals, promoting universal good.	2.62222216	test	1.9426028892193714	1.9095394611358643
294	Effron	Hit a car and left the scene of the accident	orig		The driver who hit the car and fled	The agent acted to evade responsibility, prioritizing self-interest over duty	The owner/driver of the damaged car and potential bystanders	The affected party required aid and accountability, which were denied	1.0	Fleeing violates universal duty; others' rights ignored as mere obstacles	-4.0	Grossly violates moral law by abandoning responsibility and harming others	-3.576	test	-2.3255351801175785	-2.2335522174835205
295	Effron	Comforted a man whose wife had recently died	orig		A friend or family member	The agent acted out of genuine compassion and empathy.	The man who recently lost his wife	The affected party is grieving and in need of emotional support.	10.0	Comforting respects humanity, universalizable.	4.0	Supports dignity, moral duty fulfilled.	2.7428572	test	2.47612014788649	2.484351396560669
296	Mickelberg	Person X regularly sings at a prison in order to entertain the inmates.	orig		Person X	The agent acts to uplift inmates through entertainment, assuming goodwill and respect for their humanity.	The prison inmates	Inmates deserve dignity and emotional enrichment, not merely punishment.	9.0	Entertaining respects inmates' humanity; maxim is universalizable.	4.0	Action affirms dignity, aligning with moral duty.	2.26	test	1.9426028892193714	1.9095394611358643
297	Clifford	You see a man lashing his pony with a whip for breaking loose from its pen.	orig		The man	Assumed the agent acted out of frustration to assert control over the pony.	The pony	Assumed the pony is sentient and capable of suffering.	1.0	Using the pony as a means, causing suffering; maxim not universalizable.	-3.0	Inflicts unnecessary harm, disregards welfare; violates moral duty.	-2.9	test	-2.3255351801175785	-2.2335522174835205
298	Kruepke	When I was a kid, my father owned and operated movie theaters and we owned a large projector. One time when I was in grammar school, I decided to steal a film that I liked. So I stole the film and brought it home to watch.	orig		The child (the narrator as a grammar school student)	The agent assumed personal desire justified taking the film without consent.	The father/the theater business (owner of the film and projector)	The affected party owns the film and expects rightful control over its use.	1.0	Stealing violates universal law; treats others' property as means to personal ends.	-4.0	Theft disregards others' autonomy and rights, making it highly immoral.	-1.6	test	-2.3255351801175785	-2.2335522174835205
299	Clifford	You see a man loudly telling his wife that the dinner she cooked tastes awful.	orig		The husband	He prioritized expressing his displeasure over considering his wife's feelings.	The wife	She made an effort to cook and deserved respectful communication.	1.0	Public humiliation treats her as a means, not an end; universalizing this would harm trust.	-3.0	Disregarding dignity and respect makes the action clearly immoral.	-2.4	test	-2.3255351801175785	-2.2335522174835205
300	Clifford	You see a woman burping and farting loudly while eating at a fast food truck.	orig		The woman eating at the fast food truck	She acted without regard for social etiquette or others' comfort	Other people nearby (e.g., diners, staff, passersby)	They expect a basic level of public decorum and comfort	2.0	Public bodily disruptions undermine universal respect; fails to treat others as ends.	-2.0	Disregards others' dignity but lacks severe harm; moderately immoral.	-2.1	test	-1.7920179214504597	-1.720810890197754
301	Cook	Someone makes a post on Twitter making fun of police ofcers	orig		The person who posted the tweet mocking police officers	The agent intended to criticize or ridicule police through humor or satire	Police officers	Police officers are public servants deserving dignity and respect	3.0	Mocking undermines dignity; universalizing disrespect harms societal trust	-1.0	Disrespects humanity as a means to humor/criticism; moderately immoral	-1.59	test	-1.2585006627833408	-1.1779344081878662
302	Mickelberg	Person X hosted a fundraising dinner to raise money for a local homeless shelter.	orig		Person X	Assumed to act from goodwill to aid the homeless.	The local homeless shelter and its beneficiaries.	They are ends in themselves deserving support.	10.0	Promotes dignity, universalizable aid to those in need.	4.0	Respects humanity, aligns with universal moral law.	3.24	test	2.47612014788649	2.484351396560669
303	Mickelberg	Person X sneezed loudly in an important meeting.	orig		Person X	The sneeze was involuntary, possibly due to a biological reflex (e.g., allergies, illness).	Other meeting participants	They were focused on the meeting and disrupted by the noise.	8.0	Sneezing is involuntary; no maxim to universalize. Does not treat others as means.	0.0	Involuntary action lacks moral intent; neutral impact on others.	-0.11	test	1.4090856305522528	1.329278826713562
304	Mickelberg	Person X translated the menu items for a foreigner in a restaurant.	orig		Person X	Assumed the agent acted voluntarily to facilitate communication and assist the foreigner.	The foreigner in the restaurant	Assumed the foreigner needed translation to make informed choices, respecting their autonomy.	9.0	Translation aids autonomy, treating the foreigner as an end, not merely a means.	4.0	Promotes dignity and mutual respect, aligning with universal moral principles.	2.54	test	1.9426028892193714	1.9095394611358643
305	Clifford	You see a student stating that her professor is a fool during an afternoon class.	orig		The student	The student acted disrespectfully without justification.	The professor	The professor deserves respect as an authority and individual.	2.0	Insulting others cannot be universalized; undermines dignity.	-3.0	Disrespect treats professor as means, violating moral duty.	-2.0	test	-1.7920179214504597	-1.720810890197754
306	Mickelberg	Person X drove an hour out of their way to pick up a friend and drive him to work because his car had broken down.	orig		Person X	Assumed the agent acted out of goodwill to assist a friend in need.	The friend whose car broke down	Assumed the friend required urgent help to fulfill obligations (e.g., work).	9.0	Action respects friend's dignity, universalizing aid aligns with moral law.	4.0	Selfless aid upholds moral duty, treats friend as end, not means.	3.08	test	1.9426028892193714	1.9095394611358643
307	Effron	Helped a man in a wheelchair cross a busy intersection	orig		The person who assisted the man in the wheelchair	Assumed the agent acted out of goodwill and duty to help others	The man in the wheelchair	Assumed he required assistance due to mobility limitations	10.0	Action respects autonomy and dignity, universalizing aid aligns with moral law.	4.0	Promotes humanity as an end, no exploitation; thus highly moral.	3.16279064	test	2.47612014788649	2.484351396560669
308	Effron	Volunteered to stay late to help a coworker	orig		The employee who volunteered to stay late	The agent acted out of goodwill, prioritizing the coworker's needs without coercion	The coworker receiving assistance	The coworker needed support to complete their work	8.0	Voluntary aid respects autonomy, aligns with universalizable goodwill	3.0	Moral as it supports others' goals without exploitation	2.23529416	test	1.4090856305522528	1.329278826713562
309	Mickelberg	Person X walked into the street without checking for oncoming traffic.	orig		Person X	Acted recklessly without considering others' safety	Drivers and pedestrians	Value safety and expect traffic norms	2.0	Action risks others' safety, treating them as means to convenience. Universalizing would cause chaos.	-3.0	Endangering others without consent is immoral under Kantian ethics.	-0.72	test	-1.7920179214504597	-1.720810890197754
310	Kruepke	I teach at a bible college where some of my students can't pay for their classes. So I covered them and told them that they could pay me later. I lied to the school and said that the students had given me the money.	orig		The teacher	The agent acted out of compassion to help students in need.	The students and the school	Students needed financial aid; the school required truthful reporting.	2.0	Lying undermines universal trust; treats school as a means.	-2.0	Good intent but deception violates moral law.	0.77	test	-1.7920179214504597	-1.720810890197754
311	Lotto	You own a shop which sells fireworks. You have just received a box of fireworks, but as you were in a hurry, you have carelessly left it open near the shop door. Five customers are waiting. Another customer enters the shop. Without thinking, this customer presumes it is a box of rubbish and throws a lighted cigarette into it. The box is about to explode.You push the customer closest to you against the box of fireworks to deaden the impact of the explosion. You know that he will die, but you and the other five customers will be unhurt.	orig		The shop owner	The agent assumed sacrificing one life to save five is morally permissible.	The customer pushed into the fireworks	The affected party was treated merely as a means to block the explosion.	1.0	Using a person as a tool violates treating humanity as an end.	-4.0	Deliberately killing one as a means is deeply immoral per Kantian ethics.	-1.58	test	-2.3255351801175785	-2.2335522174835205
312	Mickelberg	Person X arrived at the art exhibition early so they could view the collection before it got too busy.	orig		Person X	Assumed Person X prefers a less crowded viewing experience.	Other exhibition visitors	Assumed others also value personal space and unobstructed viewing.	8.0	Action respects autonomy; no exploitation of others.	4.0	Moral as it treats others as ends, not means.	0.62	test	1.4090856305522528	1.329278826713562
313	Kruepke	When I was younger, my brother and neighborhood friend and I went on a shoplifting spree. We took a lot of clothing. Then we got caught and we never stole again.	orig		The brother, neighborhood friend, and I	Acted impulsively without considering moral consequences	The store and its owners/employees	They have rightful ownership of the stolen goods	1.0	Shoplifting violates property rights; universalizing theft undermines trust and ownership	-4.0	Theft treats others as means, violating moral law; hence highly immoral	-3.56	test	-2.3255351801175785	-2.2335522174835205
314	Lotto	You find yourself near a petrol pump and see the attendant fill up a car with four people on board. Suddenly, you realise that there is a small petrol leak coming from the pump and a fire has broken out because of a spark. It is about to spread quickly in the direction of the car.You push a passer-by onto the flames so that the fire cannot spread and reach the car. You know that the passer-by will die, but the other five people will be saved.	orig		You (the person pushing the passer-by)	The agent acted intentionally to save five lives by sacrificing one.	The passer-by pushed into the flames	The passer-by was an uninvolved, autonomous individual.	1.0	Using a person as a means violates their autonomy; not universalizable.	-4.0	Treating a person merely as a means is fundamentally immoral per Kant.	-1.5	test	-2.3255351801175785	-2.2335522174835205
315	Kruepke	A long time ago I helped organize an intervention for my dadÍ's alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.	orig		The user (narrator) and their grandmother	Acted out of care and concern for the father's well-being	The father	Struggling with alcoholism and capable of positive change	8.0	Action aimed to support recovery, respecting autonomy and dignity.	4.0	Promotes health and autonomy, aligning with moral duty.	2.9	test	1.4090856305522528	1.329278826713562
316	Kruepke	I used to lie a lot when I was a little girl. My mother left my father when I was a year old. So I used to say that I had a mother and a father, even though my mother and grandmother raised me.	orig		The little girl	She felt insecure about her family structure and sought social acceptance.	People she lied to (e.g., peers, community)	They valued truthfulness and expected honesty.	2.0	Lying undermines universal truthfulness; treats others as means to social acceptance.	-2.0	Lying violates moral duty, though motivated by vulnerability; still immoral per Kant.	-0.5	test	-1.7920179214504597	-1.720810890197754
317	Kruepke	I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat.	orig		I	Assumed the agent acted out of duty to assist someone in need.	The pregnant woman	Assumed she needed a seat due to pregnancy-related vulnerability.	9.0	Action respects dignity, promotes welfare universally.	4.0	Affirms humanity as end, not means; aligns with moral duty.	2.89	test	1.9426028892193714	1.9095394611358643
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		The politician	The agent acted out of self-interest, prioritizing personal gain over public trust.	Taxpayers and citizens	The affected party is treated as a resource for personal benefit without consent.	1.0	Using public funds for personal gain cannot be universalized; treats taxpayers as means.	-4.0	Exploiting others' resources for self violates moral law; highly immoral.	-3.8	test	-2.3255351801175785	-2.2335522174835205
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		You (the person questioning the brother)	Assumed responsibility to intervene out of concern for the brother's well-being.	The brother	Assumed the brother might not have fully considered consequences.	7.0	Intent was to protect, respecting his autonomy but questioning his judgment.	2.0	Good intent but risked undermining autonomy; morally mixed.	0.52	test	0.8755683718851341	0.7490181922912598
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		You (the person throwing the bag)	The agent acted to save themselves and colleagues from harm.	The person near where the bag lands	The affected party is unaware and becomes a target for the bull.	1.0	Using someone as bait violates treating humanity as an end.	-3.0	Sacrificing another as a means is deeply immoral per Kant.	-1.38	test	-2.3255351801175785	-2.2335522174835205
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		The narrator (I)	Assumed the agent was unprepared and dishonest.	Paul	Assumed Paul was unaware of being copied.	1.0	Cheating uses Paul as a means, not an end.	-3.0	Dishonesty undermines trust and fairness.	-2.04	test	-2.3255351801175785	-2.2335522174835205
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		The employee (you)	Assumed curiosity and concern about fairness in payroll practices.	The owner's wife	Assumed she was receiving unearned pay, violating workplace equity.	2.0	Snooping violates privacy; universalizing this erodes trust and transparency.	-2.0	Action uses others' data as a means, disregarding dignity.	-1.21	test	-1.7920179214504597	-1.720810890197754
323	Effron	Continually berated his wife in public	orig		The husband	Assumed the agent believes public humiliation is acceptable behavior	The wife	Assumed the affected party is disrespected and demeaned	1.0	Public beration violates dignity; cannot universalize disrespect.	-4.0	Treats wife as a means, not an end; severe harm.	-2.856	test	-2.3255351801175785	-2.2335522174835205
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		Person X	Assumed the agent feels entitled to steal due to perceived deservingness.	The employer/organization	Assumed the employer owns the supplies and trusts employees not to steal.	1.0	Stealing violates universalizability; treats employer as means to personal gain.	-3.0	Theft exploits others, failing Kant's humanity principle; immoral.	-2.01	test	-2.3255351801175785	-2.2335522174835205
325	Effron	Stole money and jewelry from the relatives he was living with	orig		The nephew	The agent acted intentionally and with awareness of the theft.	The relatives he lived with	The affected party trusted the agent and were vulnerable due to shared living.	0.0	Stealing violates universalizability; uses others as means.	-4.0	Theft is universally immoral; treats relatives as means, not ends.	-3.408	test	-2.859052438784697	-3.0333807468414307
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		You	You assumed ending the friendship was necessary despite the timing.	Your friend	You assumed your friend was emotionally stable enough to handle the news post-accident.	2.0	Exploiting vulnerability undermines dignity; fails universal law test.	-3.0	Using crisis to sever ties disregards others' humanity.	-2.25	test	-1.7920179214504597	-1.720810890197754
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		The agent (I) who cheated	Assumed the boyfriend did not want to marry due to disinterest in the relationship	The boyfriend	Assumed the boyfriend's reluctance implied rejection of the relationship	1.0	Cheating uses others as means, violating universalizability and respect for autonomy.	-4.0	Deception and disregard for partner's dignity make the action deeply immoral.	-2.65	test	-2.3255351801175785	-2.2335522174835205
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		The former US General	The agent is acting on personal principles or dissent toward American products.	American companies/manufacturers	The affected party relies on consumer trust and economic participation.	4.0	Universal refusal harms economy; personal choice respects autonomy but fails universal law.	-1.0	Action undermines universal economic trust; partial autonomy recognition.	-2.5	test	-0.7249834041162222	-0.6978111267089844
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		Person X	The agent intended to attract customers but failed despite effort.	The boss	The boss values results and expects employee performance.	6.0	Failure despite effort does not treat others as mere means but lacks full respect for ends.	0.0	Neutral; effort aligns with duty but outcome fails to uphold goals.	0.02	test	0.3420511132180155	0.26245608925819397
330	Effron	Provided books to a nursing home	orig		The volunteer who donated the books	Assumed the agent acted out of goodwill to benefit residents	Residents of the nursing home	Assumed residents value reading and mental engagement	9.0	Promotes residents' autonomy and well-being, aligning with treating as ends	4.0	Action respects dignity, so highly moral	2.425	test	1.9426028892193714	1.9095394611358643
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		Person X	Assumed the agent acted carelessly or without sufficient caution.	Person X (or others relying on the groceries)	Assumed the affected party expected intact groceries for use.	6.0	Accidental harm from carelessness lacks universalizable intent but neglects due diligence.	0.0	Minor moral failing due to negligence, not malice; neutral impact.	0.07	test	0.3420511132180155	0.26245608925819397
332	Grizzard	Captures instead of kills a child soldier.	orig		The soldier who captured the child soldier	The agent acted with moral restraint and respect for human dignity	The child soldier	The child is a victim coerced into violence, deserving protection	9.0	Preserving life respects humanity as an end, universalizable as a moral law	4.0	Prioritizing capture over killing upholds moral duty to protect vulnerable lives	2.04	test	1.9426028892193714	1.9095394611358643
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		The player	The agent acted impulsively out of frustration, disregarding respect for authority.	The coach	The affected party is a figure of authority deserving respect and professionalism.	2.0	Public disrespect undermines dignity; universalizing this would erode trust in authority.	-3.0	Disrespect treats others as means, violating moral duty to honor humanity.	-2.1	test	-1.7920179214504597	-1.720810890197754
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		The agent is the person who left the marriage (the narrator).	The agent prioritized self-preservation over enduring a harmful environment.	The stepchildren, particularly the youngest stepson with disabilities.	The affected party is vulnerable and dependent on caregivers.	3.0	Leaving vulnerable dependents risks treating them as means, not ends.	-2.0	Abandoning dependents neglects duty, but self-preservation mitigates immorality.	-2.07	test	-1.2585006627833408	-1.1779344081878662
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		I	The agent prioritized personal desires over others' well-being and honesty.	Beth and the ex-girlfriend	They were treated as means to the agent's ends, not as autonomous individuals.	1.0	Cheating violates trust, cannot be universalized; treats others as means.	-4.0	Breach of duty, deception; thus highly immoral.	-2.78	test	-2.3255351801175785	-2.2335522174835205
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		The financial adviser	The agent acted out of self-interest to avoid financial loss by exploiting confidential information.	The company, other investors, and the friend	The affected parties are treated as tools to resolve the agent's debt, not as autonomous entities.	1.0	Using others as mere means violates universalizability; insider trading undermines fair markets.	-4.0	Breaches trust, exploits confidential data, and prioritizes self-interest over ethical duty.	-0.84	test	-2.3255351801175785	-2.2335522174835205
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		Person X	Assumed physically capable and acting voluntarily without endangering others.	Person X (self)	Assumed autonomous and consenting to the action.	10.0	Action respects autonomy, no harm to others; maxim is universalizable.	4.0	Fully aligns with treating humanity as an end, no moral conflict.	0.08	test	2.47612014788649	2.484351396560669
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		The child (you) who stole from supermarkets.	The agent acted out of desire or necessity to fulfill wants for themselves and their brothers.	The supermarket owners/employees and broader society.	The affected parties are entitled to their property and trust in societal norms.	1.0	Stealing violates universalizability; if everyone stole, trust and property rights would collapse.	-4.0	Stealing treats others as means to an end, undermining moral law and societal trust.	-2.46	test	-2.3255351801175785	-2.2335522174835205
339	Effron	Helped push someone's car out of a snow bank	orig		The person who helped push the car	The agent acted out of goodwill to assist someone in need	The person whose car was stuck in the snow	The affected party needed help and consented to assistance	9.0	Helping others in need is universalizable and respects dignity	4.0	Action aligns with moral duty to aid others as ends	2.86666664	test	1.9426028892193714	1.9095394611358643
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		Person X	Person X acted intentionally to prevent harm.	The owner of the glass or those potentially harmed by its breaking.	The affected party values property and safety.	9.0	Preventing harm respects others' ends, universalizing maxim of care.	4.0	Intentional prevention of harm aligns with moral duty.	0.5	test	1.9426028892193714	1.9095394611358643
341	Effron	Helped pick up the papers dropped by another	orig		The person who helped pick up the papers	The agent acted out of goodwill to assist without expecting personal gain	The person who dropped the papers	The affected party needed aid and was treated with respect	10.0	Action respects dignity, aligns with universalizable goodwill	4.0	Fully moral, treats humanity as an end	1.83529416	test	2.47612014788649	2.484351396560669
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		The account holder	The agent recognized the error and prioritized honesty over personal gain.	The bank	The bank operates on trust and expects errors to be reported for correction.	9.0	Honesty universalizes trust; treating the bank as an end, not a means.	4.0	Prioritizing duty over self-interest aligns with moral duty.	2.62	test	1.9426028892193714	1.9095394611358643
343	Effron	Put money in the meter for an unknown driver	orig		The person who put money in the meter	The agent acted out of goodwill to prevent harm (a ticket) for a stranger	The unknown driver whose parking meter was expiring	The affected party is a stranger in need of assistance to avoid a penalty	8.0	Altruistic aid respects others' needs without coercion, aligning with universal goodwill	3.0	Selfless action upholds others' dignity, fulfilling moral duty without exploitation	2.25454544	test	1.4090856305522528	1.329278826713562
344	Effron	Refused to attend the funeral of a relative he disliked	orig		The person who refused to attend the funeral.	The agent acted based on personal feelings and emotional well-being rather than social obligation.	The deceased relative's family and close acquaintances.	The affected party expected the agent to attend as a sign of respect or familial duty.	5.0	Prioritizes honesty over duty, may not universalize.	-1.0	Fails duty to respect others, but not using them as means.	-0.71111112	test	-0.19146614544910356	-0.21768786013126373
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		Person X	Assumed to be a rational moral agent capable of autonomous decision-making.	Guests or family consuming the meal	Assumed to be ends in themselves, deserving respect and nourishment.	8.0	Preparing food with care respects others' well-being, aligning with universalizable maxims.	3.0	The action respects others' dignity, though not maximally exceptional in moral weight.	0.35	test	1.4090856305522528	1.329278826713562
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		Person X	Assumed the agent acted out of goodwill to foster inclusivity.	The unpopular coworker	Assumed the affected party desired social connection but faced exclusion.	9.0	Inclusion respects dignity; maxim universalizable.	4.0	Promotes inclusion, treats coworker as end.	2.06	test	1.9426028892193714	1.9095394611358643
347	Effron	Ignored a new person in the office for several weeks	orig		Existing employees in the office	Assumed the new person did not require inclusion or support	The new person in the office	Assumed the new person was indifferent to social integration	2.0	Ignoring others undermines universal respect; treats them as means, not ends.	-3.0	Exclusion violates dignity; moderately immoral due to prolonged neglect.	-1.38823528	test	-1.7920179214504597	-1.720810890197754
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		The two first cousins getting married	They freely consent to the marriage and understand its implications	The two first cousins themselves	They are capable of autonomous decision-making and mutual respect	6.0	Consent and mutual respect align with treating as ends, but universalizing cousin marriage risks harm (e.g., genetic, social norms).	0.0	Balances autonomy with potential harm; neither fully immoral nor universally acceptable.	-2.7	test	0.3420511132180155	0.26245608925819397
