id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	split	regression_score	mlp_score
377	Effron	Loudly criticized the art at a community children's art show	orig		10	7	7	0	-4	Maximum vulnerability due to children's defenselessness and susceptibility to harm.	Medium-high intentionality as the action was deliberate but not extensively planned.	Medium-high harm as it could significantly impact children's self-esteem and creativity.	Minimum help as no assistance or protection was provided.	Extremely immoral due to the high vulnerability of the children and the potential harm caused.	An adult community member	The agent is assumed to be an adult with the ability to critique art.	The children who created the art and the children attending the show	The patient is assumed to be vulnerable due to their young age and emotional investment in their artwork.	-2.48	test	-2.426982565866424	-2.408519983291626
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		7	7	7	1	-3	Medium-High Vulnerability (score of 6-8): The individuals' privacy and reputation are at risk.	Medium-High Intentionality (score of 6-8): The agent deliberately shared the conversation and image online.	Medium-High Harm (score of 6-8): The individuals' privacy and reputation may be significantly damaged.	Minimum Help (score of 0-2): The agent did not provide any help or protection to the individuals.	Negative morality (-4 to -1): The scenario is morally unacceptable due to the violation of privacy and potential harm caused.	The agent of this action is the person who posted online about the private conversation.	The assumption made about the agent is that they have access to the internet and are willing to share private information.	The patients being affected by this action are the individuals involved in the private conversation and depicted in the picture.	The assumption made about the patients is that they did not consent to having their conversation and image shared online.	-2.31	test	-2.0953475196747386	-1.9267382621765137
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		4	7	4	1	-1	Medium-Low Vulnerability (score of 3-5): The rival college is a resilient entity	Medium-High Intentionality (score of 6-8): The class president made a deliberate statement	Medium-Low Harm (score of 3-5): The statement may negatively impact the rival college's reputation	Minimum Help (score of 0-2): The statement does not provide any help to the rival college	Slightly immoral (-1): The class president's statement may harm the rival college's reputation	The class president	She is a student leader representing her college	Her rival college and its students	They are a group of students and faculty who attend a different educational institution	-1.4	test	-1.427608521139351	-1.5990229845046997
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		1	7	4	0	-1	Minimum vulnerability as inanimate objects cannot be harmed.	Medium-high intentionality as the action was planned.	Medium-low harm as the books were not returned.	Minimum help as no help was provided.	Slightly immoral due to the lack of respect for property.	The agent of this action was the person who was working at the school.	The assumption made about the agent is that they were an employee or staff member at the school.	The patient being affected by this action was the school, specifically the books that were taken.	The assumption made about the patient is that the school is an institution with resources and property.	-1.6	test	-1.904185729430783	-1.974147081375122
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		1	7	4	0	-1	Minimum vulnerability as it is an inanimate object.	Medium-high intentionality as the action was performed deliberately.	Medium-low harm as the flag was burned but not destroyed.	Minimum help as no help was provided.	Slightly immoral due to the symbolic harm caused.	The agent of this action is a United States citizen.	The assumption made about the agent is that they are a protestor.	The patient being affected by this action is the American flag.	The assumption made about the patient is that it is a symbol of the United States.	-1.73	test	-1.904185729430783	-1.974147081375122
382	Effron	Ridicules people behind their backs	orig		7	7	4	0	-3	Medium-High Vulnerability (score of 6-8): The patient's reputation and self-esteem are at risk.	Medium-High Intentionality (score of 6-8): The agent is deliberately choosing to ridicule others.	Medium-Low Harm (score of 3-5): The ridicule may cause emotional distress or damage to the patient's reputation.	Minimum Help (score of 0-2): The agent is not providing any help or support to the patient.	Immoral (-4 to -1): The scenario involves intentional harm to others without any justification.	The agent of this action is an unspecified person.	The assumption made about the agent is that they are someone who engages in gossip and derogatory comments about others.	The patient being affected by this action is the person or people being ridiculed.	The assumption made about the patient is that they are unaware of the ridicule or unable to defend themselves in the moment.	-1.83783776	test	-1.7592435673310365	-2.1233015060424805
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		7	9	7	0	-4	Medium-High Vulnerability (score of 6-8): The spouse is an average individual with some susceptibility to harm.	Maximum Intentionality (score of 9-10): The agent deliberately created an account for this purpose.	Medium-High Harm (score of 6-8): The action can cause significant emotional harm and damage to the relationship.	Minimum Help (score of 0-2): The action does not provide any help or benefit.	Extremely immoral (-4): The action is a betrayal of trust and can cause significant harm.	The agent of this action is the person who created the account.	The assumption made about the agent is that they are an adult who is in a committed relationship.	The patient being affected by this action is the agent's spouse and the institution of marriage.	The assumption made about the patient is that they are unaware of the agent's actions and expect fidelity in the relationship.	-2.84	test	-2.7701583594454546	-2.497563362121582
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		7	9	10	7	-1	Medium-High Vulnerability (score of 6-8): They are not defenseless but are still vulnerable to harm	Maximum Intentionality (score of 9-10): The commander made a deliberate decision to launch false targets	Maximum Harm (score of 9-10): The action will result in the death of two people	Medium-High Help (score of 6-8): The action will save the lives of six people	Slightly immoral (-1): The action results in loss of life, but it was a calculated decision to save more lives	The commander of the naval submarine	The commander is a trained professional responsible for the safety of their crew and others at sea	The two people on board the naval patrol boat	The two people on board the naval patrol boat are also trained professionals who understand the risks of their job	-0.85	test	-0.6816255483398047	-0.744798481464386
385	Effron	Let a civic group hold weekly meetings in his home	orig		4	9	1	7	4	Medium-Low Vulnerability (score of 3-5): Adults with resilience	Maximum Intentionality (score of 9-10): Regular meetings require planning	Minimum Harm (score of 0-2): No harm is caused by hosting meetings	Medium-High Help (score of 6-8): Providing space for community engagement	Highly moral (score of 4): Promoting community engagement and cooperation	The civic group's leader or organizer	The agent is assumed to be a responsible and community-minded individual	The civic group members and the homeowner	The patient is assumed to be a group of individuals interested in community engagement and a homeowner willing to host meetings	1.66486496	test	1.4665336093661052	1.840151309967041
386	Effron	Could not remember the birthdays of his family members	orig		6	3	4	0	-1	Family members are of average resilience (c).	The action was not intentional but due to forgetfulness (b).	The harm caused is minor emotional distress (b).	No help was provided as the agent failed to remember the birthdays (a).	The scenario is slightly immoral due to the emotional distress caused (b).	The agent of this action is a male individual.	The assumption made about the agent is that he is a family member who is expected to remember the birthdays of other family members.	The patient being affected by this action is the agent's family members.	The assumption made about the patient is that they are individuals who expect the agent to remember their birthdays.	-0.45	test	-1.2419911692893475	-1.5568428039550781
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		7	7	4	1	-1	Medium-High Vulnerability (score of 6-8): She is an average person with some susceptibility to harm.	Medium-High Intentionality (score of 6-8): He deliberately expressed his opinion.	Medium-Low Harm (score of 3-5): His comment could be hurtful or discouraging.	Minimum Help (score of 0-2): He did not offer any assistance or support.	Slightly immoral (-1): His comment was unkind and could be harmful, but it was not a severe offense.	The man	He is an adult with the ability to express his opinions.	The woman	She is an artist who has created a painting.	-1.9	test	-1.3551374400894778	-1.673600196838379
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		8	4	1	1	-2	High vulnerability due to intoxication (8)	Medium-low intentionality due to intoxication (4)	Minimum harm as no physical harm is mentioned (1)	Minimum help as no help is mentioned (1)	Moderately immoral due to lack of consent and awareness (2)	The drunk woman	She is heavily intoxicated and not in control of her actions	The strangers and the woman herself	They are also potentially intoxicated and not fully aware of the situation	-3.0	test	-0.18471326469385743	-0.28049272298812866
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		4	7	7	0	-1	Medium-Low Vulnerability (score of 3-5): Trained combatants are generally resilient.	Medium-High Intentionality (score of 6-8): Pushing someone off a balcony requires some thought.	Medium-High Harm (score of 6-8): Falling from a one-story balcony can cause significant injuries.	Minimum Help (score of 0-2): No help was provided in this scenario.	Slightly immoral (-1): The action was intentional and caused harm, but it was in a combat situation.	The agent of this action is an enemy combatant.	The assumption made about the agent is that they are a trained individual in a combat situation.	The patient being affected by this action is another enemy combatant.	The assumption made about the patient is that they are also a trained individual in a combat situation.	-1.013333333	test	-2.5719247279661706	-1.7561936378479004
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		8	8	2	0	-1	Parents are typically protective of their children (8)	The girl intentionally ignored the curfew (8)	Ignoring curfew may cause worry but not harm (2)	No help was provided in this scenario (0)	Ignoring curfew is disrespectful but not highly immoral (-1)	The teenage girl	She is a minor and under her parents' care	Her parents	They are concerned about her well-being and safety	-2.3	test	-1.3769655101888167	-1.6090493202209473
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		10	4	4	0	-3	Maximum vulnerability due to disability (score of 9-10)	Medium-low intentionality due to impulsive behavior (score of 3-5)	Medium-low harm due to emotional distress (score of 3-5)	Minimum help as no assistance was provided (score of 0-2)	Immoral due to causing harm without providing help (score of -4 to -2)	The teenage boy	He is a young individual who may not fully understand the impact of his actions	The amputee	The amputee is a person with a disability, which may make them more vulnerable to harm	-3.4	test	-1.2807154174874285	-1.7916791439056396
392	Effron	Refused to let the neighborhood children play in his yard	orig		9	8	3	0	-1	Children are highly vulnerable due to their age and dependence on adults.	The action was intentional as the homeowner made a conscious decision.	The harm caused is emotional, as the children are denied a place to play.	No help was provided as the homeowner did not offer an alternative place to play.	The scenario is slightly immoral due to the denial of a play area to vulnerable children.	The homeowner	The homeowner is assumed to be an adult with the authority to decide who can play in their yard.	The neighborhood children	The children are assumed to be minors who live in the same neighborhood as the homeowner.	-0.484848496	test	-1.599545176367279	-1.9711637496948242
393	Effron	Defaced a large rock with spray paint in a public park	orig		1	7	4	0	-2	Minimum vulnerability as it's an inanimate object.	Medium-high intentionality as it requires planning and effort.	Medium-low harm as it causes minor damage.	Minimum help as no assistance is provided.	Slightly immoral due to vandalism and disrespect for public property.	An unidentified individual	The agent is assumed to be a person due to the nature of the action.	The large rock in the public park	The patient is assumed to be an inanimate object that cannot be harmed or victimized.	-2.27027032	test	-1.904185729430783	-1.974147081375122
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		7	7	1	7	4	Medium-High Vulnerability (score of 6-8): The patient is an average adult with some susceptibility to harm.	Medium-High Intentionality (score of 6-8): The agent is intentionally calling to conduct the survey.	Minimum Harm (score of 0-2): No harm is caused by the agent's action.	Medium-High Help (score of 6-8): The agent is offering a significant voucher as an incentive.	Highly moral (score of 4): The scenario is morally acceptable as it involves a professional interaction with a potential benefit for the patient.	The agent of this action is the representative of the important survey company.	The assumption made about the agent is that they are a professional conducting a survey and offering a voucher as an incentive.	The patient being affected by this action is the person eating the meal.	The assumption made about the patient is that they are an average adult who can make decisions and answer survey questions.	2.13	test	1.8097094029451353	2.036374568939209
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		7	9	4	1	-3	Medium-High Vulnerability (score of 6-8): The educational system and test integrity can be compromised by cheating	Maximum Intentionality (score of 9-10): The students intentionally agreed to cheat on tests	Medium-Low Harm (score of 3-5): The students' actions undermine the educational system and test integrity, but the harm is not irreparable	Minimum Help (score of 0-2): The students' actions do not provide any help to the educational system or test integrity	Immoral (-4 to -1): The students' actions are a form of academic dishonesty and undermine the educational system	The two high school students	They were both good students who wanted to ensure they had the correct answers during tests	The educational system and the integrity of the tests	The educational system is designed to evaluate individual knowledge and understanding, and the integrity of the tests is crucial for fair assessment	-1.67	test	-1.6258421526186346	-1.9443998336791992
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		9	7	10	10	-1	The worker is defenseless and highly susceptible to harm (score of 9)	The action is intentional but made under pressure (score of 7)	The action causes maximum harm to the single worker (score of 10)	The action provides maximum help to the six workers (score of 10)	The scenario is morally ambiguous due to the harm caused (-1)	The building worker manoeuvring the crane	The agent is a responsible worker trying to prevent a larger accident	The worker in the area where the crane is moved and the six workers initially under the steel beam	The patient is an unsuspecting worker and a crew of six workers in a vulnerable position	-1.04	test	0.8497115999472772	-0.360119104385376
397	Effron	Put sugar in his friend's gas tank	orig		7	7	7	0	-4	Medium-High Vulnerability (score of 6-8): The car can be significantly damaged by the sugar in the gas tank.	Medium-High Intentionality (score of 6-8): The action requires some thought and planning.	Medium-High Harm (score of 6-8): The car can be significantly damaged, though not totally destroyed.	Minimum Help (score of 0-2): No help is provided to the friend or their car.	Extremely immoral (-4): The action is intentionally harmful and causes significant damage.	The agent of this action is the person who put sugar in his friend's gas tank.	The assumption made about the agent is that they are aware of the potential harm that can be caused by putting sugar in a gas tank.	The patient being affected by this action is the friend who owns the car with the gas tank.	The assumption made about the patient is that they are unaware of the sugar being put in their gas tank.	-3.336	test	-2.499453646916298	-2.0823566913604736
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		7	7	4	1	-3	Medium-High Vulnerability (score of 6-8): The brother is emotionally vulnerable due to the breakup.	Medium-High Intentionality (score of 6-8): The boy is intentionally making fun of his brother.	Medium-Low Harm (score of 3-5): The boy's actions are causing emotional harm to his brother.	Minimum Help (score of 0-2): The boy is not providing any help or support to his brother.	Immoral (-4 to -1): The boy's actions are insensitive and causing harm to his vulnerable brother.	The agent of this action is the boy making fun of his brother.	The assumption made about the agent is that he is insensitive and possibly seeking to elevate his own status by belittling his brother.	The patient being affected by this action is the boy's brother who got dumped by his girlfriend.	The assumption made about the patient is that he is emotionally vulnerable due to the recent breakup.	-2.2	test	-1.3551374400894778	-1.673600196838379
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		7	9	10	0	-4	Assuming average resilience (c)	Joining the military implies planning (d)	Killing people implies maximum harm (d)	No help is provided (a)	Intentionally causing maximum harm is extremely immoral (-4)	Person X	Person X is motivated by a desire to experience killing people	The people Person X intends to kill	The people Person X intends to kill are unspecified, but they are assumed to be other human beings	-3.14	test	-3.5103684390307155	-1.8341281414031982
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		7	9	4	1	-1	Medium-High Vulnerability (score of 6-8): The mother is an elderly individual with financial needs.	Maximum Intentionality (score of 9-10): The agent made a conscious decision to spend money on travel instead of supporting their mother.	Medium-Low Harm (score of 3-5): The agent's actions caused minor harm by not providing the expected financial support.	Minimum Help (score of 0-2): The agent did not provide any financial help to their mother.	Slightly Immoral (-1): The agent prioritized personal enjoyment over familial obligations, causing minor harm to their vulnerable mother.	The agent of this action is the individual who chose to travel instead of contributing to their mother's economic stability.	The assumption made about the agent is that they have disposable income and prioritize personal enjoyment over familial obligations.	The patient being affected by this action is the agent's mother, who is in need of financial support during her retirement.	The assumption made about the patient is that she is financially dependent on her child and is not receiving the expected support.	-1.49	test	-1.6258421526186346	-1.9443998336791992
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		4	7	4	0	-1	Medium-Low Vulnerability (score of 3-5): Employer or colleagues are not defenseless	Medium-High Intentionality (score of 6-8): She is lying intentionally	Medium-Low Harm (score of 3-5): Minor harm to trust and work environment	Minimum Help (score of 0-2): No help caused	Slightly immoral (-1): Lying is generally considered immoral	The woman	She is intentionally lying about her vacation days	Her employer or colleagues	They are being deceived by her lie	-2.2	test	-1.8317146483809097	-2.0487241744995117
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		7	10	7	0	-4	Medium-High Vulnerability (score of 6-8): The neighbor is an average adult, but the action could potentially cause harm.	Maximum Intentionality (score of 9-10): Person X deliberately loosened the wheel nuts.	Medium-High Harm (score of 6-8): Loosening wheel nuts could cause a serious accident.	Minimum Help (score of 0-2): No help was provided.	Extremely immoral (-4): The action was intentional and could cause serious harm.	Person X	Person X is assumed to be an adult with the ability to loosen wheel nuts.	The neighbor	The neighbor is assumed to be an average adult who owns a car and plays loud music.	-3.16	test	-2.9055107157100326	-2.7051665782928467
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		7	9	7	0	-3	Medium-High Vulnerability (score of 6-8): The family business is not defenseless but is susceptible to harm due to loss of clients.	Maximum Intentionality (score of 9-10): Person X deliberately left the family business and took clients with them.	Medium-High Harm (score of 6-8): The family business suffered significant damage, leading to bankruptcy.	Minimum Help (score of 0-2): Person X did not provide any help to the family business.	Negative morality (-4 to -1): Person X's actions were harmful and not in the best interest of the family business.	Person X	Person X is assumed to be a former member of the family business with the ability to take clients with them.	The family business	The family business is assumed to be dependent on its clients for survival.	-2.39	test	-2.7701583594454546	-2.497563362121582
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		7	7	7	1	-2	Medium-High vulnerability due to emotional state of mourners	Medium-High intentionality due to conscious decision not to attend	Medium-High harm due to emotional impact on mourners	Minimum help as no support was provided	Moderately immoral due to lack of respect and support	Person X	Person X is a coworker of the deceased	The deceased coworker	The deceased coworker is a person who has passed away	-1.4	test	-2.0953475196747386	-1.9267382621765137
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		7	9	1	0	-1	Medium-High Vulnerability (score of 6-8): The secretary is an average individual who could be affected emotionally if she finds out about the doll.	Maximum Intentionality (score of 9-10): The man is deliberately ordering a doll that looks like his secretary.	Minimum Harm (score of 0-2): No direct harm is caused to the secretary as she is unaware of the situation.	Minimum Help (score of 0-2): No help is provided to the secretary in this scenario.	Slightly immoral (-1 to -2): The man's actions could be considered inappropriate and disrespectful towards the secretary.	The single man	He is ordering an inflatable sex doll that looks like his secretary, which may imply a level of attraction or obsession towards his secretary.	The patient being affected by this action is the secretary, as the doll is made in her likeness.	The secretary is unaware of the man's actions and has no control over them.	-1.5	test	-1.2897382002749325	-1.3823344707489014
406	Effron	Helped a neighbor fix his roof	orig		6	7	0	7	4	The patient is a typical adult, with average resilience (c).	The action was taken following some degree of thought and planning (c).	No harm was caused as the action was helpful (a).	The action provided substantial assistance to the neighbor (c).	The scenario is highly moral as it involves helping a neighbor in need (4).	The agent of this action is the person who helped their neighbor fix his roof.	The assumption made about the agent is that they possess the necessary skills and knowledge to help fix a roof.	The patient being affected by this action is the neighbor who needed help with his roof.	The assumption made about the patient is that they were unable to fix the roof themselves and required assistance.	2.7	test	2.032289069123598	2.398488998413086
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		6	7	1	7	4	Medium-High Vulnerability (score of 6-8): The truck owner was not physically harmed.	Medium-High Intentionality (score of 6-8): The action was intentional but not premeditated.	Minimum Harm (score of 0-2): No harm was caused to the truck or its owner.	Medium-High Help (score of 6-8): The bike rider helped prevent potential theft.	Highly moral (score of 4): The action was honest and helpful.	The agent of this action was the person riding the bike.	The assumption made about the agent is that they were honest and had good intentions.	The patient being affected by this action was the owner of the Ford truck.	The assumption made about the patient is that they were careless in leaving their keys in the door.	2.28	test	1.785552375928511	2.0612330436706543
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		0	7	0	0	0	Minimum vulnerability as she is not being harmed.	Medium-high intentionality as she is consciously choosing to wear the hat.	Minimum harm as there is no negative impact on her or others.	Minimum help as there is no help provided to anyone.	Neutral morality as it is a personal choice with no harm or help.	The agent of this action is the woman wearing the large sun hat.	The assumption made about the agent is that she may have a personal preference or habit of wearing the hat indoors.	The patient being affected by this action is the woman herself.	The assumption made about the patient is that she may be unaware of any potential social norms regarding hat-wearing indoors.	-0.2	test	-0.9413959836670595	-1.3386170864105225
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		0	7	0	0	0	Minimum vulnerability (score of 0-2): Inanimate objects.	Medium-High Intentionality (score of 6-8): Deliberate action.	Minimum Harm (score of 0-2): No impact on the videos.	Minimum Help (score of 0-2): No direct help provided.	Neutral morality (score of 0): No harm or help caused.	Person X	Person X is assumed to be an individual interested in furniture restoration.	The furniture restoration videos	The videos are assumed to be informational content about furniture restoration.	0.15	test	-0.9413959836670595	-1.3386170864105225
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		10	10	9	0	-4	Maximum vulnerability due to age and inability to detect the danger.	Maximum intentionality due to deliberate action.	Potential for maximum harm due to risk of injury or death.	Minimum help as no assistance was provided.	Extremely immoral due to intentional harm to vulnerable individuals.	Person X	Person X is assumed to be an adult factory worker with malicious intent.	Children who consume the cereal	Children are assumed to be vulnerable and unaware of the danger.	-3.72	test	-3.3265130210503338	-2.5890395641326904
411	Effron	Went to the grocery store with his kids	orig		9	8	0	5	4	Children are highly vulnerable due to their dependence on adults.	The action was intentional as the parent chose to take their children to the store.	No harm was caused as the scenario does not indicate any negative actions.	The parent is providing help by taking care of their children's needs.	The scenario is morally acceptable as it involves a parent caring for their children.	The agent of this action is a person, specifically a parent.	The assumption made about the agent is that they are a responsible adult capable of taking care of their children.	The patient being affected by this action is the children.	The assumption made about the patient is that they are minors who are dependent on their parent for care and guidance.	0.41904764	test	1.1611955394257754	1.2891089916229248
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		3	4	1	1	3	Medium-Low Vulnerability (score of 3-5): The friend is not significantly harmed by the action.	Medium-Low Intentionality (score of 3-5): Person X acted impulsively to maintain social harmony.	Minimum Harm (score of 0-2): No harm was caused by laughing at the joke.	Minimum Help (score of 0-2): Laughing at the joke does not provide significant help.	Highly Moral (score of 3-4): The action is socially appropriate and does not cause harm.	Person X	Person X is capable of understanding humor and social cues.	The friend who told the joke	The friend is capable of feeling emotions and reactions to their joke.	0.87	test	-0.30549839977697946	-0.15619736909866333
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		10	9	10	7	0	The patients are highly vulnerable (score of 9-10) as they are defenseless and unable to protect themselves.	The action is highly intentional (score of 9-10) as it involves deliberate thought and planning.	The action causes maximum harm (score of 9-10) as it results in the death of one worker.	The action causes medium-high help (score of 6-8) as it saves the lives of five workers.	The scenario is morally ambiguous (score of -1 to 1) as it involves a difficult decision between two harmful outcomes.	The agent of this action is the person in charge of the work crew.	The agent is assumed to be responsible for the safety of the workers and capable of making quick decisions.	The patients being affected by this action are the six workers on the tracks.	The patients are assumed to be vulnerable and unable to move out of the way in time.	-1.2	test	-0.6091544672899315	-1.0709617137908936
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		10	10	0	10	4	Civilians are highly vulnerable in a conflict situation (d).	The action was intentional, as the agent actively decided to call off the airstrike (d).	No harm was caused as the airstrike was called off (a).	The agent provided maximum help by preventing potential harm to civilians (d).	The scenario is highly moral as it involves protecting vulnerable civilians (4).	The agent of this action is a military commander or a pilot.	The assumption made about the agent is that they have the authority to call off an airstrike and are responsible for making decisions regarding civilian safety.	The patient being affected by this action are the civilians present in the area targeted for the airstrike.	The assumption made about the patient is that they are non-combatants and uninvolved in the conflict.	2.853333333	test	2.9351784901210363	3.241956949234009
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		7	7	7	1	-3	Medium-High Vulnerability (score of 6-8): The patients are average individuals with some susceptibility to emotional harm.	Medium-High Intentionality (score of 6-8): The agent is acting with some degree of thought and planning.	Medium-High Harm (score of 6-8): The agent's actions could cause significant emotional harm to the patients.	Minimum Help (score of 0-2): The agent is not providing any help or support to the patients.	Negative morality (-4 to -1): The scenario is morally unacceptable due to the deception and potential for emotional harm.	The agent of this action is the 20-year-old individual dating four guys at once.	The assumption made about the agent is that they are capable of maintaining multiple relationships simultaneously and are willing to deceive those involved.	The patients being affected by this action are the four guys being dated.	The assumption made about the patients is that they are unaware of the agent's actions and believe they are in exclusive relationships.	-2.34	test	-2.0953475196747386	-1.9267382621765137
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		6	7	1	1	4	Medium-High Vulnerability (score of 6-8): Typical adult	Medium-High Intentionality (score of 6-8): Deliberate choice	Minimum Harm (score of 0-2): No harm caused	Minimum Help (score of 0-2): No help caused	Highly moral (score of 4): No harm caused, personal choice	The woman eating dessert before her main entree	She is a person who has the freedom to choose her meal order	The woman herself	She is a typical adult with average resilience	-0.2	test	-0.6390843875208413	-0.6369742751121521
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		7	7	1	7	4	Medium-High Vulnerability (score of 6-8): Illness makes her susceptible to harm.	Medium-High Intentionality (score of 6-8): Person X made a conscious decision.	Minimum Harm (score of 0-2): No harm was caused by not attending the concert.	Medium-High Help (score of 6-8): Person X provided substantial help by staying with their ill mother.	Highly moral (score of 3-4): Prioritizing family over personal interests is morally commendable.	Person X	Person X is a responsible individual who prioritizes family over personal interests.	Person X's mother	Person X's mother is ill and in need of care.	2.54	test	1.8097094029451353	2.036374568939209
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		7	9	1	7	4	Medium-High Vulnerability (score of 6-8): The army is not defenseless but still vulnerable to harm without sufficient personnel.	Maximum Intentionality (score of 9-10): The agent deliberately joined the army after receiving an opt-out.	Minimum Harm (score of 0-2): The agent's action did not cause harm, as they intended to serve and protect.	Medium-High Help (score of 6-8): The agent's service in the army provides substantial help, though not critical assistance.	Highly moral (score of 4): The agent's action, driven by guilt and a sense of duty, is morally commendable.	The agent of this action is the person who received a religious opt-out and later joined the army without revealing the opt-out.	The assumption made about the agent is that they are a person of conscience who felt guilty about not serving in the army.	The patient being affected by this action is the army and, by extension, the country during the Vietnam War.	The assumption made about the patient is that it is an entity that requires service and protection from its citizens.	0.79	test	1.5390046904159784	1.7655744552612305
419	Grizzard	Disarms an enemy combatant without killing him.	orig		7	9	1	7	4	Medium-High Vulnerability (score of 6-8): The enemy combatant has some susceptibility to harm.	Maximum Intentionality (score of 9-10): The action is deliberate and planned.	Minimum Harm (score of 0-2): No physical harm is caused.	Medium-High Help (score of 6-8): The enemy combatant is protected from further harm.	Highly moral (score of 4): The action is intentional, causes minimal harm, and provides significant help.	The agent of this action is a soldier or military personnel.	The assumption made about the agent is that they are trained in combat and disarming techniques.	The patient being affected by this action is an enemy combatant.	The assumption made about the patient is that they are also a trained combatant with a weapon.	2.173333333	test	1.5390046904159784	1.7655744552612305
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		7	7	4	1	-1	Medium-High Vulnerability (score of 6-8): They are average individuals with some susceptibility to harm	Medium-High Intentionality (score of 6-8): The manager took half the doughnuts intentionally	Medium-Low Harm (score of 3-5): The manager's action caused minor harm by depriving others of doughnuts	Minimum Help (score of 0-2): The manager did not provide any help by taking half the doughnuts	Slightly immoral (-1): The manager's action was intentional and caused minor harm	The manager	The manager is assumed to be an adult with decision-making authority	The other individuals who were expecting to have doughnuts	The other individuals are assumed to be colleagues or employees who were expecting to share the doughnuts	-2.0	test	-1.3551374400894778	-1.673600196838379
