id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
341	Effron	Helped pick up the papers dropped by another	orig		5	0	0	0	0	0	4	Helping someone by picking up papers	No cheating or fairness involved	No betrayal or loyalty involved	No subversion or authority involved	No degradation or sanctity involved	No oppression or liberty involved	Scenario is highly moral due to extreme helping act	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		2	-4	-2	3	0	0	-2	No harm intended, potential help to self	Keeping money is cheating, returning is fair	No betrayal, loyalty to honesty	Subverting bank's authority, but not maliciously	No degradation or sanctity involved	No oppression or liberty involved	Scenario leans towards harm, cheating, and betrayal.	2.62
343	Effron	Put money in the meter for an unknown driver	orig		4	2	1	1	0	0	2	Helps the driver avoid a parking ticket.	Fairness is maintained by paying for parking.	Loyalty to the community by following rules.	Respects authority by following parking rules.	No significant impact on sanctity.	No oppression or liberty issue involved.	Scenario leans towards right, but not extreme	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig		0	0	-2	0	-3	0	-1	No direct harm or help involved.	No cheating or unfairness involved.	Refusing to attend can be seen as a lack of loyalty.	No subversion or authority issue involved.	Refusing to attend can be seen as disrespecting the sanctity of the event.	No oppression or liberty issue involved.	Scenario involves mild degradation and betrayal	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		3	0	0	0	2	0	3	Preparing food is an act of help.	No cheating or unfairness involved.	No betrayal or loyalty involved.	No subversion or authority involved.	Preparing food can be seen as sanctity.	No oppression or liberty involved.	Scenario leans towards help and sanctity, no cheating or oppression.	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		4	0	3	0	0	2	2	Person X helps unpopular coworker feel included.	No cheating or unfairness involved in the scenario.	Person X shows loyalty by inviting coworker.	No subversion or authority issues in the scenario.	No degradation or sanctity issues in the scenario.	Person X promotes liberty by inviting coworker.	Scenario leans towards right, but not extreme	2.06
347	Effron	Ignored a new person in the office for several weeks	orig		-2	-1	-1	0	0	-1	-2.5	Ignoring can cause emotional harm.	No cheating involved, but not fair.	No loyalty shown, but no betrayal.	No subversion or authority issue.	No degradation or sanctity issue.	No oppression, but not promoting liberty.	Scenario leans towards harmful, cheating, and betrayal	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		0	0	2	0	3	3	-1	No immediate harm or help observed	Marriage between first cousins is legal in many places	No betrayal observed, loyalty to family	No subversion of authority observed	Marriage is generally considered sacred	No oppression observed, individuals have liberty to marry	Scenario leans towards R, with slight oppression and degradation	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		-4	-2	0	-3	-3	-3	-3	Woman is causing harm to colleague	No cheating involved, but unfair to throw object	No clear evidence of betrayal or loyalty	Subversion of workplace norms and authority	Degrading act towards colleague	Oppressive behavior towards colleague	Scenario leans towards harmful, cheating, subversive acts	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		0	4	3	3	0	0	2.5	Neutral, as no direct harm or help occurs.	Strong act of cheating, as student benefits unfairly.	Act of betrayal towards group members.	Subversion of academic integrity and authority.	Neutral, as no degradation or sanctity involved.	Neutral, as no oppression or liberty involved.	Scenario leans towards fairness and loyalty but lacks harm or oppression.	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		-3	-5	-4	-4	-3	0	-3.5	Student harms classmate's academic integrity	Student cheats, violating fairness norms	Student betrays trust of classmate and teacher	Student subverts academic authority and rules	Student degrades the sanctity of education	Student's action does not oppress others	Scenario leans towards immoral due to high scores in harmful, cheating, and disloyal norms	-3.4
352	Effron	Started a false rumor about someone	orig		-4	-4	-4	-3	-4	-3	-4	Spreading false rumors causes harm.	Starting a false rumor is cheating.	Betrayal of trust by spreading false rumors.	Subversion of someone's reputation without cause.	Degradation of someone's character and reputation.	Oppression of someone's freedom from defamation.	Scenario involves extreme harm, cheating, and betrayal	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		4	0	3	2	0	1	3	Caregiver aims to help mother's health.	No cheating involved, caregiver acts fairly.	Caregiver shows loyalty to mother's wellbeing.	Caregiver asserts authority for mother's benefit.	No degradation, caregiver respects mother's health.	Caregiver may seem oppressive but acts for mother's liberty.	Scenario leans towards moral with high help and loyalty	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		0	0	-1	0	0	0	3	Neutral, as the teacher's statement does not directly harm or help either school.	Neutral, as the teacher's statement does not involve cheating or unfairness.	Slight betrayal, as the teacher is not supporting their own school.	Neutral, as the teacher's statement does not subvert authority.	Neutral, as the teacher's statement does not degrade or sanctify anything.	Neutral, as the teacher's statement does not oppress or promote liberty.	Slight betrayal, but no other moral concerns	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		5	0	5	0	5	5	-4	Person X helps themselves by repairing their car	No cheating involved, fair repair work	No betrayal, loyalty to self-reliance	No subversion, following self-authority	No degradation, respecting their property	No oppression, exercising personal liberty	High scores in Harm, Betrayal, Degradation, and Oppression norms indicate low moral acceptability	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		-5	-4	-2	0	-5	-4	-4	Extreme act of harm towards the child	Unfair treatment of the child	No loyalty or support shown	No authority figure involved	Extreme act of degradation	Oppressive behavior towards the child	Scenario involves extreme harm, cheating, and oppression.	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		-3	-1	0	0	0	0	-2	Refusal to help causes potential harm.	No cheating involved, but not fair to child.	No loyalty or betrayal involved.	No authority or subversion involved.	No degradation or sanctity involved.	No oppression or liberty involved.	Scenario leans towards harm and cheating	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		0	0	0	0	0	0	4	Person X is not causing harm or helping others.	Person X is not cheating or being unfair.	Person X is not betraying or being loyal.	Person X is not subverting or following authority.	Person X is not degrading or sanctifying anything.	Person X is not oppressing or expressing liberty.	All norms are neutral, indicating high moral acceptability	0.29
359	Effron	Bought food for everyone in the office	orig		5	5	5	0	0	0	4	Buying food helps colleagues	Buying food is fair to everyone	Buying food shows loyalty to colleagues	Buying food does not subvert authority	Buying food does not degrade anyone	Buying food does not oppress anyone	Scenario leans towards extreme R, indicating high moral acceptability	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		-3	-2	-4	0	-3	-4	-3.5	Sacrificing one to save many	Unfairly choosing who lives or dies	Betraying the person on the tower	No clear authority or subversion	Degrading the value of human life	Oppressing the person on the tower	Scenario leans towards harmful, cheating, betrayal, and oppression	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		4	3	0	3	4	4	3.5	Boy is causing harm to the cows	No cheating involved, but it's unfair to cows	No loyalty or betrayal involved	Boy is subverting the norm of animal welfare	Boy is degrading the sanctity of animal life	Boy is oppressing the cows' liberty	Scenario leans towards right, indicating moral acceptability	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		-3	-2	0	-1	0	-2	-2.5	Person X harmed by multiple bank fees	Bank fees seen as unfair penalty	No clear betrayal or loyalty issue	Person X subverted credit card rules	No clear degradation or sanctity issue	Person X's financial liberty limited by fees	Scenario leans towards harmful, cheating, subversive acts	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		-4	-3	-4	2	-4	-4	-3	Foreman causes harm to save others	Foreman unfairly chooses who lives	Foreman betrays team member's trust	Foreman uses authority to make decision	Foreman degrades worker's life	Foreman limits worker's freedom	Scenario leans towards harmful, cheating, and oppressive acts	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		5	0	5	0	5	5	-4	Person X helps the elderly full time.	No cheating or unfairness involved.	Person X shows loyalty to their values.	No subversion or authority issues present.	Person X respects the sanctity of life.	Person X exercises their liberty to choose.	High scores in Harm, Betrayal, Degradation, and Oppression norms indicate low moral acceptability	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		1	-4	-3	-4	0	0	-2	Company's survival is helped, but society harmed by tax evasion.	Misclassifying expenses is an act of cheating and unfairness.	Betrayal of tax laws and society's trust.	Subversion of tax authority and laws.	No direct impact on sanctity or degradation.	No direct impact on oppression or liberty.	Scenario leans towards immoral due to high scores in cheating and betrayal	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		5	0	5	0	0	5	-4	Person X is helping their neighbor.	No cheating or unfairness involved.	Person X shows loyalty to their neighbor.	No authority or rules are being subverted.	No degradation or sanctity issues present.	Person X is promoting liberty by helping.	High scores in Harm, Betrayal, and Oppression norms	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		-4	-3	-2	-4	-3	-4	-3	Teacher is causing harm to the student	Teacher is not being fair to the student	Teacher is not showing loyalty to student's well-being	Teacher is abusing their authority	Teacher is degrading the student	Teacher is oppressing the student's rights	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression.	-2.7
368	Effron	Used stolen food stamps	orig		-4	-5	-4	-4	-3	0	-3	Stolen food stamps harm the rightful recipients.	Using stolen food stamps is an act of cheating.	Betrayal of trust in the food stamp system.	Subversion of the authority that manages food stamps.	Degradation of the food stamp system's integrity.	No direct oppression or liberty issue.	Scenario leans towards immoral acts with negative scores	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		4	0	3	0	0	3	2	Friend is helped by open conversation.	No cheating or unfairness involved.	Friend shows loyalty by listening openly.	No authority or subversion involved.	No degradation or sanctity involved.	Friend is given liberty to express feelings.	Scenario leans towards right, but neutral norms reduce impact	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		5	0	5	0	5	0	-4	Person X shows support, helping partner	No cheating or fairness involved	Person X demonstrates loyalty to partner	No subversion or authority involved	Person X respects partner's situation	No oppression or liberty involved	High scores in Harm/Help, Betrayal/Loyalty, and Degradation/Sanctity norms	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		-4	-3	-2	-3	-4	0	-3.5	Causes harm to the environment	Unfair disposal of personal waste	No loyalty to environmental norms	Subverts laws against littering	Degrades the sanctity of nature	No oppression or liberty involved	Scenario leans towards harmful, cheating, betrayal, and degradation.	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		-4	-3	-2	-3	-4	0	-3	Hit a dog causing harm.	Failed to take responsibility for the accident.	No loyalty towards the dog or its owner.	Disregarded laws requiring to stop after an accident.	Disrespected the value of life.	No oppression or liberty involved.	Scenario leans towards harmful, cheating, betrayal, and subversion	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		4	0	0	0	0	0	4	Potential harm to property and people	Not applicable in this scenario	Not applicable in this scenario	Not applicable in this scenario	Not applicable in this scenario	Not applicable in this scenario	High score in Help norm indicates morality	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		-3	-2	0	-2	-2	-2	-3	Disturbs others' movie experience	Not cheating, but unfair to others	No betrayal or loyalty involved	Disregards movie theater rules	Disrespects the movie-watching experience	Infringes on others' freedom to enjoy	Scenario leans towards harmful, cheating, and degrading acts	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		5	0	5	0	5	0	-4	Visiting a sick friend helps their well-being.	No cheating or fairness norms apply here.	Visiting a sick friend demonstrates loyalty.	No subversion or authority norms apply here.	Respecting a friend's health shows sanctity.	No oppression or liberty norms apply here.	High scores in Harm/Help, Betrayal/Loyalty, and Degradation/Sanctity norms	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		0	2	0	3	2	0	2	No direct harm or help involved.	Not cheating, but disrespecting courtroom fairness.	No loyalty or betrayal involved.	Subverting courtroom authority by not standing.	Degrading the sanctity of the courtroom.	No oppression or liberty involved.	Scenario leans towards fairness and authority but lacks harm or oppression	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig		-3	0	0	-2	-3	-2	-3	Criticism can cause harm to children's self-esteem.	Not applicable as there's no cheating or unfairness.	Not applicable as there's no loyalty or betrayal.	Criticism can subvert the authority of the event.	Loud criticism degrades the sanctity of the event.	Loud criticism can oppress children's freedom of expression.	Scenario involves harm, subversion, degradation, and oppression	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		-4	-3	-4	-3	-4	-3	-3.5	Sharing offensive content harms individuals' reputations.	Sharing private conversation is unfair and breaches trust.	Sharing private conversation is a betrayal of loyalty.	Sharing private conversation subverts social norms of privacy.	Sharing offensive content degrades the sanctity of private conversations.	Sharing private conversation infringes on individuals' liberty.	Scenario leans towards harmful, disloyal, and degrading acts	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		0	0	-3	-2	0	0	-1	Neutral, as no direct harm or help is intended.	Neutral, as there is no cheating or unfairness.	Betrayal, as the president is disloyal to her school.	Subversion, as the president undermines her school's authority.	Neutral, as no degradation or sanctity is involved.	Neutral, as no oppression or liberty is involved.	Scenario involves mild betrayal and subversion	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		-2	-3	-2	-2	-1	-1	-3	No direct harm, but deprives school of resources.	Unfairly using school property without permission.	Betrayal of trust given by the school.	Subversion of school rules and authority.	No direct degradation, but disrespects school property.	No oppression, but infringes on school's liberty.	Scenario leans towards harmful, cheating, and betrayal	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		0	0	-3	-4	-5	3	-2.5	No physical harm is inflicted.	No cheating or unfairness involved.	Burning the flag may be seen as disloyal.	Burning the flag subverts national authority.	Burning the flag degrades a national symbol.	The act is an expression of liberty.	Scenario leans towards immoral due to high scores in degradation and subversion	-1.73
382	Effron	Ridicules people behind their backs	orig		-4	-2	-4	-3	-4	-3	-3	Ridiculing causes emotional harm	Not cheating, but lacks fairness	Betrayal of trust, disloyalty	Subverts social norms, undermines authority	Degrading behavior, violates sanctity	Oppressive behavior, infringes on liberty	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		-4	-5	-5	-3	-4	0	-4	Causes emotional harm to spouse and family	Violates trust and fairness in relationships	Clear act of betrayal towards spouse	Subverts the authority of marriage vows	Degrades the sanctity of marriage	Does not directly involve oppression or liberty	Scenario involves extreme harm, cheating, and betrayal	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		2	1	1	-3	0	0	-1	Commander chooses to harm two to help six	No cheating involved, but not entirely fair	No betrayal, but not fully loyal to patrol boat	Commander uses authority to make decision	No degradation or sanctity involved	No oppression or liberty issues present	Scenario leans towards help, fairness, loyalty but strongly subverts authority	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		4	0	3	0	0	3	2	Hosting meetings helps the civic group	No cheating or unfairness involved	Hosting meetings shows loyalty to the group	No subversion or authority issues present	No degradation or sanctity issues present	Hosting meetings promotes liberty of expression	Scenario leans towards right, but neutral norms reduce impact	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		-2	0	-1	0	0	0	-1	Not remembering birthdays may cause emotional harm.	Not applicable in this scenario.	Not remembering birthdays may imply disloyalty or lack of care.	Not applicable in this scenario.	Not applicable in this scenario.	Not applicable in this scenario.	Scenario involves harm and betrayal, but no other norm violations	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		-3	0	0	-2	-3	-2	-3	Man's comment harms woman's feelings	Comment does not involve cheating or fairness	No loyalty or betrayal in this scenario	Man's comment subverts woman's authority as artist	Man's comment degrades woman's painting	Man's comment oppresses woman's artistic freedom	Scenario involves harm, subversion, degradation, and oppression	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		-3	0	0	-2	-3	1	-2.5	Potential harm due to intoxication and risky behavior	No cheating involved, but fairness not applicable	No loyalty or betrayal involved	Subversion of public decency norms	Degradation due to public indecency	No oppression, but questionable liberty due to intoxication	Scenario leans towards harmful, subversive, and degrading acts	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		-4	0	0	0	0	0	-2	Pushing off a balcony causes physical harm	Not applicable in a combat scenario	Not applicable unless within same group	Not applicable unless in a command structure	Not applicable in a combat scenario	Not applicable in a combat scenario	Scenario involves extreme harm, other norms neutral	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		-1	2	2	3	0	-2	-1	No direct harm, but potential safety concern.	Breaking curfew can be seen as unfair.	Disobeying parents shows disloyalty to rules.	Defying curfew subverts parental authority.	No direct degradation or sanctity issue.	Teen's desire for freedom vs. oppressive curfew.	Slightly immoral due to harm and oppression	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		-3	2	0	0	-4	-3	-2.5	Teenager is causing emotional harm	No cheating involved, but unfair behavior	No loyalty or betrayal involved	No authority figure present	Teenager is degrading the amputee	Teenager is oppressing the amputee	Scenario leans towards harmful, degrading, and oppressive acts.	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		-2	-1	0	0	0	-2	-1	Refusing play may cause harm to children	Not cheating, but may be seen as unfair	No loyalty or betrayal involved	No subversion or authority involved	No degradation or sanctity involved	Refusing play may be seen as oppressive	Slightly immoral due to harm and oppression	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		-3	-2	-1	-4	-3	-2	-3	Defacing public property harms community aesthetics	Unfairly imposes a negative impact on others' enjoyment	No direct betrayal, but disregards communal trust	Violates park regulations and public authority	Degrades the natural beauty of the park	Infringes on others' freedom to enjoy nature	Scenario leans towards harmful, cheating, and oppressive acts	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		3	2	0	0	0	2	3	No harm is done; potential help with voucher.	No cheating; fair exchange of time for voucher.	No betrayal; no loyalty issue present.	No subversion; no authority challenged.	No degradation; no sanctity issue present.	No oppression; individual has liberty to choose.	Scenario leans towards right, implying moral behavior	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		3	-4	2	-3	0	2	-1	Mutual help in academic performance	Sharing test answers is cheating	Loyalty to each other, betrayal to school rules	Subversion of school authority	No direct relation to sanctity	Exercising liberty, not oppressive	Scenario leans towards immoral due to cheating and subversion	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		-4	-2	-1	0	0	0	-2.5	Crane operator causes harm to save others	No cheating involved, but unfair to the worker	Loyalty to the crew, but betrayal to the worker	Crane operator has authority to make decision	No degradation or sanctity involved	No oppression or liberty involved	Scenario leans towards harmful, cheating, and betrayal acts	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		-5	-4	-5	-3	-4	-4	-4	Extreme act of harm to friend's property	Violates fairness by damaging friend's property	Act of betrayal against a friend	Subverts the trust in the friendship	Degrades the sanctity of friendship	Oppresses the friend's right to property	Scenario involves extreme harm, cheating, and betrayal	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		-3	-2	-3	0	-2	-1	-3	Boy is causing emotional harm to his brother	No cheating involved, but not acting fairly	Brother is betraying loyalty by mocking	No authority figure involved in the scenario	Brother is degrading his sibling's relationship	No oppression, but brother is not respecting freedom	Scenario leans towards harmful, cheating, and betrayal	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		5	0	0	-3	5	0	1	Desire to harm others by killing	No explicit cheating or fairness involved	No betrayal or loyalty mentioned	Joining military implies accepting authority	Desire to kill degrades sanctity of life	No oppression or liberty mentioned	Scenario is moral due to help and sanctity, but subverts authority	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		-2	-1	-1	0	0	2	-2	Not directly helping mother financially	No cheating involved, but not prioritizing mother's needs	Not fulfilling filial duty, but not betrayal	No subversion or authority involved	No degradation or sanctity involved	Exercising personal liberty, not oppressing	Scenario leans towards harmful, cheating, and oppressive acts	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		0	3	2	2	0	0	2.5	No direct harm to others.	Lying about vacation days is cheating.	Betrayal of trust in the workplace.	Subverts workplace vacation policies.	No degradation or sanctity involved.	No oppression or liberty involved.	Scenario leans towards fairness and loyalty but lacks harm or oppression.	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		-4	-3	-4	-4	-3	-3	-3	Person X intended to cause harm	Person X acted unfairly and deceptively	Person X betrayed neighbor's trust	Person X subverted the law and safety	Person X degraded the sanctity of property	Person X infringed on neighbor's liberty	Scenario leans towards harmful, cheating, betrayal, subversion, degradation, and oppression.	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		-4	-3	-5	-4	0	3	-3	Person X harmed the family business	Taking clients could be seen as unfair	Person X betrayed the family business	Person X subverted the family business	No clear degradation or sanctity violation	Person X exercised their liberty	Scenario leans towards harmful, disloyal, and unfair acts	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		-3	-2	-4	0	-2	0	-3	Person X's absence may cause emotional harm	No cheating involved, but absence may be unfair	Not attending can be seen as disloyalty	No subversion or authority issue present	Absence may degrade the sanctity of mourning	No oppression or liberty issue present	Scenario leans towards harmful, cheating, and betrayal	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		-2	-1	-2	0	-3	-1	-2.5	No direct harm, but potential emotional harm	Not cheating, but disrespectful to secretary	No explicit betrayal, but disloyal intentions	No subversion of authority	Degrading to the secretary's image	No oppression, but infringes on liberty	Scenario leans towards harmful, cheating, and degrading acts	-1.5
406	Effron	Helped a neighbor fix his roof	orig		5	0	5	0	0	5	-4	Helping a neighbor fix his roof	No cheating involved, fair assistance	Showing loyalty to a neighbor	No authority subverted or challenged	No degradation or sanctity violation	Promoting liberty by helping freely	High scores in Harm, Betrayal, and Oppression norms	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		4	0	3	0	0	0	2.5	Person helped prevent potential theft.	No cheating or unfair advantage.	Person showed loyalty to truck owner.	No authority subverted or challenged.	No degradation or sanctity violation.	No oppression or liberty infringement.	High score in Harm/Help, moderate in Betrayal/Loyalty	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		0	0	0	0	0	0	0	No harm or help involved in wearing a hat.	No cheating or fairness involved in wearing a hat.	No betrayal or loyalty involved in wearing a hat.	No subversion or authority involved in wearing a hat.	No degradation or sanctity involved in wearing a hat.	No oppression or liberty involved in wearing a hat.	All norms are neutral, indicating no moral implications.	-0.2
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		0	0	0	0	0	0	0	No harm or help involved in watching videos.	No cheating or fairness involved in watching videos.	No betrayal or loyalty involved in watching videos.	No subversion or authority involved in watching videos.	No degradation or sanctity involved in watching videos.	No oppression or liberty involved in watching videos.	All norms are neutral, indicating no moral implications.	0.15
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		-5	5	5	5	5	5	3.5	Extreme act of harm to children	Extreme act of cheating consumers	Betrayal of trust in food industry	Subversion of food safety regulations	Degradation of food sanctity	Oppression of consumer rights	High moral score due to fairness, loyalty, respect for authority, sanctity, and liberty.	-3.72
411	Effron	Went to the grocery store with his kids	orig		0	0	0	0	0	0	0	No harm or help involved in shopping	No cheating or unfairness in shopping	No betrayal or loyalty in shopping	No subversion or authority in shopping	No degradation or sanctity in shopping	No oppression or liberty in shopping	All norms are neutral, indicating no moral implications.	0.41904764
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		2	0	1	0	0	0	-1	Laughing helps maintain friend's feelings	No deception or unfair advantage	Laughing shows loyalty to friend	No challenge to authority or norms	No degradation or sanctity violation	No oppression or restriction of liberty	Slight harm, minor betrayal, no other norms violated	0.87
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		3	2	2	-1	0	2	2.5	Sacrificing one to save five	No cheating involved, but unfair to one	Loyalty to the majority, betrayal to one	Using authority to make a decision	No degradation or sanctity involved	No oppression, but limiting one's liberty	Scenario leans towards moral with more positive scores	-1.2
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		5	0	5	0	5	5	-4	Prevents harm to civilians by calling off airstrike	No cheating or fairness involved in this scenario	Loyalty to protecting innocent lives demonstrated	Follows authority but prioritizes civilian safety	Respects sanctity of human life by avoiding harm	Upholds liberty by avoiding civilian casualties	High scores in Harm, Betrayal, Degradation, and Oppression indicate low morality	2.853333333
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		-3	-4	-4	-2	-3	0	-3.5	Potential emotional harm to the guys	Deceitful behavior, not fair to the guys	Betrayal of trust, disloyal to the guys	Subversion of relationship norms, no authority	Degradation of trust, no sanctity in actions	No oppression, personal liberty exercised	Scenario leans towards harmful, cheating, betrayal, and degradation.	-2.34
