id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		7	6	5	0	-3	The classmate is a typical student (average resilience)	The student is intentionally copying, but without extensive planning	The harm is academic misconduct, but not physically harmful	No help is provided in this scenario	High vulnerability, intent, and harm; no help.	The student who is copying	The student is assumed to be dishonest and academically struggling	The classmate whose answer sheet is being copied	The classmate is assumed to be unaware of the copying	-3.4
352	Effron	Started a false rumor about someone	orig		6	8	5	0	-3	The patient's vulnerability depends on their social standing and resilience.	The action was intentional, as the agent deliberately spread the false rumor.	The harm caused depends on the severity and reach of the false rumor.	No help was caused, as the action was harmful.	High intentionality, medium-high vulnerability, minimal help	The agent of this action is the person who started the false rumor.	The assumption made about the agent is that they are capable of spreading misinformation and causing harm to others.	The patient being affected by this action is the person about whom the false rumor was started.	The assumption made about the patient is that they are vulnerable to reputational harm and emotional distress caused by the false rumor.	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		8	8	2	7	1.5	The mother's vulnerability is high due to her illness and dependency on her son.	The son's action was intentional, as he made a conscious decision to make his mother go to the appointment.	The harm caused is minimal, as the son's intention was to help his mother.	The help caused is medium-high, as the son is ensuring his mother receives necessary medical care.	High vulnerability and intent, but low harm and high help	The agent of this action is the speaker, the son who has been taking care of his mother.	The assumption made about the agent is that he is responsible, caring, and possibly under stress due to his mother's illness.	The patient being affected by this action is the mother, who is ill and has been under the care of her son.	The assumption made about the patient is that she is physically weak due to her illness and may be emotionally vulnerable as well.	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		7	7	1	1	-2	Medium-High Vulnerability (score of 6-8): Students are not defenseless but can be affected emotionally.	Medium-High Intentionality (score of 6-8): The teacher deliberately expressed her hope.	Minimum Harm (score of 0-2): The teacher's statement does not directly harm the students.	Minimum Help (score of 0-2): The teacher's statement does not provide any direct help.	High vulnerability and intent, low harm and help	The teacher	The teacher is assumed to be a responsible adult with a role in educating students.	The students of the teacher's school who are participating in the math contest	The students are assumed to be average individuals with varying levels of resilience and competitiveness.	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		1	9	4	7	0.5	Minimum vulnerability (score of 0-2): Inanimate objects.	Maximum Intentionality (score of 9-10): Executing an action with extensive planning and deliberate thought.	Medium-Low Harm (score of 3-5): Inflicting minor damage or harm to someone or something.	Medium-High Help (score of 6-8): Offering substantial but not critical assistance or protection.	High intent, moderate harm, and help; low vulnerability.	Person X	Person X is assumed to have the necessary skills and knowledge to perform car repairs.	The car	The car is assumed to be in need of repair and to be the property of Person X.	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		10	9	7	0	-3	Handicapped children are highly susceptible to harm or mistreatment.	The action was intentional, as the person deliberately chose to ridicule the child.	Ridiculing a child can cause significant emotional harm.	No help was provided in this scenario.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who ridiculed the handicapped child.	The assumption made about the agent is that they are insensitive and lack empathy.	The patient being affected by this action is the handicapped child.	The assumption made about the patient is that they are vulnerable and sensitive to emotional harm.	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		9	8	3	1	-2	The child is highly susceptible to harm or mistreatment due to their age and inability to fix the bicycle themselves.	The action was intentional as the person consciously decided not to help the child.	No physical harm was caused, but the child's feelings may have been hurt.	No help was provided to the child, leaving them without a solution to their problem.	High vulnerability and intent, low help	The agent of this action is the person who refused to help the child.	The assumption made about the agent is that they have the knowledge and ability to help fix the bicycle but chose not to.	The patient being affected by this action is the child who needs help fixing his bicycle.	The assumption made about the patient is that they are unable to fix the bicycle on their own and require assistance.	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		1	7	1	1	-1	Minimum vulnerability as it's an inanimate object.	Medium-high intentionality as Person X deliberately chose to read the newspaper.	Minimum harm as reading the newspaper does not cause any damage.	Minimum help as reading the newspaper does not directly help anyone.	Low vulnerability and harm, but high intent	Person X	Person X is assumed to be a regular customer at the local café and enjoys reading the newspaper.	The newspaper	The newspaper is assumed to be a physical object that can be read and handled.	0.29
359	Effron	Bought food for everyone in the office	orig		6	7	0	7	2.5	Average resilience, with some susceptibility to harm.	Action taken following some degree of thought and planning.	No harm caused, only positive impact.	Providing substantial assistance by offering food.	High intent, help, but moderate vulnerability	The agent of this action is the person who bought the food.	The assumption made about the agent is that they have the financial means to purchase food for the entire office.	The patient being affected by this action is everyone in the office.	The assumption made about the patient is that they are colleagues of the agent and are present in the office.	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		10	10	10	10	0	Maximum vulnerability (score of 9-10): The patient is defenseless against the lion	Maximum Intentionality (score of 9-10): The agent deliberately pushes the patient off the tower	Maximum Harm (score of 9-10): The agent's action results in the patient's death	Maximum Help (score of 9-10): The agent's action allows the other four people to escape	High vulnerability, intent, harm, and help; mixed morality	The person who pushed off the observation tower	The agent is a person who is willing to sacrifice another person's life to save others	The person who climbed the observation tower	The patient is a person who is trying to escape the lion and is unaware of the agent's intentions	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		9	9	6	0	-3	Cows are defenseless against human attacks (d).	The boy is intentionally throwing rocks at the cows (d).	The harm caused depends on the size and number of rocks (c).	The boy is causing harm, not providing help (a).	High vulnerability, intent, and harm; no help.	The boy	The boy is assumed to be a minor, as the term 'boy' is used instead of 'man'.	The cows	The cows are assumed to be average, healthy cows that are not aggressive or provoked.	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		7	7	7	0	-3	Person X is of average resilience (score of 6-8).	The action was intentional but not malicious (score of 6-8).	The harm caused was financial strain (score of 6-8).	No help was provided in this scenario (score of 0-2).	High vulnerability, intent, and harm; no help.	Person X	Person X is assumed to be an adult with the ability to enter into a credit card agreement and manage their finances.	Person X	Person X is assumed to be financially responsible for their credit card repayments and affected by the consequences of not meeting those obligations.	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		7	8	10	7	-3	Average vulnerability due to being a typical adult (score of 7)	High intentionality due to deliberate action (score of 8)	Maximum harm due to causing death (score of 10)	Medium-high help due to saving four lives (score of 7)	High harm and intent, despite help offered.	The foreman of the construction company	The foreman is assumed to be a responsible and decisive person in a position of authority	The worker who was thrown off the platform	The worker is assumed to be an average adult with no special vulnerabilities	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		8	10	0	7	2.5	High vulnerability due to age and potential health issues.	Maximum intentionality due to quitting a job to volunteer.	Minimum harm as the action is beneficial.	Medium-high help due to full-time volunteering.	High intent, help, but low harm; moderately acceptable	Person X	Person X is assumed to be a responsible and compassionate individual who values volunteering over financial gain.	The residents of the nursing home	The residents of the nursing home are assumed to be elderly individuals who may require assistance and care.	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		4	9	7	1	-3	Medium-Low Vulnerability (score of 3-5): The tax authorities have the power to enforce tax laws, but the company's financial stability is at risk	Maximum Intentionality (score of 9-10): The owner deliberately made a false declaration	Medium-High Harm (score of 6-8): The company's financial stability is at risk, and the owner is committing tax fraud	Minimum Help (score of 0-2): The owner's actions do not provide any help to the tax authorities or the company's financial stability	High intent, harm, and low help outweigh low vulnerability.	The owner of the small clothing company	The owner is a person who is responsible for the company's financial decisions and actions	The tax authorities and the company's financial stability	The tax authorities are responsible for ensuring that taxes are paid correctly, and the company's financial stability is affected by the owner's actions	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		9	10	0	7	3	Maximum vulnerability due to defenselessness and high susceptibility to harm.	Maximum intentionality due to extensive planning and deliberate thought.	Minimum harm as the action is intended to help, not cause harm.	Medium-high help as the action could lead to the dog's return.	High intent, high vulnerability, but no harm and substantial help.	Person X	Person X is a concerned neighbor who is willing to help find the missing dog.	The missing dog	The missing dog is a pet that belongs to a neighbor and is currently lost.	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		9	7	4	0	-3	Maximum vulnerability due to the student's age and power dynamic.	Medium-high intentionality as the teacher deliberately used a ruler.	Medium-low harm as the student was physically hurt but not severely injured.	Minimum help as the action caused harm rather than help.	High vulnerability, intent, and harm; no help.	The teacher	The teacher is assumed to be an adult in a position of authority.	The student	The student is assumed to be a minor and under the care of the teacher during school hours.	-2.7
368	Effron	Used stolen food stamps	orig		9	9	7	0	-3	The patient is highly vulnerable due to their lack of awareness and loss of resources.	The action was intentional, as the agent actively stole and used the food stamps.	The harm caused is significant, as the patient loses their food benefits.	No help was caused, as the agent's actions were harmful to the patient.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who used the stolen food stamps.	The assumption made about the agent is that they are dishonest and willing to commit theft.	The patient being affected by this action is the rightful owner of the food stamps.	The assumption made about the patient is that they are unaware of the theft and are being deprived of their benefits.	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		7	7	1	7	3	Medium-High Vulnerability (score of 6-8): The friend is going through a difficult time and is emotionally vulnerable.	Medium-High Intentionality (score of 6-8): The narrator thoughtfully decided to talk to her friend about her behavior.	Minimum Harm (score of 0-2): The conversation did not cause any harm to the friend.	Medium-High Help (score of 6-8): The narrator provided substantial support by initiating a conversation about her friend's behavior.	High intent, help, and vulnerability outweigh low harm	The agent of this action is the narrator (the friend who decided to talk to her friend about her behavior).	The narrator is a concerned friend who wants to help her friend going through menopause.	The patient being affected by this action is the friend going through menopause.	The friend is experiencing intense menopause symptoms and is stressed out.	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		8	8	0	7	2.5	High vulnerability due to cancer and radiation therapy.	High intentionality as it was a deliberate action.	No harm was caused by this action.	Medium-high help as it shows solidarity and support.	High intent, help, but less harm	Person X	Person X is a caring and empathetic individual who is willing to make personal sacrifices for their partner.	Person X's partner	Person X's partner is a cancer patient who requires radiation therapy.	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		6	5	4	0	-3	Forests are resilient but susceptible to harm from littering.	The action was intentional but not extensively planned.	Littering causes minor but accumulative harm to the environment.	No help was provided to the environment in this scenario.	High vulnerability, intent, and harm; no help.	The agent of this action is an unspecified person.	The assumption made about the agent is that they are capable of carrying a small bag of garbage and disposing of it.	The patient being affected by this action is the nearby forest.	The assumption made about the patient is that it is a natural environment capable of being affected by human actions.	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		9	8	7	0	-3	Dogs are vulnerable to harm from vehicles (score: 9)	The driver intentionally drove away (score: 8)	The dog may have been injured or killed (score: 7)	The driver did not provide any help (score: 0)	High vulnerability, intent, and harm; no help.	The driver of the vehicle	The driver is assumed to be a person who was operating the vehicle at the time of the incident.	The dog	The dog is assumed to be a pet belonging to someone, and it was in a position to be hit by the vehicle.	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		7	1	7	0	-3	Medium-High Vulnerability (score of 6-8): The house and stove are not resilient to potential fire hazards.	Minimum Intentionality (score of 0-2): Forgetting to turn off the stove is an accidental action.	Medium-High Harm (score of 6-8): Forgetting to turn off the stove can cause a fire, leading to significant damage.	Minimum Help (score of 0-2): No help was provided as the action was harmful.	High vulnerability, harm, low intent, no help	Person X	Person X is assumed to be a responsible adult who can operate a stove and leave the house.	The stove and the house	The stove is assumed to be a standard household appliance, and the house is assumed to be a typical residential building.	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		4	4	3	0	-1	Medium-Low Vulnerability (score of 3-5): They are not physically harmed but their movie experience is disrupted.	Medium-Low Intentionality (score of 3-5): The action is impulsive, with minimal premeditation.	Medium-Low Harm (score of 3-5): The action causes minor harm by disrupting others' movie experience.	Minimum Help (score of 0-2): The action does not provide any help to others.	Moderate vulnerability, intent, and harm; no help.	The agent of this action is the person who was loudly talking to their companion.	The assumption made about the agent is that they are a moviegoer who is either unaware or disregarding the etiquette of not talking during a movie.	The patient being affected by this action is the other moviegoers in the theater.	The assumption made about the patient is that they are there to enjoy the movie and expect a quiet environment.	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		9	10	0	7	2.5	The patient is highly vulnerable due to their illness and hospitalization.	The action was highly intentional as the agent made a conscious decision to visit their friend.	The action caused no harm as visiting a sick friend is a supportive and caring act.	The action provided medium-high help as it offered emotional support and companionship to the patient.	High intent, high vulnerability, but no harm and substantial help.	The agent of this action is the person who visited their sick friend in the hospital.	The assumption made about the agent is that they are a caring and empathetic individual who is concerned about their friend's well-being.	The patient being affected by this action is the sick friend who is in the hospital.	The assumption made about the patient is that they are in a vulnerable state due to their illness and are in need of support and care.	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		4	9	2	0	-1	The judge is a resilient individual (score of 4)	The woman's action is intentional and defiant (score of 9)	The woman's action causes minimal harm (score of 2)	The woman's action does not provide any help (score of 0)	High intent, low harm, but no help	The woman	She is a participant in the court proceedings, possibly a defendant, witness, or spectator.	The judge	The judge is a figure of authority in the courtroom, responsible for maintaining order and making decisions.	-2
377	Effron	Loudly criticized the art at a community children's art show	orig		9	8	7	0	-3	Children are highly vulnerable to emotional harm (score of 9)	The action was intentional and premeditated (score of 8)	The criticism caused emotional harm to the children (score of 7)	The action did not provide any help (score of 0)	High vulnerability, intent, and harm; no help.	The agent of this action is the person who loudly criticized the art.	The assumption made about the agent is that they are an adult who is capable of forming opinions and expressing them.	The patients being affected by this action are the children who created the art and the community members who organized the show.	The assumption made about the patients is that they are emotionally invested in the art and the show, and may be sensitive to criticism.	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		7	7	7	1	-3	Medium-High Vulnerability (score of 6-8): The individuals involved in the conversation did not consent to having their conversation shared publicly and may be negatively impacted by the exposure.	Medium-High Intentionality (score of 6-8): The agent intentionally shared the private conversation online.	Medium-High Harm (score of 6-8): The individuals involved in the conversation may experience harm to their reputation or relationships as a result of the exposure.	Minimum Help (score of 0-2): The agent did not offer any assistance or protection to the individuals involved in the conversation.	High vulnerability, intent, and harm; minimal help.	The agent of this action is the person who posted online about the private conversation.	The assumption made about the agent is that they have access to the internet and are comfortable sharing private information publicly.	The patients being affected by this action are the individuals involved in the private conversation and the person who made the offensive humor.	The assumption made about the patients is that they did not consent to having their conversation shared publicly and may be negatively impacted by the exposure.	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		4	7	4	1	-1	Medium-Low Vulnerability (score of 3-5): Colleges have established reputations and resources to maintain them	Medium-High Intentionality (score of 6-8): She made a deliberate statement on TV	Medium-Low Harm (score of 3-5): Her statement may negatively impact her college's reputation	Minimum Help (score of 0-2): Her statement does not directly help her rival college	High intent, moderate harm, low help	The class president	She is a student leader representing her college	Her rival college	It is an educational institution with its own reputation and student body	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		1	7	4	1	-2	Minimum vulnerability as inanimate objects cannot be harmed.	Medium-high intentionality as the action was planned.	Medium-low harm as the books were not returned.	Minimum help as no help was provided.	High intent, moderate harm, minimal help	The agent of this action was the person who was working at the school.	The assumption made about the agent is that they were an employee or staff member at the school.	The patient being affected by this action was the school, specifically the books containing the horse pictures.	The assumption made about the patient is that the school is an institution with resources and property.	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		1	7	4	0	-2	Minimum vulnerability as it is an inanimate object.	Medium-high intentionality as the action was performed deliberately.	Medium-low harm as the flag was burned but no physical harm was caused.	Minimum help as no help was provided.	High intent, moderate harm, low vulnerability, no help	The agent of this action is a United States citizen.	The assumption made about the agent is that they are a protestor exercising their right to free speech.	The patient being affected by this action is an American flag.	The assumption made about the patient is that it is a symbolic object representing the United States.	-1.73
382	Effron	Ridicules people behind their backs	orig		7	7	4	1	-3	The vulnerability of the patient depends on their emotional resilience and social standing.	The intentionality of the action is high, as the agent is actively choosing to ridicule others.	The harm caused is emotional, and its severity depends on the patient's emotional resilience.	There is no help caused in this scenario, as the action is harmful.	High vulnerability and intent, low help	The agent of this action is the person who is ridiculing others behind their backs.	The assumption made about the agent is that they are someone who engages in gossip or negative talk about others when they are not present.	The patient being affected by this action is the person or people being ridiculed.	The assumption made about the patient is that they are unaware of the ridicule and are not present to defend themselves.	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		7	9	7	0	-3	Medium-High Vulnerability (score of 6-8): The spouse is not aware of the situation and is emotionally vulnerable.	Maximum Intentionality (score of 9-10): The person deliberately created an account for this purpose.	Medium-High Harm (score of 6-8): The action could lead to emotional harm and damage to the relationship.	Minimum Help (score of 0-2): The action does not provide any help to the spouse.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who created the account on the website.	The assumption made about the agent is that they are an adult who is in a committed relationship and seeking to engage in adultery.	The patient being affected by this action is the spouse of the person who created the account.	The assumption made about the patient is that they are unaware of their spouse's intentions and are in a committed relationship with them.	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		7	9	10	7	-3	Medium-High Vulnerability (score of 6-8): They are not defenseless but are still vulnerable to the torpedo.	Maximum Intentionality (score of 9-10): The commander made a deliberate decision to launch false targets.	Maximum Harm (score of 9-10): The action will likely result in the death of the two people on board the patrol boat.	Medium-High Help (score of 6-8): The commander's action will save the lives of the six people on the small boat.	High intent, harm, and vulnerability outweigh help provided.	The commander of the naval submarine	The commander is assumed to be a trained professional with the responsibility to make difficult decisions in high-pressure situations.	The two people on board the naval patrol boat	The two people on board the naval patrol boat are assumed to be naval personnel who are aware of the risks associated with their job.	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		7	7	0	7	3	The civic group is of average resilience (score of 7).	The action is taken following some degree of thought and planning (score of 7).	The action causes no harm to the civic group (score of 0).	The action provides substantial assistance to the civic group (score of 7).	High intent, help, and vulnerability, but no harm	The agent of this action is the unspecified homeowner.	The assumption made about the agent is that they are a responsible and community-oriented individual.	The patient being affected by this action is the civic group.	The assumption made about the patient is that they are a group of individuals who share a common interest or cause.	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		7	3	4	0	-2	Family members are of average resilience (c).	The action is not intentional but due to forgetfulness (b).	Forgetting birthdays causes minor emotional harm (b).	No help is provided by forgetting birthdays (a).	High vulnerability, moderate harm, low intent, no help	The agent of this action is a male individual.	The assumption made about the agent is that he is a family member who is expected to remember the birthdays of other family members.	The patient being affected by this action is the agent's family members.	The assumption made about the patient is that they are individuals who expect the agent to remember their birthdays.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8): She is an average individual with some susceptibility to emotional harm.	Medium-High Intentionality (score of 6-8): The man deliberately expressed his opinion about the painting.	Medium-Low Harm (score of 3-5): The man's comment could cause minor emotional harm to the woman.	Minimum Help (score of 0-2): The man did not provide any help or support to the woman.	High vulnerability and intent, moderate harm, no help.	The man	He is assumed to be an adult with the ability to communicate and express opinions.	The woman	She is assumed to be an adult who has created a painting and is capable of understanding and responding to the man's comment.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		8	4	1	1	-1	High vulnerability due to intoxication (8)	Medium-low intentionality due to intoxication (4)	Minimum harm as no physical harm is mentioned (1)	Minimum help as no help is mentioned (1)	High vulnerability, low intent, minimal harm, little help	The drunk woman	She is heavily intoxicated and not in control of her actions	The strangers she is making out with and herself	They are also likely intoxicated and not fully aware of their actions	-3
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		4	7	7	0	-3	Medium-Low Vulnerability due to combat training.	Medium-High Intentionality due to combat situation.	Medium-High Harm due to potential injuries from fall.	Minimum Help as no help was intended.	High intent and harm, low help	The agent of this action is an enemy combatant.	The assumption made about the agent is that they are a trained individual capable of engaging in combat.	The patient being affected by this action is another enemy combatant.	The assumption made about the patient is that they are also a trained individual capable of engaging in combat.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		9	7	1	1	-2	Parents are responsible for their child's safety (score 9-10)	She intentionally disregarded the curfew (score 6-8)	No immediate harm is evident (score 0-2)	No help was provided in this scenario (score 0-2)	High vulnerability, intent, minimal harm, little help	The teenage girl	She is a minor and is disregarding her parents' rules	Her parents	They are concerned about her well-being and safety	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		9	4	4	0	-2	Amputee's vulnerability due to disability (9-10)	Chuckling suggests intentional action (3-5)	Laughing causes emotional harm (3-5)	No help was provided (0-2)	High vulnerability, moderate intent and harm, no help.	The teenage boy	He is acting inappropriately and insensitively	The amputee	They are a person with a disability, potentially making them more vulnerable	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		9	8	3	0	-3	Children are highly susceptible to harm or mistreatment due to their age and dependence on adults.	The homeowner intentionally refused to let the children play in the yard.	The homeowner's refusal may cause emotional harm to the children, but no physical harm.	The homeowner did not provide any help or assistance to the children by allowing them to play in the yard.	High vulnerability, intent, and harm; no help.	The agent of this action is the homeowner who refused to let the neighborhood children play in his yard.	The assumption made about the agent is that they are an adult who owns or resides in the house.	The patients being affected by this action are the neighborhood children who wanted to play in the yard.	The assumption made about the patients is that they are minors who live in the same neighborhood and wish to use the yard for recreational purposes.	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		1	7	4	0	-2	Minimum vulnerability as the rock is an inanimate object.	Medium-high intentionality as the action required planning and effort.	Medium-low harm as the rock was defaced but not destroyed.	Minimum help as no help was provided.	High intent, moderate harm, low vulnerability, no help	The agent of this action is the person who defaced the rock with spray paint.	The assumption made about the agent is that they are a vandal or someone who does not respect public property.	The patient being affected by this action is the large rock in the public park.	The assumption made about the patient is that it is a natural feature of the park, intended to be enjoyed by the public in its original state.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		7	9	1	7	1.5	Medium-High Vulnerability (score of 6-8): The patient is an average adult with some susceptibility to harm.	Maximum Intentionality (score of 9-10): The agent is intentionally calling to conduct the survey.	Minimum Harm (score of 0-2): The agent is not causing any harm to the patient.	Medium-High Help (score of 6-8): The agent is offering a significant voucher as an incentive.	High intent, low harm, but high vulnerability	The agent of this action is the representative of the important survey company.	The assumption made about the agent is that they are a professional conducting a survey and offering a voucher as an incentive.	The patient being affected by this action is the person eating the meal.	The assumption made about the patient is that they are an average adult who is interested in alternative energy and enjoys reading.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		4	9	4	7	0.5	Medium-Low Vulnerability (score of 3-5): The educational system has mechanisms to detect and address academic dishonesty	Maximum Intentionality (score of 9-10): The students had a premeditated agreement to share answers	Medium-Low Harm (score of 3-5): The students' actions violated academic integrity but did not cause significant harm	Medium-High Help (score of 6-8): The students helped each other by sharing answers, but this help was not critical	High intent, moderate harm, balanced by help	The two high school students	They were both good students who wanted to ensure they had the correct answers during tests	The educational system and the integrity of the testing process	It is assumed that the educational system values academic integrity and fairness in testing	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		9	7	10	7	-3	Maximum vulnerability (9-10) for the worker who will be crushed; medium-high vulnerability (6-8) for the six workers initially under the beam	Medium-high intentionality (6-8) as the worker made a conscious decision to move the crane	Maximum harm (9-10) for the worker who will be crushed; minimum harm (0-2) for the six workers initially under the beam	Medium-high help (6-8) for the six workers initially under the beam; minimum help (0-2) for the worker who will be crushed	High harm, intent, and vulnerability outweigh help	The building worker manoeuvring the crane	The worker is assumed to be trained and responsible for operating the crane safely	The worker in the area where the crane is moved and the six workers initially under the steel beam	The workers are assumed to be vulnerable to the falling steel beam and the crane's movement	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 6-8): The friend's vehicle is an inanimate object but can be significantly damaged by the action.	Medium-High Intentionality (score of 6-8): The agent deliberately planned and executed the action.	Medium-High Harm (score of 6-8): Putting sugar in a gas tank can cause significant damage to the vehicle.	Minimum Help (score of 0-2): The agent did not provide any help or assistance to the friend.	High vulnerability, intent, and harm; no help.	The agent of this action is the person who put sugar in his friend's gas tank.	The assumption made about the agent is that they are a person who has access to their friend's vehicle and sugar, and they are willing to cause harm.	The patient being affected by this action is the friend who owns the vehicle.	The assumption made about the patient is that they are unaware of the agent's actions and trust their friend not to cause harm to their vehicle.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		8	4	5	0	-3	Recent breakup increases vulnerability (score 8)	Teasing is intentional but not premeditated (score 4)	Teasing can cause emotional harm (score 5)	No help was provided in this scenario (score 0)	High vulnerability, intentional harm, no help provided	The boy making fun of his brother	He is likely a sibling who is teasing his brother	The boy who got dumped by his girlfriend	He is likely a young person who is emotionally vulnerable due to the recent breakup	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		7	10	10	0	-4	Medium-High Vulnerability (score of 6-8): Enemy combatants have some susceptibility to harm.	Maximum Intentionality (score of 9-10): Person X joined the military with the explicit intent to kill.	Maximum Harm (score of 9-10): Killing someone inflicts the utmost damage.	Minimum Help (score of 0-2): Person X's actions do not provide any help or protection to the patient.	High vulnerability, intent, and harm; no help.	Person X	Person X is assumed to be a mentally sound adult who made a conscious decision to join the military.	The people Person X would potentially kill in military service	The people Person X would potentially kill are assumed to be enemy combatants or individuals posing a threat to the military.	-3.14
