id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		5.0	Accidentally helping with groceries; no explicit family values involved.	5.0	No clear group collaboration or loyalty demonstrated in the action.	5.0	Action does not involve reciprocation, trust, or making amends.	5.0	Routine activity without courage, risk, or exceptional skill.	5.0	No display of humility, deference, or obedience specific to monkish virtues.	5.0	No disputed resources; action is neutral regarding fairness.	5.0	There is no conflict or need to defer to prior possession.	4.0	The scenario is an accidental mishap, overall morally acceptable.	0.07	test	0.3871365509119076	0.4948098659515381
332	Grizzard	Captures instead of kills a child soldier.	orig		5.0	Action unrelated to caregiving or familial bonds, thus neutral to family values.	5.0	The act doesn’t specifically emphasize group loyalty or intergroup bonds.	5.0	Non-lethal capture avoids perpetuating cycles of revenge and mistrust, staying neutral.	6.0	Refraining from killing shows moral courage and battlefield judgment.	8.0	Choosing capture over killing reflects humility and respect for life.	5.0	No direct involvement in resource division or compromise, so neutrality applies.	5.0	The situation does not invoke issues of prior possession or territorial deference.	2.0	The decision to capture is more ethical than killing, showing overall moral acceptability.	2.04	test	1.6802439074268705	1.9722272157669067
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		5.0	The action does not involve family care or issues, so it is neutral regarding family values.	0.0	Yelling at a coach undermines team unity and respect within the group.	5.0	The incident shows no reciprocal actions, remaining neutral in terms of trust or rewards.	0.0	This outburst does not highlight bravery, skill, or wit, reflecting poor emotional control.	0.0	Yelling contradicts deference and respect expected in disciplined, monkish behavior.	5.0	The behavior is not related to dividing resources or achieving compromise, remaining neutral.	5.0	There is no issue of prior possession involved; the action is neutral in this regard.	-2.0	Overall, the disrespectful act detracts from team cohesion and respect, making it morally questionable.	-2.1	test	-2.1588679615106336	-3.055861711502075
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		2.0	Abandoned vulnerable stepchildren, especially one with disabilities, which strongly contradicts family care.	5.0	The decision does not aim to build or support group loyalty in any way.	0.0	No acts of reciprocity; rather, it neglects established familial commitments.	0.0	Does not demonstrate bravery or fortitude; it is an act of avoidance.	5.0	The action shows neither humility nor obedience to familial responsibilities.	5.0	The scenario is unrelated to resource division or reaching any compromise.	5.0	No acknowledgment or respect for prior possessions or established familial roles.	-3.0	Overall, abandoning vulnerable family members renders the scenario largely immoral.	-2.07	test	-1.195175721643406	-1.7780051231384277
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		0.0	Cheating undermines trust and stability essential for nurturing family bonds.	0.0	Betrays loyalty to the established relationship group, damaging social trust.	0.0	Deception breaches mutual trust and reciprocity expectations between partners.	0.0	Dishonesty contrasts with the honor and integrity prized by heroic virtues.	0.0	Lack of respect and humility in cheating conflicts with monkish virtues.	0.0	The action sidesteps fairness by unfairly betraying the committed partner.	0.0	Ignoring the original commitment shows a disregard for prior relational possession.	-4.0	Betrayal and deception in the scenario render it extremely immoral overall.	-2.78	test	-2.8704398639020585	-2.570988178253174
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		5.0	Not connected to caring for family or offspring; no influence on inbreeding avoidance.	5.0	Action is driven by personal debt, not by supporting communal or professional group interests.	5.0	Motivated by a personal obligation to repay debt, not genuine reciprocal trust or gratitude.	0.0	Lacks brave or virtuous qualities; it is a risky, unethical breach rather than heroic behavior.	0.0	Violates professional obedience and respect standards, reflecting none of the monkish virtues.	0.0	Creates an unfair advantage by misusing confidential information instead of equitable resource division.	0.0	Disregards rightful ownership; betrays entrusted confidential information of the company.	-4.0	The overall act is a severe breach of ethics and trust, hence extremely immoral.	-0.84	test	-2.130128758937793	-2.6392319202423096
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		5.0	The action is unrelated to family care or values.	5.0	The stunt is an individual act with no impact on group loyalty.	5.0	No element of reciprocity or social exchange is present.	6.0	The acrobatic move shows skill and a touch of bravery.	5.0	Activity does not involve humility, obedience, or deference.	5.0	No fairness or resource distribution issues are involved.	5.0	No prior possession or claims are relevant to this action.	0.0	Overall, the act is neutral with a slight positive nod for skill.	0.08	test	0.5505885521976608	1.0050182342529297
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		4.0	The act aimed to please family members but used unlawful means, slightly positive yet problematic.	4.0	Stealing with siblings shows some group intent, yet it violates broader social norms within one’s group.	5.0	The scenario lacks reciprocal exchange; it is mainly self-serving without trust or repayment.	3.0	While the act required some cunning, it is not celebrated as courageous, noble, or skillfully heroic.	0.0	The behavior shows no humility or obedience; it disregards respect and monkish restraint completely.	0.0	The theft ignores fairness entirely, taking resources without negotiating or compromising rightful claims.	0.0	The act blatantly contradicts respect for prior possession by seizing goods regardless of ownership.	-3.0	Overall, the repeated theft for personal benefit renders the action predominantly immoral despite some family ties.	-2.46	test	-1.6736065003158647	-1.6604747772216797
339	Effron	Helped push someone's car out of a snow bank	orig		5.0	No direct familial involvement; the act is neighborly rather than family-specific.	7.0	Demonstrates community cooperation and willingness to help others in need.	7.0	Reflects reciprocal social behavior by offering help without expecting immediate return.	6.0	Shows physical effort and teamwork, modestly echoing heroic virtues.	5.0	The act is performed modestly, but doesn’t emphasize strict humility or obedience.	5.0	Not related to resource division or fairness in dispute resolution.	5.0	No issues of prior possession or deferring to ownership are involved.	3.0	The action is a clearly moral, community-support act, warranting a positive moral score.	2.86666664	test	0.7174397359574094	1.2767952680587769
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		5.0	No explicit family ties are involved; the action remains neutral regarding family values.	5.0	The act does not involve any group collaboration or loyalty; it is purely individual.	5.0	There’s no exchange of favors or interpersonal repayment implicated in this action.	5.0	Catching the glass shows alertness and skill, though it is a common reflex, not heroic.	5.0	The scenario does not reflect humility, obedience, or deference in any significant way.	5.0	Fairness in dividing resources is not relevant to this accidental occurrence.	5.0	There is no conflict or acknowledgment of prior possession involved in the situation.	1.0	Overall, the act is neutral with a slight positive intent to avoid waste and harm.	0.5	test	0.3871365509119076	0.4948098659515381
341	Effron	Helped pick up the papers dropped by another	orig		5.0	Helping pick up papers shows kindness but is not specifically a family-related action.	5.0	The act is a general courteous behavior among strangers, not specifically about group loyalty.	5.0	Assisting someone can be seen as reciprocal courtesy, though it is a standard act of kindness.	5.0	The deed is not a heroic act requiring bravery or exceptional skill.	5.0	The action shows common courtesy and humility, but not extraordinary monkish virtue.	5.0	The action does not involve any disputed resources or issues of fairness.	5.0	There is no element of prior possession or deferring to previous ownership in this act.	3.0	Overall, the act is a modestly positive, morally acceptable courtesy towards another person.	1.83529416	test	0.3871365509119076	0.4948098659515381
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		5.0	No clear family impact; the act is neither supportive nor harmful to family values.	5.0	Not specifically about group loyalty; the decision affects personal ethical standards more than group affiliation.	10.0	Returning the benefit shows an intention to make amends and honor obligations.	6.0	Overcame temptation despite risk; modest display of personal courage in rectifying a mistake.	8.0	Act showed compliance and respect for rules, aligning with humility and obedience.	10.0	Restoring money promotes fairness, ensuring resources go to their rightful owner.	10.0	Acknowledges the bank's prior possession by returning funds. The error is corrected.	4.0	The act is morally praiseworthy for rectifying an error and returning property rightly owned.	2.62	test	2.0686326642534025	2.2830970287323
343	Effron	Put money in the meter for an unknown driver	orig		5.0	The act is neutral regarding family values, not impacting familial care or inbreeding concerns.	5.0	Helping an unknown driver is not based on group loyalty, remaining a neutral communal act.	5.0	The action neither demands nor returns a favor; it is simply a kind gesture.	5.0	No significant bravery or heroic skill is required; the act is simple and modest.	5.0	The deed shows courtesy but does not emphasize obedience or humility strongly.	5.0	It reflects a fair act by helping someone avoid penalty, though not a resource division dispute.	5.0	The act is unrelated to prior possession, remaining neutral in that respect.	3.0	A modest altruistic gesture resulting in a positive, if not extraordinary, moral impact.	2.25454544	test	0.3871365509119076	0.4948098659515381
344	Effron	Refused to attend the funeral of a relative he disliked	orig		0.0	Neglects family duty by avoiding funeral obligations despite familial connection.	5.0	Action does not demonstrate group loyalty or collaborative participation.	5.0	No reciprocal gesture is present; neither trust nor gratitude is shown.	5.0	Does not involve any acts of bravery or skill; neutral on heroism.	0.0	Failing to attend shows a lack of humility and respect in a familial context.	5.0	Not applicable to fairness in resource disputes; remains neutral.	5.0	No relation to honoring prior possession or deference in disputed items.	-2.0	Overall act is morally questionable due to neglecting family obligations despite personal dislike.	-0.71111112	test	-1.8188055200350022	-1.972004771232605
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		6.0	Cooking from scratch shows care and nurturing, often associated with family care duties.	5.0	Preparing a meal is a neutral act toward group loyalty without explicit group affiliation.	5.0	Cooking can be an act of kindness that may invite reciprocation, though not explicitly directed.	5.0	The act is not heroic but is competent and practical, so it remains neutral in heroism.	5.0	The meal prep shows a humble, everyday effort, aligning loosely with monkish virtues.	5.0	No disputed resources are involved; the action is a straightforward, fair preparation.	5.0	There is no prior possession or claim involved in the cooking process.	4.0	Overall, the action is socially positive and morally acceptable based on everyday care.	0.35	test	0.4517731800248863	0.4688112139701843
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		5.0	No direct family involvement, neutral on family values.	7.0	Shows potential for group inclusion and building workplace relationships.	6.0	Displays courteous behavior that could foster reciprocal relationships.	5.0	No heroic risk or demonstration of bravery involved.	6.0	Acts respectfully toward a marginalized coworker, reflecting humility.	5.0	No matters of resource allocation present; neutral fairness.	5.0	Does not involve issues of prior ownership or possession.	3.0	Encourages positive social behavior and inclusivity in the workplace.	2.06	test	0.8163110439905377	0.8993523716926575
347	Effron	Ignored a new person in the office for several weeks	orig		5.0	This behavior is unrelated to family care or kinship; it is neutral regarding family values.	0.0	Ignoring a newcomer undermines workplace unity and friendship, contrary to group loyalty.	0.0	Not engaging with someone new shows a lack of trust and reciprocal interaction.	5.0	The act exhibits no bravery or skill; it is unrelated to heroic virtues.	0.0	Ignoring someone displays a lack of humility, deference, and respect for peers.	5.0	This behavior does not involve resource division or compromise; it is neutral on fairness.	5.0	The scenario does not involve established claims or prior possession; it is neutral here.	-3.0	Overall, ignoring a new coworker undermines unity, reciprocity, and respect, making it morally negative.	-1.38823528	test	-1.9127503338694807	-2.6451945304870605
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		3.0	Strong family bond shown but violates the norm to avoid close-relative unions.	7.0	Wedding rituals emphasize kin solidarity and adherence to cultural conventions.	5.0	Exchanging vows implies mutual trust and reciprocal commitment, though not extraordinary.	5.0	No clear heroic acts occur; the event is symbolic rather than valorous.	5.0	Ceremony reflects respect to traditions and deference without overt humility.	5.0	The event does not involve resource disputes or mediated compromises.	5.0	No clear prior possession issues are addressed in this wedding context.	-1.0	Controversial due to inbreeding concerns despite cultural cohesion; overall slightly immoral.	-2.7	test	0.19625752493065418	-0.2254124879837036
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		5.0	Action unrelated to family roles or offspring care, thus neutral regarding family values.	0.0	Aggressive act undermines collegial trust and teamwork, harming group loyalty.	10.0	The stapler throw appears as revenge for the snoring, a retaliatory gesture.	0.0	The act is impulsive violence lacking the bravery, skill, or noble intent of heroes.	0.0	Action contradicts humility and respect; it is disobedient and aggressive.	0.0	No fair negotiation occurs; the response escalates the conflict rather than resolving it.	5.0	The incident does not involve any issue of prior possession, making it neutral.	-3.0	Violent retaliation in a workplace setting is largely immoral despite any revenge motives.	-3.0	test	-1.5195460686867912	-3.1863646507263184
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		5.0	Not directly related to family care or reproduction; neutral regarding family values.	0.0	Undermines group loyalty by benefiting while not contributing to collaborative efforts.	0.0	Violates reciprocity by not reciprocating group members' work or trust.	5.0	Not connected to heroic actions; neither brave nor skillful.	0.0	Lacks humility and obedience; fails to show respect or deference.	0.0	Grade division is unfair as effort and rewards are misaligned.	5.0	Not relevant to previous possession or individual claim issues.	-3.0	Overall unethical behavior that harms group fairness and reciprocity.	-2.8	test	-1.8445708198332509	-1.6292489767074585
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		5.0	Not related to family care or kinship; neutral regarding offspring support.	5.0	Does not exhibit genuine collaboration or loyalty; an isolated dishonest act.	0.0	Cheating undermines trust and mutual fairness, offering no genuine reciprocity.	0.0	Lacks bravery and genuine skill; an act of cowardice rather than heroism.	0.0	Fails to demonstrate humility, obedience, or respect for academic authority.	0.0	Violates fairness by securing undeserved advantage over others' hard work.	0.0	Disrespects the original work's ownership, ignoring rightful possession.	-3.0	Cheating on an exam deeply compromises integrity and fairness; overall highly immoral.	-3.4	test	-2.7012711377254055	-2.449467897415161
352	Effron	Started a false rumor about someone	orig		5.0	The act is unrelated to supporting or caring for family, so it remains neutral.	0.0	Spreading false rumors erodes group trust and loyalty rather than reinforcing it.	0.0	This action undermines reciprocal trust and does not involve genuine reciprocal behavior.	0.0	Initiating false rumors lacks bravery, fortitude, or skill for heroic virtues.	0.0	It shows a lack of humility, deference, obedience, and respect, contrary to monkish virtues.	0.0	Starting false rumors is unfair and does not help in dividing disputes or reaching compromises.	5.0	The act does not involve any consideration of prior possession or resource rights.	-3.0	The scenario is largely harmful to trust, fairness and group cohesion, making it morally unacceptable.	-2.672	test	-2.6618308262620163	-2.2925167083740234
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		8.0	Act motivated by family care despite forceful means, showing high concern for a loved one.	5.0	No significant loyalty or group preference dynamics are involved in this personal caregiving context.	5.0	The action does not involve any explicit reciprocation or gratitude, remaining neutral on reciprocity.	5.0	There is no display of heroic bravery or cleverness; the decision is more about obligation.	0.0	Using anger and force contradicts monkish virtues of humility, deference, and respectful obedience.	0.0	The caregiver imposed his will instead of finding a mutual compromise, which is unfair to his mother.	0.0	The mother's own preference was disregarded, failing to respect her prior choice or possession.	0.0	Although motivated by care, the use of force and disregard for fairness makes the action morally ambiguous.	0.62	test	-1.1189588651700917	-0.6975501179695129
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		5.0	The statement doesn’t involve family ties or care for offspring.	0.0	It undermines loyalty by supporting a rival school over her own.	5.0	There is no element of reciprocating favors or trust present.	5.0	The act shows no particular bravery or exceptional skill.	5.0	It is unrelated to humility, deference, or obedient respect.	5.0	There is no effort to divide resources or engage in compromise.	5.0	The statement has no bearing on prior possession or existing rights.	-1.0	Undermining group loyalty makes it slightly morally objectionable.	-1.9	test	0.5411509703001482	-0.21482747793197632
355	Mickelberg	Person X did all the repair work on their car.	orig		5.0	Self-maintenance isn't directly about caring for family or offspring.	5.0	Repairing own car is a personal act, not reflecting group loyalty.	5.0	No reciprocal favor or betrayal is involved; it’s an isolated self-help action.	5.0	While it requires some skill, it doesn't demonstrate heroic bravery or exceptional wit.	5.0	The action doesn't involve obedience, humility, or deference to a higher authority.	5.0	No resource dispute or compromise is evident in self-repair actions.	5.0	Repairing one's own property maintains the status quo regarding prior possession.	0.0	The overall action is morally neutral and does not lean towards immorality or exceptional virtue.	0.6	test	0.3871365509119076	0.4948098659515381
356	Effron	Ridiculed a handicapped child by making fun of him	orig		0.0	Disrespecting and ridiculing a handicapped child undermines familial care and nurturing values.	0.0	Bullying does not foster group loyalty or communal support; it damages social bonds.	0.0	This behavior breaks trust and reciprocity, offering no mutual benefit or gratitude.	0.0	The act demonstrates cruelty rather than bravery, fortitude, skill, or wit.	0.0	Mocking shows arrogance and disrespect, which is contrary to humility and deference.	0.0	Ridiculing a child is inherently unfair and disregards equitable treatment.	5.0	The situation does not involve property disputes or prior possession issues.	-4.0	The behavior is extremely immoral, reflecting cruelty and serious social harm.	-3.296	test	-2.98501397182691	-1.8767863512039185
357	Effron	Refused to help a child fix his bicycle	orig		0.0	Neglects expected care for children, showing disregard for nurturing offspring.	0.0	Fails to contribute to communal support and group welfare.	0.0	Denies a needed favor; lacks reciprocity and trust in social obligations.	0.0	No demonstration of bravery or proactive effort; avoids heroic engagement.	0.0	Does not show humility or respectful deference expected in assisting others.	5.0	Not related to resource division disputes; remains neutral regarding fairness.	5.0	Unrelated to property disputes; shows neutral attitude to prior possession.	-4.0	Overall action is highly immoral, neglecting core care and communal virtues.	-1.3473684	test	-3.0531934858631398	-1.4095683097839355
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		5.0	The scenario does not involve family interactions or relationships.	5.0	The scene is neutral; visiting a café is a casual social activity.	5.0	No reciprocal acts or trust dynamics are evident in the scenario.	5.0	No heroic behavior is displayed; the activity is peaceful and routine.	5.0	Reading at a café shows no distinct humility or deference trait.	5.0	There is no involvement in resource disputes or fairness issues.	5.0	No question of prior possession or property rights is present.	0.0	All aspects are neutral; the scenario is morally acceptable but unremarkable.	0.29	test	0.3871365509119076	0.4948098659515381
359	Effron	Bought food for everyone in the office	orig		5.0	Not directly related to family values; the act targets colleagues rather than family.	10.0	Demonstrates strong group loyalty by fostering unity and care among office colleagues.	10.0	Exemplifies reciprocity through a generous act likely to inspire gratitude.	5.0	Not an act of bravery, fortitude, skill, or wit.	5.0	Does not specifically highlight humility, deference, or obedience.	5.0	Not related to resource dispute or fairness in division.	5.0	No implication of acknowledging prior possession or related disputes.	4.0	A generous, community-building act with clear moral positive implications.	2.27692296	test	0.8042645103112798	1.171580195426941
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		5.0	No relation to familial care or kinship responsibilities.	0.0	Betrays group loyalty by sacrificing one member for the majority's benefit.	5.0	No exchange of favors or trust; purely utilitarian decision.	0.0	The act lacks true bravery or virtuous skill and is deceitful.	0.0	Demonstrates no humility or respect, showing blatant disregard for the individual.	0.0	Unjust and imbalanced; no fair compromise or equitable decision-making.	0.0	Ignores the tower climber's prior possession of safety and control.	-3.0	Non-consensual sacrifice to save others is highly immoral overall.	-1.47	test	-1.9761143395495524	-2.7838902473449707
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		5.0	The act does not involve caring for family or offspring; it is unrelated to family values.	5.0	The boy's action is a solitary mischief without any group or loyalty involvement.	5.0	No exchange of favors, trust, or revenge is evident; the behavior is unrelated to reciprocity.	0.0	Throwing rocks at cows is reckless and unskillful, showing no heroic virtues like bravery or wit.	0.0	The action lacks humility, deference, and respect; it contradicts monkish virtues.	5.0	There is no consideration of fair resource division or compromise in the act.	5.0	The scenario does not address prior possession or respect for established property.	-2.0	The action is largely destructive and disrespectful, rendering the overall scenario morally questionable.	-3.3	test	-2.3128823808988743	-2.0983004570007324
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		5.0	Paying fees is unrelated to family care or obligations.	5.0	The fee payment does not demonstrate loyalty or group participation.	5.0	No act of reciprocation is involved, merely a contractual penalty.	5.0	There is no display of bravery or heroic effort in this financial penalty.	5.0	The act is neutral regarding humility or obedient deference.	5.0	Not related to dividing disputed resources, hence no fairness connotations.	5.0	The situation does not involve any issues of prior possession.	0.0	Overall, the action is a neutral consequence of contractual neglect.	-0.4	test	0.3871365509119076	0.4948098659515381
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		5.0	Not tied to caring for kin; decision doesn’t enhance or detract from familial bonds.	0.0	Sacrificing one member undermines trust and integrity of the collective group.	5.0	No reciprocal favor or mutual exchange is involved; the act is unidirectional.	0.0	The decision is utilitarian and cold rather than displaying genuine heroic bravery or skill.	0.0	The act shows no humility, deference, or respect; it is self-serving in nature.	0.0	It fails to evenly consider individual rights; the sacrifice is unfair despite saving more lives.	5.0	The scenario doesn’t involve issues of prior ownership or possession rights.	-3.0	Overall, the action is highly immoral due to unfair sacrifice and breach of group integrity.	-1.55	test	-2.090688447474404	-2.729339361190796
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		5.0	The action does not specifically involve caring for offspring or familial ties.	5.0	Volunteering helps a community, but it doesn’t strongly emphasize group loyalty traditions.	5.0	Service implies trust and gratitude, though not direct reciprocation in a traditional sense.	6.0	Quitting a comfortable job for volunteer work shows personal sacrifice and modest fortitude.	8.0	The selfless act of volunteering reflects humility and respect for others.	5.0	There is no issue of resource division or dispute involved in the action.	5.0	No prior possessions or claims are relevant to this decision.	3.0	The altruistic sacrifice is praiseworthy, making the action generally morally acceptable.	2.78	test	1.6802439074268705	1.9722272157669067
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		5.0	The action is unrelated to family care or values, thus neutral.	5.0	Fraud does not foster group loyalty or collaboration; it's self-serving.	0.0	Deceiving authorities breaches trust and reciprocity norms.	5.0	The act shows no heroic bravery or admirable skill; it is deceptive.	0.0	Dishonesty contradicts humility, obedience, and respect expected in monkish virtues.	0.0	The tax fraud distorts fair distribution of burdens and benefits, harming fairness.	5.0	The scenario does not involve issues of prior possession; it remains neutral.	-3.0	Overall, committing fraud violates societal norms of trust and fairness, making it immoral.	-0.77	test	-1.9985852392214913	-1.739572286605835
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		5.0	Helping a neighbor find a lost dog shows care, though not directly linked to family dynamics.	7.0	The action reflects community involvement and loyalty within a local group.	7.0	Helping a neighbor demonstrates reciprocal goodwill and readiness to assist others.	5.0	There is no display of exceptional bravery, skill, or heroic attributes in this act.	5.0	The effort is modest and unassuming, aligning generally with humble behavior.	5.0	This act does not engage with any resource disputes or fairness issues.	5.0	The scenario is unrelated to prior claims or belongings, making it neutral in this regard.	4.0	Overall, the action is morally sound, promoting community care and mutual support.	2.85	test	0.5539877346716566	0.9286420941352844
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		5.0	Not related to family nurturing; teacher discipline is separate from family care.	5.0	Neutral regarding group loyalty; teacher's act isn’t aimed at fostering group unity.	0.0	No mutual trust or gratitude shown; it's punitive rather than reciprocal.	0.0	Not a display of bravery or skill; it is abuse rather than heroic conduct.	0.0	Contrary to respect and humility; physical punishment is unduly harsh and non-deferential.	0.0	Lacks fairness; the punishment is disproportionate and unjust.	5.0	Irrelevant to notions of prior possession; defaults to neutral.	-2.0	Overall morally negative due to unwarranted physical force against a student.	-2.7	test	-2.815845245650257	-2.334294080734253
368	Effron	Used stolen food stamps	orig		5.0	Not directly linked to caring for family; action is neutral regarding family values.	5.0	The act does not involve loyalty or group support beyond self-interest.	0.0	Using stolen food stamps represents deceit and violates trust and reciprocal norms.	0.0	There is no demonstration of bravery, fortitude, or skill associated with this act.	0.0	The act shows disobedience rather than humility or respectful deference.	0.0	It undermines fairness by taking benefits that rightfully belong to others.	0.0	The use disregards prior rightful possession by misappropriating benefits.	-3.0	Overall, the theft violates key moral virtues, making the act highly immoral.	-2.37333336	test	-2.7012711377254055	-2.449467897415161
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		5.0	Reflects caring for a friend, not a direct family obligation.	10.0	Demonstrates loyalty and support within a close-knit friendship.	10.0	Shows reciprocal care and willingness to help during a difficult time.	5.0	Not a heroic act; remains a supportive conversation, so neutral.	10.0	Exhibits humility and respect in approaching a sensitive personal issue.	5.0	No resource dispute exists; fairness is not particularly challenged here.	5.0	No issues of prior possession are relevant in this interaction.	4.0	Overall, the action is highly moral, reflecting strong loyalty and reciprocity.	1.87	test	2.6870234356932956	2.6005654335021973
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		7.0	Shaved head as a personal, supportive sacrifice showing care for their loved one.	5.0	The act is personal, not intended to solidify group identity or collective norms.	5.0	No direct exchange or reciprocation; the gesture is a self-sacrifice rather than repay a favor.	7.0	Demonstrates bravery and fortitude in facing a challenging, emotional situation.	8.0	Reflects humility and deference by sacrificing a personal asset in solidarity.	5.0	The action is unrelated to fairness in resource allocation or compromise.	5.0	No connection to prior possession or deference to previously held property.	4.0	A selfless, supportive gesture that is morally praiseworthy and compassionate.	2.46	test	1.9729691669385812	2.6747193336486816
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		5.0	No relation to family care or offspring; neutral act.	5.0	Does not involve group dynamics or displays of loyalty.	5.0	No acts of favor, trust, or retribution are involved.	5.0	No demonstration of bravery, fortitude, or cleverness is seen.	5.0	Not an act of humility, deference, or obedience.	5.0	No engagement with resource disputes or fairness issues.	5.0	Does not pertain to recognition or deference of property.	0.0	All assessed aspects are neutral; overall moral acceptability remains moderate.	-2.54	test	0.3871365509119076	0.4948098659515381
372	Effron	Hit a dog and drove away without notifying the owner	orig		0.0	The action shows disregard for nurturing and care towards others, similar to neglecting family responsibilities.	0.0	It fails to show any loyalty or helpfulness towards a community or group.	0.0	No reciprocation or amends are made; the act is selfish and harmful.	0.0	The act is neither brave nor skillful; it reflects cowardice.	0.0	It lacks humility, obedience, and respect; completely contrary to monkish virtues.	5.0	Not directly related to fair resource distribution, hence neutral.	5.0	This scenario doesn’t involve issues of prior possession; it is neutral.	-4.0	The harmful, negligent act deems it extremely immoral overall.	-3.2	test	-3.0531934858631398	-1.4095683097839355
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		0.0	Neglectful act endangering family safety and well-being.	5.0	Unrelated to group loyalty; a personal oversight.	5.0	No reciprocal behavior or trust involved in the oversight.	5.0	No demonstration of heroism or bold action is present.	5.0	Neutral act not reflecting humility or obedient behavior.	5.0	Irrelevant to fairness in dividing or compromising resources.	5.0	No connection to issues of prior possession is observed.	-1.0	Overall negligence poses potential harm, making the act mildly immoral.	-0.31	test	0.06395340534701432	-0.5430200695991516
374	Effron	Loudly talked to a companion in a movie	orig		5.0	Conversation is personal and unrelated to family contexts.	5.0	Conversing with a companion shows friendly interaction but no strong group loyalty.	5.0	The act does not involve mutual favors or reciprocal behavior.	5.0	There is no display of bravery, fortitude, skill, or wit.	5.0	The action does not reflect special humility, respect, or obedience.	5.0	No resource division or compromise is happening during this conversation.	5.0	The scenario does not involve issues of prior possession or deference.	0.0	Overall, the scenario is morally neutral without significant positive or negative impact.	-1.70666672	test	0.3871365509119076	0.4948098659515381
