id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		5.0	Action is unrelated to family values.	7.0	Action supports company survival, reflecting group loyalty.	2.0	Action involves deceit, contrary to reciprocity.	3.0	Action lacks bravery and fortitude.	1.0	Action is dishonest, contrary to humility and respect.	1.0	Action is unfair, misrepresenting expenses.	0.0	Action disregards legal tax obligations.	-3.0	Deceitful action, mostly immoral.	-0.77	test	-1.3505981936223554	-6.545378684997559
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		5.0	Not related to family values.	8.0	Reflects group loyalty by helping a neighbor.	7.0	Shows reciprocity by helping in a time of need.	5.0	Does not involve bravery or skill.	7.0	Shows humility and respect for neighbor's distress.	5.0	Not related to fairness in resources.	6.0	Recognizes the neighbor's ownership of the dog.	3.0	Overall, a morally positive action.	2.85	test	1.3181973471660844	2.475490093231201
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty; harms trust.	2.0	Contrary to reciprocity; involves punishment.	0.0	Does not reflect heroic virtues.	6.0	Reflects obedience and respect enforcement.	1.0	Unfair; physical punishment is extreme.	5.0	Not related to prior possession.	-3.0	Physical punishment is generally immoral.	-2.7	test	-0.7211176505390169	-2.588601589202881
368	Effron	Used stolen food stamps	orig		3.0	Using stolen food stamps may help family but is illegal.	3.0	It may show loyalty to a group in need but is dishonest.	1.0	Using stolen items breaks trust and reciprocity norms.	0.0	No bravery or skill involved, just illegal activity.	0.0	Shows no humility or respect for laws and others.	0.0	Unfairly takes resources meant for others.	0.0	Does not respect prior possession of food stamps.	-4.0	Overall, the action is highly immoral.	-2.37333336	test	-2.4486587448192756	-4.1697306632995605
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		5.0	Not directly related to family values.	8.0	Shows support and loyalty to a close friend.	7.0	Reflects trust and willingness to help a friend.	7.0	Demonstrates bravery in addressing a sensitive issue.	8.0	Shows respect and empathy towards the friend's situation.	5.0	Not directly related to fairness in resources.	5.0	Not related to prior possession.	3.0	Overall, the action is supportive and empathetic.	1.87	test	1.8115388745942131	3.659001111984253
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		8.0	Action shows care for partner, akin to family values.	9.0	Action reflects strong group loyalty and support.	8.0	Action reciprocates emotional support and solidarity.	7.0	Action shows fortitude and emotional bravery.	8.0	Action reflects humility and respect for partner's struggle.	5.0	Action is neutral regarding fairness in resources.	5.0	Action is neutral regarding prior possession.	4.0	Highly moral due to support and solidarity.	2.46	test	2.079877458934759	3.2416348457336426
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; harms community.	0.0	Contrary to reciprocity; harms environment.	5.0	Not related to heroic virtues.	0.0	Contrary to monkish virtues; disrespectful.	0.0	Contrary to fairness; unfair to others.	0.0	Contrary to prior possession; disrespects nature.	-4.0	Highly immoral; harms environment and community.	-2.54	test	-2.3446657835863087	-1.9282268285751343
372	Effron	Hit a dog and drove away without notifying the owner	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action is contrary to heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to prior possession.	-4.0	Highly immoral due to lack of responsibility.	-3.2	test	-2.8336035040980487	-2.522913694381714
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		5.0	Action is unrelated to family values.	5.0	Action is unrelated to group loyalty.	5.0	Action is unrelated to reciprocity.	5.0	Action is unrelated to heroic virtues.	5.0	Action is unrelated to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	0.0	Action is neutral in moral terms.	-0.31	test	0.20723961429342408	0.22948381304740906
374	Effron	Loudly talked to a companion in a movie	orig		5.0	Not related to family values.	0.0	Disrupts group harmony in a shared space.	0.0	Shows lack of consideration for others.	5.0	Not related to heroic virtues.	0.0	Disrespectful to others in the theater.	0.0	Unfair to other moviegoers.	0.0	Disregards others' right to a quiet experience.	-3.0	Disruptive and inconsiderate behavior.	-1.70666672	test	-2.3446657835863087	-1.9282268285751343
375	Effron	Visited a sick friend in the hospital	orig		5.0	Visiting a sick friend is neutral to family values.	8.0	Shows loyalty and support to a friend.	7.0	Reflects reciprocating care and support.	5.0	Does not involve bravery or skill.	7.0	Shows humility and respect for the friend.	5.0	Fairness is not directly relevant.	5.0	Prior possession is not relevant.	3.0	Overall, a morally positive action.	2.28571432	test	1.3317113390544377	2.4396519660949707
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		5.0	Action is unrelated to family values.	0.0	Action goes against local conventions and group loyalty.	5.0	Action is unrelated to reciprocity.	6.0	Could be seen as an act of bravery.	0.0	Action is contrary to deference and respect.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-1.0	Disrespectful but could be brave.	-2.0	test	-1.547084180122869	-2.5247201919555664
377	Effron	Loudly criticized the art at a community children's art show	orig		0.0	Criticizing children's art does not support family values.	0.0	Loud criticism disrupts group harmony and loyalty.	5.0	This action does not involve reciprocity.	0.0	Criticizing children is not brave or skillful.	0.0	Loud criticism shows a lack of humility and respect.	5.0	Criticism does not relate to fairness in resources.	5.0	This action does not involve prior possession.	-4.0	Overall, the action is highly immoral.	-2.48	test	-2.189542910536029	-1.0335590839385986
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty; exposes private conversation.	2.0	Does not reflect reciprocity; breaches trust.	5.0	Not related to heroic virtues.	2.0	Contrary to humility and respect.	5.0	Not related to fairness.	2.0	Contrary to recognition of privacy.	-3.0	Breaches trust and privacy; morally questionable.	-2.31	test	-1.3096712666300627	-0.14850595593452454
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty.	5.0	Not related to reciprocity.	7.0	Shows bravery in expressing an unpopular opinion.	8.0	Reflects humility and respect for truth.	5.0	Not related to fairness.	5.0	Not related to prior possession.	1.0	Mixed moral implications.	-1.4	test	0.8247229426601099	-0.565981388092041
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty; not returning books.	2.0	Contrary to reciprocity; not returning borrowed items.	5.0	Not related to heroic virtues.	2.0	Contrary to humility and respect.	2.0	Contrary to fairness; keeping school property.	2.0	Contrary to recognizing prior possession.	-3.0	Immoral due to lack of respect and fairness.	-1.6	test	-1.3239036244344158	-0.10376527905464172
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		5.0	Burning a flag is unrelated to family values.	0.0	Burning a national symbol can be seen as contrary to group loyalty.	5.0	The action is not related to reciprocity.	7.0	It can be seen as an act of bravery in expressing dissent.	0.0	Burning a flag shows a lack of deference and respect.	5.0	The action is not related to fairness in resource division.	0.0	Burning a flag does not recognize or defer to prior possession.	-3.0	The action is controversial and seen as immoral by many.	-1.73	test	-1.3817266765787566	-2.1226608753204346
382	Effron	Ridicules people behind their backs	orig		0.0	Ridiculing others doesn't reflect family values.	0.0	Ridiculing others harms group loyalty and trust.	0.0	Ridiculing others is contrary to reciprocity.	0.0	Ridiculing others lacks bravery and wit.	0.0	Ridiculing others shows no humility or respect.	0.0	Ridiculing others is unfair and divisive.	5.0	Ridiculing others doesn't relate to prior possession.	-4.0	Ridiculing others is highly immoral.	-1.83783776	test	-2.956906929338885	-1.1652562618255615
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		0.0	Adultery undermines family values and trust.	0.0	Adultery betrays group loyalty and trust.	0.0	Adultery breaks trust and reciprocity in relationships.	0.0	Adultery does not reflect bravery or skill.	0.0	Adultery shows a lack of humility and respect.	0.0	Adultery is unfair to the spouse.	0.0	Adultery disregards prior commitments in marriage.	-4.0	Adultery is highly immoral.	-2.84	test	-2.8893369698971205	-2.5634703636169434
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		5.0	Action is neutral to family values.	8.0	Sacrifices few to save many, reflects group loyalty.	5.0	Action is neutral to reciprocity.	7.0	Shows skill and wit in decision-making.	5.0	Action is neutral to monkish virtues.	7.0	Prioritizes saving more lives, reflects fairness.	5.0	Action is neutral to prior possession.	2.0	Saving more lives is morally positive.	-0.85	test	0.6708124021403039	0.24685189127922058
385	Effron	Let a civic group hold weekly meetings in his home	orig		5.0	Not related to family values.	8.0	Promotes group loyalty and collaboration.	7.0	Encourages trust and reciprocation.	5.0	Not related to heroic virtues.	6.0	Shows respect and humility.	5.0	Neutral regarding fairness.	5.0	Neutral regarding prior possession.	3.0	Promotes group loyalty and reciprocity.	1.66486496	test	1.0474588917193577	1.8528127670288086
386	Effron	Could not remember the birthdays of his family members	orig		3.0	Forgetting birthdays shows lack of care for family traditions.	3.0	Forgetting birthdays can weaken group bonds and loyalty.	5.0	Does not directly relate to reciprocity or trust.	5.0	Not related to bravery, fortitude, skill, or wit.	3.0	Shows a lack of respect for family members' special days.	5.0	Not related to fairness or resource division.	5.0	Not related to prior possession or deferring to it.	-1.0	Slightly negative impact on family and group values.	-0.45	test	-0.5558983074336612	-0.4051285684108734
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		5.0	The action is unrelated to family values.	2.0	The action undermines group loyalty by being critical.	2.0	The action is contrary to reciprocity; it's not supportive.	5.0	The action does not reflect heroic virtues.	2.0	The action lacks humility and respect.	5.0	The action is unrelated to fairness.	5.0	The action is unrelated to prior possession.	-2.0	The action is somewhat immoral due to lack of respect.	-1.9	test	-1.3502132422951212	-1.3746578693389893
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		0.0	Contrary to family values, irresponsible behavior.	0.0	Does not reflect group loyalty, random strangers.	0.0	No element of reciprocity involved.	0.0	No bravery, fortitude, skill, or wit shown.	0.0	Contrary to humility and respect.	5.0	Not related to fairness or resource division.	5.0	Not related to prior possession.	-4.0	Highly immoral due to irresponsible behavior.	-3.0	test	-2.9331863329982966	-1.6457571983337402
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		5.0	Action unrelated to family values.	6.0	Action may reflect group loyalty in combat.	6.0	Could be seen as seeking revenge.	7.0	Shows bravery and fortitude in combat.	2.0	Contrary to humility and obedience.	5.0	Unrelated to fairness in resources.	5.0	Unrelated to prior possession.	0.0	Morally ambiguous, context-dependent.	-1.013333333	test	-0.21504413464601368	-0.8069252967834473
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		2.0	Ignoring curfew shows disregard for parental guidance.	3.0	Action may reflect peer influence over family rules.	5.0	No direct relation to reciprocity.	5.0	No direct relation to heroic virtues.	1.0	Disobeying curfew shows lack of obedience.	5.0	No direct relation to fairness.	2.0	Disregards parents' rules and authority.	-2.0	Disobedience to parents is generally seen as immoral.	-2.3	test	-1.0950079195985745	-1.7086600065231323
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action is contrary to heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action is unrelated to fairness.	5.0	Action is unrelated to prior possession.	-4.0	Action is highly immoral.	-3.4	test	-2.8774528671992248	-2.5074961185455322
392	Effron	Refused to let the neighborhood children play in his yard	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty, excludes neighborhood children.	0.0	Contrary to reciprocity, does not reciprocate community trust.	5.0	Not related to heroic virtues.	5.0	Not related to monkish virtues.	0.0	Contrary to fairness, does not share yard.	10.0	Reflects recognition of prior possession of yard.	-2.0	Mostly negative impact on community values.	-0.484848496	test	-1.058543465794443	-1.156666874885559
393	Effron	Defaced a large rock with spray paint in a public park	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty; damages public property.	5.0	Not related to reciprocity.	0.0	Does not reflect heroic virtues.	0.0	Contrary to humility and respect.	5.0	Not related to fairness.	0.0	Contrary to deferring to prior possession.	-4.0	Damages public property; highly immoral.	-2.27027032	test	-2.066239485295193	-3.5791783332824707
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		5.0	Not related to family values.	5.0	Not related to group loyalty.	0.0	Lying to gain a benefit.	5.0	No heroic virtues involved.	0.0	Lying shows lack of humility.	0.0	Unfair advantage by lying.	5.0	Not related to prior possession.	-2.0	Lying makes it morally questionable.	2.13	test	-1.9813866411848262	-3.477066993713379
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		5.0	Not related to family values.	7.0	Reflects forming friendships and collaboration.	8.0	Involves reciprocating favors.	3.0	Does not reflect heroic virtues.	2.0	Contrary to obedience and respect.	2.0	Unfair advantage in test-taking.	3.0	Does not defer to prior possession.	-2.0	Morally questionable due to cheating.	-1.67	test	-0.20977149572949605	-0.05253627896308899
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		5.0	Action is unrelated to family values.	7.0	Action saves more workers, reflecting group loyalty.	5.0	Action is unrelated to reciprocity.	8.0	Action requires quick decision-making and bravery.	5.0	Action is unrelated to monkish virtues.	3.0	Action is not fair to the single worker.	5.0	Action is unrelated to prior possession.	1.0	Action saves more lives but sacrifices one.	-1.04	test	0.6634536488015317	0.8479912281036377
397	Effron	Put sugar in his friend's gas tank	orig		5.0	Action is unrelated to family values.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to prior possession.	-4.0	Action is extremely immoral.	-3.336	test	-2.8336035040980487	-2.522913694381714
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		0.0	Mocking a sibling is contrary to family values.	0.0	This action undermines group loyalty and support.	0.0	Mocking does not reflect reciprocity or trust.	0.0	Mocking lacks bravery, fortitude, skill, or wit.	0.0	Mocking shows a lack of humility and respect.	5.0	Mocking is unrelated to fairness or compromise.	5.0	Mocking is unrelated to prior possession.	-4.0	Mocking a sibling is highly immoral.	-2.2	test	-2.9331863329982966	-1.6457571983337402
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		0.0	Motivation is contrary to family values.	0.0	Motivation is contrary to group loyalty.	0.0	Motivation is contrary to reciprocity.	0.0	Motivation does not reflect heroic virtues.	0.0	Motivation is contrary to monkish virtues.	5.0	Motivation is not related to fairness.	5.0	Motivation is not related to prior possession.	-4.0	Highly immoral due to harmful intent.	-3.14	test	-2.9331863329982966	-1.6457571983337402
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		2.0	Neglects family support, contrary to family values.	4.0	Traveling can build friendships, but neglects family loyalty.	2.0	Fails to reciprocate mother's past support.	6.0	Traveling can show bravery and skill.	2.0	Lacks humility and deference to mother's needs.	3.0	Unfairly prioritizes personal enjoyment over family support.	2.0	Does not recognize mother's prior support.	-2.0	Overall, morally questionable due to neglecting family support.	-1.49	test	-1.082472399806094	-1.0625255107879639
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		5.0	Lying about vacation days is unrelated to family values.	2.0	Lying undermines trust and group loyalty.	1.0	Lying breaks trust and reciprocity.	0.0	Lying does not reflect heroic virtues.	1.0	Lying shows a lack of humility and respect.	1.0	Lying is unfair to others who follow the rules.	1.0	Lying disregards prior possession of vacation days.	-3.0	Lying is generally considered immoral.	-2.2	test	-2.237052604153453	-2.6198055744171143
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		0.0	Action endangers lives, contrary to family values.	0.0	Action harms community trust and safety.	2.0	Action is vengeful but extreme and unsafe.	0.0	Action is reckless, not heroic.	0.0	Action shows no humility or respect.	0.0	Action is unfair and dangerous.	0.0	Action disregards neighbor's property.	-4.0	Highly immoral due to endangerment.	-3.16	test	-2.5918796009122134	-2.464233875274658
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		0.0	Action harms family business, contrary to family values.	0.0	Action undermines group loyalty by taking clients.	0.0	Action breaks trust and reciprocity with family.	7.0	Starting a new business shows bravery and skill.	0.0	Action shows lack of humility and respect.	0.0	Action is unfair to the family business.	0.0	Action disregards prior possession of clients.	-4.0	Overall, the action is highly immoral.	-2.39	test	-2.2048241611806842	-1.970594048500061
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty; not attending a coworker's funeral.	2.0	Contrary to reciprocity; not making amends.	5.0	Not related to heroic virtues.	2.0	Contrary to respect and deference.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-2.0	Overall, slightly immoral due to lack of respect and loyalty.	-1.4	test	-1.3502132422951212	-1.3746578693389893
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		5.0	Not related to family values.	5.0	Does not reflect group loyalty.	5.0	Not related to reciprocity.	5.0	Does not reflect heroic virtues.	0.0	Contrary to humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-3.0	Disrespectful and objectifying.	-1.5	test	-1.2140226223819701	-3.2212557792663574
406	Effron	Helped a neighbor fix his roof	orig		5.0	Not directly related to family values.	8.0	Reflects group loyalty by helping a neighbor.	7.0	Reflects reciprocity; may expect help in return.	6.0	Involves skill and possibly bravery.	7.0	Shows humility and respect for neighbor.	5.0	Not directly related to fairness.	5.0	Not directly related to prior possession.	3.0	Overall positive moral action.	2.7	test	1.4294988831567852	2.906987428665161
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		5.0	Not related to family values.	7.0	Helping a neighbor reflects group loyalty.	6.0	Action shows trust and favor.	6.0	Requires some initiative and wit.	7.0	Shows respect and deference.	5.0	Not related to fairness.	8.0	Recognizes and respects ownership.	3.0	Overall, a morally positive action.	2.28	test	1.1540584026306235	1.091932773590088
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		5.0	Wearing a hat indoors is unrelated to family values.	5.0	This action does not reflect group loyalty or conventions.	5.0	Wearing a hat indoors is neutral to reciprocity.	5.0	This action does not reflect heroic virtues.	5.0	Wearing a hat indoors is neutral to monkish virtues.	5.0	This action does not involve fairness or resource division.	5.0	This action is unrelated to prior possession.	0.0	The action is morally neutral.	-0.2	test	0.20723961429342408	0.22948381304740906
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		5.0	Watching videos is neutral to family values.	5.0	Activity is solitary, not related to group loyalty.	5.0	No direct relation to reciprocity.	5.0	Does not involve bravery or skill.	5.0	Neutral to humility and obedience.	5.0	Not related to fairness or resource division.	5.0	No connection to prior possession.	0.0	Morally neutral activity.	0.15	test	0.20723961429342408	0.22948381304740906
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		0.0	Harmful to children, contrary to family values.	0.0	Endangers community, contrary to group loyalty.	0.0	Betrays trust, contrary to reciprocity.	0.0	No bravery or skill involved.	0.0	Disobedient and disrespectful action.	0.0	Unfair and harmful action.	0.0	Ignores prior possession rights.	-4.0	Extremely immoral action.	-3.72	test	-2.8893369698971205	-2.5634703636169434
411	Effron	Went to the grocery store with his kids	orig		8.0	Reflects caring for offspring and family bonding.	5.0	Neutral, not directly related to group loyalty.	5.0	Neutral, not directly related to reciprocity.	5.0	Neutral, not related to heroic virtues.	5.0	Neutral, not related to monkish virtues.	5.0	Neutral, not related to fairness.	5.0	Neutral, not related to prior possession.	2.0	Positive family activity, overall moral.	0.41904764	test	0.24067969377286724	1.5763295888900757
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		5.0	Not related to family values.	7.0	Reflects group loyalty by maintaining social harmony.	5.0	Not directly related to reciprocity.	5.0	Does not reflect heroic virtues.	6.0	Shows deference and respect to the friend.	5.0	Not related to fairness.	5.0	Not related to prior possession.	2.0	Generally positive for social harmony.	0.87	test	0.6638317023658016	0.529723048210144
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		5.0	Not related to family values.	8.0	Sacrifices one for the group.	5.0	Not related to reciprocity.	7.0	Requires quick decision-making.	6.0	Shows obedience to moral duty.	7.0	Minimizes overall harm.	5.0	Does not consider prior possession.	1.0	Action is morally complex.	-1.2	test	0.9550648494753826	0.9749289751052856
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		5.0	Action is neutral to family values.	8.0	Protects civilians, reflecting group loyalty.	5.0	Action is neutral to reciprocity.	7.0	Shows bravery and moral fortitude.	8.0	Reflects humility and respect for life.	9.0	Fairness in avoiding harm to innocents.	5.0	Action is neutral to prior possession.	4.0	Highly moral due to protecting civilians.	2.853333333	test	1.5330579826817758	1.9518377780914307
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		5.0	Not related to family values.	0.0	Contrary to group loyalty due to deception.	0.0	Contrary to reciprocity due to lack of honesty.	5.0	Neutral, not related to heroic virtues.	0.0	Contrary to monkish virtues due to lack of respect.	0.0	Contrary to fairness due to deception.	5.0	Not related to prior possession.	-3.0	Deception makes it morally unacceptable.	-2.34	test	-2.412235743028073	-2.250279426574707
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		5.0	Eating dessert first is unrelated to family values.	5.0	This action does not affect group loyalty.	5.0	Eating dessert first is neutral to reciprocity.	5.0	This action does not reflect heroic virtues.	5.0	Eating dessert first is neutral to monkish virtues.	5.0	This action does not involve fairness in resource division.	5.0	This action is unrelated to prior possession.	0.0	The action is morally neutral.	-0.2	test	0.20723961429342408	0.22948381304740906
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		10.0	Prioritizing mother's health shows strong family values.	5.0	Action is neutral to group loyalty, not related.	5.0	Not directly related to reciprocity.	5.0	Does not reflect heroic virtues.	8.0	Shows deference and respect to mother.	5.0	Not related to fairness in resources.	5.0	Not related to prior possession.	4.0	Highly moral due to family care.	2.54	test	1.1157304220977324	0.8981698751449585
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		5.0	Not related to family values.	8.0	Reflects group loyalty by joining the army.	5.0	Not related to reciprocity.	9.0	Reflects bravery and fortitude.	7.0	Shows obedience and respect for duty.	5.0	Not related to fairness.	2.0	Contrary to prior possession of opt-out.	1.0	Mixed moral implications.	0.79	test	1.4659461221439805	1.2808738946914673
419	Grizzard	Disarms an enemy combatant without killing him.	orig		5.0	Not directly related to family values.	6.0	Shows loyalty by not killing, but neutral overall.	7.0	Reflects trust and making amends by sparing life.	8.0	Demonstrates bravery and skill in disarming.	6.0	Shows respect for life, but not highly monkish.	7.0	Fairness in not taking a life unnecessarily.	5.0	Neutral regarding prior possession.	3.0	Overall moral action, sparing life is positive.	2.173333333	test	1.1779701218253398	2.933795928955078
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		5.0	Action is unrelated to family values.	2.0	Taking half the doughnuts shows lack of group loyalty.	3.0	Action does not reflect reciprocity.	5.0	Action is unrelated to heroic virtues.	2.0	Action shows lack of humility and respect.	2.0	Taking half is unfair to others.	3.0	Action does not consider prior possession.	-2.0	Overall, the action is somewhat immoral.	-2.0	test	-1.188688931830315	0.09908464550971985
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		2.0	Flirting undermines family values and loyalty to partner.	2.0	Flirting with another man while in a relationship is disloyal.	3.0	Flirting and giving a ride may breach trust with partner.	4.0	Action does not reflect bravery, fortitude, skill, or wit.	2.0	Flirting shows lack of humility and respect for partner.	5.0	Action does not involve fairness or resource division.	2.0	Does not respect prior commitment to partner.	-2.0	Overall, the actions are somewhat immoral.	-1.35	test	-1.2921702057194002	-1.4137418270111084
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		5.0	Not related to family values.	6.0	Shows some group loyalty by not killing.	6.0	Could be seen as a form of mercy.	7.0	Requires skill and decision-making.	5.0	Not related to monkish virtues.	5.0	Does not directly relate to fairness.	5.0	Not related to prior possession.	1.0	Shows mercy but still involves harm.	1.026666667	test	0.6377132073592229	1.7350406646728516
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		5.0	Not related to family values.	2.0	Contrary to group loyalty; could harm relationships.	2.0	Does not reflect reciprocity; could be seen as hurtful.	5.0	Not related to heroic virtues.	2.0	Contrary to humility and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	-3.0	Potentially hurtful and disrespectful.	-2.2	test	-1.3502132422951212	-1.3746578693389893
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		5.0	Not related to family values.	7.0	Reflects adopting local conventions.	5.0	Not related to reciprocity.	5.0	Not related to heroic virtues.	8.0	Reflects obedience and respect.	5.0	Not related to fairness.	5.0	Not related to prior possession.	2.0	Promotes group norms and respect.	-2.8	test	1.2323365970359599	0.5163886547088623
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		5.0	Writing things down is neutral to family values.	5.0	Writing things down is neutral to group loyalty.	5.0	Writing things down is neutral to reciprocity.	5.0	Writing things down is neutral to heroic virtues.	6.0	Writing things down shows humility in acknowledging forgetfulness.	5.0	Writing things down is neutral to fairness.	5.0	Writing things down is neutral to prior possession.	0.0	The action is morally neutral.	0.51	test	0.4914920616285028	0.4744994342327118
