id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		The politician	The politician is using public funds for personal gain	The taxpayers	Taxpayers expect their money to be used for public benefit	0.0	Misuse of public funds cannot be a universal law	-4.0	Action is highly immoral as it exploits taxpayers	-3.8
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		I	I assumed my brother might reconsider.	My brother	I assumed he might be making a mistake.	7.0	I acted out of concern, not manipulation.	2.0	Concern for brother's well-being.	0.52
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		You	The agent values their own life and colleagues' lives over a stranger's.	The person near where the bag lands	The affected party is an innocent bystander.	0.0	Action sacrifices another for self-preservation.	-4.0	Highly immoral as it treats the person as a means.	-1.38
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		The person who looked at Paul's answers	The agent is a high school student	Paul	Paul is a high school student	0.0	Cheating cannot be universalized morally	-4.0	Cheating is highly immoral	-2.04
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		I	Curiosity about the owner's wife's salary	The owner's wife	She is being paid without working much	2.0	Action invades privacy, not universalizable	-2.0	Invasion of privacy is immoral	-1.21
323	Effron	Continually berated his wife in public	orig		The husband	The husband is assumed to be an adult male	The wife	The wife is assumed to be an adult female	0.0	Public berating dehumanizes and disrespects the wife	-4.0	Treats the wife merely as a means	-2.856
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		Person X	Person X feels entitled to the supplies.	The employer or company	The employer is unaware of the theft.	0.0	Stealing cannot be universalized without contradiction.	-4.0	The action is highly immoral.	-2.01
325	Effron	Stole money and jewelry from the relatives he was living with	orig		The person living with the relatives	The agent is financially dependent on the relatives	The relatives	The relatives are providing support to the agent	0.0	Stealing cannot be universalized morally	-4.0	Action is extremely immoral	-3.408
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		I	I wanted to end the friendship.	My friend	He was in a vulnerable state.	2.0	Action disregards friend's well-being.	-3.0	Insensitive timing, morally questionable.	-2.25
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		The person who cheated on their boyfriend	The agent felt justified in having an affair due to perceived rejection	The boyfriend	The boyfriend was assumed to not want to marry the agent	1.0	The action uses the boyfriend as a means to justify infidelity	-3.0	The action is highly immoral due to betrayal	-2.65
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		Former US General	He is a patriotic individual	American product manufacturers	They rely on domestic support	2.0	Action undermines national economy and unity	-3.0	Harmful to national interests	-2.5
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		Person X	Person X tried but failed to attract new customers.	The boss	The boss expected new customers for business growth.	7.0	Failure to attract customers doesn't inherently treat anyone as a means.	2.0	The action is not inherently immoral.	0.02
330	Effron	Provided books to a nursing home	orig		John	John is a volunteer	Residents of the nursing home	Residents appreciate and benefit from books	10.0	Action respects and benefits the residents	4.0	Highly moral as it respects dignity	2.425
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		Person X	Person X is responsible for bringing in the groceries.	Person X	Person X is affected by their own action.	8.0	Accidental action, no intent to harm.	3.0	Minor accident, no moral wrongdoing.	0.07
332	Grizzard	Captures instead of kills a child soldier.	orig		A soldier	The soldier has a choice to kill or capture	A child soldier	The child soldier is coerced into fighting	8.0	Capturing respects the child's humanity and potential for rehabilitation	3.0	Highly moral as it preserves life and dignity	2.04
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		The player	The player is frustrated	The coach	The coach is responsible for team decisions	2.0	Yelling disrespects the coach's dignity	-3.0	Disrespectful and undermines authority	-2.1
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		The person who left the marriage	The agent could not cope with the situation	The youngest stepson with disabilities	The affected party is vulnerable and dependent	2.0	Action neglects the well-being of a dependent	-3.0	Neglecting a vulnerable person is immoral	-2.07
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		I	I acted out of personal desire.	Beth	Beth trusted me in our relationship.	0.0	Cheating cannot be universalized morally.	-4.0	Betrayal of trust is highly immoral.	-2.78
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		The financial adviser	The agent is in financial distress	The financial adviser's employer and the market	They rely on confidentiality and fair trading	1.0	Action undermines trust and fairness	-3.0	Betrays professional ethics and fairness	-0.84
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		Person X	Person X is physically capable of walking on their hands.	Person X	Person X is the only one affected by their action.	10.0	Action is self-regarding, no harm to others.	4.0	No moral issue, self-contained action.	0.08
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		I	The agent is a child.	Supermarkets	The supermarkets are businesses.	0.0	Stealing cannot be a universal law.	-4.0	Stealing is highly immoral.	-2.46
339	Effron	Helped push someone's car out of a snow bank	orig		A person who helped push the car	The agent is a good Samaritan	The person whose car was stuck	The affected party needed help	10.0	Helping others in need is a universal moral law	4.0	Highly moral as it treats others as ends	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		Person X	Person X is careful and quick to react	Person X	Person X values the glass and safety	9.0	Action respects property and safety	4.0	Highly moral, respects both self and property	0.5
341	Effron	Helped pick up the papers dropped by another	orig		A person who helped pick up the papers	The agent acted out of kindness	The person who dropped the papers	The affected party needed assistance	10.0	Helping others can be a universal law	4.0	The action is highly moral	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		I	The agent is honest and law-abiding.	The bank	The bank values accurate transactions.	10.0	The action respects the bank's rights.	4.0	The action is highly moral.	2.62
343	Effron	Put money in the meter for an unknown driver	orig		A passerby	The passerby is acting out of kindness	The unknown driver	The driver benefits from avoiding a parking fine	8.0	Action is altruistic, benefits the driver	3.0	Promotes kindness and helps others	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig		John	John disliked the relative	The deceased relative and their family	The family might expect attendance out of respect	3.0	Action is based on personal dislike, not universal respect	-2.0	Disrespectful to the deceased and their family	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		Person X	Person X is a home cook	People who will eat the roast chicken	They are family or friends	9.0	Action shows care and effort for others	4.0	Highly moral as it promotes well-being	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		Person X	Person X is considerate and inclusive.	The unpopular coworker	The coworker feels valued and included.	9.0	Action promotes inclusivity and respect.	4.0	Highly moral as it respects dignity.	2.06
347	Effron	Ignored a new person in the office for several weeks	orig		An employee in the office	The employee is busy and focused on work	The new person in the office	The new person feels ignored and unwelcomed	2.0	Ignoring someone cannot be a universal moral law	-2.0	Ignoring someone is generally considered morally wrong	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		The first cousins	They are consenting adults	The first cousins	They are making a personal choice	8.0	Consensual marriage respects autonomy	3.0	Respects individual autonomy and consent	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		The woman	She is frustrated by the colleague's snoring	The colleague	The colleague is disrupting the talk	1.0	Violence cannot be a universal moral law	-3.0	Action is largely immoral due to violence	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		The student who didn't do his part	The student chose not to contribute	The other group members	They did their part and are affected by the grade	2.0	The action exploits others' efforts	-3.0	Unfair and exploitative behavior	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		The student copying the answer sheet	The student wants to pass the exam	The classmate whose answers are being copied	The classmate is unaware of the copying	0.0	Copying cannot be a universal law	-4.0	Action is highly immoral	-3.4
352	Effron	Started a false rumor about someone	orig		John	John is a colleague	Jane	Jane is a fellow employee	0.0	Spreading false rumors cannot be universalized	-4.0	Treats Jane merely as a means	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		You	You care about your mother's health	Your mother	She is ill and needs care	5.0	Action prioritizes health but overrides her autonomy	0.0	Mixed morality due to forced action	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		The teacher	She is expressing a personal opinion	The students of her own school	They might feel unsupported	3.0	Expressing preference can demotivate students	-2.0	Shows partiality, potentially demoralizing	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		Person X	Person X is capable of repairing cars	Person X	Person X benefits from the repair	10.0	Person X acts autonomously and benefits	4.0	Action is fully moral and self-sufficient	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		A person who ridiculed the handicapped child	The person is capable of understanding the impact of their actions	The handicapped child	The child is vulnerable and sensitive to ridicule	0.0	Ridiculing cannot be a universal moral law	-4.0	Action is extremely immoral	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		An adult	The adult is capable of helping	A child	The child needs assistance	2.0	Refusing help cannot be universalized	-3.0	Neglecting a child's need is immoral	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		Person X	Person X enjoys coffee and reading	Local café	Café provides a service	10.0	Action respects mutual benefit	4.0	Highly moral, respects all parties	0.29
359	Effron	Bought food for everyone in the office	orig		John	John is a considerate colleague.	Everyone in the office	They appreciate being cared for.	9.0	Promotes goodwill and respect.	4.0	Highly moral, fosters community.	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		The researcher	The researcher is responsible for the action	The person pushed off the tower	The person will be sacrificed	0.0	Action uses the person as a means	-4.0	Sacrificing one for others is immoral	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		The boy	The boy is acting out of mischief or frustration.	The cows	The cows are innocent animals grazing peacefully.	0.0	The action harms innocent beings, not a universal moral law.	-4.0	Harming innocent beings is highly immoral.	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		The bank	The bank enforces its policies uniformly	Person X	Person X failed to make timely payments	4.0	The action enforces responsibility but lacks empathy	-1.0	Moderately immoral due to lack of flexibility	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		The foreman	The foreman is responsible for the safety of the team.	The worker thrown off the platform	The worker's life is sacrificed to save others.	0.0	The action treats the worker merely as a means.	-4.0	The action is extremely immoral.	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		Person X	Person X values altruism over financial gain	Residents of the nursing home	Residents benefit from Person X's volunteer work	10.0	Action respects and benefits the residents	4.0	Highly moral due to selfless act	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		The owner of the small clothing company	The agent is trying to save the company from financial trouble	The government and society	The affected party relies on truthful tax declarations for fair resource distribution	0.0	Falsifying taxes cannot be a universal law	-4.0	Deceitful actions are highly immoral	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		Person X	Person X is a neighbor who cares about the missing dog.	The neighbor and the missing dog	The neighbor is distressed and the dog is lost.	10.0	Helping find a missing dog respects both neighbor and dog.	4.0	Action is highly moral, promotes well-being.	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		The teacher	The teacher believes discipline is necessary	The student	The student was inattentive	2.0	Action uses student as a means to enforce discipline	-3.0	Action is largely immoral, lacks respect for student	-2.7
368	Effron	Used stolen food stamps	orig		John Doe	He is in financial distress	The government and taxpayers	They fund the food stamp program	2.0	Using stolen food stamps cannot be universalized	-3.0	Action is largely immoral	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		The person who decided to talk to their friend	The agent cares about their friend's well-being	The friend going through menopause	The affected party is stressed and hard to deal with	9.0	The action respects the friend's feelings	4.0	Highly moral as it shows care	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		Person X	Person X is empathetic and supportive.	Person X's partner	The partner is undergoing cancer treatment.	9.0	Action shows solidarity and support.	4.0	Highly moral, promotes empathy and support.	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		A person	The person is a local resident	The environment and local wildlife	The forest is a natural habitat	1.0	Littering cannot be a universal law	-3.0	Highly immoral due to environmental harm	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		A driver	The driver was aware of hitting the dog	The dog and its owner	The dog was injured, and the owner was unaware	0.0	Action neglects responsibility and harm caused	-4.0	Neglects moral duty and causes harm	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		Person X	Person X is a responsible adult.	Person X and potentially others in the house or neighborhood.	Others could be family members or neighbors.	2.0	Forgetting the stove can cause harm, not universalizable.	-3.0	Negligence can lead to serious consequences.	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		A moviegoer	The agent is inconsiderate of others' experience.	Other moviegoers	They want to enjoy the movie without disturbances.	2.0	Disrupts others' experience, not a universalizable maxim.	-3.0	Disrespectful to others' enjoyment.	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		John	John is a compassionate friend.	John's sick friend	The friend values John's visit.	10.0	Visiting a sick friend respects their dignity.	4.0	Highly moral as it treats the friend as an end.	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		The woman	She is aware of courtroom etiquette	The judge	The judge expects respect and adherence to protocol	2.0	Disrespecting authority undermines social order	-2.0	Disrespectful but not extremely immoral	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig		An adult attendee	The agent is a critical and outspoken person	The children displaying their art	The affected party is sensitive and values their work	2.0	Criticism can harm children's self-esteem and creativity	-3.0	The action is largely insensitive and harmful	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		The person who posted online	They believed sharing the conversation was justified	The individuals in the overheard conversation	They did not consent to their conversation being shared	2.0	Action violates privacy, not universalizable	-3.0	Action is largely immoral due to privacy breach	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		The class president	She is honest and unbiased	Her own college and its students	They value her opinion and leadership	8.0	Promotes honesty and transparency	3.0	Honesty is generally moral	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		I	The agent needed reference material for drawing.	The school	The school owns the books.	2.0	Taking books without returning is not universalizable.	-2.0	Action is somewhat immoral due to lack of return.	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		A United States citizen	The agent is exercising free speech	The American public	The public values the flag as a national symbol	5.0	Action respects free speech but may offend others	0.0	Balances free speech and potential offense	-1.73
382	Effron	Ridicules people behind their backs	orig		John	John is a colleague	Sarah	Sarah is unaware of the ridicule	1.0	Ridiculing behind backs cannot be universalized	-3.0	Treats Sarah merely as a means	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		A person creating an account	The person is seeking to commit adultery	The spouse of the person	The spouse is unaware of the adultery	0.0	Deception cannot be a universal moral law	-4.0	Deception and betrayal are highly immoral	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		The commander of the naval submarine	The commander has the authority to make life-and-death decisions	The two people on the naval patrol boat	The two people are innocent and unaware of the torpedo	4.0	Action sacrifices few to save many, not universal	1.0	Sacrificing few for many is somewhat moral	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		A member of the civic group	The member is hosting the meetings voluntarily	Other members of the civic group	They benefit from the meetings	10.0	The action respects and benefits all parties involved	4.0	Highly moral as it promotes community and respect	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		John	John is a busy person with a lot on his mind.	John's family members	They value being remembered on their birthdays.	5.0	Forgetting birthdays is not inherently immoral.	0.0	Neutral impact, not morally significant.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		The man	He is being honest but blunt	The woman	She is the painter	4.0	Honesty is valued, but delivery is harsh	-1.0	Honesty is good, but kindness matters	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		The very drunk woman	She is not in a state to make rational decisions	The strangers she is making out with	They may not be aware of her intoxicated state	2.0	Action exploits her impaired judgment, not universalizable	-3.0	Exploits vulnerability, thus morally questionable	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		A soldier	The soldier is in a combat situation	An enemy combatant	The enemy combatant poses an immediate threat	2.0	Action uses enemy as a means to an end	-3.0	Low moral acceptability due to treating as means	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		The teenage girl	She is aware of the curfew	Her parents	They set the curfew for her safety	3.0	Disregards parents' rules, not universalizable	-2.0	Disrespecting rules is somewhat immoral	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		The teenage boy	He is insensitive and immature	The amputee	They are vulnerable and deserving of respect	0.0	Mocking someone cannot be a universal law	-4.0	The action is highly disrespectful	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		Homeowner	The homeowner values privacy or property rights.	Neighborhood children	The children want a safe place to play.	5.0	Action respects property rights but may neglect community needs.	0.0	Balanced between individual rights and community welfare.	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		A person who defaced the rock	The person acted out of personal expression	The public and the environment	The public values the park's natural state	2.0	Defacing public property cannot be universalized	-3.0	Disrespects public property and communal space	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		You	You want to finish your meal	Survey company representative	They expect honest participation	3.0	Deceptive action for personal gain	-2.0	Moderately immoral due to deception	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		The person narrating the scenario	The agent is a high school student	The educational institution and other students	The institution values academic integrity	2.0	Cheating cannot be universalized morally	-3.0	Cheating undermines fairness and integrity	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		The building worker manoeuvring the crane	The agent is aware of the consequences of their actions	The crew of six workers and the single worker	The affected parties are unaware of the imminent danger	3.0	Action sacrifices one to save many, treating one as a means	-2.0	Sacrificing one for many is somewhat immoral	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		John	John is aware of the consequences of his actions.	John's friend	John's friend relies on his car for daily activities.	0.0	Action causes harm, cannot be universalized.	-4.0	Action is highly immoral.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		The boy	He is making fun of his brother	The brother	He was dumped by his girlfriend	2.0	Mocking is not a universal moral law	-3.0	Mocking is generally considered immoral	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		Person X	Person X joined the military to experience killing.	People Person X might kill	They are human beings with intrinsic value.	0.0	Action treats others merely as means.	-4.0	Highly immoral as it devalues human life.	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		The person traveling	The agent has financial means to travel	The agent's mother	The mother is financially dependent in retirement	3.0	Action prioritizes personal pleasure over familial duty	-2.0	Neglects moral duty to support family	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		The woman	She wants to avoid consequences	Her employer and colleagues	They expect honesty and fairness	0.0	Lying cannot be a universal law	-4.0	Lying is highly immoral	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		Person X	Person X is frustrated by loud music	The neighbor	The neighbor plays loud music	0.0	Action endangers life, not universalizable	-4.0	Highly immoral, endangers lives	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		Person X	Person X is an entrepreneur seeking independence	The family business	The family business relied on those clients for survival	2.0	Action prioritizes personal gain over family welfare	-3.0	Action is largely self-serving and harmful	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		Person X	Person X acted out of personal grievance.	The deceased coworker and their family/friends	The deceased coworker cannot be affected directly.	2.0	Action is based on personal grievance, not universalizable.	-2.0	Action is somewhat immoral due to personal grievance.	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		The single man	He has personal desires	The secretary	She is unaware of the doll	2.0	Action objectifies the secretary	-3.0	Treats the secretary as a means	-1.5
406	Effron	Helped a neighbor fix his roof	orig		The person helping the neighbor	The agent is a considerate individual	The neighbor	The neighbor needed help with the roof	10.0	Helping others can be a universal moral law	4.0	The action is highly moral	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		The person riding the bike	The agent is a concerned citizen	The owner of the Ford truck	The affected party is the truck owner	10.0	The action respects the owner's property	4.0	The action is highly moral	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		The woman wearing the sun hat	She prefers to wear the hat for personal reasons	Other residents of the apartment complex	They might find it unusual but are not directly harmed	8.0	Wearing a hat indoors is a personal choice, not harmful	2.0	The action is morally neutral and personal	-0.2
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		Person X	Person X is interested in furniture restoration.	Person X	Person X is the only affected party.	10.0	The action is self-directed and harmless.	4.0	The action is morally neutral and self-contained.	0.15
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		Person X	Person X is aware of the harm caused	Children consuming the cereal	Children are innocent and vulnerable	0.0	Action endangers children, cannot be universal law	-4.0	Extremely harmful and immoral action	-3.72
411	Effron	Went to the grocery store with his kids	orig		A parent	The agent is responsible and caring.	The kids	The kids are dependent on the parent.	9.0	The action supports the well-being of the kids.	4.0	Highly moral as it ensures care.	0.41904764
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		Person X	Person X wanted to be polite or supportive.	Person X's friend	The friend might feel validated or encouraged.	6.0	Action is polite but not fully honest.	2.0	Moderately moral due to good intentions.	0.87
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		The person in charge of the work crew	The agent has the ability to pull the lever	The one worker on the secondary track	The worker is unaware of the trolley	2.0	Sacrificing one to save many treats the one as a means	-2.0	Action is somewhat immoral due to treating one as a means	-1.2
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		The military commander	The commander values human life and follows ethical guidelines	The civilians present in the target area	The civilians are innocent and non-combatants	10.0	Action respects human life, aligns with universal moral law	4.0	Highly moral as it prioritizes human life	2.853333333
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		The person who dated four guys	The agent is a young adult	The four guys being dated	They were unaware of the other relationships	2.0	Deception violates universal moral law	-3.0	Deception is morally questionable	-2.34
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		The woman eating dessert	She prefers to eat dessert first	The woman herself	She is making a personal choice	10.0	Personal choice, no harm to others	4.0	Morally neutral, personal preference	-0.2
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		Person X	Person X values family obligations	Person X's mother	Person X's mother needs care	10.0	Prioritizing care over personal enjoyment	4.0	Highly moral, respects family duty	2.54
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		The person who received the religious opt-out	The agent felt guilty and wanted to fight	The army and potentially other soldiers	The army was unaware of the opt-out	3.0	Deception undermines trust and universalizability	-2.0	Deception is generally immoral	0.79
419	Grizzard	Disarms an enemy combatant without killing him.	orig		A soldier	The soldier is acting under orders and moral principles	An enemy combatant	The enemy combatant is disarmed but not killed	8.0	Action respects enemy's life, can be universal law	3.0	Highly moral as it preserves life	2.173333333
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		The manager	The manager is aware of the limited quantity	Other employees	They expect to share the doughnuts	2.0	Taking half is selfish, not universalizable	-2.0	Action is mostly self-serving	-2.0
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		The person in the relationship	The agent is committed to their partner	The partner in the relationship	The partner trusts the agent	3.0	Flirting undermines trust, not universalizable	-2.0	Partially immoral due to breach of trust	-1.35
