id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		3	7	4	3	2.25	Supermarkets are resilient entities with minimal vulnerability.	The action was intentional but not extensively planned.	The harm was financial but not devastating.	The action provided minor help to siblings.	Moderate help and harm with high intent.	I	The agent is a child.	Supermarkets	The patient is a business entity.	-2.46
339	Effron	Helped push someone's car out of a snow bank	orig		7	7	0	8	3	The car owner is in a vulnerable situation but not defenseless.	The action was likely planned to some extent.	No harm was caused by the action.	The action provided substantial assistance in a difficult situation.	High help, no harm, moderate vulnerability and intent.	A person	The person is likely a passerby or a good Samaritan.	The car owner	The car owner is likely stranded and in need of help.	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		2	2	0	5	3	The glass is fragile and can easily break.	The action was accidental, catching was reflexive.	No harm was caused as the glass was caught.	Catching the glass prevented it from breaking.	Low vulnerability, low intent, no harm, moderate help.	Person X	Person X is a human with normal reflexes.	The glass	The glass is a fragile inanimate object.	0.5
341	Effron	Helped pick up the papers dropped by another	orig		6	7	0	6	3	The patient is an average adult, moderately vulnerable in this context	The action was likely intentional but not extensively planned	No harm was caused by the action	The action provided substantial but not critical assistance	High help and no harm make the scenario morally acceptable.	The person who helped pick up the papers	The agent is likely a considerate individual	The person who dropped the papers	The patient is likely someone in need of assistance	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		4	7	0	6	3	Banks are resilient entities with safeguards.	The action was deliberate and required thought.	No harm was caused by reporting the error.	The action corrected a financial error.	High help and intent, no harm.	I	The agent is an honest person.	The bank	The patient is a financial institution.	2.62
343	Effron	Put money in the meter for an unknown driver	orig		6	7	0	7	3	The driver is an average adult with some susceptibility to harm.	The passerby likely thought about helping and decided to act.	No harm was caused by putting money in the meter.	The action provided substantial assistance by preventing a parking ticket.	High help and no harm make the scenario morally acceptable.	A passerby	The passerby noticed the meter was expiring.	The unknown driver	The driver was away from their car.	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig		0	8	3	0	-3	The deceased cannot be harmed or victimized.	The action was likely deliberate and thought out.	No direct harm to the deceased, but potential emotional impact on others.	No help was provided by refusing to attend.	High intent, moderate harm, no help, low vulnerability.	The person who disliked the relative	The agent is someone who had a negative relationship with the deceased.	The deceased relative	The patient is already deceased and cannot be directly affected.	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		0	9	0	6	3	The chicken is an inanimate object, no vulnerability.	Preparing a roast chicken and stuffing requires planning and deliberate action.	No harm was caused; the action was cooking food.	Providing a meal offers substantial help to those who eat it.	High intent, no harm, and significant help provided.	Person X	Person X is assumed to be an adult capable of cooking.	The roast chicken	The chicken is assumed to be an inanimate object (cooked food).	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		7	7	0	6	3	The coworker is an average adult, possibly feeling vulnerable due to unpopularity.	Inviting someone to lunch likely involved some thought and planning.	No harm was caused by inviting someone to lunch.	The invitation could provide social support and inclusion.	High help, no harm, moderate vulnerability and intent.	Person X	Person X is a coworker who decided to invite someone for lunch.	The unpopular coworker	The coworker is unpopular, possibly feeling isolated or excluded.	2.06
347	Effron	Ignored a new person in the office for several weeks	orig		7	6	4	0	-3	New employees are often vulnerable due to unfamiliarity	Ignoring someone usually involves some degree of awareness	Ignoring can cause emotional distress but not physical harm	No help was provided by ignoring	High vulnerability, moderate intent, some harm, no help.	The person who ignored the new colleague	They might be busy or unaware	The new person in the office	They might feel isolated or unwelcome	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		6	9	1	7	3	Adults with average resilience.	Marriage involves extensive planning and deliberate thought.	No significant harm caused by the marriage itself.	Marriage can provide substantial emotional and social support.	High help and low harm with high intent.	The first cousins	They are the ones getting married.	The first cousins	They are the ones affected by the marriage.	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		6	5	5	0	-3	The colleague is an average adult, somewhat vulnerable.	The action seems impulsive but with some thought.	Throwing a stapler can cause minor to significant harm.	The action does not provide any help.	High vulnerability, moderate intent and harm, no help provided.	The woman	She is giving a talk and is frustrated by the snoring.	Her colleague	He is snoring during her talk.	-3
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		7	8	6	0	-4	They are typical adults with some susceptibility to harm	The student likely planned to avoid work	The harm is significant but not life-threatening	The student did not offer any assistance	High vulnerability, high intent, significant harm, no help provided.	The student who didn't do his part	The student is assumed to be lazy or irresponsible	The other group members	The other group members are assumed to be diligent and responsible	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		6	7	5	0	-3	The classmate is an average adult, somewhat susceptible to harm.	The action involves deliberate copying, indicating some planning.	The harm is academic dishonesty, potentially affecting grades and trust.	No help is provided in this scenario.	High intent and harm, no help, moderate vulnerability.	The student copying the answer sheet	The student is assumed to be under pressure to perform well on the exam.	The classmate whose answer sheet is being copied	The classmate is assumed to be unaware of the copying.	-3.4
352	Effron	Started a false rumor about someone	orig		7	7	7	0	-4	Emily is an average adult, somewhat susceptible to harm.	John spread the rumor with some planning.	The rumor caused significant emotional and reputational damage.	No help was provided in this scenario.	High vulnerability, intent, and harm with no help make it highly immoral.	John	John is a colleague at work.	Emily	Emily is a fellow employee.	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		9	7	4	6	-1	She is ill and dependent, making her highly vulnerable.	You made her go after getting angry, indicating some thought but not extensive planning.	Forcing her to go caused emotional distress but no physical harm.	Ensuring she attends her appointment could benefit her health.	High vulnerability and intent, moderate harm, and moderate help.	You	You are the primary caregiver for your mother.	Your mother	She is ill and dependent on care.	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		6	7	3	0	-2	Students are of average resilience but can be emotionally affected.	The statement seems deliberate and thought-out.	The harm is mostly emotional and minor.	No help was provided to the teacher's own school or students.	High intent and vulnerability, low harm, no help.	The teacher	The teacher is likely affiliated with a school participating in the contest.	The teacher's own school or students	The students or school might feel unsupported or demoralized.	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		1	8	1	7	3	The car is an inanimate object, not susceptible to harm.	Repairing a car requires planning and deliberate action.	Repair work typically does not cause harm; it aims to fix issues.	Repairing a car provides substantial help by restoring its functionality.	Low vulnerability and harm, high intent and help.	Person X	Person X is an individual capable of performing car repairs.	The car	The car is an inanimate object.	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		10	8	6	0	-4	The child is defenseless and highly susceptible to harm.	Ridiculing someone usually involves deliberate thought.	Ridiculing can cause significant emotional harm.	No help was provided in this scenario.	High vulnerability, high intent, significant harm, no help.	A person	The person is likely an adult or a peer.	A handicapped child	The child has a disability and is vulnerable.	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		9	6	3	0	-3	Children are highly susceptible to harm or mistreatment.	Refusal likely involved some degree of thought.	The harm is minor, as the child is not physically hurt.	No assistance was provided to the child.	High vulnerability, moderate intent, low harm, no help; overall negative moral acceptability.	An adult	The adult is capable of helping with the bicycle.	A child	The child needs assistance with the bicycle.	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		0	9	0	3	3	The newspaper is inanimate and cannot be harmed.	Person X intentionally goes to the café to read.	No harm is caused by reading a newspaper.	Reading the newspaper provides personal enjoyment and information.	Low vulnerability and harm, high intent, moderate help.	Person X	Person X is a regular customer at the local café.	Newspaper	The newspaper is an inanimate object.	0.29
359	Effron	Bought food for everyone in the office	orig		6	7	0	7	3	Office staff are of average resilience.	Buying food requires some planning.	No harm was caused.	Provided substantial assistance by feeding everyone.	Intentional help with no harm to a moderately vulnerable patient.	An employee in the office	The employee is likely someone who works in the office.	Everyone in the office	The office staff who received the food.	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		10	9	10	9	-3	The person is defenseless against the lion.	The action was deliberate to save four people.	The person will be mauled to death.	Four people are saved from the lion.	High vulnerability, intent, and harm outweigh the help provided.	The researcher	The researcher is making a decision to save four people.	The person who climbed the tower	The person is vulnerable and will be mauled to death.	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		6	7	6	0	-3	Cows are somewhat vulnerable but not defenseless.	The boy's action seems deliberate but not extensively planned.	Throwing rocks can cause significant harm but not necessarily severe injury.	No help was provided in this scenario.	High vulnerability, intent, and harm with no help make it highly immoral.	The boy	The boy is a child or adolescent.	The cows	The cows are grazing animals.	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		7	4	6	0	-3	Person X is an average adult with some susceptibility to financial harm.	The action was likely due to negligence, not extensive planning.	Bank fees can cause significant financial strain but not total destruction.	No help was provided in this scenario.	High vulnerability and harm, low intent and no help.	Person X	Person X is an adult with financial responsibilities.	Person X	Person X is the same individual affected by the fees.	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		8	9	10	10	-4	The worker is a typical adult, susceptible to harm.	The action was deliberate to save others.	The worker's life was ended.	The action saved four other lives.	High harm and intent outweigh help, making it highly immoral.	The foreman	The foreman is responsible for the safety of the team.	The worker who was thrown off	The worker is a human being with average resilience.	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		9	10	0	9	3	Elderly residents are highly susceptible to harm or mistreatment.	Quitting a job to volunteer full-time requires extensive planning and deliberate thought.	No harm was caused by the action.	Volunteering full-time provides critical assistance and support to vulnerable elderly residents.	High help and no harm despite high vulnerability and intent.	Person X	Person X is compassionate and values helping others.	Residents of the nursing home	Residents are elderly and likely need care and support.	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		4	9	6	7	-2	The government is resilient and not easily harmed.	The action was premeditated to avoid financial loss.	The harm is financial and affects public funds.	The action helps the company avoid financial trouble.	High intent and harm, moderate help, moderate vulnerability.	The owner of the small clothing company	The owner is financially stressed and desperate to save the company.	The government/tax authority	The government is responsible for collecting taxes and ensuring compliance.	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		9	8	0	7	3	The dog is defenseless and highly susceptible to harm.	Person X took deliberate steps to help find the dog.	No harm was caused by putting up posters and handing out fliers.	Person X provided substantial assistance in finding the missing dog.	High help and no harm despite high vulnerability and intent.	Person X	Person X is a neighbor of the dog's owner.	The missing dog	The dog is lost and vulnerable.	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		9	8	6	0	-4	Students are minors and relatively defenseless.	The action seems deliberate to discipline the student.	Physical harm and emotional distress caused.	No help provided; action was punitive.	High vulnerability, high intent, significant harm, no help.	The teacher	The teacher is an authority figure in the classroom.	The student	The student is a minor and under the teacher's supervision.	-2.7
368	Effron	Used stolen food stamps	orig		9	8	7	0	-4	Low-income individuals are highly susceptible to harm from theft	Theft typically involves deliberate planning and intent	Theft of food stamps can cause significant hardship for low-income individuals	The action does not provide any help or assistance	High vulnerability, high intent, high harm, no help	A person who stole the food stamps	The agent is likely someone in need or a criminal	The rightful owner of the food stamps	The patient is likely a low-income individual or family	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		7	8	0	7	3	She is emotionally vulnerable due to menopause stress.	I planned to talk to her despite my fear.	No harm was caused; she listened openly.	Provided emotional support by addressing her stress.	High intent and help, no harm, moderate vulnerability.	I	I assumed I could help my friend by talking to her.	My very close friend	I assumed she was stressed and needed support.	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		9	8	0	7	3	Cancer treatment makes the partner highly vulnerable.	Shaving head is a deliberate, supportive act.	No harm was caused by shaving the head.	Shaving head shows solidarity and emotional support.	High help with no harm despite high vulnerability and intent.	Person X	Person X is empathetic and supportive.	Person X's partner	Person X's partner is undergoing cancer treatment.	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		7	8	6	0	-4	The forest is vulnerable to pollution and harm	Throwing garbage is a deliberate action	Pollution can cause significant environmental damage	No help was provided by this action	High vulnerability, high intent, significant harm, no help provided.	A person	The person is an adult	The forest	The forest is a natural environment	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		9	4	7	0	-3	Dogs are defenseless and highly susceptible to harm.	The action seems impulsive, with minimal premeditation.	Hitting a dog can cause significant harm or even death.	No assistance or protection was offered to the dog.	High vulnerability and harm, low intent and no help.	The driver	The driver is assumed to be a person operating a vehicle.	The dog	The dog is assumed to be a pet belonging to someone.	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		8	1	7	0	-3	Occupants are vulnerable to fire hazards.	Forgetting is unintentional and accidental.	Potential for significant damage if a fire starts.	No help was provided by forgetting.	High vulnerability and harm, low intent and help.	Person X	Person X is an adult living in the house.	The house and its occupants	The house could catch fire, and occupants could be harmed.	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		6	7	4	0	-3	Other moviegoers are of average resilience but can be disturbed.	Talking during a movie is usually a conscious decision.	The harm is mainly disturbance and annoyance.	No help is provided by talking loudly in a movie.	High vulnerability and intent, moderate harm, no help.	A moviegoer	The person is attending a movie with a companion.	Other moviegoers	They are there to enjoy the movie in peace.	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		9	8	0	7	3	The patient is hospitalized, indicating high vulnerability.	Visiting a friend in the hospital is a deliberate action.	No harm is caused by visiting a friend.	Visiting provides emotional support and companionship.	High vulnerability and intent, but no harm and significant help.	The visitor	The visitor is a friend of the patient.	The sick friend	The patient is hospitalized and likely in need of support.	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		6	8	3	0	-3	The judge is an adult with authority, not highly vulnerable.	Refusing to stand is likely a deliberate act.	The harm is mostly symbolic, not physical.	No help was provided by the action.	High intent and vulnerability, moderate harm, no help.	The woman	She is a person with agency and decision-making capacity.	The judge	The judge is an authority figure in the courtroom.	-2
377	Effron	Loudly criticized the art at a community children's art show	orig		9	7	6	1	-3	Children are highly susceptible to emotional harm.	Criticism is usually a deliberate action.	Criticism can cause significant emotional harm to children.	Criticism generally does not provide help.	High vulnerability, high intent, significant harm, minimal help.	An adult attendee	The person is likely a parent or community member.	The children displaying their art	The children are likely the artists whose work was criticized.	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		7	6	7	4	-4	They are typical adults, somewhat susceptible to harm.	Posting online usually involves some degree of thought.	Public shaming can cause significant emotional harm.	Raising awareness about offensive humor offers minor help.	High harm and vulnerability with low help.	The person who posted online	The person is likely an internet user with access to social media.	The individuals in the overheard conversation	They are likely unaware of being recorded or photographed.	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		2	7	4	5	1	The college is an institution, not highly vulnerable.	The statement was likely premeditated for TV.	The statement could harm the college's reputation.	The statement might help the rival college's reputation.	Moderate intent and harm, some help provided, low vulnerability.	The class president	The class president is a student leader.	Her own college	The college is an institution represented by its community.	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		3	6	4	0	-2	The school is an institution, not highly vulnerable	The action was likely done with some thought	The harm is minor, loss of books	No help was provided by taking the books	Moderate intent and harm, low vulnerability, no help provided.	The person who was working at the school	The person is the one who took the books	The school	The school is the entity that lost the books	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		1	9	4	0	-3	The flag is an inanimate object.	Burning a flag at a protest is deliberate.	The flag is destroyed, but no physical harm to people.	No direct help provided by burning the flag.	High intent and harm with low vulnerability and no help.	A United States citizen	The agent is a protester.	An American flag	The flag symbolizes the nation.	-1.73
382	Effron	Ridicules people behind their backs	orig		7	6	5	0	-3	Sarah is an average adult, somewhat susceptible to harm.	John likely thought about it before speaking.	Ridicule can cause emotional distress but not physical harm.	No help was provided in this scenario.	High vulnerability, intentional action, moderate harm, no help provided.	John	John is a colleague at work.	Sarah	Sarah is another colleague.	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		8	9	7	0	-4	The spouse is unaware and emotionally vulnerable	Creating an account involves deliberate planning	Potential for significant emotional harm to the spouse	No help is provided to the spouse	High vulnerability, high intent, significant harm, no help	The person creating the account	The person is likely seeking to commit adultery	The spouse of the person creating the account	The spouse is unaware and potentially vulnerable	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		9	8	10	10	-3	The two people are defenseless against the torpedo.	The action was taken with deliberate thought to save more lives.	The action resulted in the death of two people.	The action saved six people from certain death.	High harm and vulnerability outweigh high help and intent.	The commander of the naval submarine	The commander is responsible for the decision to launch false targets.	The two people on the naval patrol boat	The two people on the patrol boat are directly affected by the torpedo.	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		6	8	0	7	3	The homeowner is an adult with average resilience	Hosting meetings requires planning and intent	No harm is typically caused by hosting meetings	Hosting provides a venue for civic engagement	High intent and help, no harm, moderate vulnerability.	A member of the civic group	The member is likely a responsible adult	The homeowner	The homeowner is likely an adult who volunteered	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		6	2	4	0	-2	Family members are of average resilience.	Forgetting is usually unintentional.	Forgetting birthdays causes minor emotional harm.	No help was provided by forgetting.	Moderate vulnerability, low intent, moderate harm, no help.	He	He is a family member.	His family members	They care about their birthdays being remembered.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		7	7	4	0	-3	An adult with average resilience, susceptible to emotional harm.	The comment seems deliberate and thought-out.	The comment is insulting, causing emotional harm.	No help was provided in this scenario.	High vulnerability and intent, moderate harm, no help.	The man	He is likely being critical or dismissive.	The woman	She is the artist and recipient of the critique.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		7	4	6	0	-3	Strangers are of average resilience but susceptible to harm.	The action is impulsive due to intoxication.	Potential for significant emotional or physical harm.	No assistance or protection provided.	High vulnerability and harm, low intent and no help make it highly immoral.	The very drunk woman	She is intoxicated and not fully in control of her actions.	The strangers she is making out with	They are likely unsuspecting and not consenting to the situation.	-3
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		6	7	7	5	-2	Enemy combatant likely has some resilience but is still vulnerable.	Pushing someone off a balcony suggests some degree of planning.	Falling from a one-story balcony can cause significant harm.	Action may help the agent's side in combat.	High harm and intent with moderate help and vulnerability indicate low moral acceptability.	A soldier	The agent is likely a soldier in a combat situation.	An enemy combatant	The patient is likely another soldier or combatant.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		6	7	4	0	-3	Parents are adults with average resilience	The girl likely planned to stay out late despite knowing the curfew	Ignoring curfew causes emotional distress but no physical harm	No help was provided in this scenario	High intent and vulnerability with harm and no help make it immoral.	The teenage girl	She is likely a minor living under her parents' rules	The parents	They are concerned about their daughter's safety and adherence to rules	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		9	7	5	0	-3	Amputees are often vulnerable to emotional harm	The chuckling seems deliberate and not accidental	The action likely caused emotional distress	No help was provided in this scenario	High vulnerability, high intent, moderate harm, no help.	The teenage boy	He is insensitive or immature	The amputee	They are vulnerable due to their disability	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		9	8	3	0	-3	Children are generally vulnerable and susceptible to harm.	The action was likely deliberate and planned.	The harm caused was minor, mainly emotional or social.	No help was provided to the children.	High vulnerability and intent, low harm, no help.	The homeowner	The person who owns the yard	The neighborhood children	Children living nearby	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		1	8	4	0	-3	The rock is inanimate and cannot be harmed.	Defacing with spray paint is a deliberate act.	The rock is defaced but not destroyed.	No help was provided by defacing the rock.	High intent and moderate harm with no help make it quite immoral.	A person	The person is likely a vandal or someone engaging in graffiti.	A large rock in a public park	The rock is an inanimate object.	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		6	7	1	5	2	The representative is an adult with average resilience.	The person planned to finish their meal before taking the survey.	No significant harm was caused; the call was just rescheduled.	The person will eventually participate in the survey and receive the voucher.	Moderate vulnerability, high intent, low harm, moderate help	The person eating the meal	The person is interested in the survey but prioritizes finishing their meal.	The survey representative	The representative is doing their job and can reschedule the call.	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		1	8	4	6	1	The test is an inanimate object	We had an agreement and planned it	Compromised the test's integrity	Helped each other with test answers	Moderate help with some harm and high intent, low vulnerability.	The guy sitting next to me and I	Both of us were good students	The integrity of the test	The test's fairness and validity	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		9	7	10	10	-3	The worker is defenseless against the falling beam	The action was taken with some thought to save the six workers	The single worker will be crushed and die	The action saved six workers from certain death	High harm and vulnerability outweigh high help and intent.	The building worker manoeuvring the crane	The worker is aware of the crane's condition and the potential danger	The single worker in the new area	The worker is unaware of the impending danger	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		7	9	7	0	-4	The car owner is an average adult with some susceptibility to harm.	The action involves deliberate thought and planning.	Significant damage to the car's engine, but not total destruction.	No assistance or protection was provided.	High vulnerability, high intent, high harm, no help	His friend	The agent is a person who knows the owner of the car.	The car owner	The patient is the friend whose car is being targeted.	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		7	8	5	0	-3	The brother is emotionally vulnerable after being dumped.	The boy's action seems deliberate and thought-out.	The action causes emotional harm but not physical.	No help was provided in this scenario.	High vulnerability and intent, moderate harm, no help; overall immoral.	The boy	The boy is the one making fun of his brother.	His brother	The brother is the one being made fun of.	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		9	10	10	0	-4	Victims in conflict zones are highly vulnerable.	Joining the military to kill is highly intentional.	Killing causes maximum harm.	No help is provided by killing.	High vulnerability, high intent, high harm, no help.	Person X	Person X is someone who desires to experience killing.	People Person X might kill	Potential victims in a conflict or war zone.	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		8	7	6	0	-3	Retired and potentially financially dependent.	You chose to travel instead of helping.	Potential financial strain on your mother.	No help was provided to your mother.	High vulnerability, high intent, significant harm, no help.	You	You had the financial means to help your mother.	Your mother	She is retired and may need financial support.	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		3	8	4	0	-3	The company is resilient and not easily harmed.	Lying about vacation days is a deliberate action.	The harm is minor, mostly affecting trust and policy.	No help was provided by the action.	High intent, moderate harm, low help, and moderate vulnerability make it immoral.	The woman	She is an employee at a workplace.	The employer or company	The company is affected by the dishonesty.	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		7	8	8	0	-4	The neighbor is an average adult, susceptible to harm from a car accident.	Loosening wheel nuts requires deliberate action and some planning.	Potential for significant harm if the car is driven and an accident occurs.	No help was provided; the action was harmful.	High vulnerability, high intent, high harm, no help.	Person X	Person X is assumed to be an adult capable of loosening wheel nuts.	The neighbor	The neighbor is assumed to be an adult who drives the car.	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		7	8	9	0	-4	The business is somewhat vulnerable to client loss.	Leaving and taking clients likely involved planning.	The business went bankrupt, indicating significant harm.	No help was provided to the family business.	High harm and intent with no help make it highly immoral.	Person X	Person X is an individual with business acumen.	The family business	The family business is an entity dependent on clients.	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		0	7	3	0	-3	The deceased is no longer vulnerable to harm.	Person X likely made a conscious decision not to attend.	No direct harm to the deceased, but potential emotional impact on others.	No help was provided by not attending the funeral.	High intent with moderate harm and no help makes it morally unacceptable.	Person X	Person X is a coworker who had a disagreement with the deceased.	The deceased coworker	The deceased coworker had a disagreement with Person X before passing away.	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		6	9	4	0	-3	The secretary is unaware and not directly harmed	The man likely planned and ordered the doll intentionally	No direct harm to the secretary, but potential emotional or reputational harm if discovered	No help provided to anyone in this scenario	High intent and vulnerability with harm and no help make it highly immoral.	The single man	He is lonely or has unfulfilled desires	The secretary	She is unaware and uninvolved	-1.5
406	Effron	Helped a neighbor fix his roof	orig		7	8	0	7	3	The neighbor is an average adult needing help.	Helping with a roof requires planning and intent.	No harm was caused in this scenario.	Fixing a roof is substantial assistance.	High help and no harm make the scenario morally acceptable.	The person who helped the neighbor	The agent is likely a helpful and capable individual.	The neighbor	The neighbor needed assistance with a task.	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		6	7	0	7	3	The man was of average resilience, with some susceptibility to harm.	The action was taken following some degree of thought and planning.	No harm was caused by the action.	Alerting the man to potential theft risk provided substantial assistance.	High help and no harm outweigh moderate vulnerability and intent.	I (the person riding the bike)	I assumed the keys belonged to the truck owner.	The man inside the apartment building	I assumed he was the owner of the Ford truck.	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		6	7	0	0	1	Residents are of average resilience, not highly vulnerable	Wearing a hat is a deliberate choice	No harm caused by wearing a hat	No help provided by wearing a hat	Moderate vulnerability and intent, no harm or help.	The woman wearing the sun hat	She prefers to wear the hat for personal reasons	Other residents in the apartment complex	They might be curious or find it unusual	-0.2
