id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
283	Effron	Siphoned gas from a car parked on the street	orig		-4.0	-5.0	0.0	-4.0	0.0	-3.0	-4.0	Causes financial harm to the car owner.	Unfairly takes property without permission.	No direct betrayal of a personal relationship.	Violates laws and societal rules.	No direct impact on sanctity or purity.	Restricts the car owner's freedom to use their property.	Highly immoral due to harm and unfairness.	-2.728
284	Kruepke	Ten years ago I was staying with a friend who lived in a house of a very famous man. There were many autographed books in the house. I stole one of the books, which was autographed by a very famous celebrity.	orig		-4.0	-5.0	-5.0	-3.0	-3.0	0.0	-4.0	The act causes harm by stealing property.	Stealing is inherently unfair and dishonest.	Stealing from a friend's house is a betrayal.	Disregards the property rights of the owner.	Disrespects the value and sanctity of the autographed book.	Does not directly relate to oppression or liberty.	The act is highly immoral due to theft and betrayal.	-2.48
285	Clifford	You see a college student drinking until she vomits on herself and falls asleep.	orig		-4.0	0.0	0.0	-2.0	-3.0	1.0	-3.0	Self-harm through excessive drinking	No cheating or fairness issues involved	No betrayal or loyalty issues involved	Potentially subverting social norms or rules	Degrading oneself through excessive drinking	Exercise of personal liberty, albeit irresponsibly	Irresponsible and harmful behavior	-2.3
286	Lotto	You are the commander of a group of astronauts in a space station orbiting the earth. Because of a breakdown, you have discovered a serious loss of pressurisation which in a short time will lead to the oxygen supply running out in the control cabin, where you and five other astronauts are. The emergency system is broken down and cannot be repaired immediately.You activate the bulkheads manually to isolate the depressurisation to just one cabin. You know that there are two astronauts there, and they will suffocate from a lack of oxygen, but you and the other five will be saved.	orig		2.0	-2.0	-3.0	3.0	-2.0	-3.0	1.0	Isolating depressurisation harms two but helps save five.	Decision prioritizes majority's survival, not fairness.	Sacrificing two astronauts may feel like betrayal.	Commander acts within authority to save majority.	Life is sacred, but decision devalues two lives.	Two astronauts lose liberty to save others.	Decision saves more lives but sacrifices two.	-1.15
287	Kruepke	I slept with one of my math teachers and I really hope nobody ever finds out about it. At the time he said he was separated from his wife, so I knew that he was married.	orig		-3.0	-4.0	-4.0	-3.0	-3.0	1.0	-3.0	Potential emotional harm to involved parties.	Involves infidelity, which is generally seen as unfair.	Possible betrayal of marital vows.	Teacher-student relationship may undermine authority.	Could be seen as degrading the sanctity of marriage.	Consensual relationship, so liberty is not significantly impacted.	Multiple norms violated, mostly negative.	-2.75
288	Mickelberg	Person X found a wallet with $50 in it, took the money out and left the wallet on the floor.	orig		-4.0	-5.0	0.0	0.0	0.0	0.0	-4.0	Taking money harms the wallet's owner.	Taking money is unfair to the owner.	No direct betrayal or loyalty involved.	No authority is directly subverted.	No sanctity is degraded.	No oppression or liberty issues involved.	Taking money is highly immoral.	-2.35
289	Mickelberg	Person X won the door prize at the town's community fair.	orig		4	5	0	0	0	0	4	Winning a prize helps Person X.	Assuming the prize was won fairly.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	No oppression or liberty involved.	Winning a fair prize is morally good.	0.44
290	Mickelberg	Person X drove across the country just to see a friend who had recently lost his wife.	orig		5	0	5	0	0	3	4	Driving to support a grieving friend is helpful.	No elements of cheating or fairness involved.	Shows loyalty by being there for a friend.	No subversion or authority issues present.	No degradation or sanctity issues involved.	Act of free will to support a friend.	Highly moral act of support and loyalty.	3.04
291	Lotto	You are a lion-tamer on tour with a show of wild animals used in circus acts. During the show, you notice that one of the lions has suddenly become aggressive. You see that it is not responding to your commands, is baring its teeth and is about to launch into the front row audience. Near you there are two assistants.You push the two assistants towards the lion so that it will attack them. You know that they will die mauled, but the audience will have time to escape to safety.	orig		-5	-4	-5	-3	-4	-5	-4	Pushing assistants to harm to save audience.	Unfair to sacrifice assistants for audience.	Betraying trust of assistants.	Undermines role as protector of all.	Degrades human life by sacrificing assistants.	Forces assistants into fatal situation.	Sacrificing assistants is highly immoral.	-1.81
292	Mickelberg	Person X circulated a petition in support of civil rights for people in juvenile detention.	orig		4	4	3	-2	3	5	4	Supports civil rights, thus helping vulnerable individuals.	Promotes fairness by advocating for equal rights.	Shows loyalty to principles of justice and equality.	Challenges existing authority to improve conditions.	Upholds the sanctity of human rights.	Fights against oppression, promoting liberty.	Promotes justice and equality, highly moral.	2.54
293	Effron	Volunteered his time for a campaign to help save the seals	orig		5	4	4	0	4	3	4	Volunteering helps protect seals from harm.	Campaigning for a cause is fair and just.	Shows loyalty to environmental and animal welfare causes.	Does not subvert authority; aligns with conservation efforts.	Protecting seals upholds the sanctity of wildlife.	Promotes liberty by advocating for animal rights.	Highly moral act of helping and fairness.	2.62222216
294	Effron	Hit a car and left the scene of the accident	orig		-5.0	-5.0	-4.0	-4.0	-3.0	-4.0	-4.0	Leaving the scene can cause harm to the other party.	Unfair to the other party involved in the accident.	Betrays societal trust and responsibility.	Subverts legal and social norms.	Degrades the sanctity of social responsibility.	Oppresses the victim's right to justice.	Highly immoral due to harm and unfairness.	-3.576
295	Effron	Comforted a man whose wife had recently died	orig		5	0	4	0	3	0	4	Providing emotional support in a time of need.	No elements of cheating or fairness involved.	Demonstrates loyalty and support to the grieving person.	No subversion or authority issues present.	Respects the sanctity of the grieving process.	No oppression or liberty issues involved.	Highly moral act of compassion and support.	2.7428572
296	Mickelberg	Person X regularly sings at a prison in order to entertain the inmates.	orig		4.0	0.0	0.0	0.0	3.0	3.0	4.0	Singing helps inmates by providing entertainment.	No cheating or unfairness involved in singing.	No betrayal or loyalty issues in this context.	Singing does not subvert authority; it may be sanctioned.	Singing is a positive, uplifting activity.	Singing promotes liberty by enhancing inmates' well-being.	Singing in prison is morally positive.	2.26
297	Clifford	You see a man lashing his pony with a whip for breaking loose from its pen.	orig		-4.0	-3.0	0.0	2.0	-3.0	-3.0	-3.0	Lashing the pony causes physical harm.	Punishing the pony may seem unfair.	No clear betrayal or loyalty involved.	Man asserts authority over the pony.	Lashing can be seen as degrading.	Restricting the pony's freedom harshly.	Causing harm and unfair punishment.	-2.9
298	Kruepke	When I was a kid, my father owned and operated movie theaters and we owned a large projector. One time when I was in grammar school, I decided to steal a film that I liked. So I stole the film and brought it home to watch.	orig		0.0	-4.0	-3.0	-3.0	0.0	0.0	-3.0	No direct harm or help involved.	Stealing the film is an act of cheating.	Stealing from one's own father is a betrayal.	Disobeying parental authority by stealing.	No significant degradation or sanctity issues.	No oppression or liberty issues involved.	Stealing and betrayal make it morally wrong.	-1.6
299	Clifford	You see a man loudly telling his wife that the dinner she cooked tastes awful.	orig		-4.0	0.0	-3.0	0.0	-4.0	-3.0	-4.0	The man is causing emotional harm to his wife.	The scenario does not involve cheating or fairness.	The man is betraying his wife's efforts and trust.	The scenario does not involve subversion or authority.	The man is degrading his wife by criticizing her harshly.	The man is oppressing his wife by being verbally abusive.	The man's behavior is emotionally harmful and degrading.	-2.4
300	Clifford	You see a woman burping and farting loudly while eating at a fast food truck.	orig		0.0	0.0	0.0	0.0	-3.0	2.0	1.0	No physical or emotional harm caused.	No cheating or unfair behavior involved.	No betrayal or loyalty issues present.	No challenge to authority or rules.	Public burping and farting seen as degrading.	Exercise of personal freedom in public.	Socially inappropriate but not immoral.	-2.1
301	Cook	Someone makes a post on Twitter making fun of police ofcers	orig		-2.0	0.0	-1.0	-3.0	-2.0	2.0	-1.0	Potential emotional harm to police officers.	Not directly related to fairness or cheating.	Could be seen as disloyal to law enforcement.	Challenges the authority of police officers.	May degrade the perceived sanctity of law enforcement.	Could be seen as an expression of free speech.	Mixed norms, leaning towards slightly immoral.	-1.59
302	Mickelberg	Person X hosted a fundraising dinner to raise money for a local homeless shelter.	orig		5	4	4	3	4	4	4	Raising money helps the homeless shelter.	Assuming the event was conducted fairly.	Shows loyalty to the community.	Supports social welfare, aligning with societal norms.	Promotes the sanctity of helping others.	Empowers the homeless, promoting liberty.	Highly moral act of community support.	3.24
303	Mickelberg	Person X sneezed loudly in an important meeting.	orig		0.0	0.0	0.0	-1.0	-1.0	0.0	0.0	Sneezing is involuntary, no harm intended.	No cheating or fairness issues involved.	No betrayal or loyalty concerns.	Might be seen as disruptive to authority.	Could be seen as disrespectful in a formal setting.	No oppression or liberty issues involved.	Minor disruption, generally morally neutral.	-0.11
304	Mickelberg	Person X translated the menu items for a foreigner in a restaurant.	orig		4	3	0	0	0	3	4	Translating helps the foreigner understand the menu.	Ensures the foreigner is treated fairly.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	Supports the foreigner's liberty to choose.	Helping and fairness make it moral.	2.54
305	Clifford	You see a student stating that her professor is a fool during an afternoon class.	orig		-3.0	-2.0	-3.0	-4.0	-3.0	1.0	-3.0	Calling someone a fool can cause emotional harm.	The statement may be unfair if untrue.	Disrespecting a professor shows disloyalty to academic norms.	Undermines the authority of the professor.	Degrades the respect due to educators.	Could be seen as exercising free speech.	Disrespecting authority and causing harm is generally immoral.	-2.0
306	Mickelberg	Person X drove an hour out of their way to pick up a friend and drive him to work because his car had broken down.	orig		5	0	4	0	0	0	4	Person X is helping a friend in need.	No cheating or unfairness involved.	Person X shows loyalty by assisting a friend.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Helping a friend is highly moral.	3.08
307	Effron	Helped a man in a wheelchair cross a busy intersection	orig		5	0	0	0	0	4	4	Assisting someone in need is highly helpful.	No cheating or unfairness involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	Promotes liberty by aiding mobility.	Helping someone in need is highly moral.	3.16279064
308	Effron	Volunteered to stay late to help a coworker	orig		5	4	4	3	0	3	4	Helping a coworker by staying late.	Fairness in supporting team members.	Loyalty to a coworker and team.	Respecting workplace norms and authority.	No relevance to degradation or sanctity.	Voluntary act, no oppression involved.	Highly moral act of helping.	2.23529416
309	Mickelberg	Person X walked into the street without checking for oncoming traffic.	orig		-4.0	0.0	0.0	-3.0	0.0	2.0	-3.0	Potential harm to self and others.	No cheating or fairness involved.	No betrayal or loyalty involved.	Disregard for traffic rules.	No degradation or sanctity involved.	Exercise of personal freedom.	Potentially harmful and rule-breaking.	-0.72
310	Kruepke	I teach at a bible college where some of my students can't pay for their classes. So I covered them and told them that they could pay me later. I lied to the school and said that the students had given me the money.	orig		4.0	-4.0	-3.0	-4.0	-3.0	3.0	0.0	Helping students by covering their fees.	Lied to the school about receiving money.	Loyal to students but betrayed school's trust.	Subverted school's financial policies.	Compromised integrity by lying.	Acted to support students' education.	Mixed actions; helped students but lied.	0.77
311	Lotto	You own a shop which sells fireworks. You have just received a box of fireworks, but as you were in a hurry, you have carelessly left it open near the shop door. Five customers are waiting. Another customer enters the shop. Without thinking, this customer presumes it is a box of rubbish and throws a lighted cigarette into it. The box is about to explode.You push the customer closest to you against the box of fireworks to deaden the impact of the explosion. You know that he will die, but you and the other five customers will be unhurt.	orig		-4	-3	-4	0	-4	-3	-4	Pushing the customer causes harm to save others.	Unfair to sacrifice one for others' safety.	Betrays the trust of the customer pushed.	No authority norms are directly involved.	Human life is degraded by using it as a shield.	Oppresses the liberty of the customer pushed.	Sacrificing one to save many is highly immoral.	-1.58
312	Mickelberg	Person X arrived at the art exhibition early so they could view the collection before it got too busy.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	No cheating or fairness issues.	No betrayal or loyalty issues.	No subversion or authority issues.	No degradation or sanctity issues.	No oppression or liberty issues.	Neutral action, no moral implications.	0.62
313	Kruepke	When I was younger, my brother and neighborhood friend and I went on a shoplifting spree. We took a lot of clothing. Then we got caught and we never stole again.	orig		0.0	-5.0	0.0	-4.0	0.0	0.0	-4.0	No direct physical harm caused.	Stealing is unfair to the store.	No betrayal of personal relationships.	Act of defying legal authority.	No significant degradation involved.	No oppression or liberty issues.	Stealing is highly immoral.	-3.56
314	Lotto	You find yourself near a petrol pump and see the attendant fill up a car with four people on board. Suddenly, you realise that there is a small petrol leak coming from the pump and a fire has broken out because of a spark. It is about to spread quickly in the direction of the car.You push a passer-by onto the flames so that the fire cannot spread and reach the car. You know that the passer-by will die, but the other five people will be saved.	orig		-4.0	-4.0	0.0	0.0	-4.0	-4.0	-4.0	Harm to passer-by, help to car occupants	Unfair to sacrifice passer-by	No betrayal or loyalty involved	No authority subverted	Degrades the sanctity of life	Oppresses the passer-by's liberty	Sacrificing one for many is highly immoral	-1.5
315	Kruepke	A long time ago I helped organize an intervention for my dadÍ's alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.	orig		5.0	4.0	5.0	3.0	4.0	4.0	4.0	Organizing intervention to help dad overcome alcoholism.	Fairness in addressing a family issue collectively.	Loyalty to family by supporting dad.	Respecting family authority to address a serious issue.	Upholding the sanctity of family and health.	Promoting dad's liberty from addiction.	Highly moral act of family support.	2.9
316	Kruepke	I used to lie a lot when I was a little girl. My mother left my father when I was a year old. So I used to say that I had a mother and a father, even though my mother and grandmother raised me.	orig		0.0	-2.0	-1.0	0.0	-1.0	0.0	-1.0	No direct harm or help involved.	Lying about family structure is a form of cheating.	Lying may be seen as a betrayal of trust.	No subversion of authority involved.	Lying could degrade the value of truth.	No oppression or liberty issues involved.	Minor moral issues due to lying.	-0.5
317	Kruepke	I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat.	orig		5.0	4.0	0.0	0.0	3.0	4.0	4.0	Helping a pregnant woman find a seat.	Ensuring fair treatment by giving up a seat.	No relevant act of loyalty or betrayal.	No relevant act of subversion or authority.	Respecting the dignity of a pregnant woman.	Promoting liberty by assisting someone in need.	Helping others is highly moral.	2.89
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		-4.0	-5.0	-4.0	-3.0	-3.0	-3.0	-4.0	Misuse of funds harms public trust.	Unfair use of public resources.	Betrays public trust and duty.	Undermines the integrity of office.	Degrades the sanctity of public service.	Misuse of power restricts fair governance.	Highly immoral due to misuse of public funds.	-3.8
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		-3.0	0.0	-2.0	-2.0	-1.0	3.0	1.0	Family's opposition may cause emotional harm.	No indication of cheating or unfairness.	Family feels betrayed by brother's decision.	Brother defies family authority.	Family may see marriage as sacred.	Brother exercises his liberty to choose.	Mixed norms, leaning towards personal liberty.	0.52
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		-5.0	-4.0	0.0	0.0	-4.0	0.0	-4.0	Throwing the bag causes harm to another person.	Unfairly endangering another person to save yourself.	No direct betrayal or loyalty involved.	No subversion of authority present.	Disregard for the sanctity of human life.	No oppression or liberty issues involved.	Causing harm to save oneself is immoral.	-1.38
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		0.0	-4.0	0.0	-3.0	0.0	0.0	-3.0	No direct harm or help involved.	Looking at Paul's answers is cheating.	No betrayal or loyalty issues involved.	Subverts the authority of the test rules.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Cheating on a test is generally immoral.	-2.04
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		0.0	-3.0	-3.0	-2.0	0.0	0.0	-3.0	No direct harm or help involved.	Invasion of privacy to check salary records.	Betrayal of trust by snooping.	Undermines authority by questioning owner's decisions.	No significant degradation or sanctity issues.	No oppression or liberty issues involved.	Privacy invasion and trust betrayal.	-1.21
323	Effron	Continually berated his wife in public	orig		-5	-4	-4	-3	-5	-5	-4	Public berating causes emotional harm.	Unfair treatment in a relationship.	Betrays trust and respect in marriage.	Disrespects social norms of respect.	Degrades the sanctity of marriage.	Oppresses wife's dignity and freedom.	Public berating is highly immoral.	-2.856
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		-3	-4	-4	-3	0	0	-3	Stealing office supplies causes financial harm to the company.	Taking supplies without permission is unfair to others.	Stealing from the employer is a betrayal of trust.	Disregarding company rules undermines authority.	The act does not degrade any sanctity.	The act does not relate to oppression or liberty.	Stealing is generally considered immoral.	-2.01
325	Effron	Stole money and jewelry from the relatives he was living with	orig		-5.0	-5.0	-5.0	-4.0	-4.0	0.0	-4.0	Stealing causes financial and emotional harm to relatives.	Stealing is an act of cheating and unfairness.	Stealing from relatives is a betrayal of trust.	Stealing undermines social and familial authority.	Stealing degrades the sanctity of family bonds.	Stealing does not directly relate to oppression or liberty.	Stealing from relatives is highly immoral.	-3.408
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		-4.0	-3.0	-4.0	0.0	-2.0	0.0	-3.0	Ending friendship during a vulnerable moment is harmful.	Timing of ending friendship seems unfair.	Ending friendship in crisis feels like betrayal.	No authority figures involved.	Disrespecting the sanctity of a hospital setting.	No oppression or liberty issues involved.	Highly insensitive and morally questionable.	-2.25
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		-4.0	-5.0	-5.0	0.0	-4.0	0.0	-4.0	The affair likely caused emotional harm.	The scenario involves cheating on a partner.	The affair is a betrayal of trust.	No significant subversion of authority.	The affair degrades the sanctity of the relationship.	The scenario does not involve oppression or liberty.	The scenario is highly immoral due to betrayal and cheating.	-2.65
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		-3.0	0.0	-4.0	-3.0	0.0	2.0	-2.0	Potential economic harm to American businesses.	No direct cheating or fairness issue.	Perceived betrayal of national loyalty.	Undermines national economic interests.	No direct degradation or sanctity issue.	Exercise of personal freedom of choice.	Mixed norms, leaning towards negative impact.	-2.5
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		0.0	0.0	-2.0	-2.0	0.0	0.0	-1.0	No direct harm or help involved.	No indication of cheating or unfairness.	Failure to attract customers may seem disloyal.	Disappointing the boss shows subversion.	No degradation or sanctity issues.	No oppression or liberty issues.	Minor subversion and disloyalty.	0.02
330	Effron	Provided books to a nursing home	orig		5	5	4	3	4	4	4	Providing books helps residents' mental well-being.	Books are provided fairly to all residents.	Shows loyalty to the community's elderly.	Supports the authority of the nursing home.	Respects the sanctity of the elderly's space.	Enhances residents' liberty to choose activities.	Highly moral act benefiting the elderly.	2.425
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		-1.0	0.0	0.0	0.0	0.0	0.0	3.0	Accidental harm to eggs, minor inconvenience.	No cheating or fairness issue involved.	No betrayal or loyalty issue involved.	No subversion or authority issue involved.	No degradation or sanctity issue involved.	No oppression or liberty issue involved.	Minor accident, no moral implications.	0.07
332	Grizzard	Captures instead of kills a child soldier.	orig		3.0	2.0	3.0	2.0	4.0	-1.0	3.0	Capturing avoids killing, thus reducing harm.	Capturing a child soldier may be seen as fairer than killing.	Loyalty to humanitarian principles by not killing.	Respecting authority by following rules of engagement.	Preserving the sanctity of life by capturing.	Capturing restricts liberty but is less oppressive than killing.	Capturing is more moral than killing.	2.04
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		-3.0	0.0	-4.0	-5.0	-3.0	1.0	-3.0	Yelling can harm team morale and coach's authority.	Yelling does not directly relate to fairness or cheating.	Publicly yelling shows disloyalty to the coach.	Yelling undermines the coach's authority.	Yelling degrades the respect for the coach.	Yelling could be seen as an expression of frustration.	Undermines authority and loyalty, thus immoral.	-2.1
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		-4.0	-3.0	-4.0	0.0	-3.0	3.0	-2.0	Leaving disabled stepson may cause harm.	Leaving may be seen as unfair to step-kids.	Leaving family can be seen as betrayal.	Leaving does not subvert authority.	Leaving family may degrade family sanctity.	Leaving oppressive situation supports personal liberty.	Mixed norms, but harm and betrayal dominate.	-2.07
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		-4.0	-5.0	-5.0	0.0	-3.0	0.0	-4.0	Emotional harm to both Beth and ex-girlfriend.	Cheating on Beth with ex-girlfriend.	Betrayal of Beth's trust.	No significant authority subversion.	Degrades the sanctity of the relationship.	No significant oppression or liberty issues.	Highly immoral due to cheating and betrayal.	-2.78
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		-3.0	-5.0	-4.0	-4.0	-4.0	0.0	-4.0	Helps friend financially but harms market integrity.	Involves cheating by using confidential information.	Betrays company trust for personal gain.	Subverts company rules and legal regulations.	Degrades professional ethics and integrity.	No significant impact on oppression or liberty.	Severely breaches ethical and legal norms.	-0.84
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		-2.0	0.0	0.0	-1.0	0.0	2.0	1.0	Potential for self-harm if not careful.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	Might be seen as subversive in formal settings.	No degradation or sanctity issues involved.	Expression of personal liberty.	Mostly neutral with slight risk and liberty.	0.08
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		-4.0	-5.0	0.0	-4.0	-3.0	0.0	-4.0	Stealing harms the supermarket financially.	Stealing is unfair to the business and other customers.	No direct betrayal or loyalty involved.	Stealing subverts societal laws and norms.	Stealing degrades personal integrity and societal trust.	No direct oppression or liberty issues involved.	Stealing is generally considered highly immoral.	-2.46
339	Effron	Helped push someone's car out of a snow bank	orig		5.0	3.0	4.0	0.0	0.0	4.0	4.0	Assisting someone in need, providing help.	Act of fairness, no cheating involved.	Demonstrates loyalty to community or individual.	No subversion or authority involved.	No degradation or sanctity issues involved.	Promotes liberty by helping someone in distress.	Highly moral act of helping others.	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	No cheating or fairness issue.	No betrayal or loyalty issue.	No subversion or authority issue.	No degradation or sanctity issue.	No oppression or liberty issue.	No moral implications.	0.5
341	Effron	Helped pick up the papers dropped by another	orig		5.0	0.0	0.0	0.0	0.0	0.0	4.0	Helping someone pick up papers is a clear act of help.	The scenario does not involve cheating or fairness.	The scenario does not involve betrayal or loyalty.	The scenario does not involve subversion or authority.	The scenario does not involve degradation or sanctity.	The scenario does not involve oppression or liberty.	Helping others is morally positive.	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		4	5	3	4	3	0	4	Calling the bank helps correct the error.	Reporting the error maintains fairness.	Loyalty to ethical behavior is upheld.	Respecting the bank's authority by reporting.	Maintains the sanctity of honesty.	No significant impact on liberty or oppression.	Reporting the error is highly moral.	2.62
343	Effron	Put money in the meter for an unknown driver	orig		4	3	0	0	0	2	3	Helping the driver avoid a fine.	Fairness in preventing an unnecessary penalty.	No betrayal or loyalty involved.	No subversion of authority.	No impact on sanctity.	Promotes liberty by aiding the driver.	Helping without harm or unfairness.	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig		0.0	0.0	-3.0	-2.0	-3.0	3.0	0.0	No direct harm or help involved.	No cheating or fairness issues present.	Could be seen as disloyal to family.	May subvert family expectations.	Disrespecting the sanctity of a funeral.	Exercise of personal liberty.	Balancing personal liberty with family loyalty.	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		4	0	0	0	2	0	3	Preparing food generally helps others.	No cheating involved in making food.	No betrayal or loyalty issues present.	No subversion or authority issues present.	Food preparation can be seen as a sanctified act.	No oppression or liberty issues present.	Preparing food is generally a positive act.	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		4	0	0	0	0	3	4	Inviting an unpopular coworker is a helpful act.	No cheating or fairness issues are involved.	No betrayal or loyalty issues are involved.	No subversion or authority issues are involved.	No degradation or sanctity issues are involved.	Promotes liberty by including an unpopular coworker.	The act is kind and inclusive.	2.06
347	Effron	Ignored a new person in the office for several weeks	orig		-3.0	-2.0	0.0	0.0	-2.0	-2.0	-3.0	Ignoring can cause emotional harm.	Ignoring someone is unfair treatment.	No betrayal or loyalty involved.	No subversion or respect for authority involved.	Ignoring can degrade someone's dignity.	Ignoring can feel oppressive.	Ignoring someone is generally unkind.	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		-2.0	0.0	2.0	0.0	-3.0	3.0	0.0	Potential genetic risks for offspring.	No direct cheating or unfairness involved.	Loyalty to family traditions or norms.	Depends on cultural or legal norms.	Viewed as taboo in some cultures.	Exercise of personal freedom in marriage choice.	Culturally sensitive; mixed moral views.	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		-4.0	0.0	0.0	-3.0	-3.0	0.0	-3.0	Throwing a stapler can cause physical harm.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	Disrespecting a colleague during a professional setting.	Degrading behavior in a professional environment.	No oppression or liberty issues involved.	Act is harmful and disrespectful.	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		-3.0	-5.0	-4.0	-3.0	-2.0	0.0	-4.0	The student benefits without contributing.	The student is unfairly rewarded.	The student betrays the group's trust.	The student undermines academic integrity.	The act devalues the effort of others.	No significant impact on freedom.	The act is highly immoral.	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		0.0	-5.0	-4.0	-4.0	-3.0	0.0	-4.0	No direct harm or help involved.	Cheating undermines fairness in academic evaluation.	Betrayal of academic integrity and trust.	Subverts the authority of the educational institution.	Degrades the sanctity of academic standards.	No significant impact on oppression or liberty.	Cheating is highly immoral in academic contexts.	-3.4
352	Effron	Started a false rumor about someone	orig		-5.0	-5.0	-5.0	-3.0	-4.0	-4.0	-4.0	Spreading false rumors can cause significant harm.	It is unfair to spread false information.	Spreading rumors betrays trust.	May undermine social order or authority.	Degrades the dignity of the person targeted.	Restricts the victim's social freedom.	Spreading false rumors is highly immoral.	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		3	0	2	1	0	-2	1	Forcing her to go may help her health.	No elements of cheating or fairness involved.	Loyalty to mother's health is shown.	Respecting authority of medical advice.	No elements of degradation or sanctity involved.	Forcing her limits her liberty.	Balancing health benefits and personal liberty.	0.62
