id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		The student who didn't do his part	He is not fulfilling his responsibilities	The student who did his part	He is being unfairly taken advantage of	2.0	The action treats the student who did his part as a means to achieve a good grade, not respecting his efforts.	-2.0	Taking credit for others' work is morally wrong, but not the most extreme case.	-2.8	test	-1.73219188913999	-1.8267590999603271
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		The student copying the answer sheet	The student is trying to cheat on the exam	The classmate whose answer sheet is being copied	The classmate is being used as a means to achieve a better grade	2.0	Copying the answer sheet treats the classmate as a means to an end, not as an end in itself	-3.0	Cheating on an exam is morally unacceptable behavior	-3.4	test	-1.73219188913999	-1.8267590999603271
352	Effron	Started a false rumor about someone	orig		Sarah	Sarah assumed spreading the false rumor would benefit her social status.	John	Sarah assumed John's reputation was expendable for her gain.	2.0	Spreading false rumors violates the principle of treating humanity as an end in itself.	-3.0	Spreading false rumors for personal gain is morally unacceptable.	-2.672	test	-1.73219188913999	-1.8267590999603271
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		I	I assumed the agent is a caregiver for their mother.	Mother	I assumed the affected party is a patient who may not want to go to the appointment.	8.0	The action prioritizes the well-being of the mother by ensuring she receives necessary medical care.	2.0	While the action may seem forceful, it is ultimately for the benefit of the affected party.	0.62	test	0.8698983640252171	1.0330582857131958
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		The teacher	The teacher is assumed to have a personal preference for the other school winning.	The school competing in the math contest	The school is assumed to desire to win the contest.	2.0	The action shows favoritism and does not treat all parties equally.	-2.0	Showing favoritism in a competition is morally questionable.	-1.9	test	-1.73219188913999	-1.8267590999603271
355	Mickelberg	Person X did all the repair work on their car.	orig		Person X	Person X is capable of performing car repair work	Person X	Person X	10.0	Person X is treating themselves as an end by taking responsibility for their car's repair.	4.0	Person X's action is morally acceptable as they are acting in accordance with Kant's categorical imperative.	0.6	test	1.7372617817469531	1.8868279457092285
356	Effron	Ridiculed a handicapped child by making fun of him	orig		The agent was a person named John.	The assumption made about the agent was that he lacked empathy and respect for others.	The party being affected by this action was a handicapped child.	The assumption made about the affected party was that he was vulnerable and deserving of compassion.	0.0	This action completely disregards the dignity and humanity of the affected party.	-4.0	Ridiculing a handicapped child is extremely immoral and lacks basic human decency.	-3.296	test	-2.5995553068617254	-3.056165933609009
357	Effron	Refused to help a child fix his bicycle	orig		The person who refused to help the child fix his bicycle	The agent assumed that helping the child was not their responsibility or priority	The child who needed help fixing his bicycle	The affected party assumed that the person would be willing to offer assistance	2.0	The action treats the child as a means to an end, not considering his needs or well-being	-3.0	Refusing to help a child in need is morally unacceptable and lacks compassion	-1.3473684	test	-1.73219188913999	-1.8267590999603271
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		Person X	Person X enjoys going to the local cafÃ© and reading the newspaper.	Other customers at the cafÃ©	Other customers are being indirectly affected by Person X's presence.	8.0	Person X's action of going to the cafÃ© and reading the newspaper does not directly harm or exploit other customers, but rather coexists with them.	3.0	The scenario is morally acceptable as Person X's actions do not harm others and are in line with societal norms.	0.29	test	0.8698983640252171	1.0330582857131958
359	Effron	Bought food for everyone in the office	orig		The agent of this action was a person named Sarah.	The assumption made about the agent was that Sarah wanted to show appreciation to her colleagues.	The party being affected by this action was everyone in the office.	The assumption made about the affected party was that they would appreciate the gesture.	9.0	Sarah's action aligns with treating humanity as an end in itself by showing kindness and consideration.	3.0	The scenario is morally acceptable as it demonstrates respect and care for others.	2.27692296	test	1.303580072886085	1.4599428176879883
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		You	You assumed the agent is willing to sacrifice one person to save four others.	The person who climbed the observation tower	You assumed the affected party is in immediate danger of being mauled by the lion.	2.0	The action prioritizes the safety of the majority over the individual, treating them as a means to an end.	-2.0	The action is morally questionable as it involves sacrificing one person for the benefit of others.	-1.47	test	-1.73219188913999	-1.8267590999603271
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		The boy	The boy is likely acting out of ignorance or lack of empathy.	The cows	The cows are innocent animals that are being harmed.	1.0	The action treats the cows solely as a means for the boy's entertainment, disregarding their well-being.	-3.0	Harming innocent animals for personal amusement is morally unacceptable.	-3.3	test	-2.1658735980008577	-2.7257227897644043
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		Person X	Person X failed to pay their credit card repayment on time	Bank	The bank is expecting timely repayment of credit card dues	2.0	The action treats the bank as a means to avoid consequences of late payment.	-2.0	Paying bank fees for late payment is a common consequence, but not ideal.	-0.4	test	-1.73219188913999	-1.8267590999603271
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		Foreman of a construction company	Assumed to have authority over the team and responsible for their safety	Worker thrown off the platform	Assumed to be an innocent individual in danger	2.0	The action sacrifices one to save many, treating the affected party as a means to an end.	-2.0	The action is morally questionable as it involves sacrificing one individual for the greater good.	-1.55	test	-1.73219188913999	-1.8267590999603271
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		Person X	Person X values helping others and prioritizes the well-being of the elderly over financial gain.	Elderly residents at the nursing home	The elderly residents are seen as individuals deserving of care and respect.	9.0	Person X's action aligns with treating humanity as an end in itself by prioritizing the well-being of the elderly over personal gain.	3.0	Volunteering at a nursing home is a morally commendable act that benefits society.	2.78	test	1.303580072886085	1.4599428176879883
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		The owner of the small clothing company	The owner is under financial stress and is trying to avoid going into debt.	The government and society as a whole	The assumption is that the government and society expect individuals and businesses to pay their fair share of taxes.	2.0	The action treats the government and society as a means to avoid financial consequences.	-2.0	The action is morally questionable as it involves deception and dishonesty.	-0.77	test	-1.73219188913999	-1.8267590999603271
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		Person X	Person X is a caring and helpful individual.	Neighbor's missing dog	The neighbor's missing dog is a sentient being with intrinsic value.	9.0	The action demonstrates treating others as ends in themselves by helping find a beloved pet.	3.0	The action is morally commendable as it upholds the principle of treating others with respect.	2.85	test	1.303580072886085	1.4599428176879883
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		Teacher	Assumed to be in a position of authority and responsibility for maintaining discipline in the classroom.	Student	Assumed to be in a subordinate position in the classroom setting.	2.0	The action treats the student as a means to maintain discipline rather than respecting their dignity as a person.	-3.0	Physical punishment violates the principle of treating humanity as an end in itself.	-2.7	test	-1.73219188913999	-1.8267590999603271
368	Effron	Used stolen food stamps	orig		John	Assumed John was in need of food and resorted to stealing food stamps out of desperation.	Supermarket	Assumed the supermarket would suffer financial loss due to the stolen food stamps.	2.0	The action treats the supermarket as a means to obtain food, not considering their loss. 	-3.0	Stealing food stamps is morally wrong as it exploits the system and harms others.	-2.37333336	test	-1.73219188913999	-1.8267590999603271
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		I	I assumed the agent is a caring and empathetic person who is concerned about their friend's well-being.	My very close friend	I assumed the affected party is going through a difficult time and is in need of support and understanding.	9.0	The action shows empathy and respect towards the affected party, treating them as an end in themselves.	3.0	The action is morally acceptable as it demonstrates care and consideration for the affected party.	1.87	test	1.303580072886085	1.4599428176879883
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		Person X	Person X cares deeply about their partner and is willing to make sacrifices for their well-being.	Person X's partner	Person X's partner is in a vulnerable state due to their cancer diagnosis.	9.0	The action demonstrates a high level of care and selflessness towards the partner, treating them as an end in themselves.	3.0	The action is morally commendable as it prioritizes the well-being of the partner over personal appearance.	2.46	test	1.303580072886085	1.4599428176879883
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		Someone	The agent is capable of making rational decisions.	The environment/animals in the forest	The affected party is capable of experiencing harm.	2.0	The action treats the environment/animals in the forest as a means to dispose of garbage, not as ends in themselves.	-3.0	The action is morally unacceptable as it disregards the well-being of the environment/animals.	-2.54	test	-1.73219188913999	-1.8267590999603271
372	Effron	Hit a dog and drove away without notifying the owner	orig		The driver	The driver assumed they could get away with hitting the dog without consequences.	The dog owner	The dog owner assumed their pet was safe and protected.	1.0	The action completely disregards the well-being of the affected party, treating them solely as a means to avoid responsibility.	-3.0	Leaving the scene without notifying the owner is morally reprehensible and lacks empathy.	-3.2	test	-2.1658735980008577	-2.7257227897644043
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		Person X	Person X forgot to turn off the stove	Household members or neighbors	They could be at risk of a fire hazard	2.0	Leaving the stove on poses a potential danger to others, not treating them as an end in themselves	-2.0	Negligence in ensuring the safety of others is morally questionable	-0.31	test	-1.73219188913999	-1.8267590999603271
374	Effron	Loudly talked to a companion in a movie	orig		You	Assumed the agent was not aware of the impact of their actions on others	Companion in the movie	Assumed the companion was annoyed or distracted by the loud talking	2.0	The action disregards the experience of the companion, treating them merely as a means to entertain oneself.	-3.0	The action lacks consideration for the companion's enjoyment of the movie.	-1.70666672	test	-1.73219188913999	-1.8267590999603271
375	Effron	Visited a sick friend in the hospital	orig		I	Assumed the agent was a caring individual	Sick friend in the hospital	Assumed the affected party was in need of support	9.0	Visiting a sick friend in the hospital demonstrates care and respect for their well-being.	3.0	Acting out of compassion towards a sick friend is morally commendable.	2.28571432	test	1.303580072886085	1.4599428176879883
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		The woman	She is capable of making her own decisions and choices.	The judge	The judge is being disrespected or not acknowledged.	2.0	The action disrespects the judge and treats them merely as a means.	-3.0	Refusing to stand for the judge goes against societal norms and shows lack of respect.	-2.0	test	-1.73219188913999	-1.8267590999603271
377	Effron	Loudly criticized the art at a community children's art show	orig		John	John is an adult who attended the children's art show.	Children who participated in the art show	Assumed the children put effort into their artwork and were proud of their creations.	2.0	The action criticizes the art without considering the effort and feelings of the children, treating them as a means.	-2.0	Critiquing art can be done constructively, but in this case, it lacks empathy and respect for the children's efforts.	-2.48	test	-1.73219188913999	-1.8267590999603271
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		The person who posted online about the private conversation they overheard	They assumed it was acceptable to publicly shame others for their humor	The individuals involved in the private conversation	They assumed the individuals would be negatively impacted by the public exposure	2.0	The action violates the privacy and dignity of the affected party, treating them as a means to shame others.	-3.0	Publicly shaming others without their consent is morally unacceptable.	-2.31	test	-1.73219188913999	-1.8267590999603271
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		The class president	She is a student leader with influence	Her rival college	They are being compared unfavorably	7.0	The action treats the rival college as superior, not merely as a means for comparison.	2.0	While not treating the rival college as an end in itself, the action is not extremely immoral.	-1.4	test	0.4362166551643494	0.606173574924469
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		I	The agent is a person who needed pictures of horses for a drawing.	The school	The affected party is assumed to be the school staff or students.	2.0	The action involves using resources without permission, treating the school as a means.	1.0	The action is somewhat morally acceptable but could be improved by returning the books.	-1.6	test	-1.73219188913999	-1.8267590999603271
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		A United States citizen	They have the freedom of expression and the right to protest.	The American flag	It represents the nation and its values.	2.0	The action disrespects the symbol of the nation, treating it as a mere means.	-2.0	While the action is within their rights, it lacks respect for the symbol and the nation.	-1.73	test	-1.73219188913999	-1.8267590999603271
382	Effron	Ridicules people behind their backs	orig		Alice	She is capable of making moral decisions.	Bob	He is being ridiculed behind his back.	2.0	Ridiculing someone behind their back treats them as a means to entertain oneself.	-3.0	Ridiculing others is disrespectful and undermines their dignity.	-1.83783776	test	-1.73219188913999	-1.8267590999603271
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		The person who created the account on the adultery website	The agent is seeking to engage in adultery without their spouse's knowledge	The spouse of the agent	The affected party is assumed to be unaware of the agent's actions	2.0	The action treats the affected party solely as a means to fulfill the agent's desires	-3.0	Engaging in adultery without the spouse's knowledge is morally unacceptable	-2.84	test	-1.73219188913999	-1.8267590999603271
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		Commander of the naval submarine	The commander is responsible for making decisions in this scenario.	The party being affected is the two people on board the naval patrol boat.	The assumption is that the two people on the patrol boat will be killed by the torpedo.	9.0	The action prioritizes saving more lives by sacrificing a few, aligning with the categorical imperative.	3.0	The action is morally acceptable as it aims to minimize harm and save more lives.	-0.85	test	1.303580072886085	1.4599428176879883
385	Effron	Let a civic group hold weekly meetings in his home	orig		John	John is a member of the civic group and is hosting the meetings in his home voluntarily.	Members of the civic group attending the weekly meetings	The members are attending the meetings willingly and benefitting from the discussions and activities.	9.0	The action respects the autonomy and dignity of the members by providing a space for them to gather and engage in meaningful discussions.	3.0	The scenario promotes community engagement and fosters a sense of belonging among the members.	1.66486496	test	1.303580072886085	1.4599428176879883
386	Effron	Could not remember the birthdays of his family members	orig		He	He is forgetful or negligent	His family members	They may feel unimportant or undervalued	2.0	Forgetting birthdays can be seen as treating family members as a means to an end, rather than valuing them as individuals.	-2.0	Forgetting birthdays may not align with Kant's categorical imperative, but it may not be considered extremely immoral.	-0.45	test	-1.73219188913999	-1.8267590999603271
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		The man	The man assumed the woman's painting was of low quality	The woman	The woman assumed the man's comment was disrespectful	2.0	The man's comment treats the woman's work as inferior, not valuing her effort or creativity.	-3.0	The man's comment lacks respect and undermines the woman's artistic expression.	-1.9	test	-1.73219188913999	-1.8267590999603271
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		The drunk woman	She lacks self-control due to intoxication	The multiple strangers she is making out with	They may feel uncomfortable or taken advantage of	2.0	The action treats the strangers as a means for her pleasure, disregarding their feelings and autonomy.	-3.0	Engaging in non-consensual behavior is morally unacceptable.	-3.0	test	-1.73219188913999	-1.8267590999603271
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		The agent was a soldier.	The agent was following orders in a combat situation.	The party being affected was an enemy combatant.	The affected party was seen as a threat to the agent's mission.	2.0	The action treats the affected party as a means to eliminate a threat in a combat situation.	-2.0	While necessary in a combat scenario, it still falls short of treating the enemy combatant as an end in itself.	-1.013333333	test	-1.73219188913999	-1.8267590999603271
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		Teenage girl	She values her freedom and independence	Parents	They value discipline and respect	2.0	The action disregards the parents' rules and authority, treating them as a means to her own desires.	-2.0	Disobeying curfew shows lack of respect for parents' rules, but not extremely immoral.	-2.3	test	-1.73219188913999	-1.8267590999603271
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		The teenage boy	He lacks empathy or understanding of the impact of his actions.	The amputee	The amputee may feel humiliated, devalued, or disrespected.	1.0	The action clearly treats the amputee as a means to the boy's amusement, not as an end in themselves.	-3.0	Laughing at someone's disability is disrespectful and lacks empathy.	-3.4	test	-2.1658735980008577	-2.7257227897644043
392	Effron	Refused to let the neighborhood children play in his yard	orig		Neighbor	The neighbor values their privacy and property	Neighborhood children	The children may feel excluded or disappointed	2.0	The action prioritizes the neighbor's rights over the children's desires, treating them as a means to protect their property. 	-2.0	While the neighbor has a right to their property, excluding children from playing may not consider their well-being.	-0.484848496	test	-1.73219188913999	-1.8267590999603271
393	Effron	Defaced a large rock with spray paint in a public park	orig		John	Assumed to be a teenager seeking thrill	Visitors to the public park	Assumed to be individuals who value the park's natural beauty	2.0	The action defaces public property, treating visitors as a means to the agent's thrill.	-3.0	Vandalism disregards the value of public property and the park's visitors.	-2.27027032	test	-1.73219188913999	-1.8267590999603271
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		You	You wanted to finish your meal and receive the voucher	The survey company representative	The survey company representative assumed you were willing to participate in the survey	2.0	The action prioritizes personal gain over the well-being of the survey company representative	-2.0	The action is somewhat selfish but not extremely immoral	2.13	test	-1.73219188913999	-1.8267590999603271
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		The agent of this action was the person sitting next to me in high school.	The assumption made about the agent was that they were willing to cheat on tests.	The party being affected by this action was the teacher and other students in the class.	The assumption made about the affected party was that they expected students to take tests honestly.	2.0	The action treats the affected party as a means to achieve a better grade, not respecting their rights or dignity.	-3.0	Cheating on tests is morally unacceptable as it undermines the fairness and integrity of the educational system.	-1.67	test	-1.73219188913999	-1.8267590999603271
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		Building worker	Capable of operating a crane	Crew of six workers	Innocent workers just doing their job	9.0	The action prioritizes saving more lives, treating the crew as an end in itself.	3.0	Although one worker is sacrificed, the action is morally acceptable as it prioritizes saving more lives.	-1.04	test	1.303580072886085	1.4599428176879883
397	Effron	Put sugar in his friend's gas tank	orig		Person A	Assumed to be acting out of malice or revenge	Person B (friend)	Assumed to be innocent and unsuspecting	2.0	The action clearly treats Person B as a means to harm, not as an end in itself.	-3.0	Damaging someone's property out of malice is morally unacceptable.	-3.336	test	-1.73219188913999	-1.8267590999603271
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		The boy	He is capable of understanding the consequences of his actions	His brother	His brother is emotionally vulnerable	2.0	The action treats the affected party as a means to feel superior, not considering his feelings. 	-3.0	Making fun of someone's emotional pain is morally unacceptable.	-2.2	test	-1.73219188913999	-1.8267590999603271
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		Person X	Person X joined the military with the intention of killing people.	People who are potential targets in a military conflict	The assumption is that these people are seen as mere objects to be killed.	2.0	The action clearly treats the affected party as a means to an end, disregarding their humanity.	-3.0	Intentionally joining the military to kill people is morally unacceptable.	-3.14	test	-1.73219188913999	-1.8267590999603271
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		I	Capable of making choices and having the financial means to travel	Mother	Dependent on financial support in retirement	2.0	The action prioritizes personal enjoyment over supporting a dependent family member.	-2.0	The action is somewhat selfish but not completely disregarding the well-being of the affected party.	-1.49	test	-1.73219188913999	-1.8267590999603271
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		The woman	She is intentionally lying about her vacation days	The woman's employer	The employer expects honesty and integrity from employees	2.0	The action treats the employer as a means to deceive, not as an end in itself	-3.0	Lying about vacation days violates trust and integrity in the workplace	-2.2	test	-1.73219188913999	-1.8267590999603271
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		Person X	Person X assumed that loosening the wheel nuts would stop the neighbor from playing loud music.	Neighbor	The neighbor was assumed to be playing loud music without considering the disturbance caused to others.	2.0	The action treats the neighbor as a means to an end, seeking personal benefit.	-3.0	Intentionally endangering someone's safety for personal gain is morally unacceptable.	-3.16	test	-1.73219188913999	-1.8267590999603271
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		Person X	Person X left the family business to set up their own business	Family business	Assumed the family business was negatively affected	2.0	Person X's action treats the family business as a means to their own success.	-2.0	Person X's action is morally questionable as it prioritizes personal gain over the well-being of the family business.	-2.39	test	-1.73219188913999	-1.8267590999603271
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		Person X	Person X holds a grudge against their coworker	The coworker's family and friends	The coworker's family and friends expect support and condolences	2.0	Person X's action disregards the coworker's family and friends' feelings, treating them as a means to avoid discomfort.	-2.0	Person X's action lacks empathy and fails to treat the affected party as an end in itself.	-1.4	test	-1.73219188913999	-1.8267590999603271
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		The single man	He is seeking to fulfill a personal desire	The inflatable sex doll that looks like his secretary	Being objectified and used as a means for his pleasure	1.0	The action objectifies and degrades the affected party, treating them solely as a means for the man's pleasure.	-3.0	Objectifying and degrading another individual for personal pleasure is morally unacceptable.	-1.5	test	-2.1658735980008577	-2.7257227897644043
406	Effron	Helped a neighbor fix his roof	orig		I	Capable of helping others	Neighbor	In need of assistance	9.0	Act of helping a neighbor aligns with treating humanity as an end in itself.	3.0	Act is morally commendable as it respects the dignity of the neighbor.	2.7	test	1.303580072886085	1.4599428176879883
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		I	I assumed the agent was a person who saw the keys in the truck and took action to inform the owner.	The man inside the apartment building	I assumed the affected party was the owner of the Ford truck.	9.0	The action respects the owner's property and autonomy, treating them as an end in themselves.	3.0	The action is morally commendable as it upholds respect for others' property and autonomy.	2.28	test	1.303580072886085	1.4599428176879883
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		The woman	She values her personal comfort and style	Other residents in the apartment complex	They may find it odd or distracting	8.0	The action does not harm others and is a personal choice, treating others with respect.	3.0	The action is morally acceptable as it does not harm others and respects personal autonomy.	-0.2	test	0.8698983640252171	1.0330582857131958
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		Person X	Person X is interested in furniture restoration	No one in particular, just the person themselves	The person is curious and seeking knowledge	2.0	The action is self-centered and does not involve treating others as ends in themselves.	-2.0	The action is not inherently harmful but lacks consideration for others.	0.15	test	-1.73219188913999	-1.8267590999603271
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		Person X	Person X intentionally put broken glass in cereal packets	Children consuming the cereal	Children are innocent and vulnerable consumers	1.0	The action clearly violates the categorical imperative by treating children as mere means to an end.	-3.0	Intentionally harming innocent children is highly immoral.	-3.72	test	-2.1658735980008577	-2.7257227897644043
411	Effron	Went to the grocery store with his kids	orig		He	Assumed to be a responsible parent	His kids	Assumed to be dependent on him	9.0	The action involves taking care of his kids, treating them as ends in themselves.	3.0	Acting responsibly towards one's dependents is morally acceptable.	0.41904764	test	1.303580072886085	1.4599428176879883
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		Person X	Person X values maintaining a positive relationship with their friend.	Friend who made the joke	The friend may feel validated and appreciated by Person X's reaction.	9.0	Laughing at a friend's joke, even if not funny, shows respect and kindness towards the friend, treating them as an end in themselves.	3.0	The action demonstrates empathy and consideration for the friend's feelings.	0.87	test	1.303580072886085	1.4599428176879883
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		The agent of this action is the person in charge of the work crew.	The assumption made about the agent is that they have the responsibility to make decisions in this situation.	The party being affected by this action is the worker on the secondary track.	The assumption made about the affected party is that they will be killed if the trolley is diverted.	9.0	The action prioritizes saving the greater number of workers, treating all individuals as ends in themselves.	3.0	While a life is lost, the action maximizes overall well-being and respects the dignity of all individuals.	-1.2	test	1.303580072886085	1.4599428176879883
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		Military commander	Capable of making ethical decisions	Civilians present in the area	Innocent bystanders	10.0	Respecting the humanity of civilians by not harming them is a universal moral law.	4.0	Choosing to protect civilians over military objectives is morally commendable.	2.853333333	test	1.7372617817469531	1.8868279457092285
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		The person who dated four guys at one time	The agent assumed that it was acceptable to date multiple people simultaneously without their knowledge	The four guys being dated	The affected party assumed they were in a monogamous relationship	2.0	The action treats the affected party as a means to fulfill the agent's desire for variety in dating, disregarding their feelings and autonomy	-3.0	Deceitful and disrespectful behavior towards others, lacking consideration for their emotions	-2.34	test	-1.73219188913999	-1.8267590999603271
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		The woman	She is hungry and wants to enjoy her dessert first	Herself	She values her enjoyment and satisfaction	8.0	The action prioritizes the woman's personal enjoyment over societal norms, treating herself as an end in itself.	2.0	While unconventional, the action respects the woman's autonomy and desires without harming others.	-0.2	test	0.8698983640252171	1.0330582857131958
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		Person X	Person X cares about their mother's well-being	Person X and the concert organizers	Person X values their mother's health over their own desires	9.0	Person X prioritized their mother's well-being over personal enjoyment, treating both parties as ends in themselves.	3.0	Choosing to care for a loved one's health over personal desires is morally commendable.	2.54	test	1.303580072886085	1.4599428176879883
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		The person who joined the army without revealing the religious opt-out	The agent felt guilty and believed they should be fighting in the army	The affected party is the army and potentially other soldiers	The assumption is that the affected party would benefit from having more soldiers	2.0	The action treats the affected party as a means to an end, disregarding the universal moral principle of treating humanity as an end in itself	-2.0	The scenario is morally questionable as it involves deception and goes against the principle of treating humanity as an end in itself	0.79	test	-1.73219188913999	-1.8267590999603271
419	Grizzard	Disarms an enemy combatant without killing him.	orig		John	John assumed the enemy combatant could be disarmed without killing him.	Enemy combatant	Assumed the enemy combatant had the potential to change and be reasoned with.	9.0	The action respects the enemy combatant's humanity by not resorting to lethal force.	3.0	Choosing to disarm rather than kill shows a high level of moral consideration.	2.173333333	test	1.303580072886085	1.4599428176879883
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		Manager	The manager is acting selfishly by taking half the doughnuts for themselves.	Others in the group who were left with little doughnuts	The affected party assumed the manager would share the doughnuts equally.	2.0	The action treats others as a means to satisfy the manager's desire for more doughnuts.	-3.0	Taking more than their fair share is selfish and goes against the principle of treating others as ends.	-2.0	test	-1.73219188913999	-1.8267590999603271
