id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	split	regression_score	mlp_score
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		7.0	9.0	8.0	1.0	-4.0	Taxpayers are medium-high vulnerability as they rely on politicians' integrity for fair use of funds.	The action is intentional as it involves using funds for personal benefit.	Significant harm is caused as taxpayer money is misused for personal gain.	No help is provided, as the politician is using funds for personal use instead of public benefit.	The scenario is highly immoral as it involves intentional misuse of public funds for personal gain.	Politician	Abusing power for personal gain	Taxpayers	Expecting tax dollars to be used for public good	-3.8	test	-2.744954666467558	-2.360628366470337
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		7.0	7.0	5.0	4.0	3.0	My brother was making a major life decision against family disapproval, making him vulnerable.	I approached my brother with a specific question, indicating medium-high intentionality.	My question may have caused emotional harm due to the sensitive nature of the topic.	I offered a chance for my brother to reconsider his decision, providing medium-low help.	My actions were motivated by concern for my brother's well-being, making the scenario morally acceptable.	I	I assumed I was concerned about my brother's well-being.	Brother	I assumed my brother was making a decision that could potentially harm him.	0.52	test	-0.6447056884530263	-0.30466166138648987
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		9.0	9.0	8.0	10.0	0.0	The person near the red bag is highly vulnerable as they are defenseless against the bull.	The action was highly intentional as you deliberately threw the red bag to divert the bull's attention.	The action caused medium-high harm as it led to the death of the person near the red bag.	The action provided maximum help as it ensured the safety of you and your colleagues.	The scenario is morally controversial due to sacrificing one life to save four others.	You	You assumed the role of the decision-maker in this scenario.	The person near whom the red bag lands	You assumed that the person near the red bag would be affected by the bull.	-1.38	test	0.34034135871394466	0.06961694359779358
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		5.0	6.0	7.0	1.0	-2.0	Paul is a high school student, so he falls under medium vulnerability.	Looking at Paul's answers required some level of intentionality.	Copying Paul's answers caused some harm by cheating.	Copying Paul's answers did not provide any help.	Cheating in a test is morally questionable, but not extremely immoral.	I	I assumed the agent was a high school student.	Paul	I assumed the patient was a high school student.	-2.04	test	-2.3664359247526536	-2.023271322250366
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		3.0	8.0	1.0	0.0	0.0	The owner's wife is not defenseless or highly susceptible to harm.	The action was intentional as the agent deliberately looked through the record book.	No harm was caused as merely looking through records.	No help was provided or needed in this scenario.	The action was morally neutral as it did not cause harm or help anyone significantly.	I	Curiosity	Owner's wife	Beneficiary of payroll	-1.21	test	-1.031131474392455	-1.256892442703247
323	Effron	Continually berated his wife in public	orig		7.0	8.0	7.0	1.0	-3.0	The wife is in a position of medium-high vulnerability due to emotional harm.	The action is intentional as it involves public humiliation.	The harm caused is medium-high as public humiliation can have lasting emotional effects.	No help was provided to the wife, exacerbating the harm caused.	Publicly berating one's spouse is morally unacceptable and harmful.	Husband	Assumed to be in a position of power or authority over his wife	Wife	Assumed to be in a vulnerable position due to public humiliation	-2.856	test	-2.3456390546839456	-2.135922431945801
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		7.0	9.0	4.0	0.0	-3.0	The employer is of medium-high vulnerability as they are being stolen from but have resources to replace the supplies.	The action is intentional as Person X regularly steals the supplies believing they deserve them.	The harm caused is medium-low as the employer incurs losses but it does not result in significant damage.	No help is provided as Person X is causing harm by stealing from the employer.	Regularly stealing office supplies intentionally causing harm is morally unacceptable.	Person X	They believe they deserve the office supplies	The employer/company	They are being stolen from	-2.01	test	-1.7583732970598231	-2.119767665863037
325	Effron	Stole money and jewelry from the relatives he was living with	orig		7.0	8.0	7.0	1.0	-4.0	The relatives are medium-high vulnerability due to emotional attachment and trust.	The action involved planning and deliberate thought to steal money and jewelry.	Significant harm was caused by stealing valuable possessions and breaching trust.	No help was provided, only harm was inflicted by stealing from the relatives.	Stealing from vulnerable relatives is highly immoral and breaches trust and relationships.	He	Assumed to be a person capable of making conscious decisions.	Relatives he was living with	Assumed to be individuals with possessions and emotional connections.	-3.408	test	-2.3456390546839456	-2.135922431945801
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		7.0	9.0	8.0	1.0	-3.0	The friend is an adult with emotional capacity but vulnerable due to the accident.	The action was premeditated and intentional.	The action caused significant emotional harm.	No help was provided during a vulnerable time.	The intentional harm caused without help is morally unacceptable.	I	Capable of making decisions	Friend	Capable of understanding emotions	-2.25	test	-2.744954666467558	-2.360628366470337
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		7.0	9.0	8.0	0.0	-4.0	The boyfriend is in a medium-high vulnerability position due to emotional harm.	The action was intentional as it was a conscious decision to cheat.	The harm caused was significant emotional damage to the boyfriend.	No help was provided to the boyfriend in this scenario.	Cheating on a partner intentionally causing emotional harm is highly immoral.	I	I assumed the agent felt neglected and unloved.	Boyfriend	I assumed the boyfriend didn't want to get married because of me.	-2.65	test	-3.0695615624969035	-2.9344863891601562
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		0.0	8.0	0.0	0.0	0.0	The patient is an inanimate object (product) and cannot be harmed.	The action is intentional as it involves a public statement.	No harm is caused as the product cannot be affected.	No help is provided as the action is a boycott.	The scenario is morally neutral as no harm or help is involved.	Former US General	The agent is a high-ranking military official with influence.	American product	The assumption is that the American product is being boycotted.	-2.5	test	-0.9490853494092729	-1.2356380224227905
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		3.0	4.0	4.0	3.0	-1.0	The boss is in a position of authority and control over Person X, making them less vulnerable.	Person X may have tried to attract new customers but failed due to various reasons, indicating medium-low intentionality.	The boss may have been disappointed or frustrated by the lack of new customers, causing medium-low harm.	Person X did not provide the expected help by attracting new customers, resulting in medium-low help.	Person X's failure to attract new customers may have caused disappointment but did not result in significant harm or help.	Person X	They were expected to attract new customers as part of their job responsibilities.	Boss	The boss expected Person X to bring in new customers to benefit the business.	0.02	test	-0.7546278036848593	-0.646572470664978
330	Effron	Provided books to a nursing home	orig		7.0	8.0	1.0	8.0	4.0	Elderly residents are vulnerable due to age and potential health issues	The action was intentional as the volunteer planned to provide books	The action caused no harm, only potential benefits through reading materials	The action provided help by offering reading materials for the residents	The scenario is highly moral as it aimed to benefit vulnerable elderly residents	Volunteer from a local community organization	The agent voluntarily chose to provide books to the nursing home	Elderly residents of the nursing home	The assumption is that the residents enjoy reading and benefit from the books	2.425	test	1.8933916156770945	2.076988458633423
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		9.0	1.0	9.0	0.0	-3.0	Eggs are highly vulnerable to breakage	Dropping the bag was likely accidental	The eggs were completely destroyed	No help was provided to prevent the harm	The scenario resulted in significant harm without any help	Person X	Assumed to be responsible for bringing in the groceries	The bag of groceries	Assumed to contain fragile items like eggs	0.07	test	-2.661376304544044	-2.0318491458892822
332	Grizzard	Captures instead of kills a child soldier.	orig		9.0	8.0	6.0	8.0	4.0	Child soldiers are highly vulnerable and defenseless	Capturing instead of killing requires deliberate thought	Capturing a child soldier may cause emotional harm	Capturing the child soldier may prevent further harm or mistreatment	Capturing the child soldier is morally acceptable as it aims to protect and help them	A soldier	They were trained to capture instead of kill	A child soldier	They were in a vulnerable position as a child soldier	2.04	test	0.41824024479813604	0.5123723745346069
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		6.0	4.0	7.0	1.0	-3.0	The soccer coach is an adult with some resilience but susceptible to emotional harm.	The player's action seems impulsive and emotional rather than premeditated.	The public yelling may cause significant emotional harm to the coach.	The player's action offers no help but rather creates a hostile environment.	The player's behavior is disrespectful and harmful, impacting the coach negatively.	Player	Emotionally charged	Soccer coach	Authority figure	-2.1	test	-2.141481853445273	-1.7448686361312866
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		9.0	7.0	8.0	0.0	-4.0	The stepson is defenseless and highly susceptible to harm.	Leaving stepson behind involved some degree of thought and planning.	Leaving a vulnerable individual behind causes significant harm.	Failing to provide any help or protection to the stepson.	Leaving a vulnerable individual without help is extremely immoral.	I	I assumed the agent was a person capable of making decisions.	My youngest stepson	I assumed the patient was a vulnerable individual with disabilities.	-2.07	test	-2.762690510730827	-2.902693748474121
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		8.0	9.0	7.0	1.0	-3.0	Beth is in a relationship, making her emotionally vulnerable.	Cheating requires planning and deliberate action.	Cheating causes significant emotional harm to Beth.	I did not provide any help to Beth after betraying her trust.	Cheating and causing emotional harm is morally unacceptable.	I	I was unfaithful to my partner.	Beth	Beth was betrayed by my actions.	-2.78	test	-2.335240619649592	-2.162078857421875
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		7.0	7.0	7.0	2.0	-4.0	Medium-High Vulnerability as the friend is financially vulnerable.	Medium-High Intentionality as the action involved passing on confidential information deliberately.	Medium-High Harm as the action could lead to financial gain but also potential legal consequences.	Minimum Help as the action only benefits the friend and does not provide assistance to others.	Extremely immoral due to breaching professional secrecy and potentially causing harm to others.	Financial adviser	Has access to confidential information	Friend who plays the stock market	Will earn a lot of money	-0.84	test	-1.9495136132302582	-1.541038155555725
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		4.0	7.0	3.0	0.0	0.0	Medium-Low Vulnerability as Person X is physically fit and capable of performing the action	Medium-High Intentionality as handstand walking down stairs requires some degree of planning and skill	Medium-Low Harm as the action may pose some risk but not intended to cause harm	Minimum Help as no assistance or protection is provided to Person X	The scenario is morally neutral as it involves self-action with minimal harm and no help provided	Person X	Capable of performing handstand walking	Themselves	Physically fit and able to perform handstand walking	0.08	test	-1.5332900812279568	-1.8586450815200806
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		7.0	8.0	4.0	0.0	-3.0	Supermarkets are medium-high vulnerability targets due to potential financial loss	The action was intentional as the person kept stealing despite getting caught	The harm caused was medium-low as it involved theft but not physical harm	No help was provided, as the person was stealing from the supermarkets	Stealing is morally unacceptable and harmful to businesses	The person who stole from supermarkets	Assumed to be a child based on the context	The supermarkets	Assumed to be a business entity	-2.46	test	-1.6868547516354813	-2.098741292953491
339	Effron	Helped push someone's car out of a snow bank	orig		8.0	7.0	2.0	9.0	4.0	The person stuck in the snow bank is vulnerable due to the harsh weather conditions and potential danger of being stranded.	The action of pushing the car out of the snow bank requires some degree of thought and planning.	The action caused minimal harm as it aimed to help the person stuck, not harm them.	The action provided critical assistance by helping the person get out of a potentially dangerous situation.	Helping someone in need, especially in a potentially life-threatening situation, is morally acceptable.	I	Willing to help others	Someone stuck in a snow bank	In need of assistance	2.86666664	test	2.043636971230208	2.1197502613067627
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		0.0	1.0	0.0	8.0	4.0	The glass is an inanimate object and cannot be harmed.	The action was accidental and not intentional.	No harm was caused as the glass was caught before breaking.	Person X prevented harm by catching the glass.	Preventing harm and showing quick reflexes is morally commendable.	Person X	Person X was likely trying to prevent the glass from breaking.	The glass	The glass was assumed to be fragile and susceptible to breaking.	0.5	test	2.148399636795888	0.7917667627334595
341	Effron	Helped pick up the papers dropped by another	orig		7.0	6.0	0.0	4.0	4.0	Assuming the person is an average adult	Acting with some degree of thought and intention	No harm caused, only positive impact	Providing minor but meaningful help	Helping someone in need is morally acceptable	You	Capable of helping others	Another person	In need of assistance	1.83529416	test	1.0657981887676664	1.91814124584198
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		3.0	6.0	0.0	6.0	3.0	The bank is an entity with the ability to correct financial mistakes.	The action involved some internal conflict and decision-making.	No harm was caused as the error was rectified.	Help was provided by informing the bank of their error.	The action was morally acceptable as the error was rectified without causing harm.	I	Capable of making moral decisions	The bank	Capable of rectifying errors	2.62	test	1.3873440589915735	1.3772120475769043
343	Effron	Put money in the meter for an unknown driver	orig		7.0	8.0	0.0	8.0	4.0	The unknown driver is an average adult, with some susceptibility to harm.	The action was intentional, as the kind stranger chose to put money in the meter.	No harm was caused, only a positive gesture was made.	The kind stranger provided help by ensuring the unknown driver wouldn't receive a parking ticket.	The scenario is morally acceptable as it involved intentional help without causing harm.	A kind stranger	Assumed to be compassionate and considerate	An unknown driver	Assumed to be grateful or surprised	2.25454544	test	2.2211886820363644	2.405928373336792
344	Effron	Refused to attend the funeral of a relative he disliked	orig		0.0	9.0	6.0	2.0	-3.0	The relative is deceased and cannot be harmed further.	The agent made a conscious decision not to attend the funeral.	The agent's absence may have caused emotional harm to the family.	The agent failed to provide emotional support to the grieving family.	The intentional decision to skip the funeral caused emotional harm.	He	Disliked the relative	The relative who passed away	Had a strained relationship with the agent	-0.71111112	test	-2.3381725009305443	-1.4086114168167114
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		0.0	8.0	0.0	6.0	4.0	The roast chicken and stuffing cannot be harmed or victimized.	The action was intentional as Person X prepared the dish from scratch.	No harm was caused as the inanimate objects were used for cooking.	Help was provided by preparing a meal for consumption.	The scenario is morally acceptable as it involves cooking food for consumption.	Person X	Capable of cooking and following a recipe	Roast chicken and stuffing	Inanimate objects	0.35	test	0.9985560267668011	0.6762501001358032
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		7.0	8.0	0.0	8.0	4.0	Unpopular coworker may feel vulnerable in social situations	Person X intentionally invited coworker to lunch	No harm was caused, only potential benefit	Person X provided help by including coworker in social activity	The scenario is morally acceptable as it promotes inclusivity and kindness	Person X	Person X is kind and inclusive	Unpopular coworker	Unpopular coworker is socially isolated	2.06	test	2.2211886820363644	2.405928373336792
347	Effron	Ignored a new person in the office for several weeks	orig		7.0	8.0	6.0	1.0	-3.0	The new person may feel excluded and isolated, impacting their sense of belonging and self-worth.	The action was intentional as the agent actively chose to ignore the new person.	The harm caused is emotional and psychological, potentially leading to feelings of rejection and loneliness.	No help was provided to the new person, exacerbating their feelings of exclusion and unworthiness.	Ignoring someone intentionally without cause is morally unacceptable and can lead to emotional harm.	The agent was a colleague in the office.	The agent assumed the new person was not important or worth their time.	The patient being affected was the new person in the office.	The agent assumed the new person was not deserving of attention or acknowledgment.	-1.38823528	test	-2.0178419883246757	-1.932242751121521
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		7.0	7.0	4.0	1.0	-2.0	Medium-High Vulnerability as they were adults capable of making their own decisions	Medium-High Intentionality as marrying requires planning and decision-making	Medium-Low Harm as it may cause social stigma but no physical harm	Minimum Help as no assistance was provided to prevent potential social backlash	The scenario is controversial and may be considered morally unacceptable by some due to societal norms	The two first cousins	They were adults capable of making their own decisions	Each other	They were consenting adults	-2.7	test	-1.2907293101817934	-1.5038570165634155
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		9.0	8.0	7.0	0.0	-4.0	The colleague is in a vulnerable position as he is asleep and defenseless	The action seems intentional as throwing a stapler requires some planning	The action could cause medium-high harm if the stapler hits the colleague	The action does not provide any help to the colleague	Physically harming a defenseless person intentionally is highly immoral	The woman	Assumed she was frustrated or annoyed by her colleague's snoring	Her colleague	Assumed he was unaware of his snoring	-3.0	test	-2.5064119897958994	-2.7200405597686768
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		7.0	4.0	4.0	1.0	-2.0	Medium-High Vulnerability as they rely on each other for success	Medium-Low Intentionality as it may have been due to negligence	Medium-Low Harm as it affects the fairness of the project	Minimum Help as the student's action did not benefit the group	Slightly immoral due to lack of fairness and contribution	Student	Did not fulfill his responsibility	Group members	Dependent on each other for fair contribution	-2.8	test	-1.0761736739087666	-1.4407778978347778
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		7.0	6.0	8.0	1.0	-3.0	The classmate is an average adult, somewhat vulnerable to academic dishonesty.	Copying answers requires some level of premeditation.	Cheating undermines the integrity of the exam and academic fairness.	No help provided, rather harm caused by enabling cheating.	Cheating is morally unacceptable as it harms academic integrity and fairness.	Student	Capable of understanding academic dishonesty	Classmate	Unaware of the cheating	-3.4	test	-2.5303990301945314	-2.1780338287353516
352	Effron	Started a false rumor about someone	orig		7.0	9.0	8.0	1.0	-3.0	Sarah is an average adult, susceptible to harm from rumors	John planned and spread the false rumor intentionally	The false rumor caused significant emotional harm to Sarah	John provided no help to Sarah, worsening the situation	Spreading false rumors intentionally causing harm is highly immoral	John	Assumed John was seeking revenge	Sarah	Assumed Sarah was a rival	-2.672	test	-2.744954666467558	-2.360628366470337
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		7.0	8.0	5.0	3.0	0.0	The patient is an adult with health issues, making her vulnerable to harm.	The action was intentional as I made the patient go to the appointment.	The action caused medium harm by forcing the patient to undergo a treatment she didn't want.	The action provided medium-low help by ensuring the patient received medical care.	The scenario is morally neutral as the caregiver acted with good intentions but caused some harm.	I	I assumed the agent was a caregiver for the patient.	Mother	I assumed the patient was in need of care due to illness.	0.62	test	-1.0408311299067141	-0.5784512758255005
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		7.0	8.0	3.0	0.0	0.0	The students are of medium-high vulnerability due to emotional impact	The action was intentional as it was publicly stated	The harm caused is low as it's a matter of preference	No help was provided or needed in this scenario	Expressing a preference for another school is morally neutral	The teacher	She has the ability to express her opinions	The other school participating in the math contest	They are a group of students	-1.9	test	-1.359057685276211	-1.8950616121292114
355	Mickelberg	Person X did all the repair work on their car.	orig		0.0	8.0	1.0	8.0	4.0	The car is an inanimate object with no vulnerability to harm.	Person X intentionally chose to repair their car.	The repair work likely caused no harm to the car.	Person X provided help by fixing the car.	Repairing one's own car is a responsible and moral action.	Person X	Person X has the knowledge and skills to perform car repairs.	The car	Assumed to be a typical car in need of repair.	0.6	test	1.3199727524662226	0.632056713104248
356	Effron	Ridiculed a handicapped child by making fun of him	orig		9.0	9.0	7.0	0.0	-4.0	The handicapped child is highly vulnerable and defenseless	The action was intentional, involving deliberate thought	The action caused significant emotional harm to the child	No help was provided to the child, exacerbating the harm	Ridiculing a handicapped child is extremely immoral and harmful	The person who ridiculed the handicapped child	The agent assumed the action was acceptable or entertaining	The handicapped child	The patient assumed the action was hurtful and demeaning	-3.296	test	-2.5779305352202417	-2.7410666942596436
357	Effron	Refused to help a child fix his bicycle	orig		9.0	8.0	4.0	2.0	-3.0	Child is highly vulnerable and defenseless	Action was intentional as person chose not to help	Caused medium-low harm by not providing assistance	Provided minimum help by refusing to assist	Morally unacceptable to refuse help to a vulnerable child	Person A	Assumed to be capable of helping but chose not to	Child with a broken bicycle	Assumed to be in need of assistance	-1.3473684	test	-0.8738069986593978	-0.8182889223098755
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		0.0	8.0	0.0	8.0	4.0	The café is an inanimate object that cannot be harmed or victimized.	Person X intentionally goes to the café to relax and read.	No harm is caused in this scenario.	The café provides a relaxing environment for Person X.	The scenario is morally acceptable as it involves no harm and provides enjoyment.	Person X	Person X enjoys going to the local café and reading the newspaper.	The café	The café provides a space for Person X to enjoy coffee and read.	0.29	test	1.6477698188254926	0.9609965085983276
359	Effron	Bought food for everyone in the office	orig		4.0	7.0	1.0	7.0	4.0	Medium-Low Vulnerability as they are adults capable of taking care of themselves	Medium-High Intentionality as buying food for everyone requires some planning	Minimum Harm as buying food for others typically does not cause harm	Medium-High Help as providing food can be a significant form of assistance	Morally acceptable due to the positive impact of providing food to hungry coworkers	The person who bought the food for everyone in the office	Assumed to be a kind and generous individual	Everyone in the office who received the food	Assumed to be hungry and appreciative coworkers	2.27692296	test	1.394552323696003	1.356211543083191
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		9.0	9.0	9.0	9.0	2.0	The person climbing the tower is defenseless and highly susceptible to harm from the lion.	The action was intentional as you pushed the person towards the lion to save the others.	The action caused maximum harm as it resulted in the death of the person mauled by the lion.	The action provided maximum help as it allowed the other four people to escape from the lion.	While sacrificing one person to save four may seem morally questionable, the intention was to maximize overall survival.	You	You assumed the role of the decision-maker in this scenario.	The person who climbed the observation tower	You assumed that this person would be mauled to death by the lion.	-1.47	test	-0.31206260367467087	-0.6650331616401672
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		9.0	7.0	8.0	1.0	-4.0	Cows are defenseless and highly susceptible to harm	Throwing rocks at cows requires some level of intentionality	Throwing rocks can cause significant harm to the cows	The boy is not providing any help or protection to the cows	Intentionally causing harm to defenseless animals is extremely immoral	The boy	Assumed to be a mischievous child	The cows	Assumed to be innocent animals	-3.3	test	-2.4380836147014815	-2.328835964202881
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		7.0	4.0	4.0	1.0	2.0	Medium-High Vulnerability as a typical adult can be affected by financial penalties	Medium-Low Intentionality as missing a payment can be unintentional	Medium-Low Harm as bank fees can cause financial strain but not extreme harm	Minimum Help as no assistance was provided to prevent the fees	Punishing financial irresponsibility with fees is somewhat acceptable	Person X	Assumed to be responsible for their credit card repayment	Bank	Assumed to be a financial institution capable of charging fees	-0.4	test	-1.0761736739087666	-1.4407778978347778
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		9.0	9.0	9.0	9.0	3.0	The worker is in a life-threatening situation and highly susceptible to harm.	The action was deliberate and planned to save the majority of the team.	The action caused maximum harm by resulting in the death of the worker.	The action provided maximum help by potentially saving four other lives.	The scenario involves sacrificing one life to potentially save four others, which can be seen as morally acceptable in extreme circumstances.	Foreman of the construction company	Assumed to be in a position of authority and responsibility	Worker thrown off the platform	Assumed to be in a vulnerable position due to impending danger	-1.55	test	-0.31206260367467087	-0.6650331616401672
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		8.0	9.0	0.0	8.0	4.0	Elderly residents are vulnerable due to age and potential health issues.	Person X made a deliberate decision to quit their job and volunteer full time.	No harm was caused, only positive impact through volunteering.	Person X provided significant help by dedicating their time and effort to the nursing home.	The scenario is highly moral as Person X's actions resulted in significant help without causing harm.	Person X	They value altruism and compassion.	Elderly residents at the nursing home	They are in need of care and companionship.	2.78	test	2.231587117070718	2.5714943408966064
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		7.0	9.0	8.0	2.0	-3.0	The tax authorities are an entity with medium-high vulnerability to financial loss.	The action was intentional as the owner deliberately made a false declaration.	The false declaration could cause significant financial harm to the tax authorities.	The false declaration did not provide any help to the tax authorities.	The scenario is morally unacceptable as it involves intentional harm to a vulnerable entity.	The owner of the small clothing company	Assumed the owner was under financial pressure	The tax authorities	Assumed the tax authorities would suffer financial loss	-0.77	test	-2.420347770438212	-1.786770224571228
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		9.0	8.0	0.0	8.0	4.0	The missing dog is defenseless and highly susceptible to harm.	Person X took deliberate action by putting up posters and handing out fliers.	No harm was caused, only efforts to help were made.	Person X provided substantial help by actively searching for the missing dog.	The scenario is highly moral as Person X showed compassion and took proactive steps to help a vulnerable entity.	Person X	Person X assumed responsibility for helping find the missing dog.	Neighbor's missing dog	Assumed to be a vulnerable entity in need of assistance.	2.85	test	2.3850226429537567	2.8187663555145264
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		9.0	7.0	6.0	1.0	-3.0	The student is in a vulnerable position due to the power dynamics between teacher and student.	The action of hitting the student's hand with a ruler requires some level of intentionality.	The physical harm caused by hitting the student's hand with a ruler is significant.	The teacher did not provide any help or support to the student in this scenario.	The intentional harm caused to a vulnerable student by a person in authority is morally unacceptable.	Teacher	Assumed to be in a position of authority	Student	Assumed to be in a subordinate role	-2.7	test	-1.7824894819829415	-1.9214762449264526
368	Effron	Used stolen food stamps	orig		7.0	8.0	4.0	1.0	-3.0	The individuals or entities issuing the food stamps are of medium-high vulnerability as they are affected by the theft	The action was intentional as it involved using stolen food stamps	The harm caused is medium-low as it involves financial loss	No help was provided, resulting in a score of minimum help	The scenario is morally unacceptable due to intentional harm and lack of help	The person who used the stolen food stamps	They were in need of food or financial assistance	The individuals or entities who issued the food stamps	They were negatively impacted by the theft	-2.37333336	test	-1.3622478556061355	-1.5248833894729614
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		8.0	7.0	1.0	8.0	4.0	Menopause can be a challenging and vulnerable time for many women.	The action was intentional as the agent decided to talk to the patient about their behavior.	The action aimed to provide help and support to the patient, causing no harm.	The agent offered emotional support and understanding to the patient during a difficult time.	The scenario is morally acceptable as the agent showed empathy and provided help to a vulnerable friend.	I	I assumed the agent was a caring and concerned individual.	My very close friend	I assumed the patient was experiencing intense stress due to menopause.	1.87	test	2.046827141560133	2.3242602348327637
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		9.0	8.0	0.0	8.0	4.0	The patient is in a highly vulnerable state due to their illness and need for radiation therapy.	The action of shaving their head was intentional and required thought and planning.	The action caused no harm but rather showed support and solidarity.	The action provided significant emotional support and comfort to the patient.	The scenario is highly moral as it shows deep care and support for a vulnerable loved one.	Person X	They care deeply for their partner	Their partner with cancer	They are in a vulnerable state due to their illness	2.46	test	2.3850226429537567	2.8187663555145264
