id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		2.0	Posting private conversation violates trust and respect for family values.	3.0	Sharing offensive humor can harm group reputation and loyalty.	1.0	Violating privacy shows lack of reciprocity and respect for others.	2.0	Sharing offensive content lacks bravery and wit, promotes negativity.	1.0	Disrespecting privacy goes against monkish virtues of humility and respect.	2.0	Posting private conversation is unfair and lacks compromise.	1.0	Sharing private information disregards prior possession and ownership.	-2.0	The scenario is morally unacceptable as it violates trust, respect, and privacy.	-2.31	test	-2.5183899478203795	-2.1769368648529053
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		5.0	Not related to family values as it does not involve caring for offspring or family members.	2.0	Contrary to group loyalty as it favors a rival college over one's own group.	5.0	Not related to reciprocity as it does not involve reciprocating favors or seeking revenge.	5.0	Neutral in terms of heroic virtues as it does not involve bravery or fortitude.	2.0	Contrary to monkish virtues as it lacks humility or deference.	5.0	Not related to fairness as it does not involve dividing resources or reaching a compromise.	2.0	Contrary to recognition of prior possession as it does not acknowledge ownership.	-2.0	Slightly immoral due to lack of group loyalty and recognition of prior possession.	-1.4	test	-1.271765080990391	-1.1813417673110962
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		2.0	Taking books without returning goes against caring for shared resources.	2.0	Not returning books shows lack of loyalty to the school community.	2.0	Not returning books breaks the reciprocity of borrowing and returning.	2.0	The action lacks heroic virtues as it involves deception and dishonesty.	2.0	The action lacks monkish virtues as it shows disrespect for shared resources.	2.0	The action is unfair as it deprives others of access to shared resources.	2.0	Not returning borrowed books shows no recognition of prior possession.	-2.0	The scenario is morally unacceptable as it involves dishonesty and lack of respect for shared resources.	-1.6	test	-2.1049631517891005	-1.9615261554718018
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		5.0	Burning the flag does not directly relate to family values.	2.0	Burning the flag can be seen as going against group loyalty to the country.	4.0	Burning the flag may not directly reflect reciprocity.	7.0	Burning the flag may show bravery in expressing dissenting views.	3.0	Burning the flag may not align with monkish virtues of respect.	3.0	Burning the flag may not involve fairness in the eyes of all observers.	2.0	Burning the flag challenges the prior possession of the flag as a symbol.	0.0	The scenario is controversial and can be seen as morally ambiguous.	-1.73	test	-1.290915375278265	-0.8287950754165649
382	Effron	Ridicules people behind their backs	orig		5.0	Ridiculing others does not directly relate to family values.	2.0	Ridiculing others can harm group loyalty and friendships.	2.0	Ridiculing others goes against reciprocity by not showing trust or gratitude.	1.0	Ridiculing others does not demonstrate heroic virtues.	2.0	Ridiculing others lacks humility and respect.	1.0	Ridiculing others is unfair and lacks compromise.	2.0	Ridiculing others does not recognize prior possession.	-3.0	Ridiculing others is morally unacceptable and harmful.	-1.83783776	test	-2.4845591932416213	-2.847604513168335
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		2.0	This action goes against family values by promoting infidelity and dishonesty.	1.0	This action undermines group loyalty by encouraging deceit and betrayal.	2.0	This action lacks reciprocity as it involves deception and secrecy.	1.0	This action does not reflect heroic virtues as it involves deceit and betrayal.	1.0	This action goes against monkish virtues by promoting dishonesty and disrespect.	2.0	This action is unfair as it involves cheating and breaking trust.	1.0	This action does not recognize prior possession as it involves betrayal.	-3.0	This scenario is morally unacceptable due to the betrayal and dishonesty involved.	-2.84	test	-2.6041016753615276	-2.3806467056274414
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		10.0	Choosing to save more lives reflects caring for offspring and helping others.	10.0	Sacrificing the patrol boat to save the small boat shows group loyalty.	10.0	Sacrificing the patrol boat crew for the greater good reflects reciprocity.	10.0	Launching false targets to save lives demonstrates bravery and skill.	5.0	The action does not particularly reflect monkish virtues.	10.0	The decision to save more lives shows a sense of fairness.	0.0	The action prioritizes saving lives over deferring to prior possession.	4.0	The scenario is morally acceptable as it prioritizes saving more lives.	-0.85	test	0.8558084712702954	1.7647881507873535
385	Effron	Let a civic group hold weekly meetings in his home	orig		8.0	Hosting meetings promotes community bonding and support, reflecting family values.	9.0	Hosting group meetings fosters loyalty and collaboration within the community.	7.0	By hosting meetings, reciprocity is encouraged through mutual support and shared responsibilities.	6.0	Hosting meetings may require bravery to take on a leadership role within the community.	7.0	Hosting meetings demonstrates respect for others' opinions and fosters a sense of humility.	8.0	Hosting meetings provides a platform for fair discussions and decision-making processes.	7.0	Hosting meetings acknowledges the importance of sharing space and resources within the community.	3.0	Overall, hosting weekly meetings in the home is a morally acceptable action that promotes community values.	1.66486496	test	1.5254387416314907	1.8029024600982666
386	Effron	Could not remember the birthdays of his family members	orig		2.0	Forgetting birthdays may be seen as neglecting family members, which goes against family values.	8.0	Remembering birthdays can strengthen group bonds and show loyalty to family members.	7.0	Remembering birthdays can be a form of reciprocity by showing care and appreciation.	5.0	Remembering birthdays may not directly relate to heroic virtues.	3.0	Forgetting birthdays may show lack of respect and deference towards family members.	5.0	Forgetting birthdays may not directly relate to fairness in dividing resources.	7.0	Remembering birthdays can be a form of recognizing and deferring to prior possession of relationships.	0.0	Overall, forgetting birthdays is morally neutral as it does not directly harm others.	-0.45	test	0.11410240197268084	-0.1350993812084198
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		5.0	The action does not directly relate to family values.	2.0	The action shows lack of loyalty towards the woman.	2.0	The action lacks reciprocity and gratitude towards the woman.	2.0	The action does not exhibit heroic virtues.	2.0	The action lacks humility and respect towards the woman.	2.0	The action does not reflect fairness in judgment.	2.0	The action does not recognize the woman's effort in painting.	-3.0	The scenario is morally unacceptable as it lacks respect and fairness.	-1.9	test	-2.2255853624956314	-2.180230140686035
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		2.0	This action does not reflect family values as it involves inappropriate behavior in public.	3.0	This action does not reflect group loyalty as it involves engaging in random and potentially risky behavior.	2.0	This action does not reflect reciprocity as it involves engaging in behavior without considering consequences.	1.0	This action does not reflect heroic virtues as it involves risky behavior without a noble cause.	2.0	This action does not reflect monkish virtues as it involves behavior that lacks humility and respect.	2.0	This action does not reflect fairness as it involves engaging in behavior that may be seen as inappropriate by others.	1.0	This action does not reflect recognition of prior possession as it involves engaging in behavior that disregards social norms.	-3.0	The scenario is morally unacceptable as it involves engaging in inappropriate and potentially harmful behavior in a public setting.	-3.0	test	-2.2875341754256615	-2.187682867050171
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		5.0	Pushing an enemy off a balcony does not directly relate to family values.	7.0	This action may reflect loyalty to one's group if the enemy poses a threat.	6.0	Seeking revenge may be a factor in pushing the enemy off the balcony.	8.0	The action may demonstrate bravery in confronting an enemy.	3.0	The action does not align with monkish virtues like humility or respect.	2.0	There is a lack of fairness in resorting to violence without negotiation.	5.0	Recognition of prior possession is not relevant in this scenario.	-2.0	The scenario leans towards immorality due to the use of violence.	-1.013333333	test	-0.6914057674030083	-1.247114896774292
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		2.0	Coming home late and ignoring curfew goes against caring for offspring and following family rules.	3.0	Ignoring curfew shows a lack of loyalty to family rules and expectations.	2.0	Ignoring curfew does not show reciprocity towards parents' rules and expectations.	2.0	Ignoring curfew does not demonstrate heroic virtues like responsibility and accountability.	2.0	Ignoring curfew goes against monkish virtues of obedience and respect for authority.	2.0	Ignoring curfew is unfair to parents who set rules and expect compliance.	2.0	Ignoring curfew shows a lack of recognition and respect for parents' authority.	-3.0	The scenario is morally unacceptable as it goes against family values, loyalty, reciprocity, and fairness.	-2.3	test	-2.071211568572738	-1.9806935787200928
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		2.0	Laughing at someone's misfortune goes against caring for others.	1.0	Mocking someone for their disability does not show loyalty to the group.	1.0	Laughing at someone's disability does not reflect reciprocity or gratitude.	1.0	Making fun of someone's disability does not demonstrate bravery or fortitude.	1.0	Mocking someone's disability shows a lack of humility and respect.	1.0	Laughing at someone's disability is unfair and lacks compromise.	1.0	Mocking someone for their disability does not recognize prior possession.	-3.0	The scenario is morally unacceptable as it lacks empathy and respect.	-3.4	test	-2.8448669449990938	-2.7670722007751465
392	Effron	Refused to let the neighborhood children play in his yard	orig		2.0	Refusing to let children play in the yard goes against caring for offspring.	2.0	Excluding neighborhood children contradicts forming friendships and adopting local conventions.	3.0	Not allowing children to play may hinder reciprocity and trust within the community.	1.0	The action does not involve heroic virtues like bravery or fortitude.	1.0	The action does not demonstrate monkish virtues such as humility or respect.	2.0	Refusing to share the yard with children may be seen as unfair.	2.0	Not allowing children to play disregards their prior enjoyment of the space.	-2.0	The scenario is mildly morally unacceptable due to lack of community spirit.	-0.484848496	test	-2.3722360464006655	-2.4348692893981934
393	Effron	Defaced a large rock with spray paint in a public park	orig		5.0	Defacing public property does not directly relate to family values.	2.0	Defacing public property shows a lack of loyalty to the community.	3.0	Defacing public property does not involve reciprocity or trust.	1.0	Defacing public property does not demonstrate heroic virtues.	2.0	Defacing public property lacks humility and respect for shared spaces.	1.0	Defacing public property is unfair to others who use the space.	2.0	Defacing public property disregards prior possession by the community.	-3.0	The action is morally unacceptable as it goes against community values.	-2.27027032	test	-2.425592930152531	-2.920539617538452
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		5.0	The action is neutral in terms of family values as it does not directly involve family members.	5.0	The action is neutral in terms of group loyalty as it does not involve favoring a specific group.	8.0	The action reflects reciprocity as the participant is willing to engage in a survey in exchange for a voucher.	3.0	The action does not particularly reflect heroic virtues as it is not a courageous or skillful act.	2.0	The action does not reflect monkish virtues as it is not about humility or obedience.	7.0	The action reflects fairness as the participant is willing to provide time in exchange for compensation.	5.0	The action does not involve prior possession, so this aspect is not applicable.	3.0	Overall, the scenario is morally acceptable as it involves a fair exchange of time for compensation.	2.13	test	-0.36691982940588064	-0.13469693064689636
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		5.0	Sharing test answers does not directly relate to family values.	8.0	Collaborating with a peer for mutual benefit reflects group loyalty.	7.0	Reciprocity is present in the agreement to share test answers.	3.0	The action does not demonstrate heroic virtues.	2.0	The action lacks monkish virtues like humility and respect.	4.0	Sharing test answers may not align with fairness in academic settings.	5.0	There is no clear connection to recognition of prior possession.	2.0	Overall, the scenario is morally acceptable but lacks some virtues.	-1.67	test	-0.870028362491313	-1.4973448514938354
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		9.0	Choosing to save one worker over six reflects a high value on caring for offspring and avoiding inbreeding.	8.0	Choosing to save one worker over six shows favoritism towards a specific individual, which aligns with group loyalty.	5.0	The action does not involve reciprocity as there is no direct exchange of favors or trust involved.	8.0	The action reflects bravery as the individual is willing to sacrifice one life to save others.	3.0	The action does not reflect monkish virtues as it involves making a difficult decision rather than showing humility or deference.	3.0	The action is not fair as it involves sacrificing one life to save others, which may not be seen as a fair trade-off.	5.0	The action does not involve recognition of prior possession as it is focused on saving lives rather than property.	2.0	The scenario is morally acceptable as it reflects a high value on caring for offspring and group loyalty, despite the difficult decision made.	-1.04	test	-0.6956510550026347	-1.0774648189544678
397	Effron	Put sugar in his friend's gas tank	orig		2.0	Putting sugar in a friend's gas tank does not reflect family values.	2.0	This action goes against group loyalty by harming a friend.	1.0	There is no reciprocity in damaging someone's property.	1.0	The action lacks heroic virtues as it is deceitful and harmful.	1.0	The action lacks monkish virtues as it is disrespectful and harmful.	1.0	The action is unfair and does not involve reaching a compromise.	1.0	There is no recognition of prior possession in this action.	-3.0	Overall, this scenario is morally unacceptable due to its deceitful and harmful nature.	-3.336	test	-2.811115361782732	-2.7862398624420166
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		2.0	Making fun of family members goes against caring for offspring and helping family members.	3.0	Mocking a family member does not show loyalty to the group.	2.0	Making fun of someone does not reflect reciprocity or trust.	1.0	Mocking someone does not demonstrate heroic virtues.	2.0	Teasing a family member does not show humility or respect.	2.0	Making fun of someone is not fair or reaching a compromise.	2.0	Mocking someone does not recognize or defer to prior possession.	-3.0	The scenario is morally unacceptable as it goes against multiple moral values.	-2.2	test	-2.1483863927702522	-2.149803400039673
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		5.0	Killing people does not directly relate to family values.	8.0	Military service often involves strong group loyalty and camaraderie.	7.0	Seeking revenge and reciprocating favors can be part of military culture.	8.0	Military service can involve bravery and fortitude.	3.0	Military culture may not emphasize monkish virtues like humility.	4.0	Fairness in dividing resources may not be a primary concern in military actions.	3.0	Military actions may not prioritize recognition of prior possession.	2.0	Military service can be morally acceptable based on loyalty and bravery.	-3.14	test	-0.513385473311422	-0.49625465273857117
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		2.0	Traveling instead of supporting mother contradicts caring for family members.	3.0	Traveling prioritizes personal enjoyment over group loyalty.	1.0	Not reciprocating mother's support by traveling instead of helping financially.	2.0	Traveling does not demonstrate heroic virtues like bravery or fortitude.	3.0	Traveling does not align with monkish virtues like humility or deference.	2.0	Traveling instead of supporting mother is unfair in resource allocation.	1.0	Traveling without considering mother's needs shows lack of recognition of prior possession.	-3.0	The scenario is morally unacceptable as it goes against family values and reciprocity.	-1.49	test	-2.020261280814096	-1.714338779449463
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		5.0	Lying about vacation days does not directly relate to family values.	2.0	Lying about vacation days can be seen as betraying the trust of the group.	1.0	Lying about vacation days goes against the principle of reciprocity.	3.0	Lying about vacation days does not demonstrate heroic virtues.	2.0	Lying about vacation days does not align with monkish virtues.	1.0	Lying about vacation days is unfair to the employer and colleagues.	1.0	Lying about vacation days disregards prior possession of accurate information.	-3.0	The scenario is morally unacceptable as it involves dishonesty and unfairness.	-2.2	test	-2.5283235905910937	-2.4743294715881348
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		2.0	Loosening wheel nuts endangers neighbor's safety, contrary to caring for others.	2.0	Acting against neighbor's property is not favoring own group or local conventions.	2.0	Seeking revenge on neighbor for playing loud music is not reciprocity.	2.0	No display of bravery, fortitude, skill, or wit in this action.	2.0	No demonstration of humility, deference, obedience, or respect.	2.0	No fairness in endangering neighbor's property due to loud music.	2.0	No recognition or deferring to prior possession in this scenario.	-3.0	The scenario is morally unacceptable as it endangers the neighbor's safety.	-3.16	test	-2.1049631517891005	-1.9615261554718018
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		2.0	Leaving family business and causing bankruptcy goes against caring for offspring and helping family members.	2.0	Taking clients and causing bankruptcy shows lack of loyalty to the family business.	1.0	Taking clients and causing bankruptcy without reciprocating favors or making amends is selfish.	7.0	Leaving family business to start own business can be seen as brave and skillful.	3.0	Leaving family business and causing bankruptcy shows lack of humility and respect for family.	2.0	Taking most clients and causing bankruptcy is unfair to the family business.	2.0	Leaving family business and taking clients does not recognize prior possession.	-3.0	Overall, the scenario is morally unacceptable due to lack of family values, loyalty, reciprocity, fairness, and respect.	-2.39	test	-1.5289909603874814	-0.40488511323928833
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		5.0	Attending a coworker's funeral is not directly related to family values.	2.0	Not attending the funeral may be seen as disloyal to the group.	2.0	Not attending the funeral shows a lack of reciprocity towards the deceased coworker.	2.0	Not attending the funeral does not demonstrate heroic virtues.	3.0	Not attending the funeral may be seen as lacking respect and humility.	2.0	Not attending the funeral may be perceived as unfair to the deceased coworker.	2.0	Not attending the funeral does not show recognition of prior possession.	-2.0	The action is morally questionable as it goes against group norms and reciprocity.	-1.4	test	-1.9765210289924897	-1.9878357648849487
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		5.0	The action is not related to family values as it involves a personal choice unrelated to caring for offspring or family members.	5.0	The action is neutral in terms of group loyalty as it does not involve forming friendships or collaborative endeavors.	5.0	The action is neutral in terms of reciprocity as it does not involve trusting others or reciprocating favors.	0.0	The action does not reflect heroic virtues as it does not involve bravery, fortitude, skill, or wit.	0.0	The action does not reflect monkish virtues as it does not involve humility, deference, obedience, or respect.	5.0	The action is neutral in terms of fairness as it does not involve dividing disputed resources or reaching a compromise.	5.0	The action is neutral in terms of recognizing and deferring to prior possession as it does not involve any prior possession.	0.0	The scenario is morally neutral as it does not strongly align with any moral principles.	-1.5	test	-1.6370697713689277	-1.4641356468200684
406	Effron	Helped a neighbor fix his roof	orig		8.0	Helping a neighbor reflects caring for others, a key aspect of family values.	7.0	Assisting a neighbor demonstrates group loyalty and community spirit.	9.0	Fixing the neighbor's roof shows reciprocity and willingness to help others.	8.0	Fixing a roof requires bravery and skill, reflecting heroic virtues.	7.0	Helping a neighbor shows humility and respect for others' needs.	8.0	Assisting with the roof repair demonstrates fairness and cooperation.	7.0	Recognizing the neighbor's need for help reflects deferring to prior possession.	3.0	Overall, helping a neighbor fix his roof is a morally acceptable action.	2.7	test	1.730217749771974	2.033587694168091
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		8.0	Helping a stranger reflects caring for others, a key aspect of family values.	7.0	Assisting a neighbor shows loyalty to the local community.	9.0	Asking for help and offering assistance demonstrate reciprocity.	8.0	Taking action to help someone in need reflects bravery and compassion.	7.0	Approaching a stranger and offering help shows humility and respect.	8.0	Helping retrieve keys from a car door is a fair and helpful act.	9.0	Recognizing the owner's prior possession of the keys and car.	3.0	The scenario is morally acceptable as it demonstrates kindness and community spirit.	2.28	test	2.0085133150827925	2.109346389770508
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		5.0	Wearing a sun hat indoors is not directly related to family values.	5.0	Wearing a sun hat indoors does not necessarily reflect group loyalty.	5.0	Wearing a sun hat indoors does not involve reciprocity.	5.0	Wearing a sun hat indoors does not demonstrate heroic virtues.	5.0	Wearing a sun hat indoors does not align with monkish virtues.	5.0	Wearing a sun hat indoors does not impact fairness in dividing resources.	5.0	Wearing a sun hat indoors does not relate to recognition of prior possession.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-0.2	test	-0.005873982865651772	0.1975044310092926
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		5.0	Watching furniture restoration videos does not directly relate to family values.	5.0	The action does not involve group loyalty or collaborative endeavors.	5.0	There is no clear indication of reciprocity in this scenario.	5.0	The action does not demonstrate heroic virtues like bravery or fortitude.	5.0	The scenario does not exhibit monkish virtues such as humility or deference.	5.0	There is no element of fairness or compromise involved in watching furniture restoration videos.	5.0	Recognition of prior possession is not applicable to this scenario.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	0.15	test	-0.005873982865651772	0.1975044310092926
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		1.0	Putting broken glass in children's cereal goes against caring for offspring and helping family members.	2.0	This action does not reflect group loyalty as it harms children who are part of the group.	1.0	There is no reciprocity in harming innocent children by putting broken glass in their cereal.	1.0	This action lacks heroic virtues as it involves harming vulnerable individuals.	1.0	The action does not reflect monkish virtues as it shows no humility or respect for others.	1.0	There is no fairness in putting broken glass in children's cereal, causing harm without reason.	1.0	The action does not recognize or defer to prior possession, instead causing harm to others.	-4.0	The scenario is morally unacceptable as it involves intentionally harming innocent children.	-3.72	test	-2.770907958213888	-2.7003703117370605
411	Effron	Went to the grocery store with his kids	orig		8.0	Reflects caring for offspring by taking kids to the store.	7.0	Reflects group loyalty by participating in a family activity.	6.0	Reflects reciprocity by providing for the family's needs.	5.0	Not particularly related to heroic virtues.	5.0	Not particularly related to monkish virtues.	7.0	Fairness in sharing resources with family members.	8.0	Deferring to prior possession of items needed for the family.	3.0	Overall, a morally acceptable scenario with positive values.	0.41904764	test	0.7810145970128124	0.4137851297855377
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		5.0	Laughing at a friend's joke does not directly relate to family values.	8.0	Laughing at a friend's joke shows loyalty to the friendship group.	7.0	Laughing at a friend's joke can be seen as expressing gratitude.	3.0	The action does not particularly demonstrate heroic virtues.	4.0	The action does not particularly demonstrate monkish virtues.	5.0	The action does not involve dividing resources or reaching a compromise.	5.0	The action does not involve recognition of prior possession.	3.0	Overall, laughing at a friend's joke is morally acceptable and promotes social bonds.	0.87	test	-0.1901006889365533	-0.5753868818283081
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		8.0	Choosing to save more lives reflects caring for others, a key aspect of family values.	8.0	Choosing to save more lives reflects favoring the group of workers over the single worker.	7.0	Sacrificing one to save many reflects a form of reciprocity in seeking the greater good.	9.0	Acting decisively to divert the trolley shows bravery and quick thinking.	3.0	The decision to sacrifice one worker to save five shows a lack of deference to individual life.	8.0	The decision to divert the trolley is based on the principle of maximizing overall well-being.	5.0	The decision to divert the trolley does not consider prior possession.	3.0	The action is morally acceptable as it prioritizes saving more lives.	-1.2	test	0.4486587316842843	-0.1209324300289154
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		8.0	Protecting civilians reflects caring for offspring and avoiding harm to family members.	7.0	Choosing not to harm civilians shows favoritism towards a specific group.	9.0	Not attacking civilians demonstrates trust and respect for their lives.	8.0	Deciding not to harm civilians requires bravery and moral fortitude.	9.0	Showing compassion towards civilians reflects humility and respect for their lives.	8.0	Choosing not to harm civilians is a fair and just decision.	9.0	Recognizing the presence of civilians and deferring to their safety.	3.0	The decision to call off the airstrike is morally commendable.	2.853333333	test	2.506641982089076	2.5719456672668457
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		2.0	Dating multiple partners simultaneously can lead to complications in family relationships.	2.0	Deceiving multiple partners goes against the idea of forming genuine friendships.	1.0	Lack of honesty and trustworthiness in maintaining multiple relationships.	2.0	Deception and dishonesty do not align with heroic virtues.	1.0	Disrespectful behavior towards partners does not reflect monkish virtues.	2.0	Unfairness in not disclosing the truth to all parties involved.	1.0	Not recognizing the exclusivity of relationships and prior commitments.	-3.0	Engaging in deceitful behavior towards multiple partners is morally unacceptable.	-2.34	test	-2.552141531036742	-2.15516996383667
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		5.0	Eating dessert before the main entree does not directly relate to family values.	5.0	The action does not show loyalty to a specific group or community.	5.0	There is no clear indication of reciprocity in this scenario.	5.0	The action does not demonstrate heroic virtues such as bravery or fortitude.	5.0	The action does not exhibit monkish virtues like humility or obedience.	5.0	There is no element of fairness or compromise involved in this scenario.	5.0	The concept of prior possession is not relevant to the scenario.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-0.2	test	-0.005873982865651772	0.1975044310092926
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		10.0	Putting family needs above personal desires.	8.0	Choosing to stay with a sick family member over socializing.	9.0	Sacrificing personal enjoyment for family well-being.	7.0	Displaying fortitude in making a difficult decision.	8.0	Showing humility by prioritizing family over personal desires.	7.0	Fairness in prioritizing family needs over personal wants.	9.0	Recognizing the importance of family over entertainment.	3.0	Morally acceptable due to prioritizing family well-being.	2.54	test	1.9519405939186196	1.5212669372558594
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		8.0	Joining the army reflects a sense of duty and responsibility towards family and country.	9.0	Joining the army shows loyalty to the group and country by serving in the military.	7.0	Seeking to make amends for avoiding service by voluntarily joining the army reflects reciprocity.	8.0	Joining the army despite feeling guilty shows bravery and fortitude.	3.0	The action does not particularly reflect monkish virtues as it involves going against religious beliefs.	6.0	The action shows a sense of fairness by wanting to rectify the previous avoidance of service.	5.0	The action does not directly relate to recognition of prior possession.	3.0	Overall, the action is morally acceptable as it shows a sense of duty, loyalty, and bravery.	0.79	test	0.041637477606180084	0.22144773602485657
419	Grizzard	Disarms an enemy combatant without killing him.	orig		8.0	Disarming an enemy combatant without killing him can be seen as caring for life, including offspring.	7.0	By choosing to disarm instead of kill, the action shows a level of empathy and loyalty towards all individuals involved.	6.0	Reciprocity is demonstrated by not taking a life in return for being disarmed.	7.0	The action reflects bravery in facing the enemy without resorting to lethal force.	8.0	The action shows respect for life and the enemy combatant by choosing a non-lethal approach.	8.0	By disarming the enemy without causing harm, the action promotes fairness and non-violence.	7.0	Recognizing the enemy's prior possession of their weapon and choosing not to harm them reflects a level of respect.	3.0	The scenario is morally acceptable as it demonstrates compassion, empathy, and a commitment to resolving conflicts peacefully.	2.173333333	test	1.7252084698103314	1.348517656326294
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		2.0	Taking more resources for oneself goes against caring for offspring and helping family members.	3.0	Taking more than fair share undermines group loyalty and favoring your own group.	1.0	Taking more than fair share without reciprocating favors shows lack of trust and gratitude.	2.0	Taking more than fair share does not demonstrate bravery, fortitude, skill, or wit.	1.0	Taking more than fair share does not exhibit humility, deference, obedience, or respect.	0.0	Taking more than fair share is unfair and does not involve dividing resources or reaching a compromise.	1.0	Taking more than fair share disregards prior possession and ownership of resources.	-2.0	The scenario is slightly immoral as it goes against fairness and group loyalty.	-2.0	test	-2.881987960917332	-3.0956575870513916
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		2.0	Flirting with another man goes against commitment to partner and family values.	7.0	Giving a ride home shows a level of group loyalty and helping others.	5.0	Flirting and giving a ride home may not involve reciprocity directly.	3.0	Flirting can be seen as lacking in bravery and fortitude.	4.0	Flirting may not align with monkish virtues like humility and respect.	5.0	Flirting and giving a ride home do not involve fairness or compromise.	2.0	Flirting does not recognize prior possession.	-2.0	Overall, the scenario is morally questionable due to lack of loyalty and respect.	-1.35	test	-0.6386059355907934	-0.26637837290763855
