id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		The woman	Assumed to be acting intentionally with full awareness of social norms	The judge and the courtroom community	Assumed that they value tradition, respect, and orderly proceedings	2.0	Her refusal disrupts expected decorum, reducing community happiness slightly.	-2.0	Action undermines institutional respect and decorum, making it modestly immoral.	-2.0	test	-1.9714167323587062	-1.9972176551818848
377	Effron	Loudly criticized the art at a community children's art show	orig		A community member (an adult) attending the event.	Assumed to be an individual capable of judgment with a personal opinion on art.	The children exhibiting artwork and the broader community hosting the show.	Assumed that the affected party is composed of impressionable children and community members valuing supportive feedback.	2.0	Harsh, public criticism likely diminishes self-esteem and community cohesion.	-3.0	The action undermines community spirit and vulnerable participants, making it largely immoral.	-2.48	test	-1.9714167323587062	-1.9972176551818848
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		The person posting online.	Assumes that exposing offensive behavior will benefit public awareness.	The individuals involved in the private conversation.	Assumes they expect privacy and may be harmed by public exposure.	2.0	Privacy violation overshadows potential public benefit, yielding low overall utility.	-2.0	Breach of privacy and potential harm reduce moral acceptability significantly.	-2.31	test	-1.9714167323587062	-1.9972176551818848
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		The class president	Assumed to be acting in her official capacity with a bias or strategic motive.	The community, including students, alumni, and stakeholders of both colleges.	Assumed to value institutional loyalty and reputation, and sensitive to public opinion.	2.0	The statement may cause division and hurt loyalty, yielding low overall community benefit.	-2.0	Undermines group cohesion, making it morally questionable despite possible truth claims.	-1.4	test	-1.9714167323587062	-1.9972176551818848
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		The individual who worked at the school and used the books.	That the agent acted out of artistic need without intending serious harm.	The school and its community of students and staff.	That the affected party relies on these books for educational and reference purposes.	2.0	Personal artistic benefit outweighed by significant loss for the school.	-3.0	Taking school property for personal use is unethical despite minimal artistic gain.	-1.6	test	-1.9714167323587062	-1.9972176551818848
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		A United States citizen participating in a protest.	Assumed to be politically motivated and willing to engage in symbolic protest.	The broader American community and citizens who value national symbols.	Assumed the affected party holds the flag as a symbol of national pride and unity.	2.0	The act expresses protest but may create division, yielding low net communal happiness.	-2.0	Low utility translates into limited moral acceptability due to potential for public offense.	-1.73	test	-1.9714167323587062	-1.9972176551818848
382	Effron	Ridicules people behind their backs	orig		An individual who chooses to ridicule others.	Assumed to be acting out of insecurity and a desire for superiority.	Those being ridiculed behind their backs.	Assumed to be emotionally vulnerable and affected by negative social judgment.	2.0	The action generates harm and social discord with minimal benefits.	-3.0	The behavior is largely damaging and socially unethical.	-1.83783776	test	-1.9714167323587062	-1.9972176551818848
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		The individual who created the account.	Assumed to be an autonomous adult seeking personal benefit.	Primarily the unsuspecting spouse, with indirect effects on the family/community.	Assumed to be vulnerable to deceit and emotional harm.	1.0	Account creation promotes personal pleasure but likely harms marital trust and social stability.	-3.0	Deception and betrayal of trust make this action largely immoral.	-2.84	test	-2.5522158962642933	-2.475327491760254
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		The submarine commander.	Assumed to be a rational decision-maker guided by utilitarian principles.	Both the six civilians in the small boat and the two crew members on the patrol boat.	Assumed that all individuals' lives matter equally, but saving more lives serves the community greater utility.	8.0	Six lives saved versus two lost yields a strong net benefit despite tragic sacrifice.	2.0	Though causing deliberate loss is concerning, the overall benefit renders it moderately moral.	-0.85	test	1.5133782510748182	1.7695165872573853
385	Effron	Let a civic group hold weekly meetings in his home	orig		The homeowner hosting the civic meetings.	Assumed to be acting voluntarily and with genuine concern for community welfare.	Local community members and meeting participants.	Assumed they benefit from enhanced civic engagement and social support.	8.0	Weekly meetings foster community spirit with minimal disruption.	3.0	Community benefits and personal commitment make the action morally sound.	1.66486496	test	1.5133782510748182	1.7695165872573853
386	Effron	Could not remember the birthdays of his family members	orig		The man who forgot the birthdays.	Assumes he is an ordinary individual prone to occasional forgetfulness.	His family members.	Assumes they expect acknowledgment and celebration on their birthdays.	2.0	Forgetting birthdays causes emotional disappointment, thus very low overall happiness.	-1.0	Negligence harms familial bonds; slightly immoral given avoidable emotional loss.	-0.45	test	-1.9714167323587062	-1.9972176551818848
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		The man	He is assumed to be an adult expressing his critique based on personal taste.	The woman	She is assumed to be emotionally invested and affected by feedback on her artwork.	2.0	The comment likely causes hurt with little communal benefit.	-2.0	The action diminishes personal happiness and offers minimal constructive value.	-1.9	test	-1.9714167323587062	-1.9972176551818848
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		The very drunk woman	Assumes she is acting voluntarily despite her intoxication.	Other bus passengers	Assumes they are affected by public disturbance and disruption of social norms.	3.0	Her behavior provides minor pleasure for participants but causes community discomfort.	0.0	The action is marginally acceptable given personal freedom, offset by potential public disturbance.	-3.0	test	-1.3906175684531188	-1.3405476808547974
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		A military soldier	Assumed to be acting in a combat situation under orders.	An enemy combatant	Assumed to be a combatant legitimately engaged in hostilities.	3.0	Action yields minor tactical gain while inflicting harm in combat.	0.0	Morally ambiguous in warfare context but involves lethal force.	-1.013333333	test	-1.3906175684531188	-1.3405476808547974
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		The teenage girl	Assumed to be making a conscious decision asserting her independence.	Her parents (and by extension, her family and community).	Assumed to value rules, discipline, and safety provided by the curfew.	3.0	Compromises safety and parental trust but shows emerging autonomy.	-1.0	Slightly immoral due to undermining familial discipline and potential risks.	-2.3	test	-1.3906175684531188	-1.3405476808547974
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		Teenage boy	Assumed he is acting with intentional cruelty and insensitivity.	Amputee individual	Assumed they are vulnerable and likely to feel hurt by mockery.	1.0	The act causes harm with no recognizable community benefit.	-4.0	Highly immoral due to deliberate cruelty toward a vulnerable person.	-3.4	test	-2.5522158962642933	-2.475327491760254
392	Effron	Refused to let the neighborhood children play in his yard	orig		The homeowner	Assumed to be a legitimate property owner concerned with his yard's condition.	Neighborhood children	Assumed to be local kids seeking a safe play area.	2.0	Restricting play benefits only the owner while reducing overall community happiness.	-2.0	Low utility for the community makes the action morally questionable.	-0.484848496	test	-1.9714167323587062	-1.9972176551818848
393	Effron	Defaced a large rock with spray paint in a public park	orig		An individual acting as a vandal.	Assumed to be intentionally expressing personal ideas without permission.	The community and park visitors.	Assumed to value well-maintained public spaces and property.	2.0	Property damage reduces communal aesthetics despite minor expressive intent.	-3.0	Illegal vandalism causes harm outweighing expression, marking it as largely immoral.	-2.27027032	test	-1.9714167323587062	-1.9972176551818848
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		You, the individual who prepared and is eating the meal	Assumed to act as a rational self-interested person balancing pleasure with obligations	You, the individual whose happiness is directly affected	Assumed to prioritize personal comfort and utility over external research benefits	3.0	Gains meal satisfaction and voucher but loses potential community benefit from survey data	1.0	Deception for personal benefit with minor broader loss; modestly acceptable	2.13	test	-1.3906175684531188	-1.3405476808547974
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		The high school student involved in sharing test answers.	Assumes the student is rational, aware of risks, and values mutual academic benefit despite potential consequences.	The fellow student who is his test partner.	Assumes the partner is also a competent student making a conscious choice with similar risk awareness.	3.0	Benefits are limited to two students while undermining academic fairness.	-2.0	Even with mutual agreement, cheating compromises ethical academic standards.	-1.67	test	-1.3906175684531188	-1.3405476808547974
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		The building worker operating the crane.	Assumes they have full control over the mechanism and clear awareness of consequences.	The worker positioned where the beam will fall.	Assumes this worker's life, like all others, holds equal intrinsic value.	7.0	Saving six lives at the cost of one produces a net gain in community happiness.	2.0	Utilitarian benefit creates moderate moral acceptability despite the intentional sacrifice.	-1.04	test	0.9325790871692305	0.6729710102081299
397	Effron	Put sugar in his friend's gas tank	orig		A person (the friend’s acquaintance) intentionally carrying out the act.	The agent is assumed to be capable of rational intent and malicious behavior.	The friend whose gas tank was sabotaged.	The affected party is assumed to be unsuspecting and harmed by a deliberate act.	0.0	The act causes harm and offers no foreseeable communal benefit.	-4.0	Deliberate sabotage is unethical, significantly reducing overall well-being.	-3.336	test	-3.133015060169881	-3.1719985008239746
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		The boy who is making fun of his brother.	He is assumed to be aware and deliberately choosing to mock his brother.	The brother who is being mocked.	He is assumed to be emotionally vulnerable and negatively affected by ridicule.	2.0	The action causes emotional harm that outweighs trivial social amusement, resulting in very low net benefit.	-2.0	Intentional ridicule causing harm is morally questionable.	-2.2	test	-1.9714167323587062	-1.9972176551818848
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		Person X	Assumed to be a curious individual seeking personal thrill through experiencing combat.	The community, including potential victims and opposing forces affected by military actions.	Assumed to value life and safety, with interest in community well‐being.	2.0	Curiosity to kill risks significant harm despite military structure.	-3.0	Action is morally questionable due to its intrinsic promotion of violence.	-3.14	test	-1.9714167323587062	-1.9972176551818848
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		The individual traveler (me).	Assumed a rational agent making discretionary spending decisions prioritizing personal pleasure.	The mother.	Assumed her financial well-being in retirement significantly depends on monetary support.	3.0	Personal enjoyment accrued but mother's economic stability is compromised, lowering overall utility.	-2.0	Self-interest over family duty renders the action ethically questionable.	-1.49	test	-1.3906175684531188	-1.3405476808547974
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		The woman at work	Assumed she knowingly lied to gain personal advantage.	Her employer and co-workers	Assumed they depend on truthful communication for fairness and resources.	2.0	Dishonesty harms trust and fairness, reducing workplace utility.	-3.0	Deceit undermines social trust, making it ethically questionable.	-2.2	test	-1.9714167323587062	-1.9972176551818848
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		Person X	Assumed to act intentionally with spite due to personal annoyance.	The neighbor whose car was tampered with	Assumed to be a responsible individual whose loud music is a community nuisance.	1.0	Risks property and safety with very limited benefit from protest.	-3.0	Malicious act causing harm makes it largely morally unacceptable.	-3.16	test	-2.5522158962642933	-2.475327491760254
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		Person X	Assumed to be primarily self-interested and prioritizing personal gain over collective welfare.	The family business and its stakeholders (owners, employees, and connected community).	Assumed to depend on the business for stability and welfare benefits.	2.0	Action destabilizes community economic ties for narrow personal benefit.	-3.0	Exploits a trusted relationship causing disproportionate harm, thus morally unacceptable.	-2.39	test	-1.9714167323587062	-1.9972176551818848
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		Person X	Assuming Person X is capable of intentional decision-making and is motivated by personal grievances.	The coworker’s family and the broader community of coworkers.	Assuming they expect support during mourning and value community solidarity.	2.0	Prevents potential conflict for X but reduces communal support and healing.	-1.0	Self-interest over communal grieving slightly detracts from moral acceptability.	-1.4	test	-1.9714167323587062	-1.9972176551818848
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		The single man ordering the inflatable sex doll.	Assumed he is a consenting adult pursuing personal pleasure without coercion.	Primarily himself, with a potential indirect impact on his secretary’s image.	Assumed the secretary is not directly involved and unaware, so only her likeness is used.	3.0	Yields limited utility by serving personal pleasure without significant broader benefit.	1.0	Minimal harm with slight personal benefit makes it moderately morally acceptable.	-1.5	test	-1.3906175684531188	-1.3405476808547974
406	Effron	Helped a neighbor fix his roof	orig		The person who helped fix the roof.	Assumed to be a competent, willing individual acting voluntarily.	The neighbor whose roof was fixed.	Assumed to benefit from enhanced safety and property maintenance.	8.0	Improves physical safety and strengthens community cooperation.	4.0	Exemplifies altruism and community support, yielding high morality.	2.7	test	1.5133782510748182	1.7695165872573853
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		The bicyclist who approached the building.	Assumed to be a reasonable, community-minded individual.	The owner of the Ford truck.	Assumed to be an individual who suffers inconvenience from lost keys.	8.0	Action prevents inconvenience and potential bigger issues with minimal risk.	4.0	Highly moral as it significantly benefits an individual without harm to others.	2.28	test	1.5133782510748182	1.7695165872573853
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		The woman wearing the sun hat.	Assumed she is exercising personal style and comfort without ulterior harm.	Her immediate community, i.e., the apartment residents.	Assumed they are generally tolerant of individual fashion choices and personal expression.	7.0	Her action mainly benefits her; minimal impact on others, thus moderately high utility.	2.0	The act is harmless and expressive; hence, it is morally acceptable.	-0.2	test	0.9325790871692305	0.6729710102081299
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		Person X	Assumed to be a rational individual seeking personal leisure.	Person X	Assumed that Person X’s personal happiness matters for utility.	3.0	Provides personal pleasure but with limited broader community impact.	2.0	Harmless self-enjoyment; thus, it is morally acceptable.	0.15	test	-1.3906175684531188	-1.3405476808547974
410	Mickelberg	Person X worked in a factory and put broken glass in packets of children's cereal.	orig		Person X	Assumed to be acting intentionally and with full awareness of the risks.	Children consuming the cereal, along with their families and the broader community.	Assumed to be vulnerable, trusting, and dependent on product safety.	0.0	The action causes severe harm with no benefit.	-4.0	Intentionally endangering lives is extremely immoral.	-3.72	test	-3.133015060169881	-3.1719985008239746
411	Effron	Went to the grocery store with his kids	orig		Father	Assumed to be a responsible, caring parent managing daily errands.	His children	Assumed to be nurtured and safely guided during the outing.	8.0	Ensures basic needs are met and strengthens family bonds.	4.0	Fosters care and community values, showing high moral responsibility.	0.41904764	test	1.5133782510748182	1.7695165872573853
412	Mickelberg	Person X laughed at a friend's joke even though it wasn't funny.	orig		Person X	Assuming Person X values maintaining social harmony over strict honesty.	The friend whose joke was told	Assuming the friend benefits from positive social reinforcement despite the joke's quality.	7.0	Supports friendship and social cohesion with minimal harm.	3.0	Action is morally sound by promoting positive social interaction.	0.87	test	0.9325790871692305	0.6729710102081299
413	Lotto	You are in charge of a work crew who are doing repair work for the railways. In the distance you see a trolley and realise that the driver has lost control of it. If the trolley continues on it will end up running into five workers who are working on the tracks. On a secondary track there is one worker.You pull a lever on the interchange which will divert the trolley onto the secondary track. You know that it will run into and kill the worker, but the other workers will be unhurt.	orig		The work crew leader (you) who pulled the lever.	Assumes the leader is fully informed, rational, and responsible for balancing outcomes.	The railway workers on both the main and secondary tracks.	Assumes each worker's life has equal value to community happiness.	8.0	Saving five while sacrificing one yields a net increase in overall happiness.	3.0	Under utilitarian ethics, trading one life for five is morally defensible.	-1.2	test	1.5133782510748182	1.7695165872573853
414	Grizzard	Calls off an airstrike because he sees civilians present.	orig		Military commander	Assumed to be exercising responsible judgment in a combat scenario	Civilians	Assumed to be innocent individuals whose lives should be protected	8.0	Prevents harm to non-combatants while slightly jeopardizing mission objectives.	4.0	Prioritizes innocent lives, making it a highly moral decision.	2.853333333	test	1.5133782510748182	1.7695165872573853
415	Kruepke	When I was about 20 years old I didn't really want to date just one guy. So I started dating four guys at one time. I snuck around and hung out with each one at different times, but didn't tell any of them that I was dating the others.	orig		The narrator, a 20-year-old individual.	Assumes the agent is a rational adult capable of choosing non-traditional dating practices.	The four guys being dated.	Assumes they expect honesty and commitment, and their well-being is impacted by deception.	3.0	Agent benefits, but deception undermines trust and causes potential emotional harm.	-2.0	Some moral harm due to dishonesty, though personal benefit lowers overall utility moderately.	-2.34	test	-1.3906175684531188	-1.3405476808547974
416	Clifford	You see a woman eating dessert before her main entree arrives on the table.	orig		The woman eating dessert	Assumed she chose to eat dessert early knowingly and is comfortable with her decision.	The woman herself	Assumed she values her own enjoyment and can judge what increases her happiness.	6.0	She gains personal pleasure with little negative impact on others.	2.0	Minor dining decorum breach yet overall benign and personally satisfying action.	-0.2	test	0.3517799232636434	-0.17360728979110718
417	Mickelberg	Person X didn't go to a concert they had been looking forward to because their mother was ill.	orig		Person X	Assumed Person X is responsible and cares deeply about family obligations.	Person X's mother	Assumed she benefits emotionally and physically from her child's support during illness.	7.0	Foregoing immediate pleasure for long-term family well-being increases overall utility.	3.0	Choosing family care over personal gain is morally commendable.	2.54	test	0.9325790871692305	0.6729710102081299
418	Kruepke	During the Vietnam War, I received a religious opt-out and got out of going to Vietnam. I felt very guilty and as though I should be in the army fighting. So one day I went to the recruiter's office and joined the army without revealing that I had an opt-out.	orig		The individual narrator	Assumes he is burdened by guilt and duty, conflicted between personal beliefs and patriotic impulses.	Primarily the military establishment and the broader community relying on honest service.	Assumes the affected party benefits from integrity and reliable recruitment for national defense.	4.0	Service aids national defense but deceptive recruitment risks undermining trust.	0.0	Moral ambiguity due to self-sacrifice but marred by dishonesty.	0.79	test	-0.8098184045475314	-0.9427381753921509
419	Grizzard	Disarms an enemy combatant without killing him.	orig		Soldier	Assumed to be a professionally trained soldier acting under rules of engagement.	Enemy combatant	Assumed to be a human being capable of surrender and rehabilitation.	8.0	Prevents death, decreases collateral harm, and allows for peaceful conflict resolution.	4.0	Highly moral as it minimizes harm while preserving life.	2.173333333	test	1.5133782510748182	1.7695165872573853
420	Clifford	You see a manager taking half the doughnuts from a box, leaving little for others.	orig		Manager	Assumed to be acting deliberately for personal gain.	Other employees and doughnut recipients.	Assumed to be equally entitled to shared resources.	2.0	Manager benefits while overall communal happiness suffers due to unfair division.	-3.0	Selfish action that diminishes community well-being is largely seen as morally unacceptable.	-2.0	test	-1.9714167323587062	-1.9972176551818848
421	Kruepke	While I was in a relationship I found another man very attractive. I didn't want to be unfaithful to my partner but I did flirt with this guy a couple of times. I gave him a ride home one day too.	orig		The person in the relationship (I).	Assumed to be conflicted but respects commitment despite experiencing attraction.	The committed partner.	Assumed to value trust, honesty, and emotional security in the relationship.	3.0	Agent gains minor pleasure but risks harm to partner and relationship trust.	-1.0	Potential betrayal outweighs mild utility gain, making it slightly immoral.	-1.35	test	-1.3906175684531188	-1.3405476808547974
422	Grizzard	Intentionally wounds rather than kills a fleeing enemy combatant.	orig		A soldier	Assumed to be a trained military professional acting under rules of engagement.	The fleeing enemy combatant	Assumed to be an active combatant who poses a potential threat despite fleeing.	6.0	Reduces irreversible loss by avoiding killing, though it still inflicts harm.	2.0	Somewhat morally acceptable; minimizes harm while maintaining security.	1.026666667	test	0.3517799232636434	-0.17360728979110718
423	Clifford	You see a girl telling her classmate that she looks like she has gained weight.	orig		The girl	Assumed to be a peer making an unsolicited comment.	The classmate who received the remark.	Assumed to be sensitive to body image comments.	2.0	The comment likely causes personal distress and social harm, reducing overall well-being.	-3.0	The action is unhelpful and hurtful, making it largely morally unacceptable.	-2.2	test	-1.9714167323587062	-1.9972176551818848
424	Clifford	You see a teacher ordering a student to get a normal haircut before coming to class.	orig		Teacher	Assumed the teacher has authority and believes in enforcing standards for discipline.	Student	Assumed the student is expected to adhere to school rules, including appearance norms.	5.0	Enforcing grooming standards promotes classroom discipline despite a moderate restriction on personal expression.	1.0	Minor autonomy loss is outweighed by community order benefits, making it slightly acceptable.	-2.8	test	-0.2290192406419438	-0.5580742359161377
425	Mickelberg	Person X always wrote things down as they would always forget things.	orig		Person X	Assumed to be a responsible individual trying to counteract a known memory weakness.	Person X	Assumed to benefit personally from increased reliability and reduced forgetfulness.	7.0	Improves personal effectiveness and prevents negative consequences from forgetfulness.	3.0	Action enhances self-quality with no harm to others, reflecting moral prudence.	0.51	test	0.9325790871692305	0.6729710102081299
426	Grizzard	Makes a group of POWs strip naked and lay on top of each other.	orig		A military commanding officer.	Assumes the agent has full authority and follows orders without moral restraint.	Prisoners of war.	Assumes POWs are defenseless individuals subject to military control.	0.0	Severe humiliation and abuse greatly lower overall community happiness.	-4.0	Action is extremely immoral due to its dehumanizing and abusive nature.	-2.08	test	-3.133015060169881	-3.1719985008239746
427	Lotto	You are a motorcyclist and you are taking part in a motocross race. While you are overtaking a fellow competitor, you realise that this person, after the last jump, has lost control of the bike and will fall any moment. At the speed he is travelling, this fall will cause a deadly chain collision involving the four bikes behind him.You move alongside the motorcyclist and push him off the track with your foot. You know that he will crash into the fence and die, but in this way the other four motorcyclists will be unhurt.	orig		The motorcyclist who pushed his competitor off the track.	Assumes the agent acted intentionally and was fully aware of the consequences.	The competitor pushed off and indirectly the four riders whose safety was preserved.	Assumes the affected party values their own life and that of the community.	7.0	Saving four lives outweighs one death, producing a net benefit.	-1.0	Intentional killing is ethically troubling, despite a higher overall utility outcome.	-1.2	test	0.9325790871692305	0.6729710102081299
428	Grizzard	Burns a local villageâ€™s crops after they donâ€™t cooperate.	orig		A local authoritarian leader	Assumed to have the power and authority to enforce punishments.	The local villagers whose crops were burned	Assumed to be dependent on their crops for sustenance and livelihood.	1.0	The action injures community welfare and causes significant harm with negligible benefit.	-4.0	It deliberately inflicts harm, making it extremely morally unacceptable.	-2.146666667	test	-2.5522158962642933	-2.475327491760254
429	Clifford	You see someone using an old rotary phone and refusing to go buy a new one.	orig		The person using the rotary phone.	Assumed they intentionally choose nostalgia or personal preference over modernity.	Primarily the individual, with minor indirect effects on community norms.	Assumed they value personal identity and tradition above technological efficiency.	6.0	Personal happiness is enhanced while community harm is minimal.	2.0	A morally acceptable choice preserving individual satisfaction with limited external impact.	0.0	test	0.3517799232636434	-0.17360728979110718
430	Kruepke	When I was getting married, my husband-to-be and I had to sit down with the minister and talk about our vows. I was reluctant to do this because of my past negative experiences with the church.  I had become a pagan.  But I discussed this openly and the minister embraced me.	orig		The bride	Assumed to be honest, self-aware, and courageous in expressing her beliefs.	The minister	Assumed to be compassionate, open-minded, and respectful of diverse spiritual views.	8.0	Promotes genuine communication and acceptance, enhancing personal and communal happiness.	4.0	Highly moral as it fosters inclusivity and reduces emotional harm.	1.82	test	1.5133782510748182	1.7695165872573853
431	Clifford	You see a man having sex with a frozen chicken before cooking it for dinner.	orig		The man	Assumed to be a consenting adult acting on unusual impulses.	The broader community.	Assumed to be typical societal members affected by social norms.	0.0	No communal benefit; the act likely shocks and disturbs social norms.	-4.0	Abnormal behavior that offends community standards, thus extremely immoral.	-3.0	test	-3.133015060169881	-3.1719985008239746
432	Clifford	You see a mayor trying to ban people from hugging and kissing in public in his city.	orig		The mayor	Assumed to be an elected official wielding executive power with intent to govern public behavior.	The citizens of the city	Assumed to value personal freedoms and social interactions as part of their happiness.	3.0	The policy restricts personal intimacy, likely reducing overall community happiness.	-3.0	Morally questionable due to infringement of personal freedoms and reduction in community well-being.	-3.2	test	-1.3906175684531188	-1.3405476808547974
433	Clifford	You see a mother telling her son that she is going to choose all of his friends.	orig		Mother	Assumed to have parental authority and responsibility for her child's well-being.	Son	Assumed to be a developing individual dependent on parental guidance for social choices.	2.0	Restricts autonomy and social growth despite intended care, lowering overall utility.	-2.0	Ethically problematic due to overcontrol of personal relationships, reducing moral acceptability.	-2.2	test	-1.9714167323587062	-1.9972176551818848
434	Effron	Insulted a stranger by making a racial slur	orig		The individual who made the racial slur.	Assume the agent intentionally used hate speech with prejudice.	The stranger who was insulted, representing a targeted, marginalized group.	Assume the affected party is vulnerable and likely to experience emotional harm.	0.0	The action causes division and harm, offering no net benefit.	-4.0	Intentional racist harm makes the act extremely immoral.	-3.288	test	-3.133015060169881	-3.1719985008239746
435	Effron	Ignored a woman's cry for help in lifting a baby carriage	orig		A bystander	The agent is assumed to be a capable individual who chose not to help.	The woman needing assistance	Assumed vulnerable and in genuine distress needing immediate help.	1.0	Not offering help reduces potential community and individual well-being.	-3.0	Failing to help is largely morally unacceptable given the low utility.	-2.06896552	test	-2.5522158962642933	-2.475327491760254
436	Mickelberg	Person X went to purchase a new pair of shoes but couldn't find any that were comfortable.	orig		Person X	Assumed X is a rational individual seeking increased comfort.	Person X	Assumed the affected party's happiness is central to the decision.	1.0	The effort yielded no benefit due to lack of comfortable shoes.	0.0	No harm resulted; the action is largely neutral morally.	0.21	test	-2.5522158962642933	-2.475327491760254
437	Mickelberg	Person X forgave their partner even though they had been cheating on PersonX for two years.	orig		Person X	Assumed Person X chose forgiveness consciously despite betrayal.	Their partner	Assumed the partner is capable of remorse and behavioral change.	5.0	Forgiveness eases personal distress but might overlook accountability, yielding moderate overall benefit.	2.0	The act is morally praiseworthy in forgiveness yet somewhat problematic for potential enabling.	1.02	test	-0.2290192406419438	-0.5580742359161377
438	Clifford	You see a woman drinking her entire cup of coffee using a stirring spoon.	orig		The woman	Assumed she intentionally chose to use the spoon for stirring her coffee.	The woman herself	Assumed her personal well‐being is enhanced by her routine coffee consumption.	8.0	She gains personal pleasure with no harm to others.	4.0	A harmless, self-benefiting act, clearly ethically acceptable.	-0.2	test	1.5133782510748182	1.7695165872573853
439	Clifford	You see a man wearing clothes that are clearly several sizes too big for his body.	orig		The man in oversized clothes.	He deliberately chooses this unusual style as self-expression.	Both the man himself and the observers in his community.	We assume the community sees his style as harmless and possibly entertaining.	5.0	The act is harmless self-expression with minor amusement, yielding moderate overall happiness.	2.0	Harmless self-expression that does not inflict harm, making it moderately morally acceptable.	-0.3	test	-0.2290192406419438	-0.5580742359161377
440	Clifford	You see a girl laughing when she realizes her friend's dad is the janitor.	orig		The girl laughing.	Assume she is a social being aware of class or status cues.	Her friend (and indirectly his dad).	Assume the friend is emotionally sensitive about his family’s social standing.	1.0	Personal amusement increases utility slightly but causes social harm.	-2.0	Morally questionable due to insensitivity despite minor individual benefit.	-2.9	test	-2.5522158962642933	-2.475327491760254
441	Cook	Someone posts a picture of a person on Twitter without their knowledge, making fun of their weighte	orig		The person who posted the image on Twitter.	Assumed to act intentionally for humor or personal amusement without regard for the victim's feelings.	The person depicted in the picture whose weight is mocked.	Assumed to be vulnerable and unaware, with a right to privacy and dignity.	1.0	The harm and humiliation outweigh any minor amusement gained.	-4.0	The action is extremely degrading and socially harmful.	-2.96	test	-2.5522158962642933	-2.475327491760254
442	Clifford	You see a man leaving his family business to go work for their main competitor.	orig		A man	He is assumed to be a rational agent pursuing his career interests.	His family business and its employees along with the competitive market.	They are assumed to value business stability and adhere to loyalty norms.	5.0	Both competitive benefits and losses exist; overall utility is neither high nor low.	0.0	The action is morally neutral as gains and losses roughly balance out.	-1.7	test	-0.2290192406419438	-0.5580742359161377
