id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score	split	regression_score	mlp_score
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		-2	0	-1	0	0	0	-1	Person X's failure to attract customers may harm the business	No cheating or unfairness is involved in this scenario	Person X's failure may be seen as a breach of loyalty to their boss	No subversion of authority is involved in this scenario	No degradation or sanctity is involved in this scenario	No oppression or restriction of liberty is involved in this scenario	The scenario is morally neutral, but slightly negative due to potential harm to the business	0.02	test	-1.1028462622508552	-0.5459898710250854
330	Effron	Provided books to a nursing home	orig		5	0	0	0	2	2	4	Providing books helps residents, promoting mental stimulation and joy.	No unfair advantage or cheating is involved in this scenario.	No betrayal or disloyalty is present in this act of kindness.	No authority is being challenged or subverted in this scenario.	The act of providing books promotes respect and dignity for the residents.	Residents are not being oppressed, and their freedom to read is being promoted.	This scenario is highly moral as it promotes the well-being and happiness of nursing home residents.	2.425	test	1.9705018550828572	2.7417984008789062
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		-2	0	0	0	0	0	0	Eggs were broken, causing harm to the groceries.	No cheating or unfairness involved in the scenario.	No betrayal or loyalty issues in the scenario.	No authority figure or rules were involved.	No degradation or sanctity issues in the scenario.	No oppression or liberty issues in the scenario.	The scenario is morally neutral, as the harm caused was accidental.	0.07	test	-1.0214349707037098	-0.28583574295043945
332	Grizzard	Captures instead of kills a child soldier.	orig		4	0	0	2	-2	-3	1	Capturing a child soldier instead of killing them is a form of help.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	Capturing a child soldier may be seen as an act of authority.	Capturing a child soldier may be seen as a form of degradation.	Capturing a child soldier restricts their liberty.	Capturing a child soldier instead of killing them is a morally complex scenario.	2.04	test	1.2225275004340852	3.3010785579681396
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		-2	0	-3	-4	0	0	-2	Player's yelling may harm coach's feelings and team's morale.	No cheating or unfairness involved in this scenario.	Player's outburst may be seen as disloyal to the coach and team.	Player is challenging coach's authority in public.	No degradation of sacred values or institutions involved.	No oppression or restriction of freedom involved.	The scenario is morally unacceptable due to disloyalty and disrespect.	-2.1	test	-1.3644912684259143	-2.4101061820983887
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		-3	0	-4	0	0	2	-1	Leaving a vulnerable stepson behind may cause harm.	No cheating or unfairness is involved in this scenario.	Leaving the step-kids behind may be seen as a betrayal.	No authority is being subverted in this scenario.	No degradation or sanctity is involved in this scenario.	Leaving an abusive situation may be seen as seeking liberty.	The scenario is morally complex, with both negative and positive aspects.	-2.07	test	-1.9273597863451843	-0.9339457154273987
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		-4	-5	-5	0	0	0	-3	Cheating causes emotional harm to Beth.	Cheating is an unfair act to Beth.	Cheating is a betrayal of trust and loyalty to Beth.	No authority figure is involved or subverted.	No degradation or sanctity violation is involved.	No oppression or restriction of liberty is involved.	The scenario is morally unacceptable due to cheating and betrayal.	-2.78	test	-2.77113908333971	-2.5917789936065674
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		2	-4	-5	-4	0	0	-3	Helping a friend, but potentially harming others in the company	Cheating by infringing professional secrecy and unfair advantage	Betraying company's trust by disclosing confidential information	Subverting company's rules and authority by infringing secrecy	No degradation or sanctity issues involved	No oppression or liberty issues involved	The scenario is morally unacceptable due to cheating, betrayal, and subversion	-0.84	test	-0.4078679546658486	-0.4379546046257019
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		0	0	0	0	0	0	0	No harm is caused to others or self.	No unfair advantage is gained.	No trust is broken or loyalty compromised.	No authority is challenged or disobeyed.	No dignity or sacredness is compromised.	No freedom or autonomy is restricted.	The scenario is morally neutral, as it only involves a unique physical feat.	0.08	test	-0.23801924899850468	0.01044704020023346
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		-3	-4	0	-3	0	0	-3	Stealing harms the supermarket and its owners.	Stealing is unfair to the supermarket and its customers.	No clear betrayal of trust or loyalty.	Disregard for the law and authority.	No clear degradation or disrespect for something sacred.	No clear oppression or restriction of freedom.	The scenario is immoral due to the harm and unfairness caused by stealing.	-2.46	test	-1.9346451954229418	-2.715266704559326
339	Effron	Helped push someone's car out of a snow bank	orig		5	0	0	0	0	0	4	Helping someone in need, a clear act of help.	No cheating or unfairness involved.	No betrayal or loyalty issues present.	No authority figure involved or challenged.	No degradation or sanctity issues present.	No oppression or restriction of liberty.	A selfless act of kindness, highly moral.	2.86666664	test	1.7205200552645081	2.8472752571105957
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		4	0	0	0	0	0	3	Person X prevented harm by catching the glass.	No cheating or unfairness involved.	No betrayal or loyalty issues present.	No authority figure or subversion involved.	No degradation or sanctity issues present.	No oppression or liberty issues present.	The scenario is morally acceptable as it involves a positive action (preventing harm).	0.5	test	1.3288121944119056	1.70476233959198
341	Effron	Helped pick up the papers dropped by another	orig		5	0	0	0	0	0	4	Helping someone by picking up their papers.	No cheating or unfairness involved.	No betrayal or loyalty issues present.	No authority figure or subversion involved.	No degradation or sanctity issues present.	No oppression or restriction of liberty.	Helping someone in need is a morally good act.	1.83529416	test	1.7205200552645081	2.8472752571105957
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		4	4	3	2	0	0	4	Helping the bank by correcting the error	Resisting the temptation to cheat the bank	Showing loyalty to the bank by reporting the error	Respecting the bank's authority by following their rules	No degradation or sanctity issues involved	No oppression or liberty issues involved	The scenario is highly moral due to the protagonist's honesty and fairness	2.62	test	2.0698428271497793	2.638585090637207
343	Effron	Put money in the meter for an unknown driver	orig		4	0	0	0	0	0	4	Helping an unknown driver by paying for their parking.	No cheating or unfairness involved in this act.	No betrayal or loyalty is relevant in this scenario.	No authority is being subverted or obeyed.	No degradation or sanctity is involved in this act.	No oppression or restriction of liberty is involved.	This act is highly moral as it shows kindness and generosity.	2.25454544	test	1.3288121944119056	1.70476233959198
344	Effron	Refused to attend the funeral of a relative he disliked	orig		-2	0	-3	0	-2	0	-2	Refusing to attend a funeral may cause emotional harm to others.	No cheating or unfairness is involved in this scenario.	Not attending a funeral may be seen as a betrayal of family loyalty.	No authority is being subverted in this scenario.	Not attending a funeral may be seen as degrading the sanctity of the occasion.	No oppression or restriction of liberty is involved in this scenario.	Refusing to attend a funeral due to dislike is seen as immoral due to harm and betrayal.	-0.71111112	test	-1.704222433763785	-1.6905710697174072
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		4	0	0	0	0	0	2	Preparing a roast chicken and making stuffing from scratch helps to nourish oneself or others.	No cheating or unfairness is involved in preparing a meal.	No betrayal or loyalty is relevant in this scenario.	No authority is being subverted or obeyed in this scenario.	Preparing a meal does not degrade or sanctify anything.	No oppression or restriction of liberty is involved in preparing a meal.	Preparing a meal is a neutral to positive act that helps oneself or others.	0.35	test	1.3288121944119056	1.70476233959198
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		4	0	0	0	0	0	3	Inviting an unpopular coworker to lunch shows kindness and help.	No cheating or unfairness is involved in this scenario.	No betrayal or disloyalty is involved in this scenario.	No authority is being challenged or subverted in this scenario.	No degradation or disrespect is involved in this scenario.	No oppression or restriction of freedom is involved in this scenario.	The scenario is morally acceptable as it shows kindness and inclusivity.	2.06	test	1.3288121944119056	1.70476233959198
347	Effron	Ignored a new person in the office for several weeks	orig		-2	0	0	0	-1	0	-2	Ignoring someone can cause emotional harm and isolation.	No unfair advantage is gained by ignoring someone.	No prior commitment or trust is broken by ignoring someone.	No authority figure is defied by ignoring someone.	Ignoring someone can be seen as degrading their worth.	Ignoring someone does not restrict their freedom.	Ignoring someone is morally unacceptable as it can cause emotional harm.	-1.38823528	test	-1.240711764913029	-0.8321523666381836
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		-2	0	0	-1	-2	0	-2	Cousins marrying may cause genetic harm to offspring.	No cheating or unfairness involved in the marriage.	No betrayal of trust or loyalty in the marriage.	May be seen as subverting traditional marriage laws or norms.	May be seen as degrading the sanctity of marriage or family.	No oppression of individual liberty in the marriage.	The scenario is morally questionable due to potential harm and subversion of norms.	-2.7	test	-1.4846941648925402	-1.3352293968200684
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		-4	0	-2	0	-2	0	-2	The woman is trying to harm her colleague by throwing a stapler.	No cheating or unfairness is involved in this scenario.	The woman's action could be seen as a betrayal of her colleague's trust.	The woman is not challenging authority, but rather her colleague's behavior.	The woman's action could be seen as degrading her colleague.	The woman's action is not oppressive, but rather a reaction to her colleague's disruption.	The scenario is morally unacceptable due to the harm and betrayal involved.	-3.0	test	-2.4062268639218445	-2.3717899322509766
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		-2	-5	-4	-3	0	0	-3	The student's lack of effort harms the group's overall performance.	The student cheats by not contributing to the project and still gets an A.	The student betrays the trust of their group members by not doing their part.	The student subverts the authority of the teacher by not following the project guidelines.	No degradation or sanctity norms are violated in this scenario.	No oppression or liberty norms are violated in this scenario.	The scenario is morally unacceptable due to the student's cheating and lack of effort.	-2.8	test	-1.9804288873979348	-2.5149545669555664
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		-2	-5	-1	-3	-2	-1	-3	The student is not directly harming anyone, but is unfairly benefiting.	The student is clearly cheating, violating the principle of fairness.	The student is not betraying anyone's trust, but is being disloyal to the academic institution.	The student is subverting the authority of the teacher and the academic system.	The student's action degrades the sanctity of the academic environment.	The student's action does not directly oppress anyone, but restricts their own freedom to learn.	The scenario is morally unacceptable due to the clear violation of fairness and academic integrity.	-3.4	test	-2.080462706874992	-3.9246160984039307
352	Effron	Started a false rumor about someone	orig		-4	-4	-3	0	-3	0	-3	Spreading a false rumor can cause harm to the person's reputation	Spreading a false rumor is an unfair and dishonest act	Spreading a false rumor can be seen as a betrayal of trust	Not applicable in this scenario	Spreading a false rumor can degrade the person's character	Not applicable in this scenario	Spreading a false rumor is a harmful and unfair act that can cause significant damage	-2.672	test	-3.154300496234363	-2.5327749252319336
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		3	0	-2	2	0	-1	2	Forcing mother to go to acupuncturist may help her health.	No cheating or unfairness involved in this scenario.	Forcing mother to go may be seen as disloyal to her wishes.	I, as caregiver, exert authority over mother's decision.	No degradation or disrespect involved in this scenario.	Forcing mother to go may be seen as limiting her freedom.	The scenario is morally acceptable as it prioritizes mother's health.	0.62	test	0.9179788563055404	0.9492881894111633
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		-2	-1	-3	-2	0	0	-2	The teacher's statement may harm her own school's chances.	No cheating is involved, but fairness is compromised.	The teacher's statement is a betrayal of her school's trust.	The teacher's statement undermines her own authority.	No degradation or sanctity is involved.	No oppression or restriction of liberty is involved.	The teacher's statement is morally unacceptable due to disloyalty and unfairness.	-1.9	test	-1.426926443524544	-1.598778486251831
355	Mickelberg	Person X did all the repair work on their car.	orig		4	0	0	0	0	2	3	Person X helped themselves by doing the repair work.	No cheating or unfairness involved in doing personal repair work.	No betrayal or loyalty issues in this scenario.	No authority figure is involved or subverted.	No degradation or sanctity issues in this scenario.	Person X exercised their liberty by doing the repair work themselves.	The scenario is morally acceptable as it involves self-sufficiency and personal responsibility.	0.6	test	1.140240405811616	1.0493870973587036
356	Effron	Ridiculed a handicapped child by making fun of him	orig		-5	0	0	0	-5	-4	-4	The action causes emotional harm to the handicapped child.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved or subverted in this scenario.	The action degrades the dignity and worth of the handicapped child.	The action restricts the child's freedom from ridicule and harassment.	The scenario is extremely immoral due to the harm and degradation caused to the handicapped child.	-3.296	test	-2.915798947107535	-3.202503204345703
357	Effron	Refused to help a child fix his bicycle	orig		-3	0	0	0	0	0	-2	Refusing to help a child in need causes harm	Not applicable, no unfair advantage taken	Not applicable, no prior commitment or trust	Not applicable, no authority figure involved	Not applicable, no dignity or sacredness involved	Not applicable, no restriction of freedom	Refusing to help a child in need is morally unacceptable	-1.3473684	test	-1.4131428315563124	-0.5209352374076843
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		2	0	0	0	0	2	1	No harm is caused to others, and the person is helping themselves relax.	No cheating or unfairness is involved in this scenario.	No betrayal or disloyalty is involved in this scenario.	No authority is being challenged or subverted.	No degradation or disrespect is involved in this scenario.	The person is exercising their freedom to choose their activity.	The scenario is morally neutral, but slightly positive due to the person's self-care and freedom.	0.29	test	0.356824684106411	0.45399320125579834
359	Effron	Bought food for everyone in the office	orig		5	0	3	0	0	0	4	Helping others by providing food	No unfair advantage taken	Demonstrating loyalty to colleagues	No challenge to authority	No degradation or disrespect	No restriction of freedom	A kind and generous act	2.27692296	test	1.9647539299059449	3.0207719802856445
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		-5	-4	-5	0	-5	-4	-4	Pushing the person off the tower to be mauled by the lion, causing harm.	Unfairly sacrificing one person to save others, violating fairness.	Betraying the person who climbed the tower, violating loyalty.	No clear authority figure or subversion of authority in this scenario.	Causing the death of an innocent person, violating sanctity of life.	Forcing one person to sacrifice their life for others, violating liberty.	The scenario is morally unacceptable due to the harm, betrayal, and violation of sanctity of life.	-1.47	test	-3.770240951399316	-2.516878366470337
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		-4	0	0	0	-3	-1	-3	The boy is causing harm to the cows.	No cheating or unfairness is involved.	No betrayal or loyalty is involved.	The boy is not challenging authority.	The boy's actions degrade the well-being of the cows.	The cows are not being oppressed, but their liberty is restricted.	The scenario is morally unacceptable due to harm and degradation.	-3.3	test	-2.3683951807367283	-2.402878999710083
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		-3	-2	0	2	0	-1	-2	Person X is harmed by the bank fees.	The bank's fees may be seen as unfair punishment.	No betrayal or loyalty is involved in this scenario.	The bank's authority is exercised in imposing fees.	No degradation or sanctity is involved in this scenario.	Person X's freedom is limited by the bank's rules.	The scenario is morally unacceptable due to the harm caused to Person X.	-0.4	test	-1.4931384989938106	-2.121833086013794
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		-4	-3	-4	2	-4	-3	-3	The foreman harms one worker to help the others.	The foreman's action is unfair to the sacrificed worker.	The foreman betrays one worker to save the others.	The foreman exercises authority to make a difficult decision.	The foreman's action degrades the value of human life.	The foreman's action restricts the liberty of the sacrificed worker.	The scenario is morally unacceptable due to the harm and betrayal involved.	-1.55	test	-3.010873300910996	-2.0756773948669434
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		5	0	-1	0	4	3	4	Person X is helping the elderly by volunteering.	No cheating or unfairness is involved in this scenario.	Person X may be seen as betraying their employer, but loyalty to oneself is prioritized.	No authority is being subverted, as Person X is making a personal choice.	The act of volunteering at a nursing home is a sacred and noble pursuit.	Person X is exercising their freedom to make a choice that benefits others.	The scenario is highly moral due to the selfless act of volunteering to help others.	2.78	test	2.2333582576542055	2.774461507797241
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		-2	-5	-4	-4	-3	-1	-3	The company's financial struggles may harm employees, but the owner's action is primarily self-serving.	The owner's false declaration is a clear act of cheating, violating fairness and tax laws.	The owner's action betrays the trust of employees, customers, and the government.	The owner's action subverts the authority of tax laws and regulations.	The owner's dishonesty degrades their personal and professional integrity.	The owner's action does not directly oppress others, but it may lead to negative consequences for employees.	The owner's dishonest and self-serving action is morally unacceptable, causing harm to others and violating ethical norms.	-0.77	test	-2.56867898149594	-2.9037744998931885
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		5	0	4	0	0	0	4	Person X is actively helping their neighbor by putting up posters and handing out fliers.	No cheating or unfairness is involved in this scenario.	Person X is showing loyalty to their neighbor by helping them in their time of need.	No authority is being challenged or subverted in this scenario.	No degradation or disrespect is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	The scenario is highly moral due to Person X's selfless act of helping their neighbor.	2.85	test	2.0461652214530908	3.5019702911376953
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		-5	-3	-4	-4	-4	-3	-4	The teacher is causing physical harm to the student.	The teacher's action is unfair and unjustified.	The teacher is betraying the student's trust.	The teacher is abusing their authority.	The teacher's action is degrading and humiliating.	The teacher is restricting the student's freedom.	The scenario is morally unacceptable due to the teacher's harmful and unfair behavior.	-2.7	test	-3.55081479638475	-3.3538143634796143
368	Effron	Used stolen food stamps	orig		-3	-4	0	-2	0	0	-3	Using stolen food stamps causes harm to the original owner and the system.	Using stolen food stamps is a form of cheating and unfair to those who follow the rules.	No direct betrayal of trust is involved in this scenario.	Using stolen food stamps subverts the authority of the system and its rules.	No degradation of a person or group's dignity is involved in this scenario.	No direct oppression or restriction of liberty is involved in this scenario.	Using stolen food stamps is considered immoral due to the harm and unfairness it causes.	-2.37333336	test	-1.9099395896527496	-2.5858640670776367
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		4	0	4	0	0	0	4	I helped my friend by talking to her about her struggles.	No cheating or unfairness involved in the scenario.	I showed loyalty by being honest with my friend.	No authority figure involved in the scenario.	No degradation or disrespect involved in the scenario.	No oppression or restriction of freedom involved.	The scenario is highly moral as it involves helping a friend in need.	1.87	test	1.6544573606004878	2.8723983764648438
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		4	0	4	0	3	0	4	Shaving head is a supportive act, showing solidarity with partner.	No cheating or unfairness involved in this scenario.	Shaving head demonstrates loyalty and commitment to partner.	No authority figure is involved or challenged in this scenario.	Shaving head is a selfless act, showing respect for partner's struggle.	No oppression or restriction of freedom is involved in this scenario.	The act of shaving head is a highly moral and supportive gesture.	2.46	test	2.3122877432284454	2.262701988220215
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		-3	-2	0	-2	-4	0	-3	Throwing garbage harms the environment and potentially animals.	Not following rules and regulations for waste disposal.	No direct betrayal of trust or loyalty.	Disregard for authority and rules of waste management.	Desecration of natural environment and disrespect for nature.	No direct oppression or restriction of freedom.	The scenario is morally unacceptable due to harm to the environment and disregard for rules.	-2.54	test	-2.563353993212	-2.3611998558044434
372	Effron	Hit a dog and drove away without notifying the owner	orig		-5	-4	-4	-3	-4	0	-4	The dog was harmed, and the driver did not help.	The driver cheated the owner by not taking responsibility.	The driver betrayed the trust of the owner and the community.	The driver subverted the authority of traffic laws and social norms.	The driver degraded the sanctity of life and animal welfare.	The driver's actions did not directly oppress or restrict the liberty of others.	The scenario is extremely immoral due to the harm caused and the lack of responsibility taken.	-3.2	test	-3.9208132601540058	-3.5472354888916016
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		-3	0	0	0	0	0	-2	Leaving the stove on could cause harm to people or property.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority is being subverted or challenged in this scenario.	No degradation or desecration of something sacred is involved.	No oppression or restriction of liberty is involved in this scenario.	The scenario is morally unacceptable due to the potential harm it could cause.	-0.31	test	-1.4131428315563124	-0.5209352374076843
374	Effron	Loudly talked to a companion in a movie	orig		-2	0	0	-1	0	0	-1	Talking loudly may disturb others, causing harm.	No cheating or unfairness involved.	No betrayal or disloyalty to anyone.	Disregard for theater rules, but no authority figure involved.	No degradation or disrespect towards anyone or anything.	No oppression or restriction of others' freedom.	Talking loudly in a movie is generally considered impolite, but not extremely immoral.	-1.70666672	test	-1.0461405764739018	-0.47443634271621704
375	Effron	Visited a sick friend in the hospital	orig		5	0	5	0	4	0	4	Visiting a sick friend shows care and concern, helping them feel better.	No cheating or unfairness is involved in this scenario.	Visiting a friend in need demonstrates loyalty and commitment.	No authority is being challenged or subverted in this scenario.	Visiting a sick friend shows respect and dignity for their well-being.	No oppression or restriction of freedom is involved in this scenario.	Visiting a sick friend is a kind and supportive act, demonstrating moral goodness.	2.28571432	test	3.0046836898375124	3.3724923133850098
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		0	0	0	-3	0	2	0	No harm or help is directly involved in this scenario.	No cheating or unfairness is apparent in this scenario.	No betrayal or loyalty is relevant in this scenario.	The woman's refusal to stand challenges the judge's authority.	No degradation or sanctity is involved in this scenario.	The woman's action could be seen as an assertion of personal liberty.	The scenario is morally ambiguous, with the woman's action being seen as both a challenge to authority and an assertion of personal liberty.	-2.0	test	-0.50070785490937	0.5131893157958984
377	Effron	Loudly criticized the art at a community children's art show	orig		-3	0	0	0	-2	0	-2	Criticizing children's art can be hurtful and damaging to their self-esteem.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is being challenged or subverted in this scenario.	Criticizing children's art can be seen as degrading their creative efforts.	No oppression or restriction of freedom is involved in this scenario.	Criticizing children's art can be seen as hurtful and damaging, making it morally unacceptable.	-2.48	test	-1.8516964199749508	-1.800437092781067
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		-3	0	-4	0	-2	-2	-3	Posting offensive humor can cause emotional harm to others.	No cheating or unfairness is involved in this scenario.	Posting a private conversation without consent is a betrayal of trust.	No authority figure is involved or subverted in this scenario.	Posting offensive humor can degrade the dignity of others.	Posting private conversation without consent can restrict others' freedom.	The scenario is morally unacceptable due to the harm, betrayal, and degradation involved.	-2.31	test	-1.9887697975632437	-1.397800087928772
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		-2	0	-4	0	-2	0	-3	The class president's statement may harm her own college's reputation.	No cheating or unfairness is involved in the scenario.	The class president's statement is a betrayal of her own college.	The class president's statement does not subvert authority.	The class president's statement degrades her own college's reputation.	No oppression or restriction of liberty is involved in the scenario.	The scenario is morally unacceptable due to the class president's betrayal of her own college.	-1.4	test	-1.7856337253109305	-1.6059470176696777
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		-1	-3	-2	-2	0	0	-2	No harm caused, but didn't help the school by returning books.	Unfairly kept school resources for personal use.	Broke trust by not returning borrowed materials.	Disregarded school rules and authority.	No degradation or disrespect involved.	No oppression or restriction of freedom involved.	The scenario is morally unacceptable due to unfairness and betrayal.	-1.6	test	-1.1775000644028224	-1.7376736402511597
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		-2	0	-4	-3	-4	2	-1	No direct harm to individuals, but potentially harmful to national symbols.	No cheating or unfairness involved in this scenario.	Burning the flag can be seen as an act of betrayal to the country.	The act challenges the authority and symbols of the government.	The flag is a sacred symbol, and burning it is a form of desecration.	The act is a form of protest, exercising freedom of speech and expression.	The scenario is morally complex, with both negative and positive moral implications.	-1.73	test	-2.4868759196404344	-3.2243850231170654
382	Effron	Ridicules people behind their backs	orig		-3	-2	-4	0	-4	0	-3	Ridiculing people behind their backs causes emotional harm.	Ridiculing people behind their backs is unfair and unjust.	Ridiculing people behind their backs is a breach of trust.	Not applicable in this scenario.	Ridiculing people behind their backs degrades their dignity.	Not applicable in this scenario.	Ridiculing people behind their backs is a harmful and unfair behavior that breaches trust and degrades dignity.	-1.83783776	test	-2.839587947860198	-2.7640624046325684
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		-4	-5	-5	0	-4	0	-4	The scenario involves harming the spouse by deceiving them.	The scenario promotes cheating and unfairness in a committed relationship.	The scenario involves a betrayal of trust and loyalty in a committed relationship.	The scenario does not involve subverting authority, but rather personal moral values.	The scenario degrades the sanctity of a committed relationship.	The scenario does not involve oppression, but rather a personal choice to engage in harmful behavior.	The scenario is morally unacceptable due to the harm and betrayal it causes.	-2.84	test	-3.648246260176987	-2.4931931495666504
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		2	0	0	0	0	0	1	Helping six people, but harming two others	No cheating involved, just a difficult decision	No betrayal, as no prior commitment to the patrol boat	Following naval protocol, no subversion of authority	No degradation of human life, just a tragic choice	No oppression, as the decision is made to save lives	A difficult moral dilemma, but ultimately a utilitarian choice	-0.85	test	0.5453964727067004	-0.5436126589775085
385	Effron	Let a civic group hold weekly meetings in his home	orig		4	0	3	0	2	3	3	Hosting meetings helps the civic group, no harm intended.	No cheating or unfairness involved in hosting meetings.	No betrayal, hosting meetings shows loyalty to the group.	No subversion, hosting meetings follows civic group's authority.	No degradation, hosting meetings respects the group's purpose.	No oppression, hosting meetings promotes liberty of expression.	Hosting meetings is a selfless act that promotes community engagement.	1.66486496	test	1.7287419745715467	2.4421145915985107
386	Effron	Could not remember the birthdays of his family members	orig		-2	0	-1	0	0	0	-1	Forgetting birthdays may cause emotional harm to family members.	No cheating or unfairness is involved in forgetting birthdays.	Forgetting birthdays may be seen as a betrayal of family bonds.	No authority is being subverted or challenged in this scenario.	No degradation or disrespect is intended in forgetting birthdays.	No oppression or restriction of liberty is involved in this scenario.	Forgetting birthdays is a thoughtless act, but not malicious or harmful.	-0.45	test	-1.1028462622508552	-0.5459898710250854
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		-3	0	0	0	-2	0	-2	The man's comment is hurtful and unhelpful.	No cheating or unfairness is involved.	No betrayal or loyalty is involved.	No authority figure is involved.	The man's comment degrades the woman's work.	No oppression or restriction of liberty is involved.	The scenario is immoral due to the harm caused by the man's comment.	-1.9	test	-1.8516964199749508	-1.800437092781067
