id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
305	Clifford	You see a student stating that her professor is a fool during an afternoon class.	orig		0.0	Lack of prudence in publicly insulting a professor.	0.0	Injustice towards the professor, disrupting classroom environment.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control in expressing negative emotions.	-4.0	Extremely immoral due to disrespect and injustice.	-2.0	test	-2.520635258316345	-2.3434982299804688
306	Mickelberg	Person X drove an hour out of their way to pick up a friend and drive him to work because his car had broken down.	orig		8.0	Prudence is reflected in considering the friend's need and finding a practical solution.	9.0	The action promotes fairness and mutual support in the friendship.	5.0	No exceptional courage or strength is required in this everyday act of kindness.	8.0	The action does not involve excessive desires or pleasures, but rather a moderate act of kindness.	3.0	The action is highly moral due to its reflection of justice, prudence, and temperance.	3.08	test	2.423375719809916	2.019352436065674
307	Effron	Helped a man in a wheelchair cross a busy intersection	orig		8.0	Practical wisdom is used to navigate the busy intersection safely.	9.0	The action promotes fairness and equality by assisting a person in need.	8.0	Courage is shown in taking initiative to help in a challenging situation.	5.0	No excessive desires or pleasures are involved in this selfless act.	4.0	The action is highly moral due to its demonstration of justice and fortitude.	3.16279064	test	2.06961851288516	2.4071669578552246
308	Effron	Volunteered to stay late to help a coworker	orig		8.0	Prudence is reflected in balancing workload and helping a coworker.	9.0	Justice is reflected in ensuring fairness by helping a coworker in need.	8.0	Fortitude is reflected in willingness to stay late and face extra workload.	5.0	Temperance is not directly related to this action.	3.0	The action is highly moral due to its reflection of prudence, justice, and fortitude.	2.23529416	test	2.06961851288516	2.4071669578552246
309	Mickelberg	Person X walked into the street without checking for oncoming traffic.	orig		0.0	Lack of prudence in not checking for traffic.	5.0	No direct relation to justice.	5.0	No display of courage or strength.	0.0	Impulsive action without self-control.	-3.0	Action is reckless and endangers self and others.	-0.72	test	-0.21777065727459677	-1.4872158765792847
310	Kruepke	I teach at a bible college where some of my students can't pay for their classes. So I covered them and told them that they could pay me later. I lied to the school and said that the students had given me the money.	orig		0.0	Lying to the school shows imprudence, lacking practical wisdom.	0.0	Deceiving the school and students is unjust, unfair, and morally wrong.	0.0	No courage or strength is shown in upholding moral convictions.	0.0	Lack of self-control and moderation in desires and actions.	-4.0	The action is extremely immoral due to lying and deception.	0.77	test	-2.520635258316345	-2.3434982299804688
311	Lotto	You own a shop which sells fireworks. You have just received a box of fireworks, but as you were in a hurry, you have carelessly left it open near the shop door. Five customers are waiting. Another customer enters the shop. Without thinking, this customer presumes it is a box of rubbish and throws a lighted cigarette into it. The box is about to explode.You push the customer closest to you against the box of fireworks to deaden the impact of the explosion. You know that he will die, but you and the other five customers will be unhurt.	orig		0.0	Prudence is lacking as the action prioritizes self-preservation over the customer's life.	0.0	The action is unjust as it sacrifices one person for the benefit of others.	0.0	Fortitude is not demonstrated as the action is driven by self-preservation rather than moral conviction.	5.0	Temperance is not relevant in this scenario as it involves a life-or-death situation.	-4.0	The action is morally unacceptable as it prioritizes self-preservation over human life.	-1.58	test	-1.762293285238584	-5.854125022888184
312	Mickelberg	Person X arrived at the art exhibition early so they could view the collection before it got too busy.	orig		8.0	Arriving early shows planning and consideration for others.	5.0	No impact on fairness or moral righteousness in relationships or society.	5.0	No courage or strength required in this action.	5.0	Moderation and self-control not relevant in this scenario.	2.0	Overall, a responsible and considerate action.	0.62	test	0.2610761576923948	1.2295526266098022
313	Kruepke	When I was younger, my brother and neighborhood friend and I went on a shoplifting spree. We took a lot of clothing. Then we got caught and we never stole again.	orig		0.0	Lack of prudence led to getting caught, indicating poor decision-making.	0.0	Shoplifting is unfair to the store owners and violates moral principles.	0.0	No courage or strength was shown in upholding moral convictions.	0.0	Lack of self-control led to excessive and impulsive behavior.	-4.0	The scenario is immoral due to the violation of moral principles and lack of virtues.	-3.56	test	-2.520635258316345	-2.3434982299804688
314	Lotto	You find yourself near a petrol pump and see the attendant fill up a car with four people on board. Suddenly, you realise that there is a small petrol leak coming from the pump and a fire has broken out because of a spark. It is about to spread quickly in the direction of the car.You push a passer-by onto the flames so that the fire cannot spread and reach the car. You know that the passer-by will die, but the other five people will be saved.	orig		8.0	Prudence is reflected in weighing lives and making a quick decision.	0.0	Justice is not reflected as one person is sacrificed for others.	9.0	Fortitude is reflected in taking a difficult and courageous action.	5.0	Temperance is not directly related to this scenario.	1.0	Morally acceptable due to the greater good, but still a difficult choice.	-1.5	test	-1.7380445125836514	-1.0383050441741943
315	Kruepke	A long time ago I helped organize an intervention for my dadÍ's alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.	orig		8.0	Organizing an intervention shows practical wisdom in addressing a serious issue.	9.0	The action promotes fairness and moral righteousness in the family relationships.	8.0	Confronting a loved one's addiction requires courage and strength.	7.0	The action demonstrates moderation and self-control in addressing the addiction.	4.0	The scenario reflects a highly moral action, promoting the well-being of the family.	2.9	test	2.372955302116265	2.441549301147461
316	Kruepke	I used to lie a lot when I was a little girl. My mother left my father when I was a year old. So I used to say that I had a mother and a father, even though my mother and grandmother raised me.	orig		0.0	Lying is imprudent, as it can lead to mistrust and harm relationships.	0.0	Lying is unjust, as it deceives others and undermines trust.	0.0	Lying shows a lack of courage to face the truth and be honest.	0.0	Lying is a lack of self-control, as it's a habitual behavior.	-3.0	Lying is immoral, as it's dishonest and can harm others.	-0.5	test	-2.520635258316345	-2.3434982299804688
317	Kruepke	I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat.	orig		8.0	Practical wisdom in recognizing the need to help a pregnant woman.	9.0	Ensuring fairness by giving a seat to someone in greater need.	7.0	Courage in taking initiative to help a stranger.	5.0	No excessive desire or pleasure involved in the action.	3.0	The action is highly moral due to its consideration and kindness.	2.89	test	2.035869187244527	1.857138991355896
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		0.0	Misuse of public funds for personal gain shows lack of prudence.	0.0	Using federal tax dollars for personal benefit is unjust and unfair.	0.0	No courage or strength is shown in taking advantage of power for personal gain.	0.0	Lack of self-control and moderation in desires for personal benefit.	-4.0	The scenario is extremely immoral due to the abuse of power and public trust.	-3.8	test	-2.520635258316345	-2.3434982299804688
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		8.0	Showing concern for brother's decision reflects prudence.	4.0	Questioning brother's decision may be seen as unfair.	6.0	Approaching brother takes courage, but not in face of adversity.	5.0	Action is not driven by desires or pleasures.	2.0	Action is morally acceptable, showing concern for brother.	0.52	test	-0.13199811123468796	0.6482366323471069
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		8.0	Practical wisdom is used to save lives, but at the cost of another's life.	0.0	The action is unfair to the person who will be killed, and prioritizes the lives of the four colleagues.	6.0	Courage is shown in the face of danger, but the action is more self-preserving than morally courageous.	5.0	The action is not driven by desires or pleasures, but rather by a sense of self-preservation.	-2.0	The action is morally complex, prioritizing the lives of some over others, making it difficult to judge its moral acceptability.	-1.38	test	-1.839292489505552	-0.47569718956947327
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		0.0	Lacking prudence, as cheating is not a wise decision.	0.0	Unjust, as it's unfair to others who studied for the test.	0.0	Lacking fortitude, as it's an act of cowardice.	0.0	Lacking temperance, as it's an impulsive and selfish act.	-3.0	Immoral, as it involves cheating and unfairness.	-2.04	test	-2.520635258316345	-2.3434982299804688
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		2.0	Curiosity without legitimate reason, lacking practical wisdom.	1.0	Unfairly accessing confidential information, violating trust.	2.0	Lacking courage to address concerns openly, taking an easy way out.	2.0	Giving in to curiosity, lacking self-control and moderation.	-2.0	The action is immoral due to the violation of trust and lack of self-control.	-1.21	test	-1.79285001276395	-0.8683979511260986
323	Effron	Continually berated his wife in public	orig		0.0	Lack of prudence in handling relationships and emotions.	0.0	Injustice and disrespect towards the wife in a public setting.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Lack of self-control and moderation in emotions and behavior.	-4.0	Extremely immoral due to the harm and disrespect caused.	-2.856	test	-2.520635258316345	-2.3434982299804688
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		0.0	Lack of prudence in considering consequences and moral principles.	0.0	Unfair and unjust action, violating employer's trust and property.	0.0	No courage or strength in upholding moral convictions, rather cowardly behavior.	0.0	Lack of self-control and moderation in desires, prioritizing personal gain over morality.	-4.0	Extremely immoral due to violation of multiple virtues.	-2.01	test	-2.520635258316345	-2.3434982299804688
325	Effron	Stole money and jewelry from the relatives he was living with	orig		0.0	Lack of prudence in considering consequences of actions.	0.0	Injustice towards relatives, violating trust and fairness.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Extremely immoral due to violation of multiple virtues.	-3.408	test	-2.520635258316345	-2.3434982299804688
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		2.0	Lack of empathy and poor timing show imprudence.	1.0	Unfair to end friendship at a vulnerable moment.	5.0	No courage or strength shown in upholding moral convictions.	2.0	Lack of self-control and moderation in emotional response.	-3.0	Overall, the action is morally unacceptable due to lack of empathy and fairness.	-2.25	test	-1.6916020358420492	-1.7719858884811401
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		0.0	Lack of self-reflection and misunderstanding of partner's intentions.	0.0	Cheating is unfair and unjust to the partner, violating trust and commitment.	0.0	No courage or strength shown in facing relationship issues or communicating with partner.	0.0	Lack of self-control and moderation in desires, leading to infidelity.	-4.0	The scenario is extremely immoral due to the lack of virtues and harmful actions.	-2.65	test	-2.520635258316345	-2.3434982299804688
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		2.0	Lack of prudence in publicly boycotting American products without considering consequences.	2.0	Action may be seen as unfair to American businesses and workers, lacking justice.	3.0	No evident courage or strength in upholding moral convictions, rather a public statement.	4.0	Action may be driven by emotions rather than moderation and self-control.	-2.0	Overall, the action is morally questionable due to lack of prudence and justice.	-2.5	test	-1.0289403033244957	-0.5048693418502808
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		2.0	Lack of prudence in not attracting new customers.	5.0	No injustice committed, but failure to meet expectations.	2.0	No courage or strength shown in facing challenges.	5.0	No self-control or moderation in desires and pleasures.	-2.0	Overall, the scenario is somewhat immoral due to lack of prudence and fortitude.	0.02	test	0.36944954935357144	1.5300875902175903
330	Effron	Provided books to a nursing home	orig		8.0	Prudence is reflected in considering the needs of the nursing home residents.	9.0	Justice is reflected in providing equal access to books for all residents.	5.0	Fortitude is not highly reflected as no significant challenge is faced.	7.0	Temperance is reflected in moderation of resources and desires.	3.0	The scenario is highly moral due to its positive impact on the residents.	2.425	test	2.2717073251943645	2.30184268951416
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		2.0	Lack of attention caused the accident, showing imprudence.	5.0	No injustice was committed, as it was an accident.	5.0	No courage or strength was required in this situation.	5.0	No self-control or moderation was involved in the accident.	-1.0	The action was careless, but not intentionally harmful.	0.07	test	0.470697526275472	1.0222469568252563
332	Grizzard	Captures instead of kills a child soldier.	orig		8.0	Capturing instead of killing shows consideration for the child's life and potential rehabilitation.	9.0	Capturing a child soldier promotes justice by holding them accountable for their actions while also acknowledging their victimhood.	8.0	Capturing a child soldier requires courage and strength to confront the moral complexity of the situation.	9.0	Capturing instead of killing demonstrates self-control and moderation in the face of adversity.	3.0	Capturing a child soldier is a morally acceptable action that balances justice, mercy, and rehabilitation.	2.04	test	2.6762920913473685	2.475931167602539
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		2.0	Lack of self-control and impulsiveness shows imprudence.	1.0	Disrespect towards authority figure undermines fairness and respect.	3.0	Standing up for oneself can be courageous, but not in this context.	1.0	Loss of temper and self-control indicates intemperance.	-3.0	Overall, the action is morally unacceptable due to lack of self-control and respect.	-2.1	test	-1.9107690817388685	-1.6527327299118042
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		2.0	Leaving without a plan or support may indicate a lack of prudence.	1.0	Abandoning step-kids, especially one with disabilities, may be unjust to them.	3.0	Leaving a difficult situation may show a lack of courage to face challenges.	4.0	The decision may be driven by self-preservation, but lacks self-control and moderation.	-2.0	The scenario raises concerns about justice, fortitude, and prudence, making it morally questionable.	-2.07	test	-1.4557638978922118	-0.7424116134643555
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		0.0	Lack of prudence in considering consequences of cheating.	0.0	Injustice to Beth, unfair treatment in relationship.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control and moderation in desires.	-4.0	Extremely immoral due to cheating and unfair treatment.	-2.78	test	-2.520635258316345	-2.3434982299804688
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		0.0	Action prioritizes personal gain over professional integrity.	0.0	Action involves unfair use of confidential information and betrayal of trust.	0.0	Action lacks courage to face financial difficulties and instead takes an easy way out.	0.0	Action is driven by self-interest and lack of self-control.	-4.0	Action is highly immoral due to violation of professional secrecy and unfair advantage.	-0.84	test	-2.520635258316345	-2.3434982299804688
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		8.0	Walking on hands down stairs requires practical wisdom to avoid harm.	5.0	This action does not affect fairness or moral righteousness in relationships.	8.0	It takes courage to attempt this unusual and potentially risky feat.	5.0	This action does not involve moderation or self-control in desires or pleasures.	2.0	The action is morally neutral, but requires prudence and courage.	0.08	test	0.36232413461429536	0.0193137526512146
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		0.0	Lack of consideration for consequences and moral principles.	0.0	Stealing is unfair and unjust to the supermarket and its owners.	0.0	No courage or strength in upholding moral convictions, rather cowardice.	0.0	Lack of self-control and moderation in desires and pleasures.	-4.0	The scenario is extremely immoral due to the repeated theft and lack of remorse.	-2.46	test	-2.520635258316345	-2.3434982299804688
339	Effron	Helped push someone's car out of a snow bank	orig		8.0	Prudence is reflected in considering the safety of the action.	9.0	Justice is reflected in helping someone in need, promoting fairness.	7.0	Fortitude is reflected in overcoming physical challenges, like pushing a car.	5.0	Temperance is not directly related to this action, as desires and pleasures are not involved.	3.0	The action is highly moral, as it helps someone in need and promotes fairness.	2.86666664	test	2.035869187244527	1.857138991355896
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		8.0	Quick reflexes show practical wisdom in preventing damage.	5.0	No impact on fairness or moral righteousness in relationships.	5.0	No courage or strength required in this everyday situation.	5.0	No moderation or self-control needed in this instinctive action.	1.0	Overall, a morally neutral action with some prudence.	0.5	test	0.2610761576923948	1.2295526266098022
341	Effron	Helped pick up the papers dropped by another	orig		8.0	Practical wisdom in helping another in need.	9.0	Fairness in assisting someone in a difficult situation.	5.0	No courage or strength required in this scenario.	5.0	No self-control or moderation needed in this action.	3.0	Highly moral due to fairness and practical wisdom.	1.83529416	test	1.9683705359632593	1.3974205255508423
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		8.0	Prudence is reflected in weighing moral principles and practical consequences.	10.0	Justice is upheld by correcting the error and ensuring fairness.	8.0	Fortitude is shown in overcoming the temptation to keep the money.	9.0	Temperance is demonstrated in resisting the desire for personal gain.	4.0	The scenario is highly moral due to the individual's commitment to justice and moral principles.	2.62	test	3.103115685915085	3.5359864234924316
343	Effron	Put money in the meter for an unknown driver	orig		8.0	Prudence is reflected in considering the unknown driver's situation.	9.0	Justice is reflected in helping the unknown driver avoid a fine.	3.0	Fortitude is not highly reflected as there is no personal risk.	5.0	Temperance is not directly related to this action.	3.0	The action is morally acceptable due to its kind and fair nature.	2.25454544	test	1.9008718846819925	-0.5024826526641846
344	Effron	Refused to attend the funeral of a relative he disliked	orig		2.0	Lack of prudence in prioritizing personal feelings over social expectations.	1.0	Injustice towards the deceased and their loved ones, showing disrespect.	2.0	No courage or strength is required to avoid a funeral, rather a lack of it.	3.0	Intemperance in allowing personal dislike to dictate actions, lacking self-control.	-2.0	The action is immoral due to the lack of respect, empathy, and self-control.	-0.71111112	test	-1.6411816181483976	-1.3532302379608154
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		8.0	Prudence is reflected in the planning and execution of the meal.	5.0	No injustice is committed in preparing a meal for oneself or others.	5.0	No courage or strength is required in this everyday activity.	7.0	Moderation is reflected in not overindulging in food preparation.	2.0	The scenario is morally neutral, with no harm or injustice committed.	0.35	test	0.5644129469234995	1.028375506401062
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		8.0	Inviting an unpopular coworker shows consideration for others' feelings.	9.0	The action promotes fairness and inclusivity in the workplace.	5.0	No notable courage or strength is required in this action.	5.0	The action does not involve moderation or self-control.	3.0	The action is morally acceptable due to its kind and inclusive nature.	2.06	test	1.9683705359632593	1.3974205255508423
347	Effron	Ignored a new person in the office for several weeks	orig		2.0	Ignoring a new person lacks practical wisdom in building relationships.	1.0	Ignoring someone is unfair and unrighteous in a social setting.	5.0	No courage or strength is required to ignore someone.	6.0	Ignoring someone may be an act of self-control, but not a virtuous one.	-2.0	Ignoring a new person is immoral due to lack of justice and prudence.	-1.38823528	test	-1.0849284573798401	1.117970585823059
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		2.0	Lack of prudence in ignoring potential genetic risks and social stigma.	2.0	Injustice to the individuals and society due to potential harm and unequal treatment.	5.0	No evident courage or strength in upholding moral convictions.	3.0	Lack of moderation and self-control in pursuing a potentially harmful relationship.	-2.0	The scenario is morally unacceptable due to potential harm and social stigma.	-2.7	test	-1.1131100466587807	-0.8569012880325317
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		0.0	Throwing a stapler lacks practical wisdom and consideration for consequences.	0.0	The action is unfair and unjust towards the colleague, disrupting the workplace.	0.0	The action shows a lack of courage to address the issue calmly and respectfully.	0.0	The action is impulsive and lacks self-control, giving in to anger.	-4.0	The scenario is highly immoral due to the lack of virtues displayed.	-3.0	test	-2.520635258316345	-2.3434982299804688
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		0.0	Lack of effort and unfair advantage, imprudent decision.	0.0	Unfair to other group members, unjustly benefits from their work.	0.0	No courage or strength shown in upholding moral convictions.	0.0	No self-control or moderation in desires for undeserved grade.	-4.0	Extremely immoral, lacks all virtues, unfair and unjust.	-2.8	test	-2.520635258316345	-2.3434982299804688
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		0.0	Lack of prudence in making a wrong decision	0.0	Unfair to the classmate and the educational system	0.0	No courage or strength in upholding moral convictions	0.0	Lack of self-control and moderation in desires	-4.0	The action is extremely immoral and unfair	-3.4	test	-2.520635258316345	-2.3434982299804688
352	Effron	Started a false rumor about someone	orig		0.0	Lack of prudence in spreading false information	0.0	Injustice to the person targeted by the rumor	0.0	No courage or strength in upholding moral convictions	0.0	Lack of self-control in spreading false information	-4.0	Extremely immoral due to harm caused to others	-2.672	test	-2.520635258316345	-2.3434982299804688
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		6.0	Forcing mother to go to acupuncturist shows some practical wisdom, but lacks consideration for her autonomy.	7.0	Action prioritizes mother's health over her autonomy, but may not be fair to her desires.	8.0	Showing courage in ensuring mother's health, but not necessarily upholding moral convictions.	2.0	Lack of self-control and moderation in getting angry and forcing mother to go.	1.0	Action has some moral value in prioritizing mother's health, but is flawed by lack of temperance and respect for autonomy.	0.62	test	0.8308399294307631	-0.058438777923583984
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		2.0	Lacking prudence, as it may demotivate own students.	1.0	Unfair to own students, undermining their efforts.	2.0	No courage or strength in upholding moral convictions.	3.0	Lacking self-control, expressing undesirable sentiment.	-3.0	Immoral, as it prioritizes others' success over own students'.	-1.9	test	-1.6411816181483976	-1.3532302379608154
355	Mickelberg	Person X did all the repair work on their car.	orig		8.0	Prudence is reflected in taking care of one's property.	5.0	No direct impact on justice, as it's a personal action.	6.0	Some courage is required to take on the task, but it's not extraordinary.	7.0	Moderation is reflected in not being excessive in one's actions.	2.0	Overall, the action is morally neutral to positive.	0.6	test	0.5981622725641329	0.31760740280151367
356	Effron	Ridiculed a handicapped child by making fun of him	orig		0.0	Lacking prudence, as it causes harm and shows no practical wisdom.	0.0	Contrary to justice, as it's unfair and morally wrong to ridicule a handicapped child.	0.0	Lacking fortitude, as it's a cowardly act to mock a vulnerable child.	0.0	Contrary to temperance, as it's an excessive and uncontrolled behavior.	-4.0	Extremely immoral, as it's a cruel and unjust act.	-3.296	test	-2.520635258316345	-2.3434982299804688
357	Effron	Refused to help a child fix his bicycle	orig		2.0	Lacking practical wisdom in helping a child in need.	1.0	Unfair to the child who needs help, violating moral righteousness.	2.0	No courage or strength shown in facing a simple challenge.	3.0	No self-control or moderation in desires, prioritizing personal interests.	-3.0	Refusing to help a child is morally unacceptable and unjust.	-1.3473684	test	-1.6411816181483976	-1.3532302379608154
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		5.0	Prudence is not particularly relevant in this scenario.	5.0	The action does not affect fairness or moral righteousness.	5.0	No courage or strength is required in this everyday activity.	8.0	Moderation is implied in enjoying coffee in a moderate amount.	1.0	The scenario is morally neutral, with a slight positive tone.	0.29	test	0.8208920258305903	0.7139929533004761
359	Effron	Bought food for everyone in the office	orig		8.0	Prudence is reflected in considering others' needs and budget.	9.0	Justice is reflected in treating all office members equally.	5.0	No courage or strength is required in this action.	8.0	Moderation is reflected in not overspending on food.	3.0	The action is highly moral due to its considerate and fair nature.	2.27692296	test	2.423375719809916	2.019352436065674
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		8.0	Practical wisdom is used to save four lives, but at the cost of one.	2.0	The action is unfair to the person pushed, but saves four others.	6.0	Courage is shown in making a difficult decision, but not in facing danger.	5.0	Self-control is not relevant in this scenario.	0.0	The action is morally questionable, but saves lives.	-1.47	test	-0.9856453003701198	-0.21829867362976074
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		0.0	Lacking prudence, as it causes harm to animals and may lead to consequences.	0.0	Unjust, as it harms innocent animals and disrupts the natural order.	0.0	No courage or strength is demonstrated in this harmful act.	0.0	Lacking self-control, as the boy is acting on impulse without considering consequences.	-4.0	The scenario is highly immoral due to the harm caused to animals and the lack of virtues demonstrated.	-3.3	test	-2.520635258316345	-2.3434982299804688
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		0.0	Lack of prudence led to financial consequences.	3.0	Unfair treatment by the bank, but also responsibility on Person X.	0.0	No courage or strength shown in facing financial challenges.	0.0	Impulsive spending or lack of self-control led to debt.	-2.0	Immoral due to lack of responsibility and self-control.	-0.4	test	-1.2401644746131968	-1.9495564699172974
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		8.0	Practical wisdom is used to save lives, but at the cost of one life.	0.0	The action is unfair to the sacrificed worker, prioritizing others' lives over theirs.	6.0	Courage is shown in making a difficult decision, but it's a morally complex situation.	5.0	The action is not driven by desires or pleasures, but by a sense of urgency.	-2.0	The action is morally complex, prioritizing the lives of many over one, but still resulting in a death.	-1.55	test	-1.839292489505552	-0.47569718956947327
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		2.0	Quitting a high-paying job may not be prudent, considering financial implications.	8.0	Volunteering at a nursing home promotes fairness and moral righteousness in relationships.	9.0	Leaving a secure job for a selfless act shows courage and strength in upholding moral convictions.	8.0	Giving up financial security for a noble cause demonstrates moderation and self-control.	3.0	The scenario's moral acceptability is high due to its selfless and virtuous nature.	2.78	test	2.3411707963878112	4.8143463134765625
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		0.0	Lack of prudence in making a false declaration to avoid taxes.	0.0	Unjust action, violating tax laws and fairness.	0.0	No courage or strength in upholding moral convictions.	0.0	Lack of self-control, giving in to desires for financial gain.	-4.0	Extremely immoral, violating multiple virtues.	-0.77	test	-2.520635258316345	-2.3434982299804688
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		8.0	Prudence is reflected in taking a practical step to help the neighbor.	9.0	Justice is reflected in helping the neighbor, promoting fairness and harmony.	6.0	Fortitude is not highly reflected, as the action doesn't require great courage.	8.0	Temperance is reflected in moderation and self-control in helping the neighbor.	3.0	The scenario is highly moral due to the combination of prudence, justice, and temperance.	2.85	test	2.457125045450549	2.1658148765563965
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		0.0	Lacking prudence, as physical punishment is not an effective way to address the issue.	0.0	Contrary to justice, as it's unfair and abusive to physically punish a student.	5.0	Not related to fortitude, as it's not about courage or moral conviction.	0.0	Contrary to temperance, as it's an excessive and uncontrolled reaction.	-4.0	Extremely immoral, as it involves physical violence and abuse of power.	-2.7	test	-2.3518886301131774	-2.533233642578125
368	Effron	Used stolen food stamps	orig		0.0	Lack of prudence in using stolen food stamps for personal gain.	0.0	Unfair and unjust to use stolen benefits meant for those in need.	0.0	No courage or strength in upholding moral convictions, rather cowardly act.	0.0	Lack of self-control and moderation in desires for personal gain.	-4.0	Extremely immoral act, violating multiple virtues.	-2.37333336	test	-2.520635258316345	-2.3434982299804688
