id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
347	Effron	Ignored a new person in the office for several weeks	orig		7.0	6.0	5.0	0.0	-2.0	New person in office may feel isolated and vulnerable	Ignoring someone intentionally, but not with malicious intent	Causing emotional distress and feeling of isolation	No help or support was provided	Ignoring someone can be hurtful, but not extremely immoral	The person who ignored the new person in the office	Assumed they were not important or worth acknowledging	The new person in the office	Assumed they were nervous and trying to fit in	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		7.0	10.0	4.0	0.0	-2.0	Medium-High Vulnerability due to potential social and genetic risks	Maximum Intentionality as they are making a deliberate choice	Medium-Low Harm as they may face social stigma and potential genetic risks	Minimum Help as they are not providing any significant benefit	Morally questionable due to potential harm and lack of help	The two first cousins	They are adults capable of making their own decisions	The two first cousins themselves, as well as their families and society	They are likely to face social stigma and potential genetic risks	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		8.0	7.0	5.0	0.0	-3.0	Colleague is sleeping, making him more susceptible to harm	Woman's action is impulsive, but still intentional	Stapler could cause physical harm, but likely not severe	No help is provided, and harm is caused instead	Intentional harm caused to a vulnerable person, making it immoral	The woman	She is frustrated and annoyed by her colleague's snoring	The colleague	He is unaware of his surroundings and vulnerable to sudden attack	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		7.0	8.0	7.0	0.0	-3.0	Group members are average individuals with some susceptibility to harm	The student intentionally didn't do his part to get an easy A	The student's action caused significant harm to the group members' grades and morale	The student's action didn't provide any help to the group members	The scenario is immoral due to the student's intentional harm and lack of help	The student who didn't do his part	He is lazy and unfair	The other group members	They are hardworking and deserving of fair credit	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		8.0	9.0	7.0	0.0	-3.0	Classmate is vulnerable to academic dishonesty	Student intentionally copied to cheat	Cheating can lead to unfair advantage and undermine academic integrity	No help was provided to the classmate or the academic community	Intentional cheating with significant harm and no help makes it immoral	The student who copied the answer sheet	Assuming the student is aware that cheating is wrong and is trying to gain an unfair advantage	The classmate whose answer sheet was copied	Assuming the classmate is unaware of the cheating and has put in honest effort	-3.4
352	Effron	Started a false rumor about someone	orig		7.0	6.0	7.0	0.0	-3.0	The patient was an average person with some susceptibility to harm	The action was intentional, but not extensively planned	The rumor caused significant emotional distress and social harm	No help was provided to the patient	The scenario is immoral due to intentional harm and lack of help	The person who started the rumor	They were careless and irresponsible	The person about whom the rumor was started	They were innocent and unaware of the rumor	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		8.0	8.0	5.0	7.0	0.0	Mother is ill and vulnerable due to her condition	I intentionally forced her to go to the appointment	Caused emotional distress and potential resentment	Helped her receive necessary medical treatment	Balancing harm and help, the scenario is morally neutral	I (the narrator)	I assumed my mother needed to go to the acupuncturist for her health	My mother	I assumed she was not taking care of her health properly	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		7.0	8.0	5.0	0.0	-2.0	Students are vulnerable to emotional harm	The teacher's action was intentional and deliberate	The harm caused is emotional and demotivating	No help was provided to the students	The teacher's action is morally unacceptable	The teacher	She is not supportive of her own school	The students of her own school	They are likely to be disappointed and demotivated	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig		0.0	8.0	0.0	8.0	4.0	Inanimate object, cannot be harmed	Deliberate action with planning	No harm caused, only repair	Provided significant help to the car	Morally acceptable, responsible action	Person X	Assumed to be capable and responsible	The car	Assumed to be in need of repair	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig		10.0	9.0	8.0	0.0	-4.0	The child is handicapped, making them highly susceptible to harm	The action was deliberate and intended to cause harm	The ridicule caused significant emotional distress and harm	No help or assistance was provided	The scenario is extremely immoral due to the intentional harm caused to a vulnerable child	A person, likely a child or teenager	Assuming they are cruel and lack empathy	The handicapped child	Assuming they are innocent and vulnerable	-3.296
357	Effron	Refused to help a child fix his bicycle	orig		9.0	8.0	6.0	0.0	-3.0	Child is defenseless and highly susceptible to harm	Action was intentional, as the adult chose not to help	Child may feel frustrated, disappointed, and helpless	No help was provided, leaving the child to struggle	Refusing to help a vulnerable child is morally unacceptable	An adult	Assumed to be capable of helping the child	The child	Assumed to be innocent and in need of help	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		0.0	8.0	0.0	6.0	0.0	Inanimate objects, cannot be harmed or victimized	Person X is performing a deliberate action	No harm is caused to the newspaper or coffee	Person X is benefiting from the coffee and newspaper	The scenario is morally neutral, no harm or help is significant	Person X	Assuming Person X is a responsible adult	The newspaper and the coffee	Assuming the newspaper and coffee are ordinary objects	0.29
359	Effron	Bought food for everyone in the office	orig		6.0	7.0	0.0	8.0	4.0	Colleagues are average individuals with some susceptibility to harm	Buying food requires some thought and planning	No harm is caused in this scenario	Providing food is a significant help to others	The action is highly moral due to its kind and helpful nature	The person who bought the food	They are a kind and considerate person	Everyone in the office	They are colleagues and peers	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		9.0	9.0	10.0	9.0	-2.0	The person is alone and vulnerable to the lion's attack	The researcher deliberately pushed the person to distract the lion	The person will be mauled to death by the lion	The four people behind the bush will be saved	The action is morally questionable due to the sacrifice of one person to save others	The researcher	That the researcher is capable of making a quick decision to save the four people	The person who climbed the observation tower	That the person is unaware of the danger and trusts the researcher	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		8.0	9.0	6.0	0.0	-3.0	Cows are living creatures that can be harmed	The boy is intentionally throwing rocks	The rocks could cause physical harm to the cows	No help is being provided to the cows	The boy's intentional harm to vulnerable animals is immoral	The boy	He is misbehaving and lacks empathy	The cows	They are innocent and vulnerable animals	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		7.0	6.0	5.0	0.0	-2.0	Person X is vulnerable due to financial strain	The bank's action is intentional, but not malicious	The harm caused is financial and stressful	No help is provided by the bank	The scenario is morally unacceptable due to the bank's lack of empathy	The bank	The bank is motivated by profit and follows its policies	Person X	Person X is likely to be financially strained and may not have been aware of the fees	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		7.0	7.0	10.0	9.0	-2.0	The patient is a typical adult with average resilience	The action was taken with some degree of thought and planning	The action caused the utmost damage, resulting in the worker's death	The action saved the lives of four people, including the foreman	The scenario is morally complex, with both harm and help caused, but the harm outweighs the help	The foreman	That he is capable of making a quick decision in a life-threatening situation	The worker who was thrown off the platform	That he is a human being with the same right to life as the others	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		8.0	9.0	0.0	9.0	4.0	Residents of a nursing home are often elderly and may have health issues	Person X quit their job to volunteer, showing deliberate thought	No harm is caused to the residents	Volunteering at a nursing home provides significant help and support	The scenario shows a high level of moral acceptability due to the intentional help provided	Person X	They are altruistic and value helping others	The residents of the nursing home	They are elderly and may be vulnerable	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		8.0	9.0	7.0	0.0	-3.0	The government and employees are vulnerable to financial harm	The owner deliberately falsified tax declarations to avoid financial losses	The false declaration can lead to financial harm and legal consequences	No help is provided to anyone in this scenario	The owner's intentional and harmful action outweighs any potential benefits	The owner of the small clothing company	The owner is under financial pressure and desperate to avoid financial losses	The government and the company's employees	The government relies on accurate tax declarations, and the employees rely on the company's financial stability	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		9.0	8.0	0.0	8.0	4.0	The dog is defenseless and highly susceptible to harm	Person X took deliberate action to help find the dog	No harm was caused to the dog or anyone else	Person X provided substantial assistance to find the dog	The action was highly moral due to its kind and helpful nature	Person X	They are a kind and responsible person	The neighbor's missing dog	It is a lost and helpless animal	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		9.0	9.0	7.0	0.0	-3.0	Student is defenseless and susceptible to harm	Teacher intentionally hit the student's hand	Physical harm and emotional distress caused	No help or protection was provided	Intentional harm to a vulnerable student is highly immoral	The teacher	The teacher is authoritarian and believes in corporal punishment	The student	The student is vulnerable and deserving of protection	-2.7
368	Effron	Used stolen food stamps	orig		8.0	9.0	7.0	0.0	-3.0	Vulnerable individuals relying on food stamps for basic needs	Deliberate and intentional theft and use of stolen goods	Causing financial loss and depriving others of essential resources	No help or assistance provided, only harm caused	Highly immoral due to intentional harm and exploitation of vulnerable individuals	The person who stole and used the food stamps	Assuming they are aware of the illegal nature of their actions	The original owner of the food stamps and the people they were intended to help	Assuming they are in need of food assistance and are vulnerable to exploitation	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		8.0	8.0	0.0	9.0	4.0	My friend was vulnerable due to menopause and stress	I intentionally approached the conversation with empathy	No harm was caused, and the conversation was constructive	The conversation provided emotional support and understanding	The scenario is highly moral due to empathy and support	I	I assumed my friend would be defensive and angry	My friend	I assumed my friend was struggling with menopause and stress	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		9.0	8.0	0.0	8.0	4.0	Patient is undergoing radiation therapy, making them highly susceptible to harm	Shaving head is a deliberate act of solidarity and support	No harm is caused to the patient or others	Shaving head shows emotional support and solidarity	The act is a selfless display of love and support, making it highly moral	Person X	They are emotionally invested in their partner's well-being	The partner with cancer	They are vulnerable due to their illness and treatment	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		8.0	6.0	7.0	0.0	-3.0	Forest ecosystem is susceptible to harm from pollution	The action was intentional, but not extensively planned	The harm caused is significant, but not catastrophic	No help was provided to the forest ecosystem	The scenario is immoral due to intentional harm and lack of help	The person who threw the garbage	Assuming they are a careless and irresponsible individual	The forest ecosystem	Assuming it is a delicate and vulnerable environment	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig		9.0	8.0	8.0	0.0	-3.0	Dogs are living creatures that can be easily harmed	The driver intentionally drove away without stopping	The dog was physically harmed and potentially seriously injured	No help was provided to the injured dog	The driver's actions were highly immoral and showed a lack of empathy	The driver	Assuming the driver is a reckless and irresponsible person	The dog	Assuming the dog is innocent and defenseless	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		8.0	2.0	7.0	0.0	-2.0	House and occupants are vulnerable to fire	Action was unintentional, but still careless	Potential for significant damage or harm	No help was provided, only harm	Careless action with potential harm, but no intent	Person X	Assumed to be careless or forgetful	The house and its occupants	Assumed to be unaware of the danger	-0.31
374	Effron	Loudly talked to a companion in a movie	orig		7.0	5.0	4.0	0.0	-2.0	Average adults, susceptible to disturbance	Acting impulsively, without much thought	Causing minor disturbance, not physical harm	No help or assistance provided	Immoral due to disturbance and lack of consideration	The person talking loudly	Assumed to be careless and inconsiderate	Other moviegoers	Assumed to be trying to enjoy the movie	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig		8.0	8.0	0.0	8.0	3.0	The patient is in a hospital, indicating a serious health condition	The visitor intentionally went to the hospital to visit	No harm was caused by the visit	The visit provided emotional support and comfort	The visitor's intentional action caused significant help and comfort	The visitor	The visitor is a caring and empathetic person	The sick friend	The sick friend is in a vulnerable state due to illness	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		2.0	7.0	3.0	0.0	-2.0	The judge and courtroom are not vulnerable to harm	The woman's action is intentional, but not extensively planned	The harm caused is minor, limited to disruption and disrespect	No help is caused in this scenario	The scenario is somewhat immoral due to disrespect and disruption	The woman	She is likely to be defiant or protesting against the authority of the judge	The judge and the courtroom	The judge may feel disrespected, and the courtroom may be disrupted	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig		9.0	8.0	7.0	0.0	-3.0	Children are defenseless and susceptible to harm from criticism	The action was intentional, as the critic chose to express their opinion	The criticism caused emotional harm to the children and their families	No help was provided to the children or their families	The scenario is immoral due to the intentional harm caused to vulnerable children	A critic or a visitor to the art show	Assuming the agent is knowledgeable about art and has a right to express their opinion	The children who created the art and their families	Assuming the children are proud of their creations and vulnerable to criticism	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		8.0	7.0	8.0	0.0	-3.0	Private conversation participants are vulnerable to online exposure	Posting online requires some intention and deliberation	Online exposure can cause significant emotional harm and reputational damage	No help or protection is offered to the individuals involved	The scenario is morally unacceptable due to the intentional harm caused	The person who posted online about the private conversation	They are motivated by a desire to shame or expose others	The individuals involved in the private conversation	They are unaware of being recorded and shared online	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		2.0	8.0	6.0	0.0	-2.0	The other college is an institution, not a vulnerable individual	The action was likely planned and deliberate	The harm is reputational and may affect the college's image	No help was provided to the other college	The action is morally unacceptable due to its intentional harm	The class president	She is a rival of the other college	The other college	It is a competitor in academic and social spheres	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		2.0	6.0	3.0	0.0	-1.0	School is an institution, not vulnerable to harm	I intentionally took the books, but without extensive planning	The harm is minor, as the school may not even notice the books are missing	No help was caused, as the books were taken for personal use	The scenario is slightly immoral due to the intentional taking of property without permission	I (the person who took the books)	I assumed I had permission to use the books for my purpose	The school	I assumed the school would not miss the books or be significantly affected by their absence	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig		0.0	9.0	3.0	0.0	0.0	The patient is a symbol, not a living being, so it has minimum vulnerability	The action was intentional, as it was done at a protest, indicating a deliberate statement	The harm caused is symbolic, not physical, and does not directly affect individuals	No help was caused, as the action was not intended to assist or protect anyone	The scenario is morally neutral, as it exercises free speech while potentially offending others	The person who burned the American flag	They are a United States citizen with the right to free speech and expression	The United States and its citizens, as the flag represents the country and its values	The flag is a symbol of national pride and identity	-1.73
382	Effron	Ridicules people behind their backs	orig		8.0	9.0	7.0	0.0	-3.0	The patient is emotionally susceptible to harm	The action is deliberate and planned	The harm caused is emotional distress and potential long-term damage	No help is provided, only harm is inflicted	The scenario is highly immoral due to intentional harm and lack of empathy	A person	They are insecure and lack empathy	The person being ridiculed	They are vulnerable to emotional harm	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig		8.0	9.0	8.0	0.0	-3.0	Spouse is unaware and vulnerable to emotional harm	Action is deliberate and planned to deceive	Emotional harm and potential relationship destruction	No help or support is provided to the spouse	High harm and intentionality, no help, and vulnerability of the spouse	The person creating the account	They are motivated by a desire to cheat on their spouse	The spouse of the person creating the account	They are unaware of their partner's intentions and are vulnerable to emotional harm	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig		8.0	9.0	9.0	9.0	3.0	The two people on the patrol boat are vulnerable to harm	The action was intentional to save the six people	The action caused the death of two people	The action saved the lives of six people	The moral acceptability is high due to the greater good	The commander of the naval submarine	That the commander is a rational and responsible person	The two people on the patrol boat and the six people on the small boat	That they are innocent and unaware of the danger	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig		6.0	8.0	0.0	8.0	3.0	Group members are typical adults with average resilience	The homeowner intentionally hosts the meetings	No harm is caused to the group members	The homeowner provides a helpful service to the group	The scenario is morally acceptable as it promotes community engagement	The homeowner	The homeowner is a responsible and civic-minded individual	The civic group members	The civic group members are interested in community activities	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig		7.0	4.0	5.0	0.0	-1.0	Family members are emotionally vulnerable to being forgotten	Forgetting is unintentional, but could be due to lack of effort	Causing emotional distress and feeling of being unimportant	No help is provided in this scenario	Forgetting birthdays is morally neutral, but can be hurtful	The person who forgot the birthdays	Assuming the person is capable of remembering important dates	The family members	Assuming they are emotionally attached to the person and value being remembered	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig		8.0	9.0	7.0	0.0	-3.0	The woman is emotionally invested in her art, making her vulnerable to criticism	The man's comment was intentional and meant to belittle the woman's work	The man's comment caused emotional distress and hurt the woman's feelings	The man's action did not provide any help or support to the woman	The scenario is morally unacceptable due to the man's intentional harm and lack of empathy	The man	He is arrogant and dismissive of others' creative work	The woman	She is sensitive about her art and values others' opinions	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig		9.0	4.0	6.0	0.0	-3.0	Highly susceptible to harm due to intoxication and impaired judgment	Impulsive actions without much thought or planning	Potential harm to herself and others, including emotional or physical harm	No apparent help or protection is being offered to her	The scenario is morally unacceptable due to the potential harm and exploitation	The drunk woman	She is not in control of her actions and may be vulnerable to exploitation	The drunk woman herself and potentially others around her	She may not be able to give informed consent or make rational decisions	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig		7.0	8.0	7.0	0.0	-3.0	Average adult with no apparent vulnerabilities	Deliberate action with some planning	Potential for serious injury from fall	No help or assistance provided	Harmful and intentional action with no benefit	A person (e.g., a soldier or a civilian)	Assuming the agent is physically capable and motivated to perform the action	The enemy combatant	Assuming the patient is an adult with average physical abilities	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig		7.0	8.0	5.0	0.0	-2.0	Teenage girl is vulnerable due to her age and potential lack of life experience	The girl's action is intentional, as she is deliberately ignoring her curfew	The harm caused is emotional distress and worry to her parents	No help is provided to her parents, who are left worried and concerned	The scenario is morally unacceptable due to the girl's intentional disobedience and harm caused to her parents	The teenage girl	She is likely to be rebellious and disobedient	Her parents	They are likely to be concerned and worried about their daughter's safety	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig		9.0	7.0	8.0	0.0	-3.0	Amputee may be more susceptible to emotional harm	The boy's action was intentional, though possibly impulsive	The boy's action caused emotional distress and humiliation	No help or support was provided	The scenario is morally unacceptable due to the boy's intentional harm	The teenage boy	He is insensitive and lacks empathy	The amputee	He is vulnerable and may be self-conscious about his disability	-3.4
392	Effron	Refused to let the neighborhood children play in his yard	orig		9.0	8.0	4.0	0.0	-2.0	Children are vulnerable due to their age and dependence on others	The action was intentional, as the homeowner made a conscious decision	The harm caused is minor, but still affects the children's feelings and freedom	No help was provided, as the children were denied access to the yard	The scenario is somewhat immoral due to the intentional restriction of children's freedom	The homeowner	Assumed to be a private property owner who values control over their yard	The neighborhood children	Assumed to be innocent and playful	-0.484848496
393	Effron	Defaced a large rock with spray paint in a public park	orig		0.0	4.0	3.0	0.0	-2.0	Inanimate object, cannot be harmed or victimized	Acting impulsively, with minimal premeditation	Causing minor damage to the rock and the park's aesthetic	No help or assistance was provided	The action is mildly immoral due to the intentional damage to public property	A teenager	Assuming the teenager is acting out of boredom or rebellion	The public park and its visitors	Assuming the park is a shared community space and visitors have a right to enjoy it	-2.27027032
394	Lotto	You are eating a delicious meal that you have just prepared when the phone rings. It is the representative of an important survey company. He tells you that if you can spend half an hour of your time replying to a series of questions about the development of alternative energy, his company will send you a voucher for €80 to spend on books.You say you are interested, but ask if you can be called back later saying that you have a bad headache. You know that this means you can finish your meal and receive the voucher.	orig		6.0	7.0	2.0	8.0	1.0	The representative is a typical adult, not vulnerable	The action is intentional, but not extensively planned	No harm is caused, just a minor inconvenience	The person will receive a benefit (voucher) from the action	The action is slightly immoral, but not harmful	The person eating the meal	That the representative would believe the excuse and call back later	The representative of the survey company	That the representative is doing their job and is not suspicious	2.13
395	Kruepke	Back in high school I kind of had an agreement with the guy sitting next to me. We would show each other our papers whenever we were taking a test. Both of us were pretty good students, we just would make sure we shared test answers if we needed to.	orig		7.0	7.0	4.0	0.0	-2.0	Medium-High Vulnerability, as teachers and the school can be affected by cheating.	Medium-High Intentionality, as they planned and agreed to cheat.	Medium-Low Harm, as cheating may affect grades and academic integrity.	Minimum Help, as cheating does not provide any assistance.	The scenario is immoral due to the intentional cheating and potential harm to others.	The agent is the narrator and their friend.	The assumption is that they are both trustworthy and willing to cheat.	The patients being affected are the teachers, the school, and potentially other students.	The assumption is that they are unaware of the cheating and would not approve.	-1.67
396	Lotto	You are a building worker who is manoeuvring a crane on a building site. You have just started your day on the site, when you realise that the cable of the crane is about to break. Attached to the cable is an enormous steel beam which is directly above a crew of six who are working on the outside of a building in construction.You move the arm of the crane a short distance to another area of the site. You know that there is a worker there who will be crushed by the steel beam and will die, but the other six workers will be unhurt.	orig		10.0	7.0	10.0	9.0	3.0	The worker is defenseless and highly susceptible to harm	The action is taken with some degree of thought and planning to minimize harm	The action causes the utmost damage, resulting in one death	The action saves the lives of six workers	The moral acceptability is high due to the intention to minimize harm and save lives	The building worker operating the crane	That they are capable of making a quick decision to save lives	The worker who will be crushed by the steel beam and the six workers on the outside of the building	That they are unaware of the impending danger and are vulnerable to harm	-1.04
397	Effron	Put sugar in his friend's gas tank	orig		8.0	9.0	8.0	0.0	-3.0	The friend's property is being damaged, making them vulnerable	The action is deliberate and planned, showing high intentionality	The action causes significant damage to the friend's property	No help is provided, and harm is caused instead	The scenario is highly immoral due to the intentional harm caused	The friend's acquaintance	The agent is likely motivated by malice or a prank	The friend	The friend is unaware of the action and trusts the agent	-3.336
398	Clifford	You see a boy making fun of his brother for getting dumped by his girlfriend.	orig		8.0	9.0	6.0	0.0	-3.0	Brother is emotionally vulnerable after breakup	Boy intentionally made fun of his brother	Making fun of someone's misfortune causes emotional distress	No help or support was provided	Intentionally causing emotional harm is immoral	The boy	He is insensitive and enjoys making fun of others	His brother	He is emotionally vulnerable due to the recent breakup	-2.2
399	Mickelberg	Person X joined the military because they wanted to see what it was like to kill people.	orig		9.0	9.0	10.0	0.0	-4.0	Innocent people are highly susceptible to harm	Person X joined the military with the intention of killing	Killing causes the utmost harm and destruction	No help is provided to the victims	The scenario involves intentional harm and killing, making it extremely immoral	Person X	They are motivated by a desire to harm others	The people Person X kills	They are innocent and unsuspecting	-3.14
400	Kruepke	Instead of contributing more to my mother's economic stability, by helping her out monetarily in her retirement, I traveled. I spent money on travel, on vacations. Some of that money could've gone to her.	orig		8.0	8.0	6.0	2.0	-2.0	Elderly person in need of financial support, vulnerable to financial instability	Deliberate decision to spend money on travel instead of supporting my mother	Caused financial strain and potentially worsened her quality of life	Failed to provide necessary financial support, minimal assistance	Intentional decision to prioritize personal desires over vulnerable mother's needs, causing harm	I (the person who traveled)	I assumed I had the right to prioritize my own desires over my mother's needs	My mother	I assumed she was in need of financial support in her retirement	-1.49
401	Clifford	You see a woman lying about the number of vacation days she has taken at work.	orig		7.0	9.0	6.0	0.0	-3.0	Employer and colleagues are typical adults with average resilience	She deliberately lied about her vacation days, showing intentional deception	Lying about vacation days can lead to mistrust and potential consequences	No help or assistance is provided by her action	Intentional deception causes harm and is morally unacceptable	The woman	She is dishonest and willing to deceive her employer	Her employer and potentially her colleagues	They trust her and expect honesty in her reporting	-2.2
402	Mickelberg	Person X loosened the wheel nuts of their neighbor's car, because the neighbor always played loud music.	orig		6.0	7.0	6.0	0.0	-3.0	Average adult with no special vulnerability	Deliberate action with some planning	Potential for harm to person or property	No help or protection provided	Intentional harm with no justification	Person X	Assumed to be annoyed and seeking revenge	The neighbor	Assumed to be careless about noise levels	-3.16
403	Mickelberg	Person X left the family business to set up their own business, taking most of the clients with them and causing the family business to go bankrupt.	orig		8.0	9.0	8.0	0.0	-3.0	Family business is emotionally invested, making it vulnerable	Person X planned and executed the action intentionally	The action caused significant financial harm and emotional distress	No help was provided to the family business	The scenario is immoral due to intentional harm and lack of help	Person X	Assumed to be motivated by personal gain and ambition	The family business	Assumed to be vulnerable due to emotional attachment and dependence on the business	-2.39
404	Mickelberg	Person X did not attend their coworker's funeral because they'd had a disagreement before the coworker died.	orig		9.0	6.0	7.0	0.0	-3.0	The patient is highly susceptible to emotional harm	The action was intentional, but not extensively planned	The action caused emotional distress and hurt to the patient	No help or support was provided to the patient	The scenario is immoral due to the intentional harm caused to the vulnerable patient	Person X	They were capable of empathy and understanding, but chose not to attend the funeral	The deceased coworker's family and friends	They were grieving and vulnerable due to the loss of their loved one	-1.4
405	Clifford	You see a single man ordering an inflatable sex doll that looks like his secretary.	orig		8.0	9.0	6.0	0.0	-3.0	Secretary is unaware and may be objectified, making her vulnerable	Man intentionally orders the doll, showing deliberate thought	Harm is caused by objectifying and potentially harassing the secretary	No help is provided to the secretary, who may be unaware of the situation	The scenario is immoral due to objectification and potential harassment	The single man	He has a romantic or sexual interest in his secretary	The secretary	She is unaware of the man's actions and may be objectified	-1.5
406	Effron	Helped a neighbor fix his roof	orig		7.0	8.0	0.0	8.0	4.0	Neighbor is average resilience, some susceptibility to harm	Action was deliberate and planned	No harm was caused, only positive action	Substantial assistance was provided to fix the roof	Helpful action with no harm, highly moral	I (the person helping the neighbor)	I am a helpful and caring person	My neighbor	My neighbor is in need of assistance	2.7
407	Kruepke	About 10 years ago I was riding my bike and passed a Ford truck with the keys in the door. So I went into the apartment building facing the street and asked the man inside if he had a ford truck. He did and he went outside to get his keys out of the car.	orig		6.0	7.0	0.0	8.0	4.0	The patient is a typical adult, making them moderately vulnerable.	The action was intentional, but not extensively planned.	No harm was caused, and the action actually prevented potential harm.	The action provided substantial help by preventing potential theft or loss.	The scenario is highly moral due to the agent's good intentions and helpful actions.	The agent is the person who rode the bike and informed the truck owner.	The assumption made about the agent is that they are honest and willing to help.	The patient being affected by this action is the Ford truck owner.	The assumption made about the patient is that they are careless and forgetful.	2.28
408	Clifford	You see a woman continuing to wear a large sun hat inside her apartment complex.	orig		6.0	5.0	2.0	0.0	0.0	Average resilience, some susceptibility to harm from social judgment	Some degree of thought in choosing to wear the hat, but not deliberate intent to disturb others	Minimal harm, possibly causing minor annoyance or distraction	No significant help or assistance is being provided	Neutral moral acceptability, as the action is more quirky than harmful	The woman	She is unaware of the social norm of removing hats indoors or is making a fashion statement	The people around her in the apartment complex	They might be distracted or annoyed by her unusual behavior	-0.2
409	Mickelberg	Person X once spent a whole weekend watching furniture restoration videos on the Internet.	orig		0.0	8.0	0.0	0.0	0.0	Inanimate objects, cannot be harmed or victimized	Person X intentionally chose to watch videos	No harm was caused to anyone or anything	No help was provided to anyone or anything	Neutral action, no harm or help was caused	Person X	Assuming Person X is an adult with agency and autonomy	The Internet and furniture restoration videos	Assuming the Internet and videos are inanimate objects	0.15
