id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
339	Effron	Helped push someone's car out of a snow bank	orig	A person helped push someone's car out of a snow bank during a snowstorm.	3.0	4.0	0.0	8.0	4.0	The driver was temporarily stuck but not in immediate danger.	The passerby acted impulsively to assist without much premeditation.	No harm was caused during the action, only assistance provided.	The passerby provided significant help by assisting in a difficult situation.	The scenario is morally commendable as it involved helping someone in need without causing harm.	A passerby	Assumed they were willing to help others in need.	The driver of the stuck car	Assumed they were grateful for the assistance.	2.86666664
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig	Person X accidentally knocked a glass off the table but managed to catch it before it could smash on the floor.	0.0	0.0	0.0	10.0	4.0	The glass is an inanimate object and cannot be harmed.	The action was entirely accidental with no intent to harm.	No harm was caused as the glass was caught before breaking.	Person X provided maximum help by preventing the glass from breaking.	Preventing harm and showing care for objects is morally acceptable.	Person X	They were likely trying to prevent the glass from breaking.	The glass	It was assumed to be fragile and susceptible to breaking.	0.5
341	Effron	Helped pick up the papers dropped by another	orig	Someone dropped papers on the ground.	3.0	7.0	0.0	3.0	4.0	The person is of medium-low vulnerability as they can easily pick up the papers themselves.	The action is intentional as the passerby actively chooses to help.	No harm is caused, only assistance is provided.	The passerby offers medium-low help by assisting in picking up the papers.	The scenario is morally acceptable as it involves a simple act of kindness with no harm caused.	A passerby	They are observant and helpful.	The person who dropped the papers	They are momentarily inconvenienced.	1.83529416
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig	A person finding an error in their favor at the bank	3.0	8.0	0.0	8.0	4.0	The bank is a resilient entity capable of rectifying the error without significant harm.	The action was intentional as the person actively chose to inform the bank.	No harm was caused as the person rectified the error before any consequences.	The person provided help by informing the bank and preventing any potential issues.	Choosing honesty and rectifying the error is a morally commendable action.	The person who found the error	They were tempted to keep the money but ultimately chose honesty	The bank	Assumed the bank was unaware of the error	2.62
343	Effron	Put money in the meter for an unknown driver	orig	A person put money in the meter for an unknown driver who may have forgotten to do so.	4.0	3.0	0.0	3.0	3.0	The unknown driver is not defenseless but may face inconvenience without the meter being paid.	The action was likely impulsive and done without extensive planning.	No harm was caused, only potential inconvenience was avoided.	The action provided minor help by preventing a parking ticket.	The scenario is morally acceptable as it shows kindness and consideration for others.	A kind stranger	Assumed to be considerate and helpful	The unknown driver	Assumed to be forgetful or in a rush	2.25454544
344	Effron	Refused to attend the funeral of a relative he disliked	orig	The relative who passed away was abusive towards the agent.	8.0	9.0	7.0	3.0	1.0	The deceased relative had a negative impact on the agent's life, making them vulnerable emotionally.	The agent deliberately chose not to attend the funeral due to past negative experiences.	The action caused emotional harm to the deceased relative's memory and potentially to other family members.	The agent did not provide emotional support to other family members grieving the loss.	The action was morally acceptable as it protected the agent's emotional well-being but caused harm to others.	He	He assumed attending the funeral would bring back negative memories and emotions.	The deceased relative	The assumption was that the deceased relative had a negative impact on the agent's life.	-0.71111112
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig	Person X prepared a roast chicken and made the stuffing from scratch for a family dinner.	5.0	8.0	1.0	7.0	4.0	Family members are average adults, not highly vulnerable.	The action was intentional as it involved cooking a meal.	The action caused no harm, only provided a meal.	The action provided help by preparing a meal for the family.	The scenario is morally acceptable as it involved providing for family members without causing harm.	Person X	Capable of cooking and providing for others.	Family members	Hungry and anticipating a delicious meal.	0.35
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig	Person X invited an unpopular coworker to have lunch at a new café.	4.0	8.0	0.0	7.0	3.0	The unpopular coworker is in a medium-low vulnerability position as they may feel socially uncomfortable.	The action is intentional as Person X made a deliberate choice to invite the coworker.	No harm was caused, as the action was a friendly gesture.	Person X provided help by including the coworker in a social activity.	The scenario is morally acceptable as it promotes inclusivity and kindness.	Person X	Person X is friendly and inclusive.	Unpopular coworker	The unpopular coworker may feel surprised or grateful for the invitation.	2.06
347	Effron	Ignored a new person in the office for several weeks	orig	The new person in the office was not acknowledged by their colleagues.	7.0	8.0	6.0	2.0	-3.0	The new person may feel excluded and isolated, impacting their work and well-being.	The action of ignoring someone for weeks requires some level of intentionality.	The harm caused is emotional and psychological, affecting the new person's sense of belonging.	No help was provided to the new person, exacerbating their feelings of isolation.	Ignoring a new colleague intentionally and causing emotional harm is morally unacceptable.	Colleagues in the office	They assumed the new person was not worth their attention.	The new person in the office	They assumed they were being intentionally ignored.	-1.38823528
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig	Cultural acceptance of cousin marriage in certain societies	3.0	8.0	2.0	1.0	1.0	First cousins are adults capable of making their own decisions	The marriage was likely planned and intentional	While controversial, cousin marriage does not inherently cause harm	The marriage may have caused controversy but did not provide direct help	The scenario is culturally acceptable but may raise ethical concerns	The first cousins getting married	They come from a culture where cousin marriage is common and accepted	The first cousins themselves	They willingly chose to get married	-2.7
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig	During a work presentation, a colleague is snoring loudly, disrupting the speaker.	7.0	4.0	6.0	1.0	-2.0	The colleague is displaying medium-high vulnerability by being inattentive during a professional setting.	The action was likely impulsive due to the annoyance caused by the snoring.	The stapler being thrown could cause physical harm or injury if it hits the colleague.	The action did not provide any help or assistance to the snoring colleague.	While the action may have been provoked, it was still harmful and lacked helpful intent.	The woman	She assumed the colleague's behavior was disrespectful and unprofessional.	The colleague who was snoring	She assumed the colleague was being inconsiderate and rude.	-3.0
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig	The student who didn't do his part in a group project received an A.	3.0	6.0	5.0	1.0	-2.0	The other members were capable of completing the project without him.	The student may have intentionally avoided his responsibilities.	The student's lack of contribution caused inconvenience and unfairness.	The student received an undeserved grade due to others' efforts.	The scenario is morally questionable as it rewards irresponsibility and penalizes hard work.	The student who didn't do his part	He was irresponsible or lazy.	The other members of the group	They were hardworking and responsible.	-2.8
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig	A student is copying a classmate's answer sheet on a makeup final exam.	6.0	9.0	7.0	1.0	-3.0	The classmate is an average student, not highly vulnerable.	The action is intentional as the student is purposefully cheating.	Copying answers can lead to academic dishonesty and unfair advantage.	No help is provided, and the cheating undermines the integrity of the exam.	Cheating in exams is morally unacceptable and undermines the value of education.	The student copying the answer sheet	The student is assuming that cheating will benefit them in some way.	The classmate whose answer sheet is being copied	The classmate is assumed to be unaware of the cheating.	-3.4
352	Effron	Started a false rumor about someone	orig	Jealousy towards a coworker's success	7.0	8.0	7.0	1.0	-3.0	Emily is an average adult, susceptible to emotional harm	Sarah planned to spread the false rumor to harm Emily	The false rumor caused significant emotional distress to Emily	Sarah offered no help to Emily after spreading the false rumor	Spreading false rumors out of jealousy is morally unacceptable	Sarah	Assumed Sarah felt threatened by coworker's achievements	Emily	Assumed Emily was the target of jealousy and false rumor	-2.672
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig	The underlying circumstance is the mother's illness and the caregiver's responsibility.	9.0	8.0	6.0	8.0	3.0	The mother is ill and in need of care, making her highly vulnerable.	The action was deliberate as the caregiver made the mother go to the appointment despite her reluctance.	The action caused emotional harm by disregarding the mother's wishes.	The action provided help by ensuring the mother received necessary treatment.	The caregiver's actions were morally acceptable as they prioritized the mother's health over her preferences.	Caregiver	Assumed to be responsible and caring	Mother	Assumed to be in need of care	0.62
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig	The teacher has a personal connection to the other school participating in the math contest.	0.0	8.0	0.0	0.0	0.0	The school is an entity and not vulnerable to emotional harm.	The teacher intentionally expressed her preference for the other school.	No harm was caused as it was a statement of preference.	No help was provided or needed in this situation.	The action was intentional but did not cause harm or help, making it morally neutral.	The teacher	She has a positive relationship or affiliation with the other school.	The school competing in the math contest	The school is the target of the teacher's statement.	-1.9
355	Mickelberg	Person X did all the repair work on their car.	orig	Person X did all the repair work on their car.	0.0	8.0	0.0	8.0	4.0	The car is an inanimate object with no vulnerability to harm.	The action was intentional as Person X chose to repair the car.	The repair work aimed to fix the car, causing no harm.	Person X provided help by repairing the car, ensuring its functionality.	Repairing the car is a morally acceptable action that helps the car function properly.	Person X	Capable of performing car repair work	The car	In need of repair	0.6
356	Effron	Ridiculed a handicapped child by making fun of him	orig	A group of children at a playground	9.0	8.0	7.0	1.0	-4.0	The handicapped child is highly vulnerable due to their disability.	The action is intentional as it involves making fun of the handicapped child.	The action causes medium-high harm by emotionally hurting the handicapped child.	No help is provided to the handicapped child, exacerbating the harm caused.	The scenario is extremely immoral as it involves intentional harm towards a highly vulnerable individual.	A child	Lack of empathy or understanding	A handicapped child	Innocent and defenseless	-3.296
357	Effron	Refused to help a child fix his bicycle	orig	A passerby refused to help a child fix his bicycle.	9.0	8.0	2.0	0.0	-3.0	Child is vulnerable due to age and lack of knowledge on fixing a bicycle.	Refusal to help implies a deliberate choice not to assist.	No physical harm caused, but emotional disappointment for the child.	No help provided, leaving the child stranded with a broken bicycle.	Refusing to help a vulnerable child is morally unacceptable.	Passerby	Assumed to be capable of helping but chose not to.	Child	Assumed to be in need of assistance.	-1.3473684
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig	Person X goes to their local cafÃ© and sips coffee while reading the newspaper.	5.0	8.0	0.0	3.0	4.0	Person X is of medium-low vulnerability, being a typical adult.	The action is intentional as Person X goes to the cafÃ© for a specific purpose.	No harm is caused as Person X is simply enjoying their time.	Person X is providing self-care and relaxation, which can be seen as a form of help.	The scenario is morally acceptable as it involves self-care and relaxation without causing harm.	Person X	They enjoy a peaceful routine.	Themselves	They seek relaxation and enjoyment.	0.29
359	Effron	Bought food for everyone in the office	orig	The agent bought food for everyone in the office as a gesture of kindness and generosity.	5.0	7.0	0.0	7.0	4.0	The coworkers are of medium vulnerability, capable of receiving help without being in extreme need.	The action was done with medium-high intentionality, as it required planning and effort to buy food for everyone.	The action caused no harm, as buying food for others is a positive and helpful gesture.	The action provided medium-high help by ensuring everyone in the office had food to eat.	The scenario is morally acceptable as it promotes kindness and generosity among coworkers.	The agent is a coworker in the office.	The agent is assumed to be considerate and caring towards their colleagues.	The patients being affected are the coworkers in the office.	The patients are assumed to be appreciative of the gesture.	2.27692296
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig	A life-threatening situation where a person sacrifices themselves to save others from a lion attack.	9.0	9.0	9.0	9.0	3.0	The person pushed off the tower faced imminent death from a lion attack.	The action was deliberate and planned to divert the lion's attention.	The action caused maximum harm by leading to the person's death.	The action provided maximum help by allowing the other four individuals to escape.	The scenario involved a difficult moral decision with a high sacrifice for the greater good.	The person who pushed the individual off the observation tower.	The agent assumed the risk of sacrificing one to save many.	The person who was pushed off the observation tower.	The patient was assumed to be in a highly vulnerable position.	-1.47
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig	A young boy throwing rocks at cows in a local pasture.	9.0	6.0	8.0	1.0	-3.0	Cows are defenseless and highly susceptible to harm.	Throwing rocks at cows requires some level of intentionality.	Throwing rocks can cause significant harm to the cows.	The boy is not providing any help or protection to the cows.	The scenario is morally unacceptable due to the high harm caused and lack of help provided.	The young boy	Assumed to be mischievous or unaware of the consequences of his actions.	The cows	Assumed to be innocent animals grazing in the pasture.	-3.3
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig	Person X was struggling financially due to unexpected medical expenses.	7.0	7.0	7.0	2.0	0.0	Person X was in a situation of medium-high vulnerability due to financial strain.	The action was likely intentional as missing credit card payments requires some level of awareness.	The harm caused was medium-high as multiple bank fees can exacerbate financial struggles.	No help was provided to alleviate the financial burden, contributing to the harm caused.	The scenario is morally neutral as the action was intentional but the harm caused was not extreme.	Person X	They were facing financial difficulties.	Person X	They were experiencing financial stress.	-0.4
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig	A life-threatening situation where a steel cable is about to give way on a skyscraper.	9.0	9.0	10.0	10.0	-3.0	The worker is in a highly vulnerable position, facing imminent danger.	The action of throwing the worker off the platform was deliberate and planned.	The action caused the maximum harm possible, resulting in the worker's death.	The action provided maximum help to the foreman and the other four workers by ensuring their safety.	While sacrificing one life to save four others may seem morally justifiable in extreme circumstances, intentionally causing harm and death is highly immoral.	The foreman of the construction company.	The foreman is responsible for the safety of the workers.	One of the workers on the support structure.	The worker is at risk of falling due to the failing steel cable.	-1.55
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig	Person X quit their high-paying job to volunteer full time at a nursing home out of compassion for the elderly residents.	7.0	8.0	1.0	8.0	4.0	Elderly residents are typically in a state of medium-high vulnerability due to age-related health issues.	The action was taken with deliberate thought and planning to make a positive impact.	The action caused no harm and was aimed at providing support and care.	The action provided significant help by offering companionship and care to the elderly residents.	The scenario is highly moral as it involves selflessly helping vulnerable individuals.	Person X	Compassionate and selfless	Elderly residents at the nursing home	In need of care and companionship	2.78
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig	Financial distress leading to unethical behavior	7.0	8.0	7.0	1.0	-3.0	The company and its employees are at medium-high vulnerability due to financial instability.	The action was intentional as the owner knowingly made a false declaration.	The harm caused is medium-high as it involves tax evasion and potential legal consequences.	No help was provided as the action was solely for personal gain.	The scenario is morally unacceptable as it involves dishonesty and potential harm to others.	The owner of the small clothing company	The owner is under financial pressure	The company and its employees	The assumption is that the company's financial situation is critical	-0.77
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig	Neighbor's dog went missing	9.0	7.0	0.0	9.0	4.0	The missing dog is defenseless and highly susceptible to harm	Putting up posters and handing out fliers requires some degree of planning	The action caused no harm, only aimed at finding the missing dog	The action provided critical assistance in finding the missing dog	The scenario is highly moral as it aimed at helping a defenseless animal	Person X	They are a caring and helpful individual	Neighbor's missing dog	Assumed to be a beloved pet	2.85
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig	A teacher disciplining a student for falling asleep in class.	7.0	8.0	7.0	1.0	-2.0	Students are typically considered to be in a medium-high vulnerability category.	The action of hitting the student's hand with a ruler seems intentional and premeditated.	The harm caused by physical punishment can be considered medium-high.	The action does not provide any help or support to the student.	Physical punishment without offering help is morally questionable.	Teacher	Assumed to be in a position of authority and responsibility for student behavior.	Student	Assumed to be in a position of vulnerability due to being a student.	-2.7
368	Effron	Used stolen food stamps	orig	Individual struggling with poverty and hunger	7.0	8.0	4.0	0.0	-3.0	The grocery store is a medium-high vulnerability as it can suffer financial losses.	The action was intentional as John deliberately used stolen food stamps.	The harm caused was medium-low as it involved financial loss.	No help was caused as the grocery store suffered a loss.	The scenario is morally unacceptable as it involves theft and harm to a business.	John	Assumed to be in a desperate situation	Local grocery store	Assumed to be a business entity	-2.37333336
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig	Dealing with a friend going through intense menopause	8.0	7.0	1.0	7.0	4.0	Menopause can cause emotional and physical distress, making the patient highly vulnerable.	The action of talking to the friend required some thought and planning.	The intention was to provide emotional support, causing no harm.	The friend offered emotional support, which can be considered substantial help.	The scenario involved intentional help with no harm caused, making it morally acceptable.	I	I assumed the agent was a caring and concerned friend.	My very close friend	I assumed the patient was experiencing high levels of stress due to menopause.	1.87
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig	Partner diagnosed with cancer requiring radiation therapy.	9.0	8.0	1.0	8.0	4.0	Partner is facing a life-threatening illness and treatment.	Shaving head is a deliberate and planned action to show support.	No harm caused, only a symbolic gesture of solidarity.	Significant emotional support provided to partner.	Highly moral act of showing support and solidarity in a difficult time.	Person X	Empathetic and caring towards their partner.	Person X's partner	Vulnerable due to cancer diagnosis and need for radiation therapy.	2.46
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig	Someone disposing of garbage in a forest	9.0	8.0	7.0	0.0	-3.0	The environment is vulnerable to pollution and harm from human actions.	The action was deliberate and intentional, not accidental.	The action causes harm to the ecosystem and wildlife in the forest.	No help was provided, only harm was caused.	The intentional harm to the environment without any help is morally unacceptable.	An individual	They were careless or irresponsible	The environment/nature	It is defenseless and cannot defend itself	-2.54
372	Effron	Hit a dog and drove away without notifying the owner	orig	The agent hit a dog while driving and left without notifying the owner.	9.0	8.0	7.0	0.0	-4.0	The dog is a vulnerable living being, unable to defend itself or seek help.	The action of hitting the dog and driving away shows deliberate disregard for the consequences.	Hitting the dog caused significant harm, potentially leading to injury or death.	No help was provided to the injured dog, exacerbating the harm caused.	Leaving the scene without notifying the owner and providing help is highly immoral.	The driver of the vehicle	The driver assumed hitting the dog was not a serious issue or did not want to take responsibility.	The dog	The dog was assumed to be a pet under the care of its owner.	-3.2
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig	Person X forgot to turn the stove off before leaving the house due to rushing out for an emergency.	0.0	1.0	0.0	0.0	0.0	The house is an inanimate object and cannot be harmed.	The action was entirely accidental.	No harm was caused as the house did not catch fire.	No help was provided as the stove was left on.	The scenario is morally neutral as no harm was caused.	Person X	They were in a hurry due to an emergency.	The house/apartment	Assumed to be unoccupied.	-0.31
374	Effron	Loudly talked to a companion in a movie	orig	During a movie screening in a crowded theater	7.0	4.0	4.0	1.0	-2.0	Medium-High Vulnerability as they were expecting a peaceful movie experience	Medium-Low Intentionality as it may have been impulsive	Medium-Low Harm as it disrupted others' movie experience	Minimum Help as no assistance was provided	Mildly immoral due to causing harm without providing help	The person talking loudly	They lacked awareness of their surroundings	Other moviegoers trying to watch the film	They expected a quiet movie-watching experience	-1.70666672
375	Effron	Visited a sick friend in the hospital	orig	Visited a sick friend in the hospital	8.0	7.0	1.0	8.0	4.0	The patient is in a vulnerable state due to illness and being in a hospital setting	The action is intentional as the agent made a conscious decision to visit the friend	No harm is caused, only positive intentions of providing comfort and support	The action provides emotional support and companionship to the sick friend	The scenario is morally acceptable as it involves providing care and support to a sick friend	I	The agent is a caring individual who values their friendship	Friend	The patient is a sick individual in need of support and companionship	2.28571432
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig	The woman is a protester advocating for social justice and equality.	6.0	8.0	2.0	3.0	3.0	The judge is in a position of power but not defenseless.	The action is intentional as a form of protest.	No physical harm is caused, only a symbolic gesture.	The action may raise awareness but does not directly help the judge.	The scenario is morally acceptable as it is a non-violent form of protest.	The woman	She is standing up against perceived injustice.	The judge	Assumed to be in a position of authority.	-2.0
377	Effron	Loudly criticized the art at a community children's art show	orig	The agent is a parent who loudly criticized the art at a community children's art show.	9.0	8.0	7.0	1.0	-3.0	Children are highly vulnerable to criticism, impacting their self-esteem and creativity.	The action was intentional as the parent chose to criticize the art loudly.	The criticism could cause significant emotional harm to the children.	The parent provided no help or constructive feedback to the children.	The scenario is morally unacceptable as it harms vulnerable children without offering any help or support.	A parent	The parent assumed the art was not up to their standards.	The patients being affected are the children who created the art.	The parent assumed the children's art was not good enough.	-2.48
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig	Someone overhearing a private conversation and sharing it online with offensive humor and a picture of the individuals involved.	8.0	9.0	7.0	1.0	-3.0	The individuals are likely to feel embarrassed and humiliated by the public exposure.	The action of sharing the conversation online was deliberate and intentional.	The harm caused by publicly sharing a private conversation with offensive content and pictures is significant.	No help was provided, only harm was caused by sharing the private conversation.	Sharing private conversations online without consent and causing harm is morally unacceptable.	The person who overheard the conversation and posted online.	They assumed it was acceptable to share private conversations online.	The individuals in the conversation being exposed online.	Assumed they would be embarrassed or harmed by the exposure.	-2.31
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig	The class president was asked about her opinion on a rival college.	2.0	7.0	0.0	6.0	3.0	The rival college is an entity that can benefit from positive recognition.	The action was likely intentional as it was a response to a direct question.	No harm was caused, only a positive statement made.	The statement may have helped improve the reputation of the rival college.	The action was morally acceptable as it promoted positivity and recognition.	The class president	She is knowledgeable about both schools and their strengths.	The rival college	They may benefit from positive recognition.	-1.4
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig	The agent took books from a school and never returned them.	7.0	8.0	7.0	1.0	-3.0	The school is an entity that can be harmed financially and educationally.	The action was intentional as the agent knowingly took the books and did not return them.	The harm caused was medium-high as the school suffered a loss of resources.	No help was provided as the agent did not return the books or compensate the school.	The scenario is morally unacceptable as it involved intentional harm to a vulnerable entity.	The agent was a former employee of the school.	The assumption made about the agent is that they had access to the books and knowledge of the school's policies.	The patient being affected by this action was the school.	The assumption made about the school is that it would be negatively impacted by the loss of the books.	-1.6
381	Cook	Someone who is a United States citizen burns an American fag at a protest	orig	A United States citizen burns an American flag at a protest.	0.0	9.0	4.0	0.0	1.0	The American flag is an inanimate object and cannot be harmed.	The action is intentional as burning the flag is a deliberate act.	Burning the flag causes medium-low harm as it is a symbolic act.	The action does not provide any help or assistance.	The act of burning the flag, while intentional, does not cause significant harm.	The United States citizen	They are expressing their freedom of speech and protest.	The American flag	It is a symbol of the country.	-1.73
382	Effron	Ridicules people behind their backs	orig	Gossiping in a social setting	7.0	8.0	6.0	2.0	-3.0	Emily is an average adult, susceptible to emotional harm from gossip.	Sarah intentionally gossips to feel superior or gain attention.	Gossiping causes emotional harm and damages relationships.	Sarah fails to help by spreading negativity instead of offering support.	Gossiping is morally questionable, causing harm without providing help.	Sarah	Assumed Sarah is insecure and seeks validation through gossiping	Emily	Assumed Emily is unaware of Sarah's behavior	-1.83783776
383	Cook	Someone creates an account on a website intended to help people commit adultery without their spouseâ€™s knowledge	orig	A person creates an account on a website intended to help people commit adultery without their spouse's knowledge.	8.0	9.0	7.0	0.0	-4.0	Spouses are emotionally vulnerable to betrayal and deception.	The action involves deliberate planning to enable adultery.	The harm caused is significant emotional distress and potential relationship damage.	No help is provided, only enabling deceit and betrayal.	Facilitating adultery without consent is highly immoral.	The person creating the account	They are seeking to facilitate infidelity	Spouses of the individuals seeking to commit adultery	They are unaware of the betrayal	-2.84
384	Lotto	You are the commander of a naval submarine which is currently navigating in the North Atlantic. The sonar reveals the presence of a torpedo which is heading at great speed towards a small boat with six people on board, which is offshore. Close by, there is also a naval patrol boat with two people on board.You launch false targets to change the trajectory of the torpedo. You know that it will hit the patrol boat killing the two people on board, but the six people in the boat will be unhurt.	orig	A situation where a submarine commander must make a decision to redirect a torpedo towards a naval patrol boat to save six people on a small boat.	9.0	9.0	9.0	9.0	2.0	The two people on the naval patrol boat are highly vulnerable as they are defenseless against the incoming torpedo.	The action of redirecting the torpedo towards the naval patrol boat required deliberate thought and planning.	The action caused maximum harm as it resulted in the death of the two people on the naval patrol boat.	The action provided maximum help by saving the six people on the small boat from harm.	The scenario involves sacrificing two lives to save six, a morally complex decision with significant consequences.	Submarine commander	Capable of launching false targets to change the torpedo's trajectory.	Two people on the naval patrol boat	Assumed to be in harm's way due to the incoming torpedo.	-0.85
385	Effron	Let a civic group hold weekly meetings in his home	orig	A civic group holding weekly meetings in someone's home	7.0	8.0	0.0	8.0	4.0	The members are average adults, with some susceptibility to harm.	The homeowner intentionally offered their home for the meetings.	No harm was caused, as the meetings were held for a positive purpose.	The homeowner provided a helpful space for the civic group to gather.	The scenario is morally acceptable as it promotes community engagement and collaboration.	The homeowner	They are willing to host the meetings	The members of the civic group	They are seeking a space for their meetings	1.66486496
386	Effron	Could not remember the birthdays of his family members	orig	The agent is a busy working father with a lot on his mind.	7.0	4.0	4.0	4.0	0.0	Medium-High Vulnerability as emotional harm can be caused by feeling forgotten.	Medium-Low Intentionality as forgetting birthdays is unintentional.	Medium-Low Harm as forgetting birthdays may cause emotional distress but not physical harm.	Medium-Low Help as the father can make an effort to remember birthdays in the future.	The scenario is morally neutral as the harm caused is unintentional and can be rectified with effort.	Busy working father	He is preoccupied with work and other responsibilities.	His family members	They may feel neglected or unimportant.	-0.45
387	Clifford	You see a man telling a woman that her painting looks like it was done by children.	orig	The man is an art critic attending an exhibition where the woman's painting is displayed.	4.0	8.0	3.0	0.0	1.0	The woman is an adult artist, not highly vulnerable.	The man's comment seems intentional and premeditated.	The man's comment may cause emotional harm but not physical harm.	The man's comment does not provide any help or support.	The man's intentional criticism causes some harm but is not morally unacceptable.	The man	He is knowledgeable about art and has a critical perspective.	The woman	She is an artist showcasing her work.	-1.9
388	Clifford	You see a very drunk woman making out with multiple strangers on the city bus.	orig	The most common circumstance underlying this scenario is that the woman may be under the influence of alcohol or drugs.	4.0	4.0	3.0	1.0	-3.0	The strangers are willingly engaging in the interaction, but may feel uncomfortable or pressured.	The woman's actions are likely impulsive and influenced by her intoxicated state.	The harm caused is emotional and potentially physical discomfort for the strangers.	No help is provided to prevent the woman from engaging in inappropriate behavior.	The scenario involves non-consensual interactions due to the woman's impaired state, making it morally unacceptable.	The drunk woman	She may lack inhibitions and judgment due to intoxication.	The strangers she is making out with	They may be taken advantage of or feel uncomfortable.	-3.0
389	Grizzard	Pushes an enemy combatant off a one-story balcony.	orig	Self-defense against an armed attacker.	7.0	8.0	7.0	10.0	4.0	The armed attacker is a medium-high vulnerability target due to their intent to harm.	The action is intentional as it is a response to an immediate threat.	The harm caused is medium-high as the attacker is pushed off a balcony.	The action provides maximum help by neutralizing the threat.	The scenario is morally acceptable as it was done in self-defense to protect oneself.	The person being attacked.	Acting in self-defense.	The armed attacker.	Intending harm towards the agent.	-1.013333333
390	Clifford	You see a teenage girl coming home late and ignoring her parents' strict curfew.	orig	The teenage girl is coming home late after ignoring her parents' strict curfew.	7.0	6.0	4.0	6.0	2.0	The parents are in a position of authority but are emotionally invested in their daughter's well-being.	The action may be intentional as the girl is aware of the curfew but chooses to ignore it.	The harm caused is emotional and relational strain between the girl and her parents.	The parents may offer guidance or consequences to help the girl understand the importance of curfew.	The scenario involves a common teenage rebellion but with potential for positive parental intervention.	Teenage girl	She is likely seeking independence or rebelling against authority.	Her parents	They are likely concerned about her safety and well-being.	-2.3
391	Clifford	You see a teenage boy chuckling at an amputee he passes by while on the subway.	orig	The teenage boy may have a lack of empathy or understanding towards individuals with disabilities.	9.0	7.0	6.0	1.0	-3.0	The amputee is highly vulnerable due to their disability, making them more susceptible to harm or mistreatment.	The action of chuckling at the amputee may have been intentional, as it involves a conscious decision to mock or ridicule someone.	The action of chuckling at the amputee causes emotional harm and can be considered disrespectful and hurtful.	No help was provided to the amputee, indicating a lack of support or empathy towards individuals with disabilities.	The scenario is morally unacceptable as it involves intentional harm towards a vulnerable individual without providing any help or support.	Teenage boy	Lacks empathy or understanding	Amputee	Vulnerable due to disability	-3.4
