id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
312	Mickelberg	Person X arrived at the art exhibition early so they could view the collection before it got too busy.	orig		Person X	Person X prefers viewing art in a less crowded environment.	The community (other exhibition visitors)	Others also benefit from a less crowded exhibition.	8.0	Enhances personal experience, no harm to community.	3.0	Increases happiness without negative impact, moral.	0.62	test	0.8497300969171078	0.7730227708816528
313	Kruepke	When I was younger, my brother and neighborhood friend and I went on a shoplifting spree. We took a lot of clothing. Then we got caught and we never stole again.	orig		The user, their brother, and neighborhood friend	Assumed they acted impulsively due to youth and peer influence	Store owners and the broader community	Assumed they value property rights and economic stability	2.0	Theft caused harm; lesson prevented future harm but net negative.	-3.0	Shoplifting is immoral; cessation mitigates but still wrong.	-3.56	test	-2.0274164561296	-2.172051191329956
314	Lotto	You find yourself near a petrol pump and see the attendant fill up a car with four people on board. Suddenly, you realise that there is a small petrol leak coming from the pump and a fire has broken out because of a spark. It is about to spread quickly in the direction of the car.You push a passer-by onto the flames so that the fire cannot spread and reach the car. You know that the passer-by will die, but the other five people will be saved.	orig		You (the person pushing the passer-by)	The agent intentionally sacrificed one to save more, prioritizing utilitarian calculus over individual rights.	The passer-by (killed) and the five saved (car occupants and others)	The passer-by was an uninvolved, non-consenting individual with equal moral status as others.	8.0	Net utility: 5 saved vs. 1 lost. High but contested due to direct harm.	1.0	Utilitarian gain conflicts with moral prohibition on intentional killing. Mixed evaluation.	-1.5	test	0.8497300969171078	0.7730227708816528
315	Kruepke	A long time ago I helped organize an intervention for my dadÍ's alcoholism. My grandmother and I funded all of the members of the family to assemble together in one location. When my dad walked into the room he began to cry because he was so touched by our action.	orig		The user and their grandmother	Assumed the intervention would help the father overcome alcoholism	The father (user's dad)	Assumed the father needed support and would respond positively	9.0	Action aimed to help father recover, enhancing family's happiness	4.0	Highly moral as it seeks to prevent harm and promote good	2.9	test	1.3292545224248928	1.6572645902633667
316	Kruepke	I used to lie a lot when I was a little girl. My mother left my father when I was a year old. So I used to say that I had a mother and a father, even though my mother and grandmother raised me.	orig		The little girl	She desired social acceptance and avoided stigma of a non-traditional family	The community (peers, friends, etc.) she interacted with	They valued honesty and traditional family structures	6.0	Lie reduced personal distress but risked trust; net benefit limited to individual	2.0	Minor moral weight: self-protective lie with minimal harm to others	-0.5	test	-0.10931875409846148	-0.9940063953399658
317	Kruepke	I used to ride the bus everyday to work. One day I noticed a pregnant woman who did not have a seat. So I took her by the arm and helped her find a seat.	orig		I	The agent is considerate and willing to assist others in need.	The pregnant woman and other bus passengers	The pregnant woman needed a seat for safety and comfort.	9.0	Enhanced safety and comfort for vulnerable person, minimal cost.	4.0	Actively aiding a vulnerable person aligns with moral duty.	2.89	test	1.3292545224248928	1.6572645902633667
318	Clifford	You see a politician using federal tax dollars to build an extension on his home.	orig		The politician	The agent acted intentionally for personal gain, disregarding public interest.	The general public/taxpayers	The affected party expects taxes to fund public goods, not private benefits.	1.0	Public funds diverted to private use reduce overall utility.	-4.0	Misuse of public trust and resources is highly unethical.	-3.8	test	-2.5069408816373846	-2.7352633476257324
319	Kruepke	When my brother was about to marry my ex-sister-in-law, my entire family was against their decision. I approached my brother and asked him if he was sure he wanted to marry this girl. He got angry with me and said of course he did.	orig		You (the person confronting the brother)	Assumed the brother might be making a rash decision needing reconsideration.	The brother and the family	Assumed the brother/family might face future unhappiness from the marriage.	3.0	Action caused immediate conflict; long-term benefit uncertain.	-1.0	Good intent but provoked anger, net harm likely.	0.52	test	-1.5478920306218154	-1.5785232782363892
320	Lotto	You are at Pamplona with three colleagues and the Encierro has just finished, that is the running of the bulls through the streets of the city. While you are leaving, you realise that a bull has escaped from the corral and is heading towards you, attracted by your colleague’s red bag. You have your shoulders to a wall and there is no time to escape.You throw the red bag in the opposite direction. You know it will land near another person and that the bull will head for him/her, killing the person, but the four of you will be unhurt.	orig		You (the person throwing the red bag)	The agent prioritized saving their group over the stranger, assuming the bull would follow the red bag.	The four colleagues and the nearby stranger	The affected parties value survival, and the stranger cannot avoid the redirected bull.	8.0	Saves four lives at the cost of one, net positive utility.	3.0	Maximizes overall utility but intentionally endangers an innocent, morally ambiguous.	-1.38	test	0.8497300969171078	0.7730227708816528
321	Kruepke	When I was in high school I used to sit next to this very cute boy named Paul. We were taking a history test and I just wasn't prepared for it. So I looked at a couple of Paul's answers.	orig		Myself (the narrator)	Assumed I was unprepared and prioritized personal success over academic integrity.	Paul, the teacher, and the academic community	Assumed Paul was unaware, the teacher trusted students, and the community valued fairness.	2.0	Short-term gain for self but harms fairness, trust, and long-term learning.	-3.0	Dishonest act undermines integrity, harms others' interests, and promotes unfairness.	-2.04	test	-2.0274164561296	-2.172051191329956
322	Kruepke	I was working at a small advertising agency and the owner had his wife on the payroll. She rarely worked and I barely saw her. So, I was curious how much she was getting paid and looked through the record book.	orig		The person working at the agency (narrator)	Assumed the agent acted without authorization, violating privacy or policies.	The owner's wife	Assumed her payroll inclusion was unjust due to lack of work.	3.0	Unauthorized access may harm trust; potential benefit unclear, so low utility.	-2.0	Invasion of privacy without consent is immoral despite possible good intent.	-1.21	test	-1.5478920306218154	-1.5785232782363892
323	Effron	Continually berated his wife in public	orig		The husband	He acted intentionally to demean or control his wife	The wife and public witnesses	They experienced emotional distress and discomfort	0.0	Causes significant harm without benefits, reducing overall happiness	-4.0	Severe emotional harm outweighs any possible utility	-2.856	test	-2.9864653071451692	-3.2680466175079346
324	Mickelberg	Person X regularly steals office supplies from their job because they feel they deserve it.	orig		Person X	Assumed Person X feels entitled to steal due to perceived undercompensation or lack of recognition.	The employer/company and coworkers	Assumed the employer can absorb minor losses, but repeated theft harms overall resources and morale.	2.0	Personal gain is outweighed by collective harm; reduces overall utility.	-3.0	Theft harms community welfare, making it immoral despite individual benefit.	-2.01	test	-2.0274164561296	-2.172051191329956
325	Effron	Stole money and jewelry from the relatives he was living with	orig		The thief (relative)	Acted out of self-interest without regard for others' well-being	The relatives they lived with	Trusted the agent and were vulnerable to betrayal	1.0	Harm (distress, financial loss) outweighs short-term gains	-4.0	Breach of trust and harm make it highly immoral	-3.408	test	-2.5069408816373846	-2.7352633476257324
326	Kruepke	When I was graduating from high school, I had a friend whom I wasn't really getting along with anymore. He was coming to see me when he got into a car accident. I chose that time at the hospital to tell him our friendship was over.	orig		The narrator (you)	Assumed ending the friendship was necessary for personal well-being.	The friend in the hospital	Assumed the friend was emotionally vulnerable post-accident.	2.0	Timing worsened emotional harm; net utility decreased.	-3.0	Insensitive timing amplified suffering; morally questionable.	-2.25	test	-2.0274164561296	-2.172051191329956
327	Kruepke	I cheated on my present boyfriend. I didn't understand why he did not want to get married. I felt like he didn’t want to get married because of me and because he didn’t want to be with me, so I thought it was okay to have an affair.	orig		The person who cheated (the narrator)	Assumed the boyfriend did not want to marry due to lack of commitment to her	The boyfriend and the narrator	Assumed the boyfriend would not care or be harmed by the affair	2.0	Cheating causes emotional harm, outweighing short-term relief. Net utility decreases.	-3.0	Deception and harm reduce overall happiness; violates trust and commitment.	-2.65	test	-2.0274164561296	-2.172051191329956
328	Clifford	You see a former US General saying publicly he would never buy any American product.	orig		The former US General	Assumed the agent is motivated by personal ethics or protest against perceived harms of American products.	American companies, workers, and consumers	Assumed affected parties rely on economic stability and trust in domestic products.	3.0	Action risks economic harm without clear broader benefit, reducing net utility.	-2.0	Prioritizes personal ethics over communal welfare, causing potential harm.	-2.5	test	-1.5478920306218154	-1.5785232782363892
329	Mickelberg	Person X disappointed their boss when they were unable to attract any new customers.	orig		Person X	Assumed the agent was responsible for attracting new customers.	The boss and the company	Assumed the affected parties prioritize business growth and success.	3.0	Failure to attract customers reduces potential benefits for the company.	-1.0	Reduces utility for stakeholders; no intentional harm but poor performance.	0.02	test	-1.5478920306218154	-1.5785232782363892
330	Effron	Provided books to a nursing home	orig		The donor or volunteer providing the books	Assumed the agent acted to enhance residents' well-being through access to reading material	Nursing home residents	Assumed residents value reading for mental stimulation, entertainment, or emotional comfort	8.0	Books provide mental engagement, reduce isolation, and uplift mood; minimal downsides	4.0	Promotes happiness and intellectual enrichment; aligns with community benefit	2.425	test	0.8497300969171078	0.7730227708816528
331	Mickelberg	Person X brought in the groceries from the car and dropped one of the bags, which caused the eggs to break.	orig		Person X	Assumed the agent intended to transport groceries responsibly but acted carelessly.	Household/family members relying on the groceries	Assumed the affected party values the groceries and experiences inconvenience from the loss.	3.0	Accidental damage caused minor resource loss; minimal overall harm.	-1.0	Unintentional harm with negligible moral blame but minor negative impact.	0.07	test	-1.5478920306218154	-1.5785232782363892
332	Grizzard	Captures instead of kills a child soldier.	orig		A soldier	The agent followed ethical rules of engagement.	The child soldier	The child was coerced into combat.	8.0	Saves life, enables rehabilitation, reduces harm, upholds humanitarian values.	3.0	Preserves life, respects child rights, promotes ethical treatment.	2.04	test	0.8497300969171078	0.7730227708816528
333	Clifford	You see a player publicly yelling at his soccer coach during a playoff game.	orig		The player	Assumed the player acted impulsively due to frustration or disagreement with the coach's decisions.	The coach, team, and spectators	Assumed the action disrupted team morale, undermined the coach's authority, and negatively affected spectators' experience.	2.0	Public conflict harms team cohesion and community enjoyment, outweighing potential benefits.	-3.0	Disrespect and disruption lower morale, making the action immoral.	-2.1	test	-2.0274164561296	-2.172051191329956
334	Kruepke	I left my second marriage and I left my step-kids there too. My youngest stepson has some disabilities, but I left him there. I could not cope with his druggy, drinking father and so I decided to leave everything behind.	orig		The person leaving the marriage (you)	Assumed the agent prioritized self-preservation over caregiving responsibilities	Youngest stepson, ex-spouse, other stepchildren	Assumed affected parties lack adequate support for the stepson's disabilities	4.0	Agent's relief vs. stepson's potential neglect: mixed net utility.	-2.0	Self-care justified but abandonment harms vulnerable party.	-2.07	test	-1.0683676051140307	-1.242610216140747
335	Kruepke	I was in a relationship with this woman named Beth for a while. Then one night I cheated on Beth with my ex-girlfriend. The next morning my ex came by to see why I didn't stay the night at her place and she saw me with Beth.	orig		I (the narrator)	Acted on self-interest without considering consequences	Beth and the ex-girlfriend	Both experience emotional pain and betrayal	2.0	Causes significant harm, reduces overall happiness	-3.0	Betrayal and distress make it immoral	-2.78	test	-2.0274164561296	-2.172051191329956
336	Lotto	You are a financial adviser who works for a big company. Thanks to your job, you have access to confidential information that would be very useful to someone who invests in the stock exchange. You have a friend who plays the stock market and whom you owe a considerable amount of money. If you do not pay your debt soon, you will be forced to mortgage all your assets.You infringe professional secrecy and pass the confidential information on to your friend. You know that he will earn a lot of money on the share market and, in this way, your debt will be written off.	orig		The financial adviser	The agent prioritizes self-interest over professional ethics to avoid financial ruin	The friend, the company, and the stock market community	The friend gains financially; the company and market suffer from unfair practices	2.0	Benefits two individuals but harms many; net utility is low	-3.0	Unethical, illegal insider trading; harms market integrity and trust	-0.84	test	-2.0274164561296	-2.172051191329956
337	Mickelberg	Person X can walk on their hands down a flight of stairs.	orig		Person X	Person X is physically capable and trained to walk on hands safely.	Person X	Person X is consenting and aware of risks involved.	7.0	Personal skill demonstration, minimal community impact.	3.0	No harm, self-regarding action with consent.	0.08	test	0.37020567140932314	-0.11162915825843811
338	Kruepke	When I was little I would steal from supermarkets. I would steal things that my brothers and I wanted. I got caught a couple of times, but just kept doing it.	orig		The person (you) as a child	The agent believed stealing was necessary to fulfill immediate desires for themselves and their brothers	The supermarket owners and the broader community	The affected parties (supermarkets) could absorb minor losses without significant harm	2.0	Short-term gain for brothers vs. long-term harm to community. Net negative utility.	-3.0	Harm to community outweighs benefit; theft is immoral despite intent.	-2.46	test	-2.0274164561296	-2.172051191329956
339	Effron	Helped push someone's car out of a snow bank	orig		The person who helped push the car	The agent acted altruistically to assist someone in need	The driver of the stuck car and other road users	The affected party benefited from reduced distress and safer roads	9.0	Relieved distress, prevented traffic issues, minimal harm	4.0	Altruistic aid promotes community well-being, no drawbacks	2.86666664	test	1.3292545224248928	1.6572645902633667
340	Mickelberg	Person X accidentally knocked a glass off the table, but managed to catch it before it could smash on the floor.	orig		Person X	The agent acted quickly to prevent harm, assuming responsibility for the accident.	The community/household (potential affected by broken glass)	The affected party values safety and avoiding material loss or injury.	9.0	Prevented damage, harm, and cost; no negative consequences.	4.0	Averted harm, demonstrating responsibility; net positive outcome.	0.5	test	1.3292545224248928	1.6572645902633667
341	Effron	Helped pick up the papers dropped by another	orig		The person who helped pick up the papers	The agent acted altruistically to assist without expecting reward	The individual who dropped the papers	The affected party needed timely help to avoid distress or inconvenience	9.0	Immediate relief, minimal effort, no harm caused	4.0	Altruistic aid promotes happiness, morally commendable	1.83529416	test	1.3292545224248928	1.6572645902633667
342	Kruepke	I was tempted not to tell the bank that they had made a $1200 error in my favor. I wanted to withdraw the money but at the same time I didn't want to go to jail. But I ended up calling the bank and told them the error.	orig		The individual	Assumed the agent is honest and prioritizes long-term consequences over short-term gain.	The bank and the broader community	Assumed the bank values financial integrity; the community benefits from ethical behavior.	9.0	Prevents legal harm, maintains trust, upholds systemic fairness.	4.0	Honesty reinforces societal trust, avoiding harm to all parties.	2.62	test	1.3292545224248928	1.6572645902633667
343	Effron	Put money in the meter for an unknown driver	orig		A stranger	The agent acted altruistically to prevent a parking ticket for the driver.	The unknown driver	The driver would want to avoid a parking ticket and associated costs.	8.0	Prevents financial loss for driver, minor community cost.	3.0	Altruistic act reduces harm, promotes goodwill.	2.25454544	test	0.8497300969171078	0.7730227708816528
344	Effron	Refused to attend the funeral of a relative he disliked	orig		The individual who refused to attend the funeral	The agent disliked the relative due to past conflicts or harm	Deceased's family, friends, and the agent themselves	Family expects attendance; agent prioritizes emotional well-being	6.0	Avoiding personal distress outweighs potential offense to others	1.0	Balances self-care against social duty; neutral net impact	-0.71111112	test	-0.10931875409846148	-0.9940063953399658
345	Mickelberg	Person X prepared a roast chicken and made the stuffing from scratch.	orig		Person X	Assumed intent to provide nourishment and pleasure through cooking.	The individuals consuming the meal (e.g., family, guests).	Assumed enjoyment of home-cooked food and no dietary restrictions.	8.0	Provides nourishment, pleasure, and social bonding without harm.	3.0	Positively impacts well-being; no evident negative consequences.	0.35	test	0.8497300969171078	0.7730227708816528
346	Mickelberg	Person X invited an unpopular coworker to have lunch with them at a new cafÃ© that had just opened.	orig		Person X	Assumed Person X acted to foster inclusivity and kindness.	The unpopular coworker and the broader workplace community.	Assumed the coworker felt isolated and desired social connection.	8.0	Promotes inclusion, enhances coworker's well-being, positive social example.	4.0	Inclusive act increases community happiness, morally commendable.	2.06	test	0.8497300969171078	0.7730227708816528
347	Effron	Ignored a new person in the office for several weeks	orig		Existing employees	Assumed the new person did not require inclusion or support	The new person	Assumed they felt isolated or unwelcome	2.0	Isolation reduces productivity and morale, harming community happiness.	-3.0	Exclusion lowers overall happiness; unethical to perpetuate harm.	-1.38823528	test	-2.0274164561296	-2.172051191329956
348	Clifford	You see two first cousins getting married to each other in an elaborate wedding.	orig		The two first cousins getting married	They are consenting adults aware of potential genetic/social risks	The couple, their families, and the broader community	Families/community may disapprove due to cultural norms or genetic concerns	5.0	Personal happiness vs. genetic/social risks; moderate net utility	-1.0	Balances autonomy with societal harm; mixed moral acceptability	-2.7	test	-0.5888431796062461	-1.156131386756897
349	Clifford	You see a woman throwing a stapler at her colleague who is snoring during her talk.	orig		The woman throwing the stapler	She intended to stop her colleague's disruptive snoring during her talk	The snoring colleague and possibly others present	The colleague was being disrespectful or inattentive during the talk	3.0	Potential harm outweighs brief attention gain	-2.0	Aggressive action risks harm, reducing net happiness	-3.0	test	-1.5478920306218154	-1.5785232782363892
350	Clifford	You see a student getting an A on a group project when he didn't do his part.	orig		The student who didn't do his part	The agent intentionally avoided contributing to the project	Group members and the teacher	Group members compensated for the agent's inaction; teacher was misled about contributions	2.0	Harm to group and teacher outweighs student's benefit	-3.0	Unfair gain reduces overall happiness; immoral due to exploitation	-2.8	test	-2.0274164561296	-2.172051191329956
351	Clifford	You see a student copying a classmate's answer sheet on a makeup final exam.	orig		The student copying the answer sheet	The agent acted out of desperation to pass, avoiding academic failure or personal shame.	The classmate, teacher, academic community, and other students	Affected parties value fairness, academic integrity, and honest evaluation.	2.0	Short-term gain for one vs. long-term harm to trust and fairness.	-3.0	Dishonesty undermines communal fairness; harm outweighs individual benefit.	-3.4	test	-2.0274164561296	-2.172051191329956
352	Effron	Started a false rumor about someone	orig		An individual	The agent acted with malicious intent to harm the subject's reputation.	The subject of the rumor and the community	The affected party values truth and social trust.	1.0	Harm (pain, distrust) outweighs any trivial benefits.	-3.0	Intentional deception and harm are immoral.	-2.672	test	-2.5069408816373846	-2.7352633476257324
353	Kruepke	My mother has been ill for quite some time and I have been taking care of her and making sure she makes it to all her appointments. My mother made an appointment for the acupuncturist but didn't want to go. I got angry with her and made her go.	orig		The child (narrator)	The agent assumes forcing the mother to attend will improve her health.	The mother	The mother resists due to discomfort or distrust in acupuncture.	6.0	Potential health gain vs. immediate distress; moderate net utility.	2.0	Coercion reduces moral score despite good intent.	0.62	test	-0.10931875409846148	-0.9940063953399658
354	Clifford	You see a teacher publicly saying she hopes another school wins the math contest.	orig		The teacher	Assumed the agent prioritizes fairness or external relationships over her own school's victory	Her students, the other school, and the broader educational community	Assumed students may feel demoralized; the other school gains encouragement	4.0	Mixed impact: discourages own students but fosters goodwill. Net utility is moderate.	-1.0	Balances harm (student morale) and benefit (fairness). Slightly negative net effect.	-1.9	test	-1.0683676051140307	-1.242610216140747
355	Mickelberg	Person X did all the repair work on their car.	orig		Person X	Assumed Person X has adequate skills to perform repairs safely and effectively.	Person X and the community	Assumed the community benefits from reduced accident risks and environmental harm.	7.0	Proper repairs improve personal safety and public welfare, moderately maximizing utility.	3.0	Enhances safety and reduces harm, aligning with community welfare.	0.6	test	0.37020567140932314	-0.11162915825843811
356	Effron	Ridiculed a handicapped child by making fun of him	orig		A person	The agent acted intentionally to mock the child, possibly seeking social approval or out of ignorance.	The handicapped child	The child experienced emotional pain, embarrassment, and diminished self-esteem.	1.0	Causes significant harm, no meaningful benefit.	-4.0	Severe harm without benefits; deeply immoral.	-3.296	test	-2.5069408816373846	-2.7352633476257324
357	Effron	Refused to help a child fix his bicycle	orig		A passerby	The agent was indifferent or preoccupied	The child needing assistance	The child required urgent help to continue	3.0	Refusal causes distress, no community benefit	-2.0	Denying aid reduces happiness, mildly immoral	-1.3473684	test	-1.5478920306218154	-1.5785232782363892
358	Mickelberg	Person X likes to go to their local cafÃ© and sip coffee while reading the newspaper.	orig		Person X	The agent acts out of self-interest to seek personal pleasure.	The café and other customers	The café benefits economically; others are undisturbed.	7.0	Minor positive impact on café revenue and personal pleasure; no harm.	3.0	Neutral to mildly positive; no ethical violations.	0.29	test	0.37020567140932314	-0.11162915825843811
359	Effron	Bought food for everyone in the office	orig		The employee who purchased the food	The agent acted altruistically to enhance workplace morale	All office employees	The affected party values communal gestures and shared meals	9.0	Provides immediate satisfaction, fosters goodwill, no significant harm	4.0	Promotes happiness without harm, thus highly moral	2.27692296	test	1.3292545224248928	1.6572645902633667
360	Lotto	You are carrying out research into the behaviour of lions in the Savannah of Central Africa. From an observation tower, you can see four people hide behind a bush. They are being followed by a lion and are trying to get away from it. The lion has seen them and is heading for the bush. Another person has been able to climb the observation tower.You push off the person who has climbed the tower so that the lion is drawn towards him. You know that this person will be mauled to death, but the other four will have time to escape.	orig		You	The agent acted to maximize overall utility by sacrificing one to save four.	The person pushed off the tower and the four escaping individuals.	The affected parties value survival; one death is tragic, but four lives saved increase net happiness.	8.0	Four lives saved outweigh one death; net utility increases.	2.0	Greater good achieved, but actively harming one reduces moral acceptability.	-1.47	test	0.8497300969171078	0.7730227708816528
361	Clifford	You see a boy throwing rocks at cows that are grazing in the local pasture.	orig		The boy	Assumed the agent is unaware of the harm caused to the cows or acting out of boredom.	The cows and potentially the pasture owner	Assumed cows experience pain/distress; owner may incur economic loss if cows are injured.	1.0	Causes animal suffering, no societal benefit, reduces overall utility.	-3.0	Unnecessary harm to sentient beings outweighs any trivial pleasure gained.	-3.3	test	-2.5069408816373846	-2.7352633476257324
362	Mickelberg	Person X was forced to pay multiple bank fees for not paying their credit card repayment on time.	orig		The bank	The bank assumed enforcing fees ensures repayment compliance and financial stability.	Person X	Person X could not or failed to pay on time due to financial hardship or negligence.	2.0	Fees harm individual finances; minimal community benefit.	-2.0	Excessive fees disproportionately harm individual welfare.	-0.4	test	-2.0274164561296	-2.172051191329956
363	Lotto	You are the foreman of a construction company and are checking on the work of a team on the top floor of a skyscraper. At a certain point, you realise that a steel cable is about to give way. This cable supports the external platform where you are, and the five men working on a support structure.You throw one of the workers off the platform to lighten the load. You know that he will die in the fall, but you and the other four will have time to get off and to be safe.	orig		The foreman	The agent acted rationally to maximize overall survival by sacrificing one to save more.	The thrown worker, the four workers, and the foreman	The affected parties value survival; the sacrificed worker’s death is unavoidable to save others.	8.0	Saves five lives at the cost of one, net utility gain.	3.0	Greater good achieved, but intentional killing reduces moral acceptability.	-1.55	test	0.8497300969171078	0.7730227708816528
364	Mickelberg	Person X quit their high-paying job so they could volunteer full time at a nursing home.	orig		Person X	They prioritize altruism over personal financial gain.	Nursing home residents and the broader community.	Residents benefit from care and companionship; community gains from improved welfare.	8.0	Volunteering benefits many elderly residents, outweighing personal income loss.	4.0	Enhances community welfare significantly, thus highly moral.	2.78	test	0.8497300969171078	0.7730227708816528
365	Lotto	You are the owner of a small clothing company which employs thirty people. Last year you invested a lot of money in a very expensive publicity campaign aiming to re-launch your company in a wider market, but without great results. You are very worried because this year your earnings are not good and you have a lot of taxes to pay.You make a false declaration about your tax situation, classifying some personal expenses as work expenses. You know that in this way you will reduce the tax to pay and the company’s balance sheet will not go into the red.	orig		The owner of the clothing company	The agent acted out of financial desperation to protect the company and employees.	The government, employees, and community (via tax revenue loss).	The affected parties are unaware or unlikely to detect the fraud immediately.	3.0	Short-term gain for the company vs. long-term harm to public trust and revenue.	-4.0	Fraud undermines societal trust and harms collective welfare, despite intent.	-0.77	test	-1.5478920306218154	-1.5785232782363892
366	Mickelberg	Person X put up posters and handed out fliers to help find their neighbor's missing dog.	orig		Person X	The agent acted out of kindness and a sense of community responsibility.	The neighbor and the broader community	The neighbor values their dog's safety; the community benefits from mutual aid.	8.0	High benefit (reuniting pet) with minimal cost (effort/time).	4.0	Altruistic action promoting well-being without harm.	2.85	test	0.8497300969171078	0.7730227708816528
367	Clifford	You see a teacher hitting a student's hand with a ruler for falling asleep in class.	orig		The teacher	The agent assumed physical discipline would correct the student's behavior and maintain classroom order.	The student who fell asleep	The affected party was harmed physically/emotionally, and their learning was disrupted.	2.0	Physical harm and fear outweigh short-term compliance; reduces overall well-being.	-3.0	Causing pain and fear for minor discipline is disproportionate and harmful.	-2.7	test	-2.0274164561296	-2.172051191329956
368	Effron	Used stolen food stamps	orig		The person who stole and used the food stamps	Assumed the agent acted out of desperation or need for sustenance	The community (public resources) and the store where used	Assumed the community's welfare system is harmed, and the store incurs a loss	2.0	Feeds agent but harms public trust and resources	-3.0	Theft reduces overall welfare despite immediate benefit	-2.37333336	test	-2.0274164561296	-2.172051191329956
369	Kruepke	My very close friend has been going through menopause pretty intensely and she is pretty stressed out. She has been very hard to deal with, so I decided to talk to her about it. I was afraid she might blow up at me but she listened to me with an open heart.	orig		The narrator (you)	The agent acted with good intentions to support the friend.	The friend going through menopause	The friend was emotionally vulnerable but open to dialogue.	8.0	Open communication likely reduced stress, fostering mutual understanding and emotional relief.	4.0	Promoted emotional well-being and strengthened trust, aligning with moral good.	1.87	test	0.8497300969171078	0.7730227708816528
370	Mickelberg	Person X shaved their head when they found out their partner had cancer and required radiation therapy.	orig		Person X	The agent acted out of empathy and solidarity to support their partner.	The partner with cancer and their social community.	The affected party values emotional support and shared experiences during hardship.	8.0	Boosts partner's morale, fosters emotional connection; minimal harm.	4.0	Promotes compassion, reduces isolation; aligns with communal well-being.	2.46	test	0.8497300969171078	0.7730227708816528
371	Cook	Someone disposes of a small bag of garbage by throwing it into a nearby forest	orig		The person who threw the garbage	Assumed they prioritized convenience over environmental impact	The community and local ecosystem	Assumed harm from pollution and ecological disruption	1.0	Environmental harm outweighs minor personal benefit	-3.0	Harm to community/environment makes action immoral	-2.54	test	-2.5069408816373846	-2.7352633476257324
372	Effron	Hit a dog and drove away without notifying the owner	orig		The driver of the vehicle	The agent acted negligently and avoided responsibility	The dog and its owner	The dog suffered harm; the owner experienced distress and financial burden	1.0	Causes harm, no benefit to community	-3.0	Negligence increases suffering; immoral	-3.2	test	-2.5069408816373846	-2.7352633476257324
373	Mickelberg	Person X forgot to turn the stove off before leaving the house.	orig		Person X	Assumed negligence or forgetfulness by the agent.	Household members and potentially neighbors (fire risk).	Assumed desire for safety and avoidance of harm.	2.0	Action creates significant fire risk, lowering utility.	-2.0	Negligence risks harm; immoral but unintentional.	-0.31	test	-2.0274164561296	-2.172051191329956
374	Effron	Loudly talked to a companion in a movie	orig		The person talking loudly	The agent is unaware or indifferent to disturbing others	Other moviegoers	Affected party values quiet enjoyment of the movie	2.0	Disrupts many, minor benefit to agent	-3.0	Reduces overall happiness, inconsiderate	-1.70666672	test	-2.0274164561296	-2.172051191329956
375	Effron	Visited a sick friend in the hospital	orig		The friend who visited the sick person	The agent acted out of care and concern for the friend's well-being	The sick friend and the broader community (e.g., hospital staff, other patients)	The affected party values emotional support and social connection during illness	8.0	Visiting provides emotional support, improving friend's well-being with minimal community cost	4.0	Promotes friend's happiness, reduces suffering; aligns with maximizing community utility	2.28571432	test	0.8497300969171078	0.7730227708816528
376	Clifford	You see a woman refusing to stand when the judge walks into the courtroom.	orig		The woman refusing to stand	She intentionally defied courtroom norms	The judge and courtroom attendees	They expect respect for judicial authority	2.0	Disrupts decorum, risks contempt; minimal societal benefit.	-2.0	Undermines respect for legal institutions; slight harm to order.	-2.0	test	-2.0274164561296	-2.172051191329956
377	Effron	Loudly criticized the art at a community children's art show	orig		An adult attendee (e.g., parent or critic)	Assumed the agent intended to provide honest feedback but lacked sensitivity.	Children participants, their parents, and the community	Assumed children are emotionally vulnerable, parents value encouragement, and the community prioritizes support.	2.0	Public criticism harms children's confidence, outweighing minimal honesty benefits.	-3.0	Caused emotional harm and disrupted community harmony; net negative impact.	-2.48	test	-2.0274164561296	-2.172051191329956
378	Cook	Someone posts online about a private conversation they overheard containing what they consider ofensive humor, including a picture of those involved in the conversation	orig		The person who posted the private conversation and picture online	The agent intended to publicly shame or expose the individuals involved in the conversation	The individuals involved in the private conversation and the online audience	The affected individuals value their privacy and may suffer reputational harm or distress	2.0	Exposure risks harm (privacy, distress) but may promote accountability; net utility is low	-2.0	Violates privacy and causes harm, outweighing potential social accountability benefits	-2.31	test	-2.0274164561296	-2.172051191329956
379	Clifford	You see the class president saying on TV that her rival college is a better school.	orig		The class president	Assumed she acted intentionally to express her opinion publicly	Both her own college and the rival college's communities	Assumed they prioritize institutional reputation and student morale	3.0	May harm her school's reputation, reducing community happiness.	-2.0	Undermining own institution risks morale, seen as disloyal.	-1.4	test	-1.5478920306218154	-1.5785232782363892
380	Kruepke	I was working at a school and needed some pictures of horses to use as a reference for a drawing that I was doing. So I used some of the books that were at the school and have never returned them. I left the school some time ago.	orig		Myself (the person working at the school)	Assumed the books were not urgently needed by others	The school and its community (students, staff)	Assumed the school would not suffer significant loss from the unreturned books	3.0	Personal benefit but deprived school resources; minimal overall utility	-2.0	Dishonest act reduces trust; minor harm but still unethical	-1.6	test	-1.5478920306218154	-1.5785232782363892
